symbol,as_of_date,assettype,name,description,cik,exchange,currency,country,sector,industry,address,officialsite,fiscalyearend,latestquarter,marketcapitalization,ebitda,peratio,pegratio,bookvalue,dividendpershare,dividendyield,eps,revenuepersharettm,profitmargin,operatingmarginttm,returnonassetsttm,returnonequityttm,revenuettm,grossprofitttm,dilutedepsttm,quarterlyearningsgrowthyoy,quarterlyrevenuegrowthyoy,analysttargetprice,analystratingstrongbuy,analystratingbuy,analystratinghold,analystratingsell,analystratingstrongsell,trailingpe,forwardpe,pricetosalesratiottm,pricetobookratio,evtorevenue,evtoebitda,beta,52weekhigh,52weeklow,50daymovingaverage,200daymovingaverage,sharesoutstanding,sharesfloat,percentinsiders,percentinstitutions,dividenddate,exdividenddate
SYK,2026-05-28,Common Stock,Stryker Corporation,"Stryker Corporation is an American multinational medical technologies corporation based in Kalamazoo, Michigan. Stryker's products include implants used in joint replacement and trauma surgeries; surgical equipment and surgical navigation systems; endoscopic and communications systems; patient handling and emergency medical equipment; neurosurgical, neurovascular and spinal devices; as well as other medical device products used in a variety of medical specialties.",310764.0,NYSE,USD,USA,HEALTHCARE,MEDICAL DEVICES,"1941 STRYKER WAY, PORTAGE, MI, UNITED STATES, 49002",https://www.stryker.com,December,2026-03-31,117285396000,6918000000.0,35.45,1.457,58.61,3.44,0.011,8.63,66.06,0.132,0.178,0.0772,0.152,25270000000,16349000000,8.63,0.142,0.026,389.35,8.0,14.0,7.0,0.0,0.0,35.45,20.41,4.641,5.1,5.11,20.04,0.81,401.86,281.0,322.24,357.22,383361000,347256000,5.367,82.329,2026-07-31,2026-06-30
