symbol,as_of_date,assettype,name,description,cik,exchange,currency,country,sector,industry,address,officialsite,fiscalyearend,latestquarter,marketcapitalization,ebitda,peratio,pegratio,bookvalue,dividendpershare,dividendyield,eps,revenuepersharettm,profitmargin,operatingmarginttm,returnonassetsttm,returnonequityttm,revenuettm,grossprofitttm,dilutedepsttm,quarterlyearningsgrowthyoy,quarterlyrevenuegrowthyoy,analysttargetprice,analystratingstrongbuy,analystratingbuy,analystratinghold,analystratingsell,analystratingstrongsell,trailingpe,forwardpe,pricetosalesratiottm,pricetobookratio,evtorevenue,evtoebitda,beta,52weekhigh,52weeklow,50daymovingaverage,200daymovingaverage,sharesoutstanding,sharesfloat,percentinsiders,percentinstitutions,dividenddate,exdividenddate
CVS,2026-05-28,Common Stock,CVS Health Corp,"CVS Health (previously CVS Corporation and CVS Caremark Corporation) is an American healthcare company that owns CVS Pharmacy, a retail pharmacy chain; CVS Caremark, a pharmacy benefits manager; Aetna, a health insurance provider, among many other brands. The company's headquarters is in Woonsocket, Rhode Island.",64803.0,NYSE,USD,USA,HEALTHCARE,HEALTHCARE PLANS,"ONE CVS DRIVE, WOONSOCKET, RI, UNITED STATES, 02895",https://www.cvshealth.com,December,2026-03-31,117474623000,15412000000.0,40.38,0.259,60.84,2.66,0.0293,2.28,319.38,0.0072,0.0412,0.0267,0.0375,405618000000,54302999000,2.28,0.631,0.061,102.08,7.0,18.0,3.0,0.0,0.0,40.38,12.5,0.29,1.517,0.451,16.53,0.592,98.43,57.05,81.29,78.12,1275927000,1273273000,0.065,89.93,2026-05-04,2026-04-23
