symbol,as_of_date,assettype,name,description,cik,exchange,currency,country,sector,industry,address,officialsite,fiscalyearend,latestquarter,marketcapitalization,ebitda,peratio,pegratio,bookvalue,dividendpershare,dividendyield,eps,revenuepersharettm,profitmargin,operatingmarginttm,returnonassetsttm,returnonequityttm,revenuettm,grossprofitttm,dilutedepsttm,quarterlyearningsgrowthyoy,quarterlyrevenuegrowthyoy,analysttargetprice,analystratingstrongbuy,analystratingbuy,analystratinghold,analystratingsell,analystratingstrongsell,trailingpe,forwardpe,pricetosalesratiottm,pricetobookratio,evtorevenue,evtoebitda,beta,52weekhigh,52weeklow,50daymovingaverage,200daymovingaverage,sharesoutstanding,sharesfloat,percentinsiders,percentinstitutions,dividenddate,exdividenddate
CMS,2026-05-28,Common Stock,CMS Energy Corporation,"CMS Energy (NYSE: CMS), based in Jackson, Michigan, is an energy company that is focused principally on utility operations in Michigan.",811156.0,NYSE,USD,USA,UTILITIES,UTILITIES - REGULATED ELECTRIC,"ONE ENERGY PLAZA, JACKSON, MI, UNITED STATES, 49201",https://www.cmsenergy.com,December,2026-03-31,22928013000,3048000000.0,20.56,2.866,29.92,2.198,0.0296,3.61,29.17,0.126,0.198,0.0313,0.104,8822000000,3577000000,3.61,0.089,0.116,80.86,3.0,6.0,6.0,0.0,1.0,20.56,19.19,2.599,2.481,4.767,12.38,0.371,79.74,66.39,75.86,73.59,308920000,306825000,0.571,100.394,2026-05-29,2026-05-08
