symbol,as_of_date,assettype,name,description,cik,exchange,currency,country,sector,industry,address,officialsite,fiscalyearend,latestquarter,marketcapitalization,ebitda,peratio,pegratio,bookvalue,dividendpershare,dividendyield,eps,revenuepersharettm,profitmargin,operatingmarginttm,returnonassetsttm,returnonequityttm,revenuettm,grossprofitttm,dilutedepsttm,quarterlyearningsgrowthyoy,quarterlyrevenuegrowthyoy,analysttargetprice,analystratingstrongbuy,analystratingbuy,analystratinghold,analystratingsell,analystratingstrongsell,trailingpe,forwardpe,pricetosalesratiottm,pricetobookratio,evtorevenue,evtoebitda,beta,52weekhigh,52weeklow,50daymovingaverage,200daymovingaverage,sharesoutstanding,sharesfloat,percentinsiders,percentinstitutions,dividenddate,exdividenddate
CVX,2026-05-28,Common Stock,Chevron Corp,"Chevron Corporation is an American multinational energy corporation. One of the successor companies of Standard Oil, it is headquartered in San Ramon, California, and active in more than 180 countries. Chevron is engaged in every aspect of the oil and natural gas industries, including hydrocarbon exploration and production; refining, marketing and transport; chemicals manufacturing and sales; and power generation.",93410.0,NYSE,USD,USA,ENERGY,OIL & GAS INTEGRATED,"1400 SMITH STREET, HOUSTON, TX, UNITED STATES, 77002-7327",https://www.chevron.com,December,2026-03-31,363267391000,37906002000.0,31.72,0.798,92.91,6.91,0.0374,5.75,97.35,0.0593,0.0731,0.0346,0.0664,185740001000,78792999000,5.75,-0.445,0.023,215.87,5.0,13.0,6.0,1.0,0.0,31.72,13.5,1.956,1.977,2.17,9.7,0.501,212.76,129.77,192.77,169.55,1991598000,1882414000,4.728,70.598,2026-06-10,2026-05-19
