symbol,as_of_date,assettype,name,description,cik,exchange,currency,country,sector,industry,address,officialsite,fiscalyearend,latestquarter,marketcapitalization,ebitda,peratio,pegratio,bookvalue,dividendpershare,dividendyield,eps,revenuepersharettm,profitmargin,operatingmarginttm,returnonassetsttm,returnonequityttm,revenuettm,grossprofitttm,dilutedepsttm,quarterlyearningsgrowthyoy,quarterlyrevenuegrowthyoy,analysttargetprice,analystratingstrongbuy,analystratingbuy,analystratinghold,analystratingsell,analystratingstrongsell,trailingpe,forwardpe,pricetosalesratiottm,pricetobookratio,evtorevenue,evtoebitda,beta,52weekhigh,52weeklow,50daymovingaverage,200daymovingaverage,sharesoutstanding,sharesfloat,percentinsiders,percentinstitutions,dividenddate,exdividenddate
C,2026-05-28,Common Stock,Citigroup Inc.,"Citigroup Inc. is an American multinational investment bank and financial services corporation headquartered in New York City. The company was formed by the merger of banking giant Citicorp and financial conglomerate Travelers Group in 1998; Travelers was subsequently spun off from the company in 2002. Citigroup owns Citicorp, the holding company for Citibank, as well as several international subsidiaries. Citigroup is incorporated in Delaware.",831001.0,NYSE,USD,USA,FINANCIAL SERVICES,BANKS - DIVERSIFIED,"388 GREENWICH STREET, NEW YORK, NY, UNITED STATES, 10013",https://www.citigroup.com,December,2026-03-31,213862302000,,15.5,0.697,112.22,2.36,0.0186,8.09,43.83,0.204,0.341,0.0061,0.0765,78734000000,78734000000,8.09,0.561,0.159,146.93,6.0,13.0,4.0,0.0,0.0,15.5,11.85,2.716,1.117,6.94,,1.124,134.65,72.65,122.5,110.1,1705577000,1700068000,0.266,81.58,2026-05-22,2026-05-04
