symbol,as_of_date,assettype,name,description,cik,exchange,currency,country,sector,industry,address,officialsite,fiscalyearend,latestquarter,marketcapitalization,ebitda,peratio,pegratio,bookvalue,dividendpershare,dividendyield,eps,revenuepersharettm,profitmargin,operatingmarginttm,returnonassetsttm,returnonequityttm,revenuettm,grossprofitttm,dilutedepsttm,quarterlyearningsgrowthyoy,quarterlyrevenuegrowthyoy,analysttargetprice,analystratingstrongbuy,analystratingbuy,analystratinghold,analystratingsell,analystratingstrongsell,trailingpe,forwardpe,pricetosalesratiottm,pricetobookratio,evtorevenue,evtoebitda,beta,52weekhigh,52weeklow,50daymovingaverage,200daymovingaverage,sharesoutstanding,sharesfloat,percentinsiders,percentinstitutions,dividenddate,exdividenddate
NSC,2026-05-28,Common Stock,Norfolk Southern Corporation,"The Norfolk Southern Railway is a Class I freight railroad in the United States, and is the current name of the former Southern Railway. With headquarters in Atlanta, Georgia, the company operates 19,420 route miles (31,250 km) in 22 eastern states, the District of Columbia, and has rights in Canada over the Albany to Montreal route of the Canadian Pacific Railway, and previously on CN from Buffalo to St. Thomas.",702165.0,NYSE,USD,USA,INDUSTRIALS,RAILROADS,"650 WEST PEACHTREE STREET NW, ATLANTA, GA, UNITED STATES, 30308-1925",https://www.norfolksouthern.com,December,2026-03-31,73145770000,5587000000.0,27.48,4.767,70.37,5.4,0.0169,11.85,54.25,0.219,0.323,0.0589,0.176,12185000000,5587000000,11.85,-0.266,0.002,335.29,1.0,4.0,16.0,0.0,0.0,27.48,26.67,6.0,4.628,7.3,15.9,1.295,326.0,237.41,302.84,294.09,224594000,224221000,0.067,78.09,2026-05-20,2026-05-08
