symbol,as_of_date,assettype,name,description,cik,exchange,currency,country,sector,industry,address,officialsite,fiscalyearend,latestquarter,marketcapitalization,ebitda,peratio,pegratio,bookvalue,dividendpershare,dividendyield,eps,revenuepersharettm,profitmargin,operatingmarginttm,returnonassetsttm,returnonequityttm,revenuettm,grossprofitttm,dilutedepsttm,quarterlyearningsgrowthyoy,quarterlyrevenuegrowthyoy,analysttargetprice,analystratingstrongbuy,analystratingbuy,analystratinghold,analystratingsell,analystratingstrongsell,trailingpe,forwardpe,pricetosalesratiottm,pricetobookratio,evtorevenue,evtoebitda,beta,52weekhigh,52weeklow,50daymovingaverage,200daymovingaverage,sharesoutstanding,sharesfloat,percentinsiders,percentinstitutions,dividenddate,exdividenddate
HLIT,2026-05-28,Common Stock,Harmonic Inc,"Harmonic Inc. provides global video delivery software, products, system solutions and services. The company is headquartered in San Jose, California.",851310.0,NASDAQ,USD,USA,TECHNOLOGY,COMMUNICATION EQUIPMENT,"2590 ORCHARD PARKWAY, SAN JOSE, CA, UNITED STATES, 95131",https://www.harmonicinc.com,December,2026-03-31,1856374000,41330000.0,213.88,1.841,3.274,,,0.08,3.547,-0.106,0.168,0.0257,0.0212,397340000,191880000,0.08,0.319,0.434,15.29,2.0,2.0,2.0,1.0,0.0,213.88,18.83,4.672,5.23,4.728,50.07,1.244,17.59,7.8,11.01,10.23,108496000,106547000,2.007,87.073,,
