symbol,as_of_date,assettype,name,description,cik,exchange,currency,country,sector,industry,address,officialsite,fiscalyearend,latestquarter,marketcapitalization,ebitda,peratio,pegratio,bookvalue,dividendpershare,dividendyield,eps,revenuepersharettm,profitmargin,operatingmarginttm,returnonassetsttm,returnonequityttm,revenuettm,grossprofitttm,dilutedepsttm,quarterlyearningsgrowthyoy,quarterlyrevenuegrowthyoy,analysttargetprice,analystratingstrongbuy,analystratingbuy,analystratinghold,analystratingsell,analystratingstrongsell,trailingpe,forwardpe,pricetosalesratiottm,pricetobookratio,evtorevenue,evtoebitda,beta,52weekhigh,52weeklow,50daymovingaverage,200daymovingaverage,sharesoutstanding,sharesfloat,percentinsiders,percentinstitutions,dividenddate,exdividenddate
PG,2026-05-28,Common Stock,Procter & Gamble Company,"The Procter & Gamble Company (P&G) is an American multinational consumer goods corporation headquartered in Cincinnati, Ohio, founded in 1837 by William Procter and James Gamble. It specializes in a wide range of personal health, consumer health, personal care, and hygiene products; these products are organized into several segments including Beauty; Grooming; Health Care; Fabric & Home Care; and Baby, Feminine, & Family Care. Before the sale of Pringles to Kellogg's, its product portfolio also included food, snacks, and beverages.",80424.0,NYSE,USD,USA,CONSUMER DEFENSIVE,HOUSEHOLD & PERSONAL PRODUCTS,"ONE PROCTER & GAMBLE PLAZA, CINCINNATI, OH, UNITED STATES, 45202",https://www.pginvestor.com,June,2026-03-31,343445078000,25042000000.0,20.92,4.14,23.08,4.227,0.0296,7.05,37.09,0.192,0.231,0.109,0.311,86716998000,44211999000,7.05,0.058,0.074,163.77,5.0,9.0,10.0,0.0,0.0,20.92,20.7,3.961,6.13,4.254,14.82,0.398,166.21,135.63,144.62,149.78,2328599000,2324338000,0.066,71.913,2026-05-15,2026-04-24
