trade_id,symbol,entry_date,entry_price,exit_date,exit_price,quantity,side,initial_stop_loss,final_stop_loss,take_profit,pl,pl_pct,security_pl,fx_pl,entry_fx_rate,exit_fx_rate,security_currency,duration_days,entry_equity,entry_capital_available,entry_capital_required,concurrent_positions,competing_signals,entry_reason,exit_reason,commission_paid,partial_exits
T000021,AMKR,2000-11-30,14.85350197,2000-12-18,13.45552532,111.7054110592708,LONG,11.961490972217227,11.961490972217227,,-162.1615563395124,-9.773381117812086,-162.1615563395124,0.0,1.0,1.0,GBP,18,0.0,4912.444925253618,1659.2165432285387,1,FITB,AlphaTrend signal + Volume aligned,Vulnerability score swap (score: 80.0) for CRK,6.0,0
T000033,AMKR,2001-03-13,16.60097279,2001-04-02,14.56225684,93.7272547120029,LONG,14.286986464721396,14.286986464721396,,-197.083249131073,-12.666314846830536,-197.083249131073,0.0,1.0,1.0,GBP,20,0.0,4337.671714189586,1555.9636051553596,0,BRKR,AlphaTrend signal + Volume aligned,Vulnerability score swap (score: 70.0) for FCF,6.0,0
T000039,AMKR,2001-06-05,20.3731798,2001-06-19,18.22029575,130.57936867605838,LONG,18.532146022617855,18.532146022617855,,-287.1222400817558,-10.792783146074331,-287.1222400817558,0.0,1.0,1.0,GBP,14,0.0,4805.020567237187,2660.316956207825,0,"NEE,NVMI,THC",AlphaTrend signal + Volume aligned,Stop loss hit,6.0,0
T000101,AMKR,2004-05-13,8.71405449,2004-06-07,9.26392531,99.58756008027969,LONG,7.59166873245927,7.59166873245927,,48.76029332314255,5.618766003161422,48.76029332314255,0.0,1.0,1.0,GBP,25,0.0,2235.513181246754,867.811425065706,0,,AlphaTrend signal + Volume aligned,Vulnerability score swap (score: 89.0) for M,6.0,0
T000109,AMKR,2005-01-11,4.58536343,2005-01-24,4.00753308,292.2773221273034,LONG,4.095525169368906,4.095525169368906,,-174.88670734188253,-13.049321123362631,-174.88670734188253,0.0,1.0,1.0,GBP,13,0.0,2863.3723018550463,1340.197744300867,0,,AlphaTrend signal + Volume aligned,Stop loss hit,6.0,0
T000128,AMKR,2006-05-19,9.13344749,2006-06-05,8.6954148,201.64081829694337,LONG,8.260564961408901,8.260564961408901,,-94.32527005241133,-5.1217086488987995,-94.32527005241133,0.0,1.0,1.0,GBP,17,0.0,3520.174946844283,1841.6758257557635,0,CNH,AlphaTrend signal + Volume aligned,Vulnerability score swap (score: 85.0) for EQT,6.0,0
T000143,AMKR,2007-05-08,12.88002493,2007-05-25,13.12234088,323.01569885180305,LONG,12.2096434629246,12.2096434629246,,72.27185593218859,1.7371162138721061,72.27185593218859,0.0,1.0,1.0,GBP,17,0.0,4330.874761693143,4160.450253992595,0,,AlphaTrend signal + Volume aligned,Vulnerability score swap (score: 85.0) for BP,6.0,0
T000148,AMKR,2007-08-07,10.00951286,2007-09-04,11.06265527,182.43669982725245,LONG,8.99055700293076,8.99055700293076,,186.13182572851946,10.192846591920485,186.13182572851946,0.0,1.0,1.0,GBP,28,0.0,3714.8988766672287,1826.102493056843,0,QGEN,AlphaTrend signal + Volume aligned,Vulnerability score swap (score: 86.0) for APD,6.0,0
T000177,AMKR,2008-10-24,3.24330584,2008-11-14,2.814593,175.45347278521288,LONG,2.559160311255309,2.559160311255309,,-81.21915660561136,-14.272781017196138,-81.21915660561136,0.0,1.0,1.0,GBP,21,0.0,735.6551941263651,569.0492729325621,2,"AXS,EXPN,GPN,HIMX,NVTK,SSB",AlphaTrend signal + Volume aligned,Vulnerability score swap (score: 65.0) for QGEN,6.0,0
T000205,AMKR,2009-07-17,5.31231129,2009-08-11,5.2936716,356.6885835734122,LONG,4.884874159053697,4.884874159053697,,-12.648564624347689,-0.6675265116853122,-12.648564624347689,0.0,1.0,1.0,GBP,25,0.0,3046.2388960783983,1894.8407895311461,0,"FSS,MOG.A,SLB,SPGI,THC,TKR",AlphaTrend signal + Volume aligned,Vulnerability score swap (score: 45.0) for GRMN,6.0,0
T000217,AMKR,2010-04-27,7.68887161,2010-04-30,7.02716266,270.09419741960164,LONG,7.2276235245725236,7.2276235245725236,,-184.72374777561717,-8.894977790532447,-184.72374777561717,0.0,1.0,1.0,GBP,3,0.0,2491.60862889724,2076.71960656531,0,NVMI,AlphaTrend signal + Volume aligned,Stop loss hit,6.0,0
T000267,AMKR,2013-02-20,4.3057681,2013-02-25,3.8863751,445.5081515716596,LONG,4.061530866363764,4.061530866363764,,-192.843000212093,-10.053044125634065,-192.843000212093,0.0,1.0,1.0,GBP,5,0.0,2176.1935700450986,1918.2547873272167,0,"AMG,FNTN,POR,WCP",AlphaTrend signal + Volume aligned,Stop loss hit,6.0,0
T000284,AMKR,2014-08-07,8.08962492,2014-09-02,9.89767473,234.95673092680673,LONG,7.539733511716307,7.539733511716307,,418.81347271043404,22.034559214268402,418.81347271043404,0.0,1.0,1.0,GBP,26,0.0,2584.0137531014925,1900.7118256272304,0,"FSS,IRDM",AlphaTrend signal + Volume aligned,Vulnerability score swap (score: 88.0) for BT.A,6.0,0
