trade_id,symbol,entry_date,entry_price,exit_date,exit_price,quantity,side,initial_stop_loss,final_stop_loss,take_profit,pl,pl_pct,security_pl,fx_pl,entry_fx_rate,exit_fx_rate,security_currency,duration_days,entry_equity,entry_capital_available,entry_capital_required,concurrent_positions,competing_signals,entry_reason,exit_reason,commission_paid,partial_exits
T001045,ATRC,2010-06-15,6.306299999999999,2011-02-23,10.2897,178.7116254327093,LONG,5.181996628275137,5.181996628275137,,705.8798887486543,62.63302346458467,705.8798887486543,0.0,1.0,1.0,GBP,253,10000.0,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Price < EMA(50),6.0,0
T001046,ATRC,2011-03-31,11.39138,2011-06-16,13.21677,260.32095919885853,LONG,10.558307829153735,10.558307829153735,,469.1872757120045,15.821977050213881,469.1872757120045,0.0,1.0,1.0,GBP,77,10705.879888748656,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Price < EMA(50),6.0,0
T001047,ATRC,2011-07-08,14.4549405,2011-07-27,12.207780000000001,141.10135230331957,LONG,12.85810506487551,12.85810506487551,,-323.07738539260345,-15.84014216988707,-323.07738539260345,0.0,1.0,1.0,GBP,19,11175.067164460661,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Stop loss hit,6.0,0
T001048,ATRC,2011-10-13,11.351339999999999,2011-11-04,10.0899,141.55232251443155,LONG,9.808248568746395,9.808248568746395,,-184.55976171260434,-11.48610783695695,-184.55976171260434,0.0,1.0,1.0,GBP,22,10851.989779068057,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Price < EMA(50),6.0,0
T001049,ATRC,2011-12-08,10.25024,2012-02-09,11.03895,151.02766769111227,LONG,8.828765435230451,8.828765435230451,,113.11703178465716,7.3069721292426575,113.11703178465716,0.0,1.0,1.0,GBP,63,10667.430017355453,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Price < EMA(50),6.0,0
T001050,ATRC,2012-05-04,9.189179999999999,2012-05-15,8.03196,199.5527404812119,LONG,8.100608432046842,8.100608432046842,,-236.92642233966782,-12.920491701053747,-236.92642233966782,0.0,1.0,1.0,GBP,11,10780.54704914011,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Stop loss hit,6.0,0
T001051,ATRC,2012-06-06,9.65965,2012-07-19,9.13086,216.52949840473892,LONG,8.677099068084235,8.677099068084235,,-120.49863346144167,-5.761076750846398,-120.49863346144167,0.0,1.0,1.0,GBP,43,10543.620626800443,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Price < EMA(50),6.0,0
T001052,ATRC,2012-09-26,7.647639999999999,2012-10-17,7.24275,240.81953379961033,LONG,6.775227186950746,6.775227186950746,,-103.505421040124,-5.620098780962068,-103.505421040124,0.0,1.0,1.0,GBP,21,10423.121993339,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Price < EMA(50),6.0,0
T001053,ATRC,2012-11-06,7.287279999999999,2012-11-29,6.7332600000000005,226.25576680547778,LONG,6.3687032484880515,6.3687032484880515,,-131.35021992557049,-7.966465692163441,-131.35021992557049,0.0,1.0,1.0,GBP,23,10319.616572298877,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Price < EMA(50),6.0,0
T001054,ATRC,2012-12-21,6.8168099999999985,2013-03-21,8.07192,289.8342679642471,LONG,6.107661499062993,6.107661499062993,,357.77388806460675,18.10830159766842,357.77388806460675,0.0,1.0,1.0,GBP,90,10188.266352373306,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Price < EMA(50),6.0,0
T001055,ATRC,2013-05-07,8.9089,2013-08-09,9.52047,245.62687709294778,LONG,8.042153752847213,8.042153752847213,,144.21802922373416,6.590518534948283,144.21802922373416,0.0,1.0,1.0,GBP,94,10546.040240437913,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Price < EMA(50),6.0,0
