trade_id,symbol,entry_date,entry_price,exit_date,exit_price,quantity,side,initial_stop_loss,final_stop_loss,take_profit,pl,pl_pct,security_pl,fx_pl,entry_fx_rate,exit_fx_rate,security_currency,duration_days,entry_equity,entry_capital_available,entry_capital_required,concurrent_positions,competing_signals,entry_reason,exit_reason,commission_paid,partial_exits
T001231,CURY,2010-06-18,129.88211632396,2011-03-03,263.92232773575,13.611241217344235,LONG,115.07330592188347,115.07330592188347,,1818.4536503496913,102.86204373639363,1818.4536503496913,0.0,1.0,1.0,GBP,258,10000.0,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Price < EMA(50),6.0,0
T001232,CURY,2011-05-05,270.47615977382,2011-05-20,247.05134349786,10.443845030116824,LONG,247.59618324355114,247.59618324355114,,-250.64515104508436,-8.872988048991933,-250.64515104508436,0.0,1.0,1.0,GBP,15,11818.453650349693,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Stop loss hit,6.0,0
T001233,CURY,2011-06-14,259.93160651458,2011-08-03,273.9527418312,10.105460009995015,LONG,236.80063087759044,236.80063087759044,,135.6900222368324,5.165742274587151,135.6900222368324,0.0,1.0,1.0,GBP,50,11567.808499304609,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Price < EMA(50),6.0,0
T001234,CURY,2011-12-02,227.86307820275997,2012-01-04,212.11131803832,9.374931158358219,LONG,202.6927386113881,202.6927386113881,,-153.67166716459394,-7.193690611639133,-153.67166716459394,0.0,1.0,1.0,GBP,33,11703.498521541442,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Price < EMA(50),6.0,0
T001235,CURY,2012-01-17,222.07283556457998,2012-01-30,113.70390365861999,13.060437547393908,LONG,204.18191564729275,204.18191564729275,,-1421.3456672355735,-49.00569414913923,-1421.3456672355735,0.0,1.0,1.0,GBP,13,11549.826854376848,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Stop loss hit,6.0,0
T001236,CURY,2012-06-15,96.56081116681999,2012-07-06,95.80707153549001,24.921729234118224,LONG,88.3442338621361,88.3442338621361,,-24.784495005029807,-1.0299140806272604,-24.784495005029807,0.0,1.0,1.0,GBP,21,10128.481187141275,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Price < EMA(50),6.0,0
T001237,CURY,2012-08-07,98.26382377812,2013-02-12,146.00291408684998,23.413409294710075,LONG,89.54358778244544,89.54358778244544,,1111.7348607554222,48.321778125036204,1111.7348607554222,0.0,1.0,1.0,GBP,189,10103.696692136245,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Price < EMA(50),6.0,0
T001238,CURY,2013-04-30,165.28545610576998,2013-06-24,161.44552999287,14.25473406638113,LONG,149.4003268615342,149.4003268615342,,-60.73712557394173,-2.5778668076696483,-60.73712557394173,0.0,1.0,1.0,GBP,55,11215.431552891669,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Price < EMA(50),6.0,0
T001239,CURY,2013-10-03,172.09440879630998,2014-01-09,192.04593278904,17.675825933640574,LONG,159.31368271770742,159.31368271770742,,346.65966520634936,11.39611534982386,346.65966520634936,0.0,1.0,1.0,GBP,98,11154.694427317727,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Price < EMA(50),6.0,0
T001240,CURY,2014-06-06,233.62960028407997,2014-07-08,226.3577489667,13.220469359998502,LONG,216.0142732038377,216.0142732038377,,-102.13728753188663,-3.3068125726001223,-102.13728753188663,0.0,1.0,1.0,GBP,32,11501.354092524076,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Price < EMA(50),6.0,0
T001241,CURY,2014-07-22,234.29857898446997,2014-10-16,258.06235174758,16.207920735030964,LONG,220.01233694249876,220.01233694249876,,379.1613453097753,9.984517828662295,379.1613453097753,0.0,1.0,1.0,GBP,86,11399.21680499219,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Price < EMA(50),6.0,0
T001242,CURY,2014-10-28,285.04026688137,2015-01-16,311.83962987833996,15.344443573565483,LONG,269.4188698263027,269.4188698263027,,405.22131331450475,9.264775908483267,405.22131331450475,0.0,1.0,1.0,GBP,80,11778.378150301964,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Price < EMA(50),6.0,0
T001243,CURY,2015-04-17,322.55048118292996,2015-05-01,304.98281256933,14.806448461150499,LONG,305.7875405369956,305.7875405369956,,-266.1147799098389,-5.572119251570804,-266.1147799098389,0.0,1.0,1.0,GBP,14,12183.599463616469,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Stop loss hit,6.0,0
T001244,CURY,2015-07-21,341.84651414914,2015-08-11,330.44059025838,14.462933483371634,LONG,325.04143469531334,325.04143469531334,,-170.96311854846118,-3.4579195633020943,-170.96311854846118,0.0,1.0,1.0,GBP,21,11917.484683706629,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Price < EMA(50),6.0,0
T001245,CURY,2015-10-02,322.62448745526996,2016-01-07,350.45798238882,12.693215643807344,LONG,303.8123287865409,303.8123287865409,,347.2965533123702,8.480695836522163,347.2965533123702,0.0,1.0,1.0,GBP,97,11746.521565158168,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Price < EMA(50),6.0,0
T001246,CURY,2016-04-26,323.24596442137994,2016-05-06,306.43657906761,16.84734937337539,LONG,308.58044526671256,308.58044526671256,,-289.19358780666124,-5.310360020674251,-289.19358780666124,0.0,1.0,1.0,GBP,10,12093.818118470537,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Stop loss hit,6.0,0
T001247,CURY,2016-05-20,327.87334485905996,2016-06-10,307.18144193912997,15.056503613050221,LONG,311.8810311935167,311.8810311935167,,-317.54771107481025,-6.432484415748435,-317.54771107481025,0.0,1.0,1.0,GBP,21,11804.624530663876,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Stop loss hit,6.0,0
T001248,CURY,2016-06-22,316.23023596164,2016-06-24,276.34412638287,13.660476658837329,LONG,299.1131491700089,299.1131491700089,,-550.8632689126156,-12.751890337957997,-550.8632689126156,0.0,1.0,1.0,GBP,2,11487.076819589067,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Stop loss hit,6.0,0
T001249,CURY,2016-07-21,254.20821096670997,2016-09-16,274.32233655651004,6.875922001305663,LONG,222.17586172431098,222.17586172431098,,132.30315867993153,7.569195058268723,132.30315867993153,0.0,1.0,1.0,GBP,57,10936.213550676452,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Price < EMA(50),6.0,0
T001250,CURY,2016-12-05,259.61353441023,2017-01-03,260.92653021207,11.441571022554799,LONG,240.02561210188424,240.02561210188424,,9.022734719069009,0.3037562328919061,9.022734719069009,0.0,1.0,1.0,GBP,29,11068.516709356383,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Price < EMA(50),6.0,0
T001251,CURY,2017-04-10,242.28109731825995,2017-05-17,245.1638054853,18.479266274339082,LONG,230.06188037120944,230.06188037120944,,47.270331809945034,1.055806655712153,47.270331809945034,0.0,1.0,1.0,GBP,37,11077.539444075452,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Price < EMA(50),6.0,0
T001252,CURY,2017-10-02,153.1738612404,2017-10-23,144.0850490217,16.79106953024883,LONG,139.78321302934984,139.78321302934984,,-158.61087791156658,-6.1669432034565945,-158.61087791156658,0.0,1.0,1.0,GBP,21,11124.809775885396,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Price < EMA(50),6.0,0
T001253,CURY,2017-12-08,133.2739524116,2018-02-05,152.87924625147002,17.572003981753404,LONG,120.67183689945324,120.67183689945324,,338.50430141764167,14.454318535743552,338.50430141764167,0.0,1.0,1.0,GBP,59,10966.19889797383,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Price < EMA(50),6.0,0
T001254,CURY,2018-06-19,158.95446215649,2018-07-10,152.51686165880997,14.192836647422814,LONG,142.88142739861644,142.88142739861644,,-97.36781226494038,-4.315920972699853,-97.36781226494038,0.0,1.0,1.0,GBP,21,11304.703199391472,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Price < EMA(50),6.0,0
T001255,CURY,2018-11-06,145.43007273794998,2018-11-27,134.33842385325,21.740508698147988,LONG,134.98499285014347,134.98499285014347,,-247.1380890546236,-7.81656171475685,-247.1380890546236,0.0,1.0,1.0,GBP,21,11207.335387126532,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Stop loss hit,6.0,0
T001256,CURY,2019-01-23,121.4486170898,2019-02-13,114.11412427737001,15.562391616965803,LONG,107.25586900618674,107.25586900618674,,-120.14224945885634,-6.356628713585179,-120.14224945885634,0.0,1.0,1.0,GBP,21,10960.19729807191,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Price < EMA(50),6.0,0
T001257,CURY,2019-03-18,126.18597449457998,2019-04-10,118.92798670626,21.3069838444232,LONG,115.89496030785917,115.89496030785917,,-160.64582854875468,-5.974979096581909,-160.64582854875468,0.0,1.0,1.0,GBP,23,10840.055048613052,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Price < EMA(50),6.0,0
T001258,CURY,2019-06-10,106.89200979456999,2019-06-21,95.28851733876,26.25791063089211,LONG,98.65910925979472,98.65910925979472,,-310.68346791088936,-11.069110821462221,-310.68346791088936,0.0,1.0,1.0,GBP,11,10679.409220064299,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Stop loss hit,6.0,0
T001259,CURY,2019-09-05,103.57664687369999,2019-10-08,102.65371991361,25.155185310397588,LONG,95.23760138601897,95.23760138601897,,-29.216398709025395,-1.1213399996902473,-29.216398709025395,0.0,1.0,1.0,GBP,33,10368.72575215341,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Price < EMA(50),6.0,0
T001260,CURY,2020-06-03,73.76221109257,2020-07-08,77.74999103115,16.989914498269023,LONG,61.52933227587171,61.52933227587171,,61.75204019438678,4.927494982048223,61.75204019438678,0.0,1.0,1.0,GBP,35,10339.509353444384,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Price < EMA(50),6.0,0
T001261,CURY,2020-08-11,79.90906201277998,2020-09-04,76.1141031066,21.592717383884263,LONG,70.2048114175726,70.2048114175726,,-87.94347514459898,-5.096831658387181,-87.94347514459898,0.0,1.0,1.0,GBP,24,10401.261393638772,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Price < EMA(50),6.0,0
T001262,CURY,2020-10-08,91.70190934904998,2020-12-11,92.42751385611,19.816727726883112,LONG,81.21199813413925,81.21199813413925,,8.379106953807499,0.46109181525187515,8.379106953807499,0.0,1.0,1.0,GBP,64,10313.317918494173,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Price < EMA(50),6.0,0
T001263,CURY,2021-02-25,113.73950821232998,2021-05-04,126.1449255033,21.9356003720161,LONG,104.22437476701329,104.22437476701329,,266.120276142817,10.66638103383171,266.120276142817,0.0,1.0,1.0,GBP,68,10321.697025447978,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Price < EMA(50),6.0,0
T001264,CURY,2021-08-04,120.38721365670999,2021-09-16,123.689055132,23.776008181844063,LONG,111.36954056794937,111.36954056794937,,72.50460993164721,2.533064893869388,72.50460993164721,0.0,1.0,1.0,GBP,43,10587.817301590796,0.0,0.0,0,,AlphaTrend signal + Volume aligned,Price < EMA(50),6.0,0
