date,symbol,insider_name,insider_title,is_executive,security_type,transaction_type,shares,price,value
2005-03-02,ATRO,"KEANE, KEVIN T","Director, Chairman, 10% Owner",True,$.01 Par Value Common Stock,sell,700.0,6.5,4550.0
2005-03-02,ATRO,"KEANE, KEVIN T","Director, Chairman, 10% Owner",True,$.01 Par Value Common Stock,sell,200.0,6.42,1284.0
2005-03-16,ATRO,"KEANE, KEVIN T","Director, Chairman, 10% Owner",True,$.01 Par Value Common Stock,sell,544.0,6.75,3672.0
2005-03-16,ATRO,"KEANE, KEVIN T","Director, Chairman, 10% Owner",True,$.01 Par Value Common Stock,sell,357.0,7.0,2499.0
2005-04-06,ATRO,"KEANE, KEVIN T","Director, Chairman, 10% Owner",True,$.01 Par Value Common Stock,sell,700.0,6.51,4557.0
2005-04-06,ATRO,"KEANE, KEVIN T","Director, Chairman, 10% Owner",True,$.01 Par Value Common Stock,sell,200.0,6.76,1352.0
2005-04-14,ATRO,"GUNDERMANN, PETER J","Director, President/CEO",True,$.01 PV Class B Stock,buy,4472.0,5.159,23071.048
2005-04-14,ATRO,"GUNDERMANN, PETER J","Director, President/CEO",True,$.01 PV Common Stock,buy,6834.0,2.594,17727.396
2005-04-14,ATRO,"GUNDERMANN, PETER J","Director, President/CEO",True,$.01 PV Common Stock,buy,11928.0,5.159,61536.551999999996
2005-04-14,ATRO,"GUNDERMANN, PETER J","Director, President/CEO",True,$.01 PV Class B Stock,buy,2563.0,2.594,6648.422
2005-04-20,ATRO,"KEANE, KEVIN T","Director, Chairman, 10% Owner",True,$.01 Par Value Common Stock,sell,720.0,6.47,4658.4
2005-05-04,ATRO,"KEANE, KEVIN T","Director, Chairman, 10% Owner",True,$.01 Par Value Common Stock,sell,1000.0,6.98,6980.0
2005-05-18,ATRO,"KEANE, KEVIN T","Director, Chairman, 10% Owner",True,$.01 Par Value Common Stock,sell,1000.0,6.92,6920.0
2005-06-01,ATRO,"KEANE, KEVIN T","Director, Chairman, 10% Owner",True,$.01 Par Value Common Stock,sell,1000.0,7.9,7900.0
2005-06-15,ATRO,"KEANE, KEVIN T","Director, Chairman, 10% Owner",True,$.01 Par Value Common Stock,sell,800.0,8.6,6880.0
2005-07-06,ATRO,"KEANE, KEVIN T","Director, Chairman, 10% Owner",True,$.01 Par Value Common Stock,sell,819.0,9.0,7371.0
2005-07-20,ATRO,"KEANE, KEVIN T","Director, Chairman, 10% Owner",True,$.01 Par Value Common Stock,sell,1000.0,10.0,10000.0
2005-07-20,ATRO,"KEANE, KEVIN T","Director, Chairman, 10% Owner",True,$.01 Par Value Common Stock,sell,1000.0,8.5,8500.0
2005-08-17,ATRO,"KEANE, KEVIN T","Director, Chairman, 10% Owner",True,$.01 Par Value Common Stock,sell,309.0,9.21,2845.8900000000003
2005-08-17,ATRO,"KEANE, KEVIN T","Director, Chairman, 10% Owner",True,$.01 Par Value Common Stock,sell,200.0,8.84,1768.0
2005-08-17,ATRO,"KEANE, KEVIN T","Director, Chairman, 10% Owner",True,$.01 Par Value Common Stock,sell,111.0,9.02,1001.2199999999999
2005-09-07,ATRO,"KEANE, KEVIN T","Director, Chairman, 10% Owner",True,$.01 Par Value Common Stock,sell,1000.0,9.47,9470.0
2005-09-21,ATRO,"KEANE, KEVIN T","Director, Chairman, 10% Owner",True,$.01 Par Value Common Stock,sell,914.0,9.06,8280.84
