date,symbol,insider_name,insider_title,is_executive,security_type,transaction_type,shares,price,value
2021-03-12,AUPH,"SOLOMONS, NEIL",Chief Medical Officer,True,Common Stock,sell,40000.0,13.49,539600.0
2021-03-12,AUPH,"SOLOMONS, NEIL",Chief Medical Officer,True,Common Stock,buy,40000.0,3.02,120800.0
2021-05-11,AUPH,"GREENLEAF, PETER","Director, Chief Executive Officer",True,Common Stock,buy,2992.0,11.11,33241.119999999995
2021-05-11,AUPH,"MACKAY-DUNN, R. HECTOR",Director,True,Common Stock,buy,500.0,11.17,5585.0
2021-05-11,AUPH,"HUIZINGA, ROBERT BINDERT",Ex Vice President of Research,True,Common Stock,buy,40000.0,3.02,120800.0
2021-05-11,AUPH,"MACKAY-DUNN, R. HECTOR",Director,True,Common Stock,buy,1000.0,11.14,11140.0
2021-05-11,AUPH,"GREENLEAF, PETER","Director, Chief Executive Officer",True,Common Stock,buy,2133.0,10.15,21649.95
2021-05-11,AUPH,"LEVERSAGE, JILL",Director,True,Common Stock,buy,2500.0,10.9557,27389.25
2021-05-11,AUPH,"MARTIN, MICHAEL ROBERT",Chief Business Officer,True,Common Stock,buy,20000.0,3.02,60400.0
2021-05-11,AUPH,"MILLER, JOSEPH M",Chief Financial Officer,True,Common Stock,buy,1000.0,9.74,9740.0
2021-05-11,AUPH,"DONLEY, MATTHEW MAXWELL","Ex VP, Intern'l Operations",True,Common Stock,buy,9900.0,10.0746,99738.54000000001
2021-05-12,AUPH,"MACKAY-DUNN, R. HECTOR",Director,True,Common Stock,buy,1600.0,11.275,18040.0
2021-05-12,AUPH,"MACKAY-DUNN, R. HECTOR",Director,True,Common Stock,buy,1400.0,11.26,15764.0
2021-06-22,AUPH,"MARTIN, MICHAEL ROBERT",Chief Business Officer,True,Common Stock,sell,5000.0,13.76,68800.0
2021-07-28,AUPH,"MARTIN, MICHAEL ROBERT",Chief Business Officer,True,Common Stock,sell,5000.0,13.86,69300.0
2021-08-09,AUPH,"MARTIN, MICHAEL ROBERT",Chief Business Officer,True,Common Stock,sell,5000.0,16.01,80050.00000000001
2021-08-09,AUPH,"SOLOMONS, NEIL",Chief Medical Officer,True,Common Stock,sell,45000.0,16.03,721350.0
2021-08-25,AUPH,"SOLOMONS, NEIL",Chief Medical Officer,True,Common Stock,sell,5000.0,15.85,79250.0
2021-08-26,AUPH,"MARTIN, MICHAEL ROBERT",Chief Business Officer,True,Common Stock,sell,22500.0,17.81,400725.0
2021-09-07,AUPH,"HUIZINGA, ROBERT BINDERT",EVP of Research,True,Common Stock,sell,5000.0,18.3,91500.0
