date,symbol,insider_name,insider_title,is_executive,security_type,transaction_type,shares,price,value
2014-02-21,ALLE,"LEWIS, RAYMOND H JR",Sr. V. President - HR & Comm.,True,Ordinary Shares,buy,1428.0,29.0956,41548.516800000005
2014-02-21,ALLE,"LEWIS, RAYMOND H JR",Sr. V. President - HR & Comm.,True,Ordinary Shares,sell,1531.0,52.04,79673.24
2014-02-22,ALLE,"LEWIS, RAYMOND H JR",Sr. V. President - HR & Comm.,True,Ordinary Shares,sell,151.0,52.27,7892.77
2014-02-22,ALLE,"MUHLENKAMP, CHRIS E",Sr. Vice President,True,Ordinary Shares,sell,181.0,52.27,9460.87
2014-02-22,ALLE,"ECKERSLEY, TIMOTHY P",Sr. Vice President,True,Ordinary Shares,sell,399.0,52.27,20855.73
2014-02-22,ALLE,"SHANNON, PATRICK S",Sr. V. President & CFO,True,Ordinary Shares,sell,393.0,52.27,20542.11
2014-02-22,ALLE,"SANTORO, BARBARA A",Sr. V. Pres./Sec./Gen. Counsel,False,Ordinary Shares,sell,246.0,52.27,12858.42
2014-02-22,ALLE,"RANCK, DOUGLAS P",V. President/Controller,True,Ordinary Shares,sell,123.0,52.27,6429.21
2014-02-24,ALLE,"ECKERSLEY, TIMOTHY P",Sr. Vice President,True,Ordinary Shares,sell,529.0,52.72,27888.88
2014-02-24,ALLE,"MUHLENKAMP, CHRIS E",Sr. Vice President,True,Ordinary Shares,sell,234.0,52.72,12336.48
2014-02-24,ALLE,"SHANNON, PATRICK S",Sr. V. President & CFO,True,Ordinary Shares,sell,508.0,52.72,26781.76
2014-02-24,ALLE,"LEWIS, RAYMOND H JR",Sr. V. President - HR & Comm.,True,Ordinary Shares,buy,1766.0,25.0173,44180.5518
2014-02-24,ALLE,"SANTORO, BARBARA A",Sr. V. Pres./Sec./Gen. Counsel,False,Ordinary Shares,sell,281.0,52.72,14814.32
2014-02-24,ALLE,"RANCK, DOUGLAS P",V. President/Controller,True,Ordinary Shares,sell,167.0,52.72,8804.24
2014-02-24,ALLE,"LEWIS, RAYMOND H JR",Sr. V. President - HR & Comm.,True,Ordinary Shares,sell,3058.0,52.36,160116.88
2014-02-24,ALLE,"LEWIS, RAYMOND H JR",Sr. V. President - HR & Comm.,True,Ordinary Shares,buy,1553.0,32.3319,50211.4407
2014-02-24,ALLE,"LEWIS, RAYMOND H JR",Sr. V. President - HR & Comm.,True,Ordinary Shares,sell,200.0,52.72,10544.0
2014-02-25,ALLE,"LEWIS, RAYMOND H JR",Sr. V. President - HR & Comm.,True,Ordinary Shares,sell,252.0,53.0,13356.0
2014-02-26,ALLE,"LEWIS, RAYMOND H JR",Sr. V. President - HR & Comm.,True,Ordinary Shares,sell,322.0,54.36,17503.92
2014-03-11,ALLE,"PETRATIS, DAVID D","Director, Chairman, President & CEO",True,Stock Option (Right to Buy),buy,38344.0,54.125,2075369.0
2014-03-11,ALLE,"YU, FENG WILLIAM",Sr. Vice President,True,Stock Option (Right to Buy),buy,1918.0,54.125,103811.75
2014-03-11,ALLE,"ECKERSLEY, TIMOTHY P",Sr. Vice President,True,Stock Option (Right to Buy),buy,6391.0,54.125,345912.875
2014-03-11,ALLE,"LEWIS, RAYMOND H JR",Sr. V. President - HR & Comm.,True,Stock Option (Right to Buy),buy,3835.0,54.125,207569.375
2014-03-11,ALLE,"SANTORO, BARBARA A",Sr. V. Pres./Sec./Gen. Counsel,False,Stock Option (Right to Buy),buy,4793.0,54.125,259421.125
2014-03-11,ALLE,"MUHLENKAMP, CHRIS E",Sr. Vice President,True,Stock Option (Right to Buy),buy,3835.0,54.125,207569.375
2014-03-11,ALLE,"SHANNON, PATRICK S",Sr. V. President & CFO,True,Stock Option (Right to Buy),buy,9586.0,54.125,518842.25
2014-03-11,ALLE,"ECKERSLEY, TIMOTHY P",Sr. Vice President,True,Ordinary Shares,sell,1574.0,54.2478,85386.03719999999
2014-03-11,ALLE,"RANCK, DOUGLAS P",V. President/Controller,True,Stock Option (Right to Buy),buy,1918.0,54.125,103811.75
2014-03-31,ALLE,"SHANNON, PATRICK S",Sr. V. President & CFO,True,Ordinary Shares,buy,31.82,52.17,1660.0494
2014-04-07,ALLE,"MUHLENKAMP, CHRIS E",Sr. Vice President,True,Ordinary Shares,sell,1809.0,52.765,95451.885
2014-04-08,ALLE,"MORETTI, LUCIA V",Senior Vice President,True,Stock Option (Right to Buy),buy,3520.0,51.295,180558.4
2014-04-09,ALLE,"SCHAFFER, DEAN I",Director,True,Ordinary Shares,buy,973.0,51.41,50021.93
2014-08-01,ALLE,"CHESSER, MICHAEL J",Director,True,Ordinary Shares,buy,496.0,50.348,24972.608
2014-08-01,ALLE,"CICO, CARLA",Director,True,Ordinary Shares,buy,496.0,50.348,24972.608
2014-08-01,ALLE,"WELCH, MARTIN E",Director,True,Ordinary Shares,buy,496.0,50.348,24972.608
2014-08-01,ALLE,"SCHAFFER, DEAN I",Director,True,Ordinary Shares,buy,496.0,50.348,24972.608
2014-08-01,ALLE,"HACHIGIAN, KIRK S",Director,True,Ordinary Shares,buy,496.0,50.348,24972.608
2014-11-01,ALLE,"ECKERSLEY, TIMOTHY P",Sr. Vice President,True,Ordinary Shares,sell,6574.0,53.72,353155.27999999997
2014-11-17,ALLE,"LEWIS, RAYMOND H JR",Sr. V. President - HR & Comm.,True,Ordinary Shares (ESP),sell,783.5312,52.84,41401.788608
2014-11-17,ALLE,"LEWIS, RAYMOND H JR",Sr. V. President - HR & Comm.,True,Phantom Stock Units,sell,679.5842,52.84,35909.229128000006
2014-12-10,ALLE,"HACHIGIAN, KIRK S",Director,True,Ordinary Shares,sell,344.0,54.535,18760.039999999997
2014-12-10,ALLE,"WELCH, MARTIN E",Director,True,Ordinary Shares,sell,344.0,54.535,18760.039999999997
2014-12-10,ALLE,"CHESSER, MICHAEL J",Director,True,Ordinary Shares,sell,344.0,54.535,18760.039999999997
2014-12-10,ALLE,"CICO, CARLA",Director,True,Ordinary Shares,sell,573.0,54.535,31248.554999999997
2015-01-30,ALLE,"YU, FENG WILLIAM",Sr. Vice President,True,Ordinary Shares,sell,1418.0,54.52,77309.36
2015-01-30,ALLE,"YU, FENG WILLIAM",Sr. Vice President,True,Ordinary Shares,buy,3253.0,23.7787,77352.11110000001
2015-02-20,ALLE,"LEWIS, RAYMOND H JR",Sr. V. President - HR & Comm.,True,Ordinary Shares,sell,516.0,57.85,29850.600000000002
2015-02-20,ALLE,"LEWIS, RAYMOND H JR",Sr. V. President - HR & Comm.,True,Ordinary Shares,sell,499.0,57.85,28867.15
2015-02-20,ALLE,"PETRATIS, DAVID D","Director, Chairman, President & CEO",True,Ordinary Shares,sell,5703.0,57.85,329918.55
2015-02-20,ALLE,"RANCK, DOUGLAS P",V. President/Controller,True,Ordinary Shares,sell,273.0,57.85,15793.050000000001
2015-02-20,ALLE,"PETRATIS, DAVID D","Director, Chairman, President & CEO",True,Ordinary Shares,sell,5885.0,57.85,340447.25
