date,symbol,insider_name,insider_title,is_executive,security_type,transaction_type,shares,price,value
2016-01-11,ACRS,"RA, CAPITAL MANAGEMENT, LLC",10% Owner,False,Common Stock,buy,4153.0,17.9337,74478.65610000001
2016-01-12,ACRS,"RA, CAPITAL MANAGEMENT, LLC",10% Owner,False,Common Stock,buy,5941.0,19.1188,113584.7908
2016-01-13,ACRS,"RA, CAPITAL MANAGEMENT, LLC",10% Owner,False,Common Stock,buy,5543.0,19.9665,110674.3095
2016-01-15,ACRS,"RA, CAPITAL MANAGEMENT, LLC",10% Owner,False,Common Stock,buy,1800.0,19.8572,35742.96
2016-01-19,ACRS,"RA, CAPITAL MANAGEMENT, LLC",10% Owner,False,Common Stock,buy,4200.0,19.8763,83480.46
2016-01-20,ACRS,"RA, CAPITAL MANAGEMENT, LLC",10% Owner,False,Common Stock,buy,1803.0,19.883,35849.049
2016-02-22,ACRS,"RA, CAPITAL MANAGEMENT, LLC",10% Owner,False,Common Stock,buy,11318.0,15.9885,180957.843
2016-02-23,ACRS,"RA, CAPITAL MANAGEMENT, LLC",10% Owner,False,Common Stock,buy,28408.0,17.6187,500512.0296
2016-08-26,ACRS,"ALI-JACKSON, KAMIL",Chief Legal Officer,True,Common Stock,sell,3738.0,20.35,76068.3
2016-09-15,ACRS,"RA, CAPITAL MANAGEMENT, LLC",10% Owner,False,Common Stock,sell,58950.0,24.2,1426590.0
2016-09-15,ACRS,"RA, CAPITAL MANAGEMENT, LLC",10% Owner,False,Common Stock,sell,273000.0,24.0,6552000.0
2016-09-15,ACRS,"RA, CAPITAL MANAGEMENT, LLC",10% Owner,False,Common Stock,sell,20000.0,24.035,480700.0
2016-09-16,ACRS,"RA, CAPITAL MANAGEMENT, LLC",10% Owner,False,Common Stock,sell,23600.0,24.5429,579212.44
2016-09-16,ACRS,"RA, CAPITAL MANAGEMENT, LLC",10% Owner,False,Common Stock,sell,150000.0,24.5,3675000.0
2016-09-28,ACRS,"ALI-JACKSON, KAMIL",Chief Legal Officer,True,Common Stock,buy,1841.0,0.72,1325.52
2016-09-28,ACRS,"ALI-JACKSON, KAMIL",Chief Legal Officer,True,Common Stock,sell,1841.0,24.66,45399.06
2016-10-26,ACRS,"ALI-JACKSON, KAMIL",Chief Legal Officer,True,Common Stock,buy,3912.0,1.52,5946.24
2016-10-26,ACRS,"FMR, LLC","10% Owner, See Remark 1",False,Common Stock,sell,100.0,22.15,2215.0
2016-10-26,ACRS,"ALI-JACKSON, KAMIL",Chief Legal Officer,True,Common Stock,sell,3912.0,21.83,85398.95999999999
2016-10-26,ACRS,"FMR, LLC","10% Owner, See Remark 1",False,Common Stock,sell,3650.0,21.93,80044.5
2016-11-16,ACRS,"VIVO, VENTURES VII, LLC",10% Owner,False,Common Stock,sell,448063.0,23.25,10417464.75
2016-11-16,ACRS,"VIVO, VENTURES VII, LLC",10% Owner,False,Common Stock,sell,9765.0,27.3,266584.5
2016-11-18,ACRS,"VIVO, VENTURES VII, LLC",10% Owner,False,Common Stock,sell,9598.0,22.72,218066.56
2016-11-18,ACRS,"VIVO, VENTURES VII, LLC",10% Owner,False,Common Stock,sell,440402.0,22.72,10005933.44
