date,symbol,insider_title,transaction_type,shares,price,value,executive,security_type
2007-08-15,FSLR,10% Owner,SELL,1989000.0,91.4375,181869187.5,"ESTATE, OF JOHN T. WALTON",Common Stock
2007-08-15,FSLR,Director,BUY,13000.0,4.54,59020.0,"SWEENEY, MICHAEL T",Common Stock
2007-08-15,FSLR,"Director, CEO",SELL,390000.0,91.4375,35660625.0,"AHEARN, MICHAEL J",Common Stock
2007-08-15,FSLR,Director,SELL,13000.0,91.4375,1188687.5,"SWEENEY, MICHAEL T",Common Stock
2007-08-15,FSLR,"VP, Sales & Marketing",SELL,95000.0,91.4375,8686562.5,"SCHULTZ, KENNETH M",Common Stock
2007-08-15,FSLR,"Director, President",SELL,13000.0,91.4375,1188687.5,"SOHN, BRUCE",Common Stock
2007-08-15,FSLR,"VP, Sales & Marketing",BUY,95000.0,2.06,195700.0,"SCHULTZ, KENNETH M",Common Stock
2007-08-16,FSLR,"Director, CEO",SELL,125000.0,80.833,10104125.0,"AHEARN, MICHAEL J",Common Stock
2007-08-17,FSLR,"Director, CEO",SELL,125000.0,83.7672,10470900.0,"AHEARN, MICHAEL J",Common Stock
2007-08-30,FSLR,10% Owner,SELL,850000.0,91.4375,77721875.0,"ESTATE, OF JOHN T. WALTON",Common Stock
2007-11-12,FSLR,Chief Financial Officer,BUY,8725.0,20.0,174500.0,"MEYERHOFF, JENS",Common Stock
2007-11-12,FSLR,Chief Financial Officer,SELL,8725.0,186.898,1630685.05,"MEYERHOFF, JENS",Common Stock
2007-11-13,FSLR,Chief Financial Officer,BUY,6900.0,20.0,138000.0,"MEYERHOFF, JENS",Common Stock
2007-11-13,FSLR,Chief Financial Officer,SELL,6900.0,190.8431,1316817.39,"MEYERHOFF, JENS",Common Stock
2007-11-26,FSLR,Director,BUY,14000.0,2.06,28840.0,"NOLAN, JAMES F",Common Stock
2007-11-26,FSLR,Executive Vice President,SELL,60000.0,217.2301,13033806.0,"SCHULTZ, KENNETH M",Common Stock
2007-11-26,FSLR,Executive Vice President,BUY,60000.0,2.06,123600.0,"SCHULTZ, KENNETH M",Common Stock
