date,symbol,insider_name,insider_title,is_executive,security_type,transaction_type,shares,price,value
2018-12-21,AMTB,"VILLAR, GUILLERMO",Director,True,Class A Common Stock,buy,769.0,13.0,9997.0
2018-12-21,AMTB,"FIGUEREDO, ALFONSO",See Remarks,False,Class A Common Stock,buy,4615.0,13.0,59995.0
2018-12-21,AMTB,"DANA, PAMELLA J",Director,True,Class A Common Stock,buy,769.0,13.0,9997.0
2018-12-21,AMTB,"PERAZA, ALBERTO",See Remarks,False,Class A Common Stock,buy,10000.0,13.0,130000.0
2018-12-21,AMTB,"VILLAMIL, JOSE ANTONIO",Director,True,Class A Common Stock,buy,769.0,13.0,9997.0
2018-12-21,AMTB,"CAPRILES, ALBERTO",See Remarks,False,Class A Common Stock,buy,2500.0,13.0,32500.0
2018-12-21,AMTB,"COPELAND, FREDERICK C JR",Director,True,Class A Common Stock,buy,6000.0,13.0,78000.0
2018-12-21,AMTB,"MERCANTIL, SERVICIOS FINANCIEROS, C.A.",10% Owner,False,Class A Common Stock,sell,4922477.0,13.0,63992201.0
2019-03-07,AMTB,"MERCANTIL, SERVICIOS FINANCIEROS, C.A.",10% Owner,False,Class B Common Stock,sell,2112321.0,13.48,28474087.080000002
2019-12-21,AMTB,"FIGUEREDO, ALFONSO",See Remarks,False,Class A Common Stock,sell,9808.0,22.0,215776.0
2019-12-21,AMTB,"MARTURET, M. GUSTAVO",Director,True,Class A Common Stock,sell,3205.0,22.0,70510.0
2019-12-21,AMTB,"CAPRILES, ALBERTO",See Remarks,False,Class A Common Stock,sell,2614.0,22.0,57508.0
2019-12-21,AMTB,"PERAZA, ALBERTO",See Remarks,False,Class A Common Stock,sell,10716.0,22.0,235752.0
2019-12-21,AMTB,"WILSON, MILLAR",Vice-Chairman & CEO,True,Class A Common Stock,sell,24216.0,22.0,532752.0
2019-12-21,AMTB,"TRABANCO, JORGE",Chief Accounting Officer,True,Class A Common Stock,sell,882.0,22.0,19404.0
2019-12-21,AMTB,"CAPRILES, L. MIGUEL A",Director,True,Class A Common Stock,sell,3205.0,22.0,70510.0
2019-12-21,AMTB,"PALACIOS, MIGUEL",See Remarks,False,Class A Common Stock,sell,5045.0,22.0,110990.0
