date,symbol,insider_name,insider_title,is_executive,security_type,transaction_type,shares,price,value
2007-05-30,ALGT,"FLYNN, TIMOTHY P",Director,True,Common Stock,sell,100000.0,31.75,3175000.0
2007-05-30,ALGT,"LEVY, ANDREW C",Managing Director,True,Common Stock,sell,215000.0,31.75,6826250.0
2007-05-30,ALGT,"PRIDDY, ROBERT L","Director, 10% Owner",True,Common Stock,sell,1500000.0,31.75,47625000.0
2007-05-30,ALGT,"MARVIN, LINDA A",CFO and Managing Director,True,Common Stock,sell,150000.0,31.75,4762500.0
2007-05-30,ALGT,"RYAN, DECLAN F",Director,True,Common Stock,sell,957143.0,31.75,30389290.25
2007-05-30,ALGT,"HARRISON, M PONDER",Managing Director,True,Common Stock,sell,215000.0,31.75,6826250.0
2007-05-30,ALGT,"FALK, MICHAEL","Director, 10% Owner",True,Common Stock,sell,1500000.0,31.75,47625000.0
2007-05-30,ALGT,"MASON, A MAURICE",Director,True,Common Stock,sell,100000.0,31.75,3175000.0
2007-05-30,ALGT,"FLYNN, TIMOTHY P",Director,True,Common Stock,buy,100000.0,31.75,3175000.0
2007-08-08,ALGT,"BAXTER, MICHAEL P",Senior VP of Operations,True,Stock Option (right to buy),sell,24000.0,3.5,84000.0
2007-08-08,ALGT,"BAXTER, MICHAEL P",Senior VP of Operations,True,Common Stock,buy,24000.0,3.5,84000.0
2007-08-08,ALGT,"BAXTER, MICHAEL P",Senior VP of Operations,True,Common Stock,sell,24000.0,33.54,804960.0
2007-08-08,ALGT,"MARVIN, LINDA A",CFO and Managing Director,True,Common Stock,sell,50000.0,33.55,1677499.9999999998
2007-08-09,ALGT,"MARVIN, LINDA A",CFO and Managing Director,True,Common Stock,sell,15200.0,33.02,501904.00000000006
2007-08-24,ALGT,"MARVIN, LINDA A",CFO and Managing Director,True,Common Stock,sell,14900.0,30.05,447745.0
2007-08-27,ALGT,"MARVIN, LINDA A",CFO and Managing Director,True,Common Stock,sell,8300.0,30.23,250909.0
2007-08-28,ALGT,"MARVIN, LINDA A",CFO and Managing Director,True,Common Stock,sell,11800.0,30.08,354944.0
2007-09-04,ALGT,"MARVIN, LINDA A",CFO and Managing Director,True,Common Stock,sell,20000.0,28.24,564800.0
2007-09-06,ALGT,"HARRISON, M PONDER",Managing Director,True,Common Stock,sell,1300.0,30.0,39000.0
2007-09-06,ALGT,"MARVIN, LINDA A",CFO and Managing Director,True,Common Stock,sell,4600.0,30.04,138184.0
2007-09-07,ALGT,"LEVY, ANDREW C",Managing Director,True,Common Stock,sell,5000.0,30.0,150000.0
2007-09-07,ALGT,"HARRISON, M PONDER",Managing Director,True,Common Stock,sell,8700.0,30.0,261000.0
2007-09-07,ALGT,"MARVIN, LINDA A",CFO and Managing Director,True,Common Stock,sell,10400.0,30.02,312208.0
2007-09-18,ALGT,"LEVY, ANDREW C",Managing Director,True,Common Stock,sell,5000.0,30.0,150000.0
2007-10-01,ALGT,"MARVIN, LINDA A",Former CFO & Managing Director,True,Common Stock,sell,16700.0,30.5601,510353.67
2007-10-01,ALGT,"HARRISON, M PONDER",Managing Director,True,Common Stock,sell,10000.0,30.006,300060.0
2007-10-03,ALGT,"PAR, INVESTMENT PARTNERS LP",10% Owner,False,Common Stock,buy,5417.0,30.7632,166644.2544
2007-10-03,ALGT,"PAR, INVESTMENT PARTNERS LP",10% Owner,False,Common Stock,buy,5417.0,30.76,166626.92
2007-10-04,ALGT,"LEVY, ANDREW C",Managing Director,True,Common Stock,sell,10000.0,32.3015,323015.0
2007-10-09,ALGT,"PAR, INVESTMENT PARTNERS LP",10% Owner,False,Common Stock,buy,13601.0,31.4678,427993.5478
2007-10-09,ALGT,"PAR, INVESTMENT PARTNERS LP",10% Owner,False,Common Stock,buy,13601.0,31.46,427887.46
2007-10-11,ALGT,"LEVY, ANDREW C",Managing Director,True,Common Stock,sell,10000.0,34.1662,341662.00000000006
2007-10-12,ALGT,"PAR, INVESTMENT PARTNERS LP",10% Owner,False,Common Stock,buy,250000.0,31.5,7875000.0
2007-10-22,ALGT,"PAR, INVESTMENT PARTNERS LP",10% Owner,False,Common Stock,buy,250000.0,31.5,7875000.0
2007-11-01,ALGT,"HARRISON, M PONDER",Managing Director,True,Common Stock,sell,10000.0,34.8654,348654.0
2007-11-06,ALGT,"FLYNN, TIMOTHY P",Director,True,Common Stock,sell,50714.0,33.5992,1703949.8288000003
2007-11-28,ALGT,"LEVY, ANDREW C",CFO and Managing Director,True,Common Stock,sell,10000.0,33.6441,336441.0
2007-12-03,ALGT,"HARRISON, M PONDER",Managing Director,True,Common Stock,sell,10000.0,34.2531,342531.00000000006
2007-12-06,ALGT,"LEVY, ANDREW C",CFO and Managing Director,True,Common Stock,sell,3400.0,34.6974,117971.16
2007-12-07,ALGT,"LEVY, ANDREW C",CFO and Managing Director,True,Common Stock,sell,6600.0,35.4327,233855.81999999998
2008-01-02,ALGT,"HARRISON, M PONDER",Managing Director,True,Common Stock,sell,10000.0,31.1476,311476.0
2008-01-30,ALGT,"LEVY, ANDREW C",CFO and Managing Director,True,Common Stock,sell,10000.0,26.0,260000.0
2008-02-01,ALGT,"HARRISON, M PONDER",Managing Director,True,Common Stock,sell,10000.0,30.231,302310.0
2008-02-04,ALGT,"FALK, MICHAEL",Director,True,"Common Stock, $0.001 per share",sell,3182.0,30.75,97846.5
2008-02-05,ALGT,"SHELDON, SCOTT",Principal Accounting Officer,True,Stock Option (right to buy),sell,3000.0,3.5,10500.0
2008-02-05,ALGT,"SHELDON, SCOTT",Principal Accounting Officer,True,Common Stock,sell,1000.0,29.55,29550.0
2008-02-05,ALGT,"SHELDON, SCOTT",Principal Accounting Officer,True,Common Stock,sell,2000.0,29.75,59500.0
2008-02-05,ALGT,"SHELDON, SCOTT",Principal Accounting Officer,True,Common Stock,buy,3000.0,3.5,10500.0
2008-02-06,ALGT,"LEVY, ANDREW C",CFO and Managing Director,True,Common Stock,sell,10000.0,30.4951,304951.0
2008-02-07,ALGT,"BAXTER, MICHAEL P",Senior VP of Operations,True,Common Stock,buy,12000.0,3.5,42000.0
2008-02-07,ALGT,"BAXTER, MICHAEL P",Senior VP of Operations,True,Stock Option (right to buy),sell,12000.0,3.5,42000.0
2008-02-07,ALGT,"BAXTER, MICHAEL P",Senior VP of Operations,True,Common Stock,sell,12000.0,31.17,374040.0
2008-03-12,ALGT,"FLYNN, TIMOTHY P",Director,True,Common Stock,sell,35000.0,25.4236,889826.0
2008-04-29,ALGT,"HARRISON, M PONDER",Managing Director,True,Common Stock,sell,20000.0,27.6279,552558.0
2008-05-22,ALGT,"LEVY, ANDREW C",CFO and Managing Director,True,Common Stock,sell,10000.0,21.3238,213237.99999999997
2008-05-27,ALGT,"LEVY, ANDREW C",CFO & Managing Director,True,Common Stock,sell,10000.0,22.0005,220005.0
2008-07-25,ALGT,"PAR, INVESTMENT PARTNERS LP",10% Owner,False,Common Stock,buy,39829.0,21.7612,866726.8348
2008-07-25,ALGT,"PAR, INVESTMENT PARTNERS LP",10% Owner,False,Common Stock,buy,8200.0,21.875,179375.0
2008-07-25,ALGT,"PAR, INVESTMENT PARTNERS LP",10% Owner,False,Common Stock,buy,10123.0,21.7039,219708.5797
2008-07-28,ALGT,"PAR, INVESTMENT PARTNERS LP",10% Owner,False,Common Stock,buy,100000.0,21.5891,2158910.0
2008-07-29,ALGT,"PAR, INVESTMENT PARTNERS LP",10% Owner,False,Common Stock,buy,32300.0,22.8017,736494.91
2008-08-01,ALGT,"PAR, INVESTMENT PARTNERS LP",10% Owner,False,Common Stock,buy,28810.0,23.9994,691422.714
2008-08-04,ALGT,"PAR, INVESTMENT PARTNERS LP",10% Owner,False,Common Stock,buy,43700.0,24.7792,1082851.04
2008-08-05,ALGT,"PAR, INVESTMENT PARTNERS LP",10% Owner,False,Common Stock,buy,11135.0,25.9988,289496.638
2008-08-05,ALGT,"PAR, INVESTMENT PARTNERS LP",10% Owner,False,Common Stock,buy,1300.0,25.9808,33775.04
2008-08-06,ALGT,"PAR, INVESTMENT PARTNERS LP",10% Owner,False,Common Stock,buy,500.0,26.426,13213.0
2008-08-06,ALGT,"PAR, INVESTMENT PARTNERS LP",10% Owner,False,Common Stock,buy,3700.0,26.4576,97893.12
2008-08-07,ALGT,"PAR, INVESTMENT PARTNERS LP",10% Owner,False,Common Stock,buy,48178.0,26.3072,1267428.2816
2008-08-08,ALGT,"PAR, INVESTMENT PARTNERS LP",10% Owner,False,Common Stock,buy,16359.0,27.8412,455454.1908
2008-08-08,ALGT,"PAR, INVESTMENT PARTNERS LP",10% Owner,False,Common Stock,buy,43200.0,26.601,1149163.2
2008-08-11,ALGT,"HARRISON, M PONDER",Managing Director,True,Common Stock,sell,40000.0,30.031,1201240.0
2008-08-11,ALGT,"PAR, INVESTMENT PARTNERS LP",10% Owner,False,Common Stock,buy,11910.0,29.9737,356986.767
2008-08-12,ALGT,"PAR, INVESTMENT PARTNERS LP",10% Owner,False,Common Stock,buy,118059.0,29.9649,3537626.1291
2008-08-12,ALGT,"PAR, INVESTMENT PARTNERS LP",10% Owner,False,Common Stock,buy,70031.0,30.52,2137346.12
2008-08-13,ALGT,"PAR, INVESTMENT PARTNERS LP",10% Owner,False,Common Stock,buy,100400.0,28.9638,2907965.52
2008-08-14,ALGT,"PAR, INVESTMENT PARTNERS LP",10% Owner,False,Common Stock,buy,100.0,28.0,2800.0
2008-08-15,ALGT,"PAR, INVESTMENT PARTNERS LP",10% Owner,False,Common Stock,buy,49500.0,30.8146,1525322.7
2008-08-19,ALGT,"PAR, INVESTMENT PARTNERS LP",10% Owner,False,Common Stock,buy,65563.0,29.8898,1959664.9574
2008-08-20,ALGT,"PAR, INVESTMENT PARTNERS LP",10% Owner,False,Common Stock,buy,34937.0,29.2165,1020736.8605
2008-08-21,ALGT,"PAR, INVESTMENT PARTNERS LP",10% Owner,False,Common Stock,buy,28497.0,28.7298,818713.1106
2008-08-22,ALGT,"PAR, INVESTMENT PARTNERS LP",10% Owner,False,Common Stock,buy,32876.0,29.0699,955702.0324
2008-08-25,ALGT,"PAR, INVESTMENT PARTNERS LP",10% Owner,False,Common Stock,buy,200.0,29.495,5899.0
