date,symbol,insider_name,insider_title,is_executive,security_type,transaction_type,shares,price,value
2004-07-19,AOS,"WULF, GENE C",Director,True,Common Stock,buy,175.0,28.575,5000.625
2004-07-19,AOS,"SMITH, MARK D",Director,True,Common Stock,buy,175.0,28.575,5000.625
2004-07-19,AOS,"BUEHLER, WILLIAM F",Director,True,Common Stock,buy,175.0,28.575,5000.625
2004-07-19,AOS,"HEMPEL, KATHLEEN J",Director,True,Common Stock,buy,175.0,28.575,5000.625
2004-07-19,AOS,"BROWN, RONALD D",Director,True,Common Stock,buy,175.0,28.575,5000.625
2004-09-29,AOS,"O, TOOLE ROBERT J",Chairman and CEO,True,Common Stock,sell,70552.0,24.0,1693248.0
2004-09-29,AOS,"O, TOOLE ROBERT J",Chairman and CEO,True,Common Stock,buy,86700.0,17.2067,1491820.8900000001
2004-10-01,AOS,"BISHOP, CHARLES J",Vice President,True,Common Stock,sell,7159.0,24.58,175968.22
2004-10-01,AOS,"BISHOP, CHARLES J",Vice President,True,Common Stock,buy,9150.0,17.2067,157441.30500000002
2004-12-07,AOS,"ROMOSER, W DAVID","V.P., General Counsel & Sec.",False,Common Stock,sell,24282.0,29.64,719718.48
2004-12-07,AOS,"ROMOSER, W DAVID","V.P., General Counsel & Sec.",False,Common Stock,buy,17100.0,16.333,279294.3
2004-12-07,AOS,"ROMOSER, W DAVID","V.P., General Counsel & Sec.",False,Common Stock,buy,16350.0,16.667,272505.45
2004-12-15,AOS,"O, TOOLE ROBERT J",Chairman and CEO,True,Common Stock,sell,27800.0,29.4882,819771.96
2004-12-15,AOS,"O, TOOLE ROBERT J",Chairman and CEO,True,Common Stock,sell,25358.0,29.515,748441.37
2004-12-16,AOS,"O, TOOLE ROBERT J",Chairman and CEO,True,Common Stock,sell,26712.0,29.4401,786403.9512
2005-04-01,AOS,"SMITH, MARK D",Director,True,Common Stock,buy,695.0,28.81,20022.95
2005-04-01,AOS,"BROWN, RONALD D",Director,True,Common Stock,buy,695.0,28.81,20022.95
2005-04-01,AOS,"WULF, GENE C",Director,True,Common Stock,buy,695.0,28.81,20022.95
2005-04-01,AOS,"BUEHLER, WILLIAM F",Director,True,Common Stock,buy,695.0,28.81,20022.95
2005-04-26,AOS,"KITA, JOHN J","V.P., Treasurer & Controller",True,Common Stock,sell,16100.0,29.2651,471168.11
2005-04-26,AOS,"KITA, JOHN J","V.P., Treasurer & Controller",True,Common Stock,buy,10350.0,16.333,169046.55
2005-04-26,AOS,"KITA, JOHN J","V.P., Treasurer & Controller",True,Common Stock,buy,5750.0,16.667,95835.25000000001
2005-05-12,AOS,"MASSA, RONALD E",Senior Vice President,True,Common Stock,buy,1850.0,16.667,30833.950000000004
2005-05-12,AOS,"MASSA, RONALD E",Senior Vice President,True,Common Stock,sell,1850.0,29.097,53829.450000000004
2005-05-13,AOS,"MASSA, RONALD E",Senior Vice President,True,Common Stock,buy,10300.0,16.667,171670.1
2005-05-13,AOS,"MASSA, RONALD E",Senior Vice President,True,Common Stock,sell,7300.0,29.097,212408.1
2005-05-26,AOS,"BISHOP, CHARLES J",Vice President,True,Common Stock,sell,5000.0,30.62,153100.0
2005-05-26,AOS,"BISHOP, CHARLES J",Vice President,True,Common Stock,sell,100.0,30.63,3063.0
2005-05-26,AOS,"BISHOP, CHARLES J",Vice President,True,Common Stock,sell,400.0,30.72,12288.0
