date,symbol,insider_title,transaction_type,shares,price,value,executive,security_type
2019-11-14,FOX,Director,BUY,5698.0,34.22,194985.56,"HERNANDEZ, ROLAND A",Deferred Stock Units
2019-12-12,FOX,Chief Legal and Policy Officer,SELL,17000.0,36.8,625600.0,"DINH, VIET D",Class A Common Stock
2020-04-01,FOX,Director,BUY,92.0,22.34,2055.28,"RYAN, PAUL D",Deferred Stock Units
2020-04-01,FOX,Director,BUY,92.0,22.34,2055.28,"CAREY, CHASE",Deferred Stock Units
2020-04-01,FOX,Director,BUY,101.0,22.34,2256.34,"NASSER, JACQUES A",Deferred Stock Units
2020-04-01,FOX,Director,BUY,92.0,22.34,2055.28,"HERNANDEZ, ROLAND A",Deferred Stock Units
2020-04-01,FOX,Director,BUY,92.0,22.34,2055.28,"DIAS, ANNE",Deferred Stock Units
2020-06-15,FOX,"Director, Executive Chairman, CEO",SELL,89348.0,28.29,2527654.92,"MURDOCH, LACHLAN K",Class A Common Stock
2020-06-15,FOX,Chief Operating Officer,SELL,45498.0,28.29,1287138.42,"NALLEN, JOHN",Class A Common Stock
2020-06-15,FOX,Chief Financial Officer,SELL,13628.0,28.29,385536.12,"TOMSIC, STEVEN",Class A Common Stock
2020-06-15,FOX,Chief Legal and Policy Officer,SELL,25460.0,28.29,720263.4,"DINH, VIET D",Class A Common Stock
2020-06-15,FOX,"Director, Chairman",SELL,45498.0,28.29,1287138.42,"MURDOCH, KEITH RUPERT",Class A Common Stock
2020-06-15,FOX,"Director, Executive Chairman, CEO",SELL,101556.0,28.29,2873019.2399999998,"MURDOCH, LACHLAN K",Class A Common Stock
2020-06-15,FOX,"Director, Executive Chairman, CEO",BUY,101556.0,28.29,2873019.2399999998,"MURDOCH, LACHLAN K",Class A Common Stock
2020-06-20,FOX,Chief Operating Officer,SELL,23221.0,28.32,657618.72,"NALLEN, JOHN",Class A Common Stock
2020-06-20,FOX,"Director, Chairman",SELL,33090.0,28.32,937108.8,"MURDOCH, KEITH RUPERT",Class A Common Stock
2020-06-20,FOX,"Director, Executive Chairman, CEO",SELL,49498.0,28.32,1401783.36,"MURDOCH, LACHLAN K",Class A Common Stock
2020-06-20,FOX,"Director, Executive Chairman, CEO",SELL,48674.0,28.32,1378447.68,"MURDOCH, LACHLAN K",Class A Common Stock
2020-06-20,FOX,Chief Financial Officer,SELL,4056.0,28.32,114865.92,"TOMSIC, STEVEN",Class A Common Stock
2020-06-20,FOX,"Director, Executive Chairman, CEO",BUY,49498.0,28.32,1401783.36,"MURDOCH, LACHLAN K",Class A Common Stock
2020-06-30,FOX,Chief Legal and Policy Officer,SELL,34196.0,26.9,919872.3999999999,"DINH, VIET D",Class A Common Stock
2020-08-15,FOX,Chief Operating Officer,SELL,85628.0,25.74,2204064.7199999997,"NALLEN, JOHN",Class A Common Stock
2020-08-15,FOX,Chief Legal and Policy Officer,SELL,5971.0,25.74,153693.53999999998,"DINH, VIET D",Class A Common Stock
2020-08-15,FOX,"Director, Chairman",SELL,137808.0,25.74,3547177.92,"MURDOCH, KEITH RUPERT",Class A Common Stock
2020-08-15,FOX,"Director, Executive Chairman, CEO",SELL,13136.0,25.74,338120.63999999996,"MURDOCH, LACHLAN K",Class A Common Stock
2020-08-15,FOX,"Director, Executive Chairman, CEO",BUY,229024.0,25.74,5895077.76,"MURDOCH, LACHLAN K",Class A Common Stock
2020-08-15,FOX,"Director, Executive Chairman, CEO",SELL,212074.0,25.74,5458784.76,"MURDOCH, LACHLAN K",Class A Common Stock
2020-08-15,FOX,Chief Financial Officer,SELL,15653.0,25.74,402908.22,"TOMSIC, STEVEN",Class A Common Stock
2020-08-15,FOX,Chief Financial Officer,SELL,2389.0,25.74,61492.85999999999,"TOMSIC, STEVEN",Class A Common Stock
