date,symbol,insider_name,insider_title,is_executive,security_type,transaction_type,shares,price,value
2003-09-02,AIR,"GOODWIN, JAMES E",Director,True,phantom stock units,buy,1075.0,8.14,8750.5
2003-09-02,AIR,"WALFISH, MARC JAY",Director,True,phantom stock units,buy,1075.0,8.14,8750.5
2003-09-02,AIR,"FOGLEMAN, RONALD R",Director,True,phantom stock units,buy,1075.0,8.14,8750.5
2003-12-01,AIR,"WALFISH, MARC JAY",Director,True,Phantom Stock Units,buy,817.0,10.71,8750.070000000002
2003-12-01,AIR,"FOGLEMAN, RONALD R",Director,True,Phantom Stock Units,buy,817.0,10.71,8750.070000000002
2003-12-01,AIR,"GOODWIN, JAMES E",Director,True,Phantom Stock Units,buy,817.0,10.71,8750.070000000002
2004-01-05,AIR,"EICHNER, IRA A",Director,True,"Com
mon Stock",sell,13278.0,16.16,214572.48
2004-01-05,AIR,"CLARK, JAMES JOHN",Vice President,True,Common Stock,buy,1350.0,10.0,13500.0
2004-01-05,AIR,"CLARK, JAMES JOHN",Vice President,True,Common Stock,buy,20000.0,8.59,171800.0
2004-01-05,AIR,"CLARK, JAMES JOHN",Vice President,True,,buy,5000.0,8.59,42950.0
2004-01-05,AIR,"CLARK, JAMES JOHN",Vice President,True,Stock Option,,1350.0,10.0,13500.0
2004-01-05,AIR,"CLARK, JAMES JOHN",Vice President,True,Stock Option,sell,20000.0,8.59,171800.0
2004-01-05,AIR,"CLARK, JAMES JOHN",Vice President,True,Stock Option,sell,5000.0,8.59,42950.0
2004-01-06,AIR,"STORCH, DAVID P","Director, President & CEO",True,Common Stock,buy,45517.0,14.5,659996.5
2004-01-06,AIR,"PULSIFER, HOWARD A",Vice President & Secretary,True,,sell,12000.0,8.59,103080.0
2004-01-06,AIR,"PULSIFER, HOWARD A",Vice President & Secretary,True,Common Stock,buy,3000.0,8.59,25770.0
2004-01-06,AIR,"PULSIFER, HOWARD A",Vice President & Secretary,True,Common Stock,buy,12000.0,8.59,103080.0
2004-01-06,AIR,"STORCH, DAVID P","Director, President & CEO",True,Stock Option,sell,56000.0,8.59,481040.0
2004-01-06,AIR,"STORCH, DAVID P","Director, President & CEO",True,Stock Option,sell,179200.0,8.59,1539328.0
2004-01-06,AIR,"STORCH, DAVID P","Director, President & CEO",True,Stock Option,sell,45517.0,14.5,659996.5
2004-01-06,AIR,"STORCH, DAVID P","Director, President & CEO",True,Stock Option,sell,9311.0,14.5,135009.5
2004-01-06,AIR,"PULSIFER, HOWARD A",Vice President & Secretary,True,Stock Option,sell,3000.0,8.59,25770.0
2004-01-06,AIR,"STORCH, DAVID P","Director, President & CEO",True,Common Stock,buy,9311.0,14.5,135009.5
2004-01-06,AIR,"STORCH, DAVID P","Director, President & CEO",True,Common Stock,buy,56000.0,8.59,481040.0
2004-01-06,AIR,"STORCH, DAVID P","Director, President & CEO",True,Common Stock,buy,179200.0,8.59,1539328.0
2004-01-06,AIR,"STORCH, DAVID P","Director, President & CEO",True,Common Stock,sell,208494.0,16.18,3373432.92
2004-01-07,AIR,"ROMENESKO, TIMOTHY J","Vice President, CFO",True,Common Stock,buy,4000.0,8.59,34360.0
2004-01-07,AIR,"CLARK, JAMES JOHN",Vice President,True,Common Stock,buy,2250.0,9.1667,20625.075
2004-01-07,AIR,"CLARK, JAMES JOHN",Vice President,True,"Stock Option</va
lue></securityTitle><conversionOrExercisePrice>9.1667",sell,2250.0,9.1667,20625.075
2004-01-07,AIR,"CLARK, JAMES JOHN",Vice President,True,,buy,3000.0,11.6667,35000.1
2004-01-07,AIR,"CLARK, JAMES JOHN",Vice President,True,"Common Stock</va
lue></securityTitle><transactionDate>2004-01-07",sell,3990.0,16.05,64039.5
2004-01-07,AIR,"ROMENESKO, TIMOTHY J","Vice President, CFO",True,"Com
mon Stock",buy,24000.0,13.4375,322500.0
2004-01-07,AIR,"ROMENESKO, TIMOTHY J","Vice President, CFO",True,Stock Option,sell,24000.0,13.4375,322500.0
2004-01-07,AIR,"ROMENESKO, TIMOTHY J","Vice President, CFO",True,Stock Option,sell,4000.0,8.59,34360.0
2004-01-07,AIR,"ROMENESKO, TIMOTHY J","Vice President, CFO",True,Common Stock,sell,26946.0,16.05,432483.30000000005
2004-01-07,AIR,"CLARK, JAMES JOHN",Vice President,True,Stock Option,sell,3000.0,11.6667,35000.1
2004-01-16,AIR,"MCDONALD, JAMES M",Vice President,True,Stock Option,sell,9000.0,8.59,77310.0
2004-01-16,AIR,"MCDONALD, JAMES M",Vice President,True,Common Stock,sell,6469.0,15.52,100398.87999999999
2004-01-16,AIR,"MCDONALD, JAMES M",Vice President,True,Common Stock,sell,1293.0,15.52,20067.36
2004-01-16,AIR,"MCDONALD, JAMES M",Vice President,True,Stock Option,sell,1000.0,3.2,3200.0
2004-01-16,AIR,"MCDONALD, JAMES M",Vice President,True,Stock Option,sell,1800.0,8.59,15462.0
2004-01-16,AIR,"MCDONALD, JAMES M",Vice President,True,Common Stock,buy,1800.0,8.59,15462.0
2004-01-16,AIR,"MCDONALD, JAMES M",Vice President,True,Common Stock,buy,1000.0,3.2,3200.0
2004-01-16,AIR,"MCDONALD, JAMES M",Vice President,True,Common Stock,sell,500.0,15.52,7760.0
2004-01-16,AIR,"MCDONALD, JAMES M",Vice President,True,Common Stock,buy,9000.0,8.59,77310.0
2004-01-23,AIR,"CLARK, JAMES JOHN",Vice President,True,Common Stock,sell,3584.0,15.33,54942.72
2004-01-23,AIR,"CLARK, JAMES JOHN",Vice President,True,Common Stock,buy,5000.0,8.59,42950.0
2004-01-23,AIR,"CLARK, JAMES JOHN",Vice President,True,Stock Option,sell,5000.0,8.59,42950.0
2004-02-24,AIR,"ROMENESKO, TIMOTHY J","Vice President, CFO",True,Common Stock,sell,9402.0,12.39,116490.78
2004-02-24,AIR,"ROMENESKO, TIMOTHY J","Vice President, CFO",True,Common Stock,buy,12000.0,8.59,103080.0
2004-02-24,AIR,"ROMENESKO, TIMOTHY J","Vice President, CFO",True,Stock Option,sell,12000.0,8.59,103080.0
2004-03-01,AIR,"FOGLEMAN, RONALD R",Director,True,Phantom Stock Units,buy,668.0,13.09,8744.12
2004-03-01,AIR,"WALFISH, MARC JAY",Director,True,Phantom Stock Units,buy,668.0,13.09,8744.12
2004-03-05,AIR,"ROMENESKO, TIMOTHY J","Vice President, CFO",True,Stock Option,sell,4000.0,8.59,34360.0
2004-03-05,AIR,"ROMENESKO, TIMOTHY J","Vice President, CFO",True,Common Stock,sell,3078.0,12.75,39244.5
2004-03-05,AIR,"ROMENESKO, TIMOTHY J","Vice President, CFO",True,Common Stock,buy,4000.0,8.59,34360.0
2004-06-01,AIR,"WALFISH, MARC JAY",Director,True,Phantom Stock Units,buy,875.0,10.0,8750.0
2004-06-01,AIR,"FOGLEMAN, RONALD R",Director,True,Phantom Stock Units,buy,875.0,10.0,8750.0
2004-07-07,AIR,"MCDONALD, JAMES M",Vice President,True,Common Stock,buy,3700.0,10.32,38184.0
2004-07-07,AIR,"MCDONALD, JAMES M",Vice President,True,Common Stock,buy,4800.0,10.32,49536.0
2004-07-07,AIR,"MCDONALD, JAMES M",Vice President,True,Common Stock,buy,800.0,10.32,8256.0
2004-07-08,AIR,"MCDONALD, JAMES M",Vice President,True,Common Stock,buy,1900.0,10.01,19019.0
2004-07-11,AIR,"CLARK, JAMES JOHN",Vice President,True,Common Stock,sell,368.0,10.0,3680.0
2004-07-11,AIR,"PULSIFER, HOWARD A",Vice President & Secretary,True,Common Stock,sell,220.0,10.0,2200.0
2004-07-11,AIR,"SHARP, MICHAEL J",VP/Chief Accounting Officer,True,Common Stock,sell,147.0,10.0,1470.0
2004-07-22,AIR,"MCDONALD, JAMES M",Vice President,True,Common Stock,buy,8000.0,10.42,83360.0
2004-07-30,AIR,"WALFISH, MARC JAY",Director,True,Common Stock,buy,5000.0,10.28,51400.0
2004-09-01,AIR,"WALFISH, MARC JAY",Director,True,Phantom Stock Units,buy,793.0,11.04,8754.72
2004-09-01,AIR,"FOGLEMAN, RONALD R",Director,True,Phantom Stock Units,buy,793.0,11.04,8754.72
2004-09-30,AIR,"EICHNER, IRA A",Director,True,Common Stock,sell,25000.0,12.4,310000.0
2004-09-30,AIR,"EICHNER, IRA A",Director,True,Common Stock,sell,50000.0,12.35,617500.0
2004-09-30,AIR,"EICHNER, IRA A",Director,True,Common Stock,sell,12500.0,12.45,155625.0
2004-10-01,AIR,"EICHNER, IRA A",Director,True,Common Stock,sell,11700.0,12.35,144495.0
2004-10-01,AIR,"EICHNER, IRA A",Director,True,Common Stock,sell,100.0,12.37,1237.0
2004-10-01,AIR,"EICHNER, IRA A",Director,True,Common Stock,sell,400.0,12.4,4960.0
2004-10-01,AIR,"EICHNER, IRA A",Director,True,Common Stock,sell,300.0,12.39,3717.0
2004-10-08,AIR,"CLARK, JAMES JOHN",Vice President,True,Common Stock,sell,132.0,11.52,1520.6399999999999
2004-10-08,AIR,"PULSIFER, HOWARD A",Vice President & Secretary,True,Common Stock,sell,265.0,11.52,3052.7999999999997
2004-10-14,AIR,"CLARK, JAMES JOHN",Vice President,True,Common Stock,sell,110.0,11.09,1219.9
2004-10-14,AIR,"PULSIFER, HOWARD A",Vice President & Secretary,True,Common Stock,sell,198.0,11.09,2195.82
2004-12-01,AIR,"FOGLEMAN, RONALD R",Director,True,Phantom Stock Units,buy,616.0,14.2,8747.199999999999
2004-12-01,AIR,"WALFISH, MARC JAY",Director,True,Phantom Stock Units,buy,616.0,14.2,8747.199999999999
2004-12-22,AIR,"STORCH, DAVID P","Director, President, CEO & Director",True,Common Stock,sell,5000.0,14.3,71500.0
2004-12-22,AIR,"ROMENESKO, TIMOTHY J","Vice President, CFO",True,Common Stock,buy,10000.0,6.96,69600.0
2004-12-22,AIR,"STORCH, DAVID P","Director, President, CEO & Director",True,Common Stock,sell,10000.0,14.5,145000.0
2004-12-22,AIR,"STORCH, DAVID P","Director, President, CEO & Director",True,Common Stock,sell,200.0,14.64,2928.0
2004-12-22,AIR,"STORCH, DAVID P","Director, President, CEO & Director",True,Common Stock,sell,300.0,14.75,4425.0
2004-12-22,AIR,"STORCH, DAVID P","Director, President, CEO & Director",True,Common Stock,sell,1000.0,14.68,14680.0
2004-12-22,AIR,"STORCH, DAVID P","Director, President, CEO & Director",True,Common Stock,sell,100.0,14.72,1472.0
2004-12-22,AIR,"STORCH, DAVID P","Director, President, CEO & Director",True,Common Stock,sell,5000.0,14.4,72000.0
2004-12-22,AIR,"STORCH, DAVID P","Director, President, CEO & Director",True,Common Stock,sell,400.0,14.55,5820.0
2004-12-22,AIR,"STORCH, DAVID P","Director, President, CEO & Director",True,Common Stock,sell,1800.0,14.65,26370.0
2004-12-23,AIR,"STORCH, DAVID P","Director, President, CEO & Director",True,Common Stock,sell,200.0,14.35,2870.0
2004-12-23,AIR,"STORCH, DAVID P","Director, President, CEO & Director",True,Common Stock,sell,500.0,14.55,7275.0
2004-12-23,AIR,"STORCH, DAVID P","Director, President, CEO & Director",True,Common Stock,sell,500.0,14.07,7035.0
2004-12-23,AIR,"STORCH, DAVID P","Director, President, CEO & Director",True,Common Stock,sell,400.0,14.28,5712.0
2004-12-23,AIR,"ROMENESKO, TIMOTHY J","Vice President, CFO",True,Common Stock,sell,8994.0,14.53,130682.81999999999
2004-12-23,AIR,"STORCH, DAVID P","Director, President, CEO & Director",True,Common Stock,sell,1000.0,14.21,14210.0
2004-12-23,AIR,"STORCH, DAVID P","Director, President, CEO & Director",True,Common Stock,sell,1600.0,14.27,22832.0
2004-12-23,AIR,"STORCH, DAVID P","Director, President, CEO & Director",True,Common Stock,sell,2000.0,14.4,28800.0
2004-12-27,AIR,"STORCH, DAVID P","Director, President, CEO & Director",True,Common Stock,sell,900.0,14.24,12816.0
2004-12-27,AIR,"STORCH, DAVID P","Director, President, CEO & Director",True,Common Stock,sell,500.0,14.19,7095.0
2004-12-27,AIR,"STORCH, DAVID P","Director, President, CEO & Director",True,Common Stock,sell,1000.0,14.3,14300.0
2004-12-27,AIR,"STORCH, DAVID P","Director, President, CEO & Director",True,Common Stock,sell,100.0,14.2,1420.0
2004-12-27,AIR,"STORCH, DAVID P","Director, President, CEO & Director",True,Common Stock,sell,1000.0,14.33,14330.0
2004-12-28,AIR,"STORCH, DAVID P","Director, President, CEO & Director",True,Common Stock,sell,400.0,14.3,5720.0
2004-12-28,AIR,"STORCH, DAVID P","Director, President, CEO & Director",True,Common Stock,sell,100.0,14.27,1427.0
2004-12-28,AIR,"STORCH, DAVID P","Director, President, CEO & Director",True,Common Stock,sell,300.0,14.25,4275.0
2004-12-28,AIR,"STORCH, DAVID P","Director, President, CEO & Director",True,Common Stock,sell,600.0,14.32,8592.0
2004-12-28,AIR,"STORCH, DAVID P","Director, President, CEO & Director",True,Common Stock,sell,100.0,14.3,1430.0
2004-12-28,AIR,"STORCH, DAVID P","Director, President, CEO & Director",True,Common Stock,sell,200.0,14.25,2850.0
2004-12-28,AIR,"STORCH, DAVID P","Director, President, CEO & Director",True,Common Stock,sell,100.0,14.35,1435.0
2004-12-28,AIR,"STORCH, DAVID P","Director, President, CEO & Director",True,Common Stock,sell,1000.0,14.28,14280.0
2004-12-28,AIR,"STORCH, DAVID P","Director, President, CEO & Director",True,Common Stock,sell,500.0,14.24,7120.0
2004-12-29,AIR,"PULSIFER, HOWARD A",Vice President & Secretary,True,Common Stock,buy,3000.0,8.59,25770.0
2004-12-29,AIR,"PULSIFER, HOWARD A",Vice President & Secretary,True,Common Stock,sell,11559.0,13.85,160092.15
2004-12-29,AIR,"PULSIFER, HOWARD A",Vice President & Secretary,True,Common Stock,buy,10000.0,6.96,69600.0
2004-12-29,AIR,"PULSIFER, HOWARD A",Vice President & Secretary,True,Stock Option,sell,3000.0,8.59,25770.0
