date,symbol,insider_name,insider_title,is_executive,security_type,transaction_type,shares,price,value
2003-09-30,AXTI,"YOUNG, MORRIS S","Director, Chief Executive Officer",True,Common Stock,sell,3350.0,2.55,8542.5
2003-10-15,AXTI,"YOUNG, MORRIS S","Director, Chief Executive Officer",True,Common Stock,sell,4650.0,2.5,11625.0
2003-10-28,AXTI,"CHEN, JESSE",Director,True,Common Stock,buy,10000.0,1.96,19600.0
2004-05-17,AXTI,"CHEUNG, WILSON WAI-SHUN",Chief Financial Officer,True,Incentive stock options,buy,90000.0,2.24,201600.00000000003
2004-08-13,AXTI,"YOUNG, MORRIS S","Director, CEO China Operations",True,Incentive Stock Options,buy,50000.0,1.18,59000.0
2004-08-13,AXTI,"CHEUNG, WILSON WAI-SHUN",Chief Financial Officer,True,Incentive Stock Options,buy,7000.0,1.18,8260.0
2004-08-13,AXTI,"TATZIN, DONALD L","Director, Interim CEO",True,Incentive Stock Options,buy,60000.0,1.18,70800.0
2004-08-13,AXTI,"ZHANG, DAVIS",President China Operations,True,Incentive Stock Options,buy,50000.0,1.18,59000.0
2005-03-28,AXTI,"YIN, PHILIP C S",Chief Executive Officer,True,Stock options (Right to buy),buy,240000.0,1.17,280800.0
2005-05-10,AXTI,"CHEN, JESSE",Director,True,Common Stock,buy,5200.0,1.22,6344.0
2005-05-11,AXTI,"LEBLANC, LEONARD J",Director,True,Common Stock,buy,8000.0,1.25,10000.0
2005-05-31,AXTI,"CHEN, JESSE",Director,True,Common Stock,buy,8000.0,1.27,10160.0
2005-07-11,AXTI,"LIN, MINSHENG",Chief Operating Officer,True,Stock options (Right to buy),buy,100000.0,1.21,121000.0
2005-08-09,AXTI,"CHANG, DAVID C",Director,True,Common Stock,buy,5000.0,1.17,5850.0
2005-08-17,AXTI,"CHANG, DAVID C",Director,True,Common Stock,buy,5000.0,1.17,5850.0
2005-08-25,AXTI,"LEBLANC, LEONARD J",Director,True,Common Stock,buy,1600.0,1.17,1872.0
2005-08-25,AXTI,"YOUNG, MORRIS S","Director, Chief Technology Officer",True,Common Stock,sell,60000.0,3.4,204000.0
2005-08-25,AXTI,"LEBLANC, LEONARD J",Director,True,Common Stock,buy,5900.0,1.19,7021.0
2005-08-26,AXTI,"LIN, MINSHENG",Chief Operating Officer,True,Common Stock,buy,7400.0,1.25,9250.0
2005-08-29,AXTI,"YIN, PHILIP C S","Director, Chief Executive Officer",True,Common Stock,buy,7500.0,1.28,9600.0
2005-09-02,AXTI,"CHEUNG, WILSON WAI-SHUN",Chief Financial Officer,True,Stock options (Right to buy),buy,50000.0,1.33,66500.0
2005-09-02,AXTI,"YIN, PHILIP C S","Director, Chief Executive Officer",True,Stock options (right to buy),buy,30000.0,1.33,39900.0
2005-09-02,AXTI,"LIN, MINSHENG",Chief Operating Officer,True,Stock options (Right to buy),buy,4000.0,1.33,5320.0
2005-09-02,AXTI,"ZHANG, DAVIS","President , JV Operations",True,Stock options (right to buy),buy,50000.0,1.33,66500.0
2005-09-02,AXTI,"YOUNG, MORRIS S","Director, Chief Technology Officer",True,Stock options (Right to buy),buy,50000.0,1.33,66500.0
2005-11-22,AXTI,"ZHANG, DAVIS","President , JV Operations",True,Common stock,sell,9000.0,1.8877,16989.3
2005-11-22,AXTI,"ZHANG, DAVIS","President , JV Operations",True,Common stock,sell,8000.0,1.8544,14835.2
2005-11-23,AXTI,"ZHANG, DAVIS","President , JV Operations",True,Common stock,sell,4000.0,1.851,7404.0
2005-11-23,AXTI,"ZHANG, DAVIS","President , JV Operations",True,Common stock,sell,9000.0,1.8291,16461.899999999998
2005-11-30,AXTI,"YIN, PHILIP C S","Director, Chief Executive Officer",True,Common Stock,buy,5000.0,1.71,8550.0
2005-11-30,AXTI,"CHEN, JESSE",Director,True,Common Stock,buy,6200.0,1.68,10416.0
2006-02-21,AXTI,"YOUNG, MORRIS S","Director, Chief Technology Officer",True,Common Stock,sell,4350.0,2.68,11658.0
2006-02-21,AXTI,"YOUNG, MORRIS S","Director, Chief Technology Officer",True,Common Stock,sell,1600.0,2.66,4256.0
2006-02-21,AXTI,"YOUNG, MORRIS S","Director, Chief Technology Officer",True,Common Stock,sell,2900.0,2.69,7801.0
2006-02-21,AXTI,"YOUNG, MORRIS S","Director, Chief Technology Officer",True,Common Stock,sell,3550.0,2.67,9478.5
2006-02-21,AXTI,"YOUNG, MORRIS S","Director, Chief Technology Officer",True,Common Stock,sell,137600.0,2.65,364640.0
2006-02-24,AXTI,"CHANG, DAVID C",Director,True,Common Stock,buy,2800.0,2.97,8316.0
2006-02-24,AXTI,"YOUNG, MORRIS S","Director, Chief Technology Officer",True,Common Stock,sell,32700.0,2.98,97446.0
2006-02-24,AXTI,"YOUNG, MORRIS S","Director, Chief Technology Officer",True,Common Stock,sell,7300.0,2.99,21827.0
2006-02-28,AXTI,"YOUNG, MORRIS S","Director, Chief Technology Officer",True,Common Stock,sell,1000.0,2.98,2980.0
2006-02-28,AXTI,"YOUNG, MORRIS S","Director, Chief Technology Officer",True,Common Stock,sell,19400.0,2.9,56260.0
2006-05-04,AXTI,"YOUNG, MORRIS S","Director, Chief Technology Officer",True,Common Stock,sell,80000.0,4.15,332000.0
