date,symbol,insider_name,insider_title,is_executive,security_type,transaction_type,shares,price,value
2003-09-30,APD,"HARDYMON, JAMES F",Director,True,Phantom Stock,buy,127.3359,44.89,5716.108551
2003-11-20,APD,"FORD, W DOUGLAS",Director,True,Phantom Stock,buy,1100.0,45.19,49709.0
2003-12-16,APD,"BROWN, W DOUGLAS","V.P., General Counsel & Sec.",False,Common Stock,sell,18800.0,51.9,975720.0
2003-12-16,APD,"BROWN, W DOUGLAS","V.P., General Counsel & Sec.",False,Common Stock,buy,18800.0,28.78,541064.0
2003-12-16,APD,"GADOMSKI, ROBERT E",Exec. V.P. Gases & Equip.,False,Common Stock,buy,17000.0,23.12,393040.0
2003-12-16,APD,"GADOMSKI, ROBERT E",Exec. V.P. Gases & Equip.,False,Common Stock,sell,17000.0,51.85,881450.0
2003-12-17,APD,"GADOMSKI, ROBERT E",Exec. V.P. Gases & Equip.,False,Common Stock,sell,233.9356,52.06,12178.687336
2003-12-18,APD,"VAN, GROENOU LEONARD BROESE",V.P. Human Resources,False,Common Stock,buy,6000.0,23.12,138720.0
2003-12-18,APD,"KATSAROS, ARTHUR T",Group V.P. - Dev & Tech,False,Common Stock,buy,6000.0,23.12,138720.0
2003-12-18,APD,"KATSAROS, ARTHUR T",Group V.P. - Dev & Tech,False,Common Stock,sell,6000.0,51.61,309660.0
2003-12-18,APD,"KATSAROS, ARTHUR T",Group V.P. - Dev & Tech,False,Common Stock,sell,5688.2055,52.46,298403.26053
2003-12-18,APD,"VAN, GROENOU LEONARD BROESE",V.P. Human Resources,False,Common Stock,sell,6000.0,51.81,310860.0
2003-12-19,APD,"GADOMSKI, ROBERT E",Exec. V.P. Gases & Equip.,False,Common Stock,sell,17000.0,52.08,885360.0
2003-12-19,APD,"NOSKI, CHARLES H",Director,True,Common Stock,buy,2000.0,41.96,83920.0
2003-12-19,APD,"NOSKI, CHARLES H",Director,True,Common Stock,buy,2000.0,45.91,91820.0
2003-12-19,APD,"NOSKI, CHARLES H",Director,True,Common Stock,buy,2000.0,37.59,75180.0
2003-12-19,APD,"GADOMSKI, ROBERT E",Exec. V.P. Gases & Equip.,False,Common Stock,buy,17000.0,26.03,442510.0
2003-12-22,APD,"NOSKI, CHARLES H",Director,True,Common Stock,sell,6000.0,52.14,312840.0
2003-12-31,APD,"THOMAS, LAWRASON D",Director,True,Phantom Stock,buy,318.9758,52.72,16816.404176
2003-12-31,APD,"DONAHUE, MICHAEL J",Director,True,Phantom Stock,buy,247.1767,52.72,13031.155624
2003-12-31,APD,"BROWN, W DOUGLAS","V.P., General Counsel & Sec.",False,Deferred Stock Units,buy,2432.0,52.83,128482.56
2003-12-31,APD,"MURRAY, TERRENCE",Director,True,Phantom Stock,buy,98.6042,52.72,5198.413424
2003-12-31,APD,"HAGENLOCKER, EDWARD E",Director,True,Phantom Stock,buy,255.7782,52.72,13484.626704
2003-12-31,APD,"BAEZA, MARIO",Director,True,Phantom Stock,buy,113.0152,52.72,5958.161343999999
2003-12-31,APD,"FAIRBAIRN, URSULA F",Director,True,Phantom Stock,buy,296.5528,52.72,15634.263615999998
2003-12-31,APD,"ROSPUT, PAULA G",Director,True,Phantom Stock,buy,254.9559,52.72,13441.275048000001
2003-12-31,APD,"FORD, W DOUGLAS",Director,True,Phantom Stock,buy,104.3915,52.72,5503.51988
2003-12-31,APD,"HARDYMON, JAMES F",Director,True,Phantom Stock,buy,120.8461,52.72,6371.006392
2003-12-31,APD,"KATSAROS, ARTHUR T",Group V.P. - Dev & Tech,False,Deferred Stock Units,buy,2405.0,52.83,127056.15
2003-12-31,APD,"NOSKI, CHARLES H",Director,True,Phantom Stock,buy,281.1769,52.72,14823.646168
2003-12-31,APD,"KATSAROS, ARTHUR T",Group V.P. - Dev & Tech,False,Deferred Stock Units,buy,2422.0,52.83,127954.26
2004-01-22,APD,"HAGENLOCKER, EDWARD E",Director,True,Phantom Stock,buy,1100.0,49.68,54648.0
2004-01-22,APD,"HARDYMON, JAMES F",Director,True,Phantom Stock,buy,1100.0,49.68,54648.0
2004-01-22,APD,"THOMAS, LAWRASON D",Director,True,Phantom Stock,buy,1100.0,49.68,54648.0
2004-01-22,APD,"ROSPUT, PAULA G",Director,True,Phantom Stock,buy,1100.0,49.68,54648.0
2004-01-22,APD,"FAIRBAIRN, URSULA F",Director,True,Phantom Stock,buy,1100.0,49.68,54648.0
2004-01-22,APD,"FORD, W DOUGLAS",Director,True,Phantom Stock,buy,1100.0,49.68,54648.0
2004-01-22,APD,"DONAHUE, MICHAEL J",Director,True,Phantom Stock,buy,1100.0,49.68,54648.0
2004-01-22,APD,"BAEZA, MARIO",Director,True,Phantom Stock,buy,1100.0,49.68,54648.0
2004-01-22,APD,"MURRAY, TERRENCE",Director,True,Phantom Stock,buy,1100.0,49.68,54648.0
2004-03-31,APD,"HAGENLOCKER, EDWARD E",Director,True,Phantom Stock,buy,269.7645,50.2,13542.1779
2004-03-31,APD,"ROSPUT, PAULA G",Director,True,Phantom Stock,buy,368.4988,50.2,18498.639760000002
2004-03-31,APD,"MURRAY, TERRENCE",Director,True,Phantom Stock,buy,103.996,50.2,5220.5992
2004-03-31,APD,"DONAHUE, MICHAEL J",Director,True,Phantom Stock,buy,310.4934,50.2,15586.768680000001
2004-03-31,APD,"FORD, W DOUGLAS",Director,True,Phantom Stock,buy,218.4265,50.2,10965.010300000002
2004-03-31,APD,"FAIRBAIRN, URSULA F",Director,True,Phantom Stock,buy,387.4699,50.2,19450.988980000002
2004-03-31,APD,"THOMAS, LAWRASON D",Director,True,Phantom Stock,buy,386.2185,50.2,19388.168700000002
2004-03-31,APD,"BAEZA, MARIO",Director,True,Phantom Stock,buy,119.195,50.2,5983.589
2004-03-31,APD,"HARDYMON, JAMES F",Director,True,Phantom Stock,buy,127.454,50.2,6398.1908
2004-04-30,APD,"BYE, MARK L",Group V.P. Gases & Equip.,False,Common Stock,buy,4400.0,26.03,114532.0
2004-04-30,APD,"BYE, MARK L",Group V.P. Gases & Equip.,False,Common Stock,sell,4000.0,49.9,199600.0
2004-04-30,APD,"BYE, MARK L",Group V.P. Gases & Equip.,False,Common Stock,sell,4400.0,49.9,219560.0
2004-04-30,APD,"BYE, MARK L",Group V.P. Gases & Equip.,False,Common Stock,buy,4000.0,23.12,92480.0
2004-05-21,APD,"MCGLADE, JOHN E","Group V.P., Chemicals",False,Common Stock,sell,4600.0,48.58,223468.0
2004-05-21,APD,"MCGLADE, JOHN E","Group V.P., Chemicals",False,Common Stock,buy,4600.0,23.12,106352.0
2004-05-26,APD,"JONES, JOHN P III","Chairman, President and CEO",True,Common Stock,buy,24200.0,23.12,559504.0
2004-05-26,APD,"JONES, JOHN P III","Chairman, President and CEO",True,Common Stock,sell,24200.0,50.13,1213146.0
2004-06-30,APD,"FORD, W DOUGLAS",Director,True,Phantom Stock,buy,169.108,51.85,8768.2498
2004-06-30,APD,"HARDYMON, JAMES F",Director,True,Phantom Stock,buy,128.843,51.85,6680.50955
2004-06-30,APD,"MURRAY, TERRENCE",Director,True,Phantom Stock,buy,106.0274,51.85,5497.52069
2004-06-30,APD,"ROSPUT, PAULA G",Director,True,Phantom Stock,buy,315.0702,51.85,16336.38987
2004-06-30,APD,"THOMAS, LAWRASON D",Director,True,Phantom Stock,buy,356.4127,51.85,18479.998495
2004-06-30,APD,"FAIRBAIRN, URSULA F",Director,True,Phantom Stock,buy,309.4139,51.85,16043.110715
2004-06-30,APD,"DONAHUE, MICHAEL J",Director,True,Phantom Stock,buy,258.6534,51.85,13411.17879
2004-06-30,APD,"HAGENLOCKER, EDWARD E",Director,True,Phantom Stock,buy,267.2561,51.85,13857.228785000001
2004-06-30,APD,"BAEZA, MARIO",Director,True,Phantom Stock,buy,120.8102,51.85,6264.00887
2004-08-10,APD,"THOMAS, LAWRASON D",Director,True,Common Stock,sell,2000.0,50.58,101160.0
2004-08-10,APD,"THOMAS, LAWRASON D",Director,True,Common Stock,buy,2000.0,22.69,45380.0
2004-08-16,APD,"HUCK, PAUL E",V.P. CFO,True,Common Stock,sell,8400.0,51.05,428820.0
2004-08-16,APD,"HUCK, PAUL E",V.P. CFO,True,Common Stock,buy,8400.0,23.12,194208.0
2004-08-23,APD,"ROSPUT, PAULA G",Director,True,Common Stock,buy,2000.0,37.59,75180.0
2004-08-23,APD,"ROSPUT, PAULA G",Director,True,Common Stock,buy,2000.0,49.68,99360.0
2004-08-23,APD,"ROSPUT, PAULA G",Director,True,Common Stock,buy,2000.0,41.96,83920.0
2004-08-23,APD,"ROSPUT, PAULA G",Director,True,Common Stock,sell,8000.0,52.51,420080.0
2004-08-23,APD,"ROSPUT, PAULA G",Director,True,Common Stock,buy,2000.0,45.91,91820.0
2004-08-24,APD,"KATSAROS, ARTHUR T",Group V.P. - Dev & Tech,False,Common Stock,buy,6000.0,26.03,156180.0
2004-08-24,APD,"KATSAROS, ARTHUR T",Group V.P. - Dev & Tech,False,Common Stock,sell,6000.0,52.3,313800.0
2004-09-16,APD,"SMITH, LAWRENCE S",Director,True,Phantom Stock,buy,1100.0,53.16,58475.99999999999
2004-09-23,APD,"SMITH, LAWRENCE S",Director,True,Phantom Stock,buy,80.6215,53.75,4333.405624999999
2004-09-30,APD,"DONAHUE, MICHAEL J",Director,True,Phantom Stock,buy,305.5082,53.75,16421.065749999998
2004-09-30,APD,"THOMAS, LAWRASON D",Director,True,Phantom Stock,buy,366.3009,53.75,19688.673375000002
2004-09-30,APD,"MURRAY, TERRENCE",Director,True,Phantom Stock,buy,107.0961,53.75,5756.4153750000005
2004-09-30,APD,"HAGENLOCKER, EDWARD E",Director,True,Phantom Stock,buy,275.5704,53.75,14811.909
2004-09-30,APD,"BAEZA, MARIO",Director,True,Phantom Stock,buy,125.1579,53.75,6727.237125
2004-09-30,APD,"FORD, W DOUGLAS",Director,True,Phantom Stock,buy,201.7613,53.75,10844.669875
2004-09-30,APD,"FAIRBAIRN, URSULA F",Director,True,Phantom Stock,buy,407.9762,53.75,21928.72075
2004-11-02,APD,"SMITH, LAWRENCE S",Director,True,Common Stock,buy,2000.0,52.6,105200.0
2004-11-04,APD,"BROWN, W DOUGLAS","V.P., General Counsel & Sec.",False,Common Stock,sell,18000.0,53.4,961200.0
2004-11-04,APD,"BROWN, W DOUGLAS","V.P., General Counsel & Sec.",False,Common Stock,sell,20000.0,53.4,1068000.0
2004-11-04,APD,"BROWN, W DOUGLAS","V.P., General Counsel & Sec.",False,Common Stock,buy,20000.0,41.69,833800.0
2004-11-04,APD,"BROWN, W DOUGLAS","V.P., General Counsel & Sec.",False,Common Stock,sell,12000.0,53.4,640800.0
2004-11-04,APD,"BROWN, W DOUGLAS","V.P., General Counsel & Sec.",False,Common Stock,buy,18000.0,29.47,530460.0
2004-11-04,APD,"BROWN, W DOUGLAS","V.P., General Counsel & Sec.",False,Common Stock,buy,12000.0,41.31,495720.0
2004-11-12,APD,"KATSAROS, ARTHUR T",Group V.P. - Dev & Tech,False,Common Stock,sell,6000.0,55.52,333120.0
2004-11-12,APD,"KATSAROS, ARTHUR T",Group V.P. - Dev & Tech,False,Common Stock,buy,6000.0,26.03,156180.0
2004-11-23,APD,"BROWN, W DOUGLAS","V.P., General Counsel & Sec.",False,Common Stock,buy,800.0,29.47,23576.0
2004-11-23,APD,"BROWN, W DOUGLAS","V.P., General Counsel & Sec.",False,Common Stock,sell,800.0,55.77,44616.0
2004-12-31,APD,"SMITH, LAWRENCE S",Director,True,Phantom Stock,buy,202.2092,58.57,11843.392844
2004-12-31,APD,"BAEZA, MARIO",Director,True,Phantom Stock,buy,121.88,58.57,7138.5116
2004-12-31,APD,"HAGENLOCKER, EDWARD E",Director,True,Phantom Stock,buy,277.7331,58.57,16266.827667
2004-12-31,APD,"FORD, W DOUGLAS",Director,True,Phantom Stock,buy,168.0043,58.57,9840.011851
2004-12-31,APD,"DONAHUE, MICHAEL J",Director,True,Phantom Stock,buy,260.5334,58.57,15259.441237999998
2004-12-31,APD,"FAIRBAIRN, URSULA F",Director,True,Phantom Stock,buy,323.0597,58.57,18921.606629
2004-12-31,APD,"THOMAS, LAWRASON D",Director,True,Phantom Stock,buy,291.0112,58.57,17044.525984
2004-12-31,APD,"MINELLA, LYNN C",V.P. Human Resources,False,Deferred Stock Units,buy,111.0,57.97,6434.67
2004-12-31,APD,"MURRAY, TERRENCE",Director,True,Phantom Stock,buy,105.2154,58.57,6162.465978
2004-12-31,APD,"HARDYMON, JAMES F",Director,True,Phantom Stock,buy,130.9354,58.57,7668.886377999999
2005-01-27,APD,"SMITH, LAWRENCE S",Director,True,Phantom Stock,buy,1100.0,57.74,63514.0
2005-01-27,APD,"MURRAY, TERRENCE",Director,True,Phantom Stock,buy,1100.0,57.74,63514.0
2005-01-27,APD,"THOMAS, LAWRASON D",Director,True,Phantom Stock,buy,1100.0,57.74,63514.0
2005-01-27,APD,"BAEZA, MARIO",Director,True,Phantom Stock,buy,1100.0,57.74,63514.0
2005-01-27,APD,"HAGENLOCKER, EDWARD E",Director,True,Phantom Stock,buy,1100.0,57.74,63514.0
2005-01-27,APD,"HARDYMON, JAMES F",Director,True,Phantom Stock,buy,1100.0,57.74,63514.0
2005-01-27,APD,"DONAHUE, MICHAEL J",Director,True,Phantom Stock,buy,1100.0,57.74,63514.0
2005-01-27,APD,"FORD, W DOUGLAS",Director,True,Phantom Stock,buy,1100.0,57.74,63514.0
