date,symbol,insider_title,transaction_type,shares,price,value,executive,security_type
2003-12-26,MO,SVP and CFO,BUY,691.0,53.7,37106.700000000004,"DEVITRE, DINYAR S",Common Stock
2004-01-21,MO,SVP and CFO,BUY,14.0,54.0,756.0,"DEVITRE, DINYAR S",Common Stock
2004-01-29,MO,10% Owner,SELL,440.0,31.0,13640.0,"ALTRIA, GROUP INC",Common Stock
2004-01-30,MO,Director,BUY,117.0,55.47,6489.99,"NOTO, LUCIO A",Phantom Stock Units
2004-02-04,MO,10% Owner,SELL,650.0,31.0,20150.0,"ALTRIA, GROUP INC",Common Stock
2004-02-06,MO,"CEO, Kraft Foods Inc.",BUY,67902.0,55.005,3734949.5100000002,"DEROMEDI, ROGER K",Option (Right to Buy)
2004-02-06,MO,"CEO, Kraft Foods Inc.",BUY,107801.0,21.344,2300904.544,"DEROMEDI, ROGER K",Common Stock
2004-02-06,MO,"CEO, Kraft Foods Inc.",SELL,61259.0,55.005,3369551.295,"DEROMEDI, ROGER K",Common Stock
2004-02-06,MO,"CEO, Kraft Foods Inc.",SELL,107801.0,21.344,2300904.544,"DEROMEDI, ROGER K",Option (Right to Buy)
2004-02-09,MO,"CEO, Kraft Foods Inc.",SELL,6643.0,54.6716,363183.4388,"DEROMEDI, ROGER K",Common Stock
2004-02-10,MO,"Chairman and CEO, PM USA",SELL,95871.0,39.7188,3807881.0748,"SZYMANCZYK, MICHAEL E",Option (Right to Buy)
2004-02-10,MO,"Chairman and CEO, PM USA",SELL,78052.0,54.72,4271005.4399999995,"SZYMANCZYK, MICHAEL E",Common Stock
2004-02-10,MO,"Chairman and CEO, PM USA",BUY,95871.0,39.7188,3807881.0748,"SZYMANCZYK, MICHAEL E",Common Stock
2004-02-10,MO,"Chairman and CEO, PM USA",BUY,80671.0,54.72,4414317.12,"SZYMANCZYK, MICHAEL E",Option (Right to Buy)
2004-02-11,MO,"Chairman and CEO, PM USA",SELL,12619.0,54.93,693161.67,"SZYMANCZYK, MICHAEL E",Common Stock
2004-02-11,MO,10% Owner,SELL,1000.0,31.0,31000.0,"ALTRIA, GROUP INC",Common Stock
2004-02-11,MO,"Chairman and CEO, PM USA",SELL,10000.0,54.9215,549215.0,"SZYMANCZYK, MICHAEL E",Common Stock
2004-02-18,MO,10% Owner,SELL,550.0,31.0,17050.0,"ALTRIA, GROUP INC",Common Stock
2004-02-19,MO,"SVP, Human Res.and Admin.",SELL,12389.0,55.275,684801.975,"MURPHY, KENNETH F",Common Stock
2004-02-19,MO,"SVP, Human Res.and Admin.",BUY,20687.0,21.344,441543.32800000004,"MURPHY, KENNETH F",Common Stock
2004-02-19,MO,"SVP, Human Res.and Admin.",SELL,20687.0,21.344,441543.32800000004,"MURPHY, KENNETH F",Option (Right to Buy)
2004-02-19,MO,"SVP, Human Res.and Admin.",BUY,13660.0,55.275,755056.5,"MURPHY, KENNETH F",Option (Right to Buy)
2004-02-20,MO,"SVP, Human Res.and Admin.",SELL,1271.0,55.24,70210.04000000001,"MURPHY, KENNETH F",Common Stock
2004-02-23,MO,10% Owner,SELL,2090.0,31.0,64790.0,"ALTRIA, GROUP INC",Common Stock
2004-02-25,MO,10% Owner,SELL,1130.0,31.0,35030.0,"ALTRIA, GROUP INC",Common Stock
2004-02-26,MO,10% Owner,SELL,730.0,31.0,22630.0,"ALTRIA, GROUP INC",Common Stock
2004-02-27,MO,Director,BUY,211.0,54.525,11504.775,"NOTO, LUCIO A",Phantom Stock Units
2004-03-01,MO,10% Owner,SELL,1140.0,31.0,35340.0,"ALTRIA, GROUP INC",Common Stock
2004-03-03,MO,10% Owner,SELL,4300.0,31.0,133300.0,"ALTRIA, GROUP INC",Common Stock
2004-03-09,MO,10% Owner,SELL,250.0,31.0,7750.0,"ALTRIA, GROUP INC",Common Stock
2004-03-30,MO,10% Owner,SELL,530.0,31.0,16430.0,"ALTRIA, GROUP INC",Common Stock
2004-03-31,MO,10% Owner,SELL,800.0,31.0,24800.0,"ALTRIA, GROUP INC",Common Stock
2004-03-31,MO,Director,BUY,184.0,54.28,9987.52,"NOTO, LUCIO A",Phantom Stock Units
2004-04-22,MO,10% Owner,SELL,300.0,31.0,9300.0,"ALTRIA, GROUP INC",Common Stock
2004-04-27,MO,10% Owner,SELL,3290.0,31.0,101990.0,"ALTRIA, GROUP INC",Common Stock
2004-04-29,MO,Director,BUY,2177.0,55.13,120018.01000000001,"JONES, THOMAS W",Common Stock
2004-04-29,MO,Director,BUY,2177.0,55.13,120018.01000000001,"HELU, CARLOS SLIM",Common Stock
2004-04-29,MO,Director,BUY,2177.0,55.13,120018.01000000001,"WOLF, STEPHEN M",Common Stock
2004-04-29,MO,Director,BUY,2177.0,55.13,120018.01000000001,"CABIALLAVETTA, MATHIS",Common Stock
2004-04-29,MO,Director,BUY,2177.0,55.13,120018.01000000001,"FISHBURN, J DUDLEY",Deferred Stock Units
2004-04-29,MO,Director,BUY,2177.0,55.13,120018.01000000001,"BAILEY, ELIZABETH E",Common Stock
2004-04-29,MO,Director,BUY,2177.0,55.13,120018.01000000001,"NOTO, LUCIO A",Common Stock
2004-04-29,MO,Director,BUY,2177.0,55.13,120018.01000000001,"HUNTLEY, ROBERT ER",Common Stock
2004-04-30,MO,SVP and Chief Compliance Off.,SELL,31580.0,39.7188,1254319.7040000001,"GREENBERG, DAVID I",Option (Right to Buy)
2004-04-30,MO,SVP and Chief Compliance Off.,SELL,26082.0,55.75,1454071.5,"GREENBERG, DAVID I",Common Stock
2004-04-30,MO,Director,BUY,72.0,55.75,4014.0,"REED, JOHN S",Phantom Stock Units
2004-04-30,MO,SVP and Chief Compliance Off.,SELL,31200.0,34.8958,1088748.96,"GREENBERG, DAVID I",Option (Right to Buy)
2004-04-30,MO,Director,BUY,226.0,55.75,12599.5,"NOTO, LUCIO A",Phantom Stock Units
2004-04-30,MO,SVP and Chief Compliance Off.,BUY,26985.0,55.75,1504413.75,"GREENBERG, DAVID I",Option (Right to Buy)
2004-04-30,MO,SVP and Chief Compliance Off.,BUY,31580.0,39.7188,1254319.7040000001,"GREENBERG, DAVID I",Common Stock
2004-04-30,MO,SVP and Chief Compliance Off.,BUY,31200.0,34.8958,1088748.96,"GREENBERG, DAVID I",Common Stock
2004-04-30,MO,SVP and Chief Compliance Off.,SELL,24135.0,55.75,1345526.25,"GREENBERG, DAVID I",Common Stock
2004-04-30,MO,SVP and Chief Compliance Off.,BUY,25296.0,55.75,1410252.0,"GREENBERG, DAVID I",Option (Right to Buy)
2004-05-03,MO,SVP and Chief Compliance Off.,SELL,903.0,56.1044,50662.273199999996,"GREENBERG, DAVID I",Common Stock
2004-05-03,MO,SVP and Chief Compliance Off.,SELL,1161.0,56.1044,65137.208399999996,"GREENBERG, DAVID I",Common Stock
2004-05-04,MO,10% Owner,SELL,630.0,31.0,19530.0,"ALTRIA, GROUP INC",Common Stock
2004-06-01,MO,Director,BUY,382.0,48.415,18494.53,"REED, JOHN S",Phantom Stock Units
2004-06-01,MO,Director,BUY,382.0,48.415,18494.53,"NOTO, LUCIO A",Phantom Stock Units
2004-06-30,MO,10% Owner,SELL,2120.0,31.0,65720.0,"ALTRIA, GROUP INC",Common Stock
2004-06-30,MO,Director,BUY,198.0,50.38,9975.24,"NOTO, LUCIO A",Phantom Stock Units
2004-06-30,MO,Director,BUY,136.0,50.38,6851.68,"REED, JOHN S",Phantom Stock Units
2004-07-01,MO,10% Owner,SELL,2730.0,31.0,84630.0,"ALTRIA, GROUP INC",Common Stock
2004-07-21,MO,10% Owner,SELL,940.0,31.0,29140.0,"ALTRIA, GROUP INC",Common Stock
2004-08-11,MO,"CEO, Kraft Foods Inc.",BUY,43710.0,24.9375,1090018.125,"DEROMEDI, ROGER K",Common Stock
2004-08-11,MO,"CEO, Kraft Foods Inc.",BUY,69144.0,21.3438,1475795.7072,"DEROMEDI, ROGER K",Common Stock
2004-08-11,MO,"CEO, Kraft Foods Inc.",SELL,29225.0,47.03,1374451.75,"DEROMEDI, ROGER K",Common Stock
2004-08-11,MO,"CEO, Kraft Foods Inc.",SELL,42502.0,47.03,1998869.06,"DEROMEDI, ROGER K",Common Stock
2004-08-11,MO,"CEO, Kraft Foods Inc.",SELL,28957.0,47.03,1361847.71,"DEROMEDI, ROGER K",Common Stock
2004-08-11,MO,"CEO, Kraft Foods Inc.",BUY,35400.0,34.8958,1235311.32,"DEROMEDI, ROGER K",Common Stock
2004-08-11,MO,"CEO, Kraft Foods Inc.",SELL,43710.0,24.9375,1090018.125,"DEROMEDI, ROGER K",Option (Right to Buy)
2004-08-11,MO,"CEO, Kraft Foods Inc.",SELL,35400.0,34.8958,1235311.32,"DEROMEDI, ROGER K",Option (Right to Buy)
2004-08-11,MO,"CEO, Kraft Foods Inc.",BUY,46249.0,47.03,2175090.47,"DEROMEDI, ROGER K",Option (Right to Buy)
2004-08-11,MO,"CEO, Kraft Foods Inc.",BUY,31263.0,47.03,1470298.8900000001,"DEROMEDI, ROGER K",Option (Right to Buy)
2004-08-11,MO,"CEO, Kraft Foods Inc.",BUY,29863.0,47.03,1404456.8900000001,"DEROMEDI, ROGER K",Option (Right to Buy)
2004-08-11,MO,"CEO, Kraft Foods Inc.",SELL,69144.0,21.3438,1475795.7072,"DEROMEDI, ROGER K",Option (Right to Buy)
