date,symbol,insider_name,insider_title,is_executive,security_type,transaction_type,shares,price,value
2005-06-10,ARWR,"CHING, MARSHALL ROBERT",10% Owner,False,Warrant Living Trust,buy,1829487.0,1.5,2744230.5
2005-06-10,ARWR,"CHING, MARSHALL ROBERT",10% Owner,False,Warrant Def Ben PP,buy,37500.0,1.5,56250.0
2005-06-23,ARWR,"CHING, MARSHALL ROBERT",10% Owner,False,Common Stock&gt; Living Trust,sell,269242.0,3.0,807726.0
2005-06-23,ARWR,"CHING, MARSHALL ROBERT",10% Owner,False,Common Stock&gt; Defined Benefit,buy,158046.0,3.0,474138.0
2005-06-23,ARWR,"CHING, MARSHALL ROBERT",10% Owner,False,Common Stock&gt; M. Robert Ching,buy,28666.0,3.0,85998.0
2005-06-23,ARWR,"CHING, MARSHALL ROBERT",10% Owner,False,Common Stock&gt; M/P/P/P,buy,53864.0,3.0,161592.0
2006-08-16,ARWR,"KNOTT, DAVID M",10% Owner,False,"Common Stock, $0.001 par value per share",buy,74450.0,4.88,363316.0
2006-08-16,ARWR,"KNOTT, DAVID M",10% Owner,False,"Common Stock, $0.001 par value per share",buy,19000.0,4.88,92720.0
2006-08-16,ARWR,"KNOTT, DAVID M",10% Owner,False,"Common Stock, $0.001 par value per share",buy,4500.0,4.88,21960.0
2006-08-16,ARWR,"KNOTT, DAVID M",10% Owner,False,"Common Stock, $0.001 par value per share",buy,4300.0,4.88,20984.0
2007-01-10,ARWR,"KINGSLEY, JOSEPH THEODORE III",Interim President & CFO,True,Common stock,buy,2000.0,4.1765,8353.0
2007-01-16,ARWR,"MCKENNEY, CHARLES",Director,True,Planned sale of common stock,sell,500.0,4.01,2005.0
2007-01-22,ARWR,"MCKENNEY, CHARLES",Director,True,Planned sale of common stock,sell,500.0,4.01,2005.0
2007-02-05,ARWR,"MCKENNEY, CHARLES",Director,True,Planned sale of common stock,sell,500.0,4.04,2020.0
2007-02-20,ARWR,"MCKENNEY, CHARLES",Director,True,Planned sale of common stock,sell,500.0,3.98,1990.0
2007-03-05,ARWR,"MCKENNEY, CHARLES",Director,True,Planned sale of common stock,sell,1000.0,3.75,3750.0
2007-03-16,ARWR,"KNOTT, DAVID M",10% Owner,False,Common Stock,sell,26800.0,4.1057,110032.76
2007-03-16,ARWR,"KNOTT, DAVID M",10% Owner,False,Common Stock,sell,882.0,4.1057,3621.2273999999998
2007-03-19,ARWR,"KNOTT, DAVID M",10% Owner,False,Common Stock,sell,340.0,3.93,1336.2
2007-03-19,ARWR,"KNOTT, DAVID M",10% Owner,False,Common Stock,sell,9600.0,3.93,37728.0
2007-03-21,ARWR,"KNOTT, DAVID M",10% Owner,False,Common Stock,sell,43450.0,3.8197,165965.965
2007-03-21,ARWR,"KNOTT, DAVID M",10% Owner,False,Common Stock,sell,21200.0,3.8197,80977.64
2007-03-21,ARWR,"KNOTT, DAVID M",10% Owner,False,Common Stock,sell,52300.0,3.8084,199179.31999999998
2007-03-21,ARWR,"KNOTT, DAVID M",10% Owner,False,Common Stock,sell,7800.0,3.8084,29705.519999999997
2007-03-21,ARWR,"KNOTT, DAVID M",10% Owner,False,Common Stock,sell,428500.0,3.8,1628300.0
2007-03-21,ARWR,"KNOTT, DAVID M",10% Owner,False,Common Stock,sell,210100.0,3.8,798380.0
2007-03-21,ARWR,"KNOTT, DAVID M",10% Owner,False,Common Stock,sell,45800.0,3.8197,174942.26
2007-03-21,ARWR,"KNOTT, DAVID M",10% Owner,False,Common Stock,sell,6800.0,3.8197,25973.96
2007-03-21,ARWR,"KNOTT, DAVID M",10% Owner,False,Common Stock,sell,49400.0,3.8084,188134.96
2007-03-21,ARWR,"KNOTT, DAVID M",10% Owner,False,Common Stock,sell,24200.0,3.8084,92163.28
2007-03-21,ARWR,"KNOTT, DAVID M",10% Owner,False,Common Stock,sell,453400.0,3.8,1722920.0
2007-03-21,ARWR,"KNOTT, DAVID M",10% Owner,False,Common Stock,sell,68000.0,3.8,258400.0
2007-04-05,ARWR,"MCKENNEY, CHARLES",Director,True,Planned sales of common stock,sell,1000.0,4.576,4576.0
2007-05-07,ARWR,"MCKENNEY, CHARLES",Director,True,Planned sale of common stock,sell,1000.0,7.0,7000.0
2007-06-05,ARWR,"MCKENNEY, CHARLES",Director,True,Planned sale of common stock,sell,1000.0,7.21,7210.0
2007-07-05,ARWR,"MCKENNEY, CHARLES",Director,True,Planned sale of common stock,sell,1000.0,4.88,4880.0
2007-08-06,ARWR,"MCKENNEY, CHARLES",Director,True,Planned sale of common stock,sell,1000.0,5.44,5440.0
2007-09-05,ARWR,"MCKENNEY, CHARLES",Director,True,Planned sale of common stock,sell,1000.0,5.04,5040.0
2007-10-05,ARWR,"MCKENNEY, CHARLES",Director,True,Planned sale of common stock,sell,1000.0,5.0,5000.0
2007-11-05,ARWR,"MCKENNEY, CHARLES",Director,True,Planned sale of common stock,sell,1000.0,3.91,3910.0
2007-12-05,ARWR,"MCKENNEY, CHARLES",Director,True,Planned sale of common stock,sell,1000.0,3.86,3860.0
2009-07-17,ARWR,"FRYKMAN, EDWARD W",Director,True,Stock Option,sell,50000.0,175000.0,8750000000.0
2010-08-27,ARWR,"MYSZKOWSKI, KENNETH ALLEN",CFO,True,Common Stock,buy,15000.0,0.89,13350.0
