date,symbol,insider_name,insider_title,is_executive,security_type,transaction_type,shares,price,value
2003-10-20,AMD,"SIEGLE, WILLIAM T",Senior VP Technology Ops,True,Common Stock,sell,1071.0,14.12,15122.519999999999
2003-10-29,AMD,"HERB, ROBERT R","Ex VP, Chf Sales & Mkt Officer",True,Common Stock,buy,50000.0,5.92,296000.0
2003-10-29,AMD,"HERB, ROBERT R","Ex VP, Chf Sales & Mkt Officer",True,Common Stock,sell,50000.0,15.0417,752085.0
2003-11-04,AMD,"EBY, THOMAS","Ex. V.P., FASL LLC",False,Common Stock,buy,7500.0,5.92,44400.0
2003-11-04,AMD,"MCCOY, THOMAS M","Sr. VP, General Counsel",True,Common Stock,buy,25002.0,5.92,148011.84
2003-11-04,AMD,"MCCOY, THOMAS M","Sr. VP, General Counsel",True,Common Stock,sell,22500.0,16.53,371925.0
2003-11-04,AMD,"HERB, ROBERT R","Ex VP, Chf Sales & Mkt Officer",True,Common Stock,buy,100000.0,8.19,819000.0
2003-11-04,AMD,"HERB, ROBERT R","Ex VP, Chf Sales & Mkt Officer",True,Common Stock,sell,100000.0,16.5,1650000.0
2003-11-04,AMD,"EBY, THOMAS","Ex. V.P., FASL LLC",False,Common Stock,sell,7500.0,16.53,123975.00000000001
2003-11-05,AMD,"SIEGLE, WILLIAM T",Senior VP Technology Ops,True,Common Stock,sell,23694.0,16.93,401139.42
2003-11-14,AMD,"MEYER, DERRICK R","Sr VP, Computation Prod Grp",True,Common Stock,sell,22500.0,17.81,400725.0
2003-11-14,AMD,"MEYER, DERRICK R","Sr VP, Computation Prod Grp",True,Common Stock,buy,25000.0,5.92,148000.0
2003-11-19,AMD,"HERB, ROBERT R","Ex VP, Chf Sales & Mkt Officer",True,Common Stock,buy,100000.0,8.19,819000.0
2003-11-19,AMD,"HERB, ROBERT R","Ex VP, Chf Sales & Mkt Officer",True,Common Stock,sell,100000.0,17.5,1750000.0
2003-11-21,AMD,"BAUR, FRIEDRICH",Director,True,Common Stock,sell,2232.0,16.78,37452.96
2003-11-21,AMD,"BAUR, FRIEDRICH",Director,True,Common Stock,buy,2400.0,9.84,23616.0
2003-11-21,AMD,"BAUR, FRIEDRICH",Director,True,Common Stock,buy,2950.0,8.03,23688.499999999996
2003-11-21,AMD,"BAUR, FRIEDRICH",Director,True,Common Stock,buy,2950.0,7.47,22036.5
2003-11-24,AMD,"HERB, ROBERT R","Ex VP, Chf Sales & Mkt Officer",True,Common stock,buy,25000.0,8.46,211500.00000000003
