snapshot_date,symbol,option_type,expiration_date,strike,bid,ask,last_price,volume,open_interest,implied_volatility,delta,gamma,theta,vega,ask_size,bid_size,contract_id,date,mark,rho
2025-12-27,AMZN,PUT,2028-06-16,115.0,4.55,5.45,4.95,25,103,0.40511,-0.05881,0.00079,-0.00777,0.42888,211,185,AMZN280616P00115000,2025-12-26 00:00:00,5.00,-0.45968
2025-12-27,AMZN,PUT,2028-06-16,330.0,104.85,106.8,104.65,4,3,0.39536,-0.54272,0.00274,-0.00869,1.45067,23,20,AMZN280616P00330000,2025-12-26 00:00:00,105.82,-5.72292
2025-12-27,AMZN,PUT,2028-06-16,320.0,96.95,98.9,97.62,2,3,0.39536,-0.52305,0.00275,-0.00997,1.45661,77,45,AMZN280616P00320000,2025-12-26 00:00:00,97.93,-5.43806
2025-12-27,AMZN,PUT,2028-06-16,310.0,89.35,91.3,90.01,4,17,0.3856,-0.50896,0.00283,-0.01037,1.45867,85,34,AMZN280616P00310000,2025-12-26 00:00:00,90.32,-5.15370
2025-12-27,AMZN,PUT,2028-06-16,300.0,82.05,83.95,82.77,2,40,0.3856,-0.48739,0.00283,-0.01152,1.45831,106,37,AMZN280616P00300000,2025-12-26 00:00:00,83.00,-4.86541
2025-12-27,AMZN,PUT,2028-06-16,290.0,75.0,76.85,75.7,2,4,0.37584,-0.47041,0.00289,-0.01185,1.45503,99,42,AMZN280616P00290000,2025-12-26 00:00:00,75.92,-4.57260
2025-12-27,AMZN,PUT,2028-06-16,280.0,68.25,70.1,0.0,0,0,0.37584,-0.44686,0.00288,-0.01283,1.44608,107,56,AMZN280616P00280000,2025-12-26 00:00:00,69.17,-4.28181
2025-12-27,AMZN,PUT,2028-06-16,270.0,61.8,63.65,62.45,2,236,0.37584,-0.42265,0.00285,-0.0137,1.43153,93,124,AMZN280616P00270000,2025-12-26 00:00:00,62.72,-3.99213
2025-12-27,AMZN,PUT,2028-06-16,260.0,55.7,57.5,56.5,22,31,0.37584,-0.39784,0.00281,-0.01443,1.41093,84,113,AMZN280616P00260000,2025-12-26 00:00:00,56.60,-3.70418
2025-12-27,AMZN,PUT,2028-06-16,250.0,49.95,51.7,50.65,3,274,0.36609,-0.37508,0.00283,-0.01441,1.38692,65,65,AMZN280616P00250000,2025-12-26 00:00:00,50.83,-3.40023
2025-12-27,AMZN,PUT,2028-06-16,240.0,44.5,46.2,45.05,1,123,0.36609,-0.34852,0.00276,-0.01486,1.35256,109,51,AMZN280616P00240000,2025-12-26 00:00:00,45.35,-3.11451
2025-12-27,AMZN,PUT,2028-06-16,230.0,39.35,41.0,40.1,2,45,0.36609,-0.3216,0.00268,-0.01515,1.31061,145,135,AMZN280616P00230000,2025-12-26 00:00:00,40.17,-2.83315
2025-12-27,AMZN,PUT,2028-06-16,220.0,34.6,36.0,35.5,3,91,0.36609,-0.29445,0.00257,-0.01525,1.26081,56,132,AMZN280616P00220000,2025-12-26 00:00:00,35.30,-2.55724
2025-12-27,AMZN,PUT,2028-06-16,210.0,30.15,31.65,0.0,0,60,0.36609,-0.26723,0.00246,-0.01516,1.20301,127,130,AMZN280616P00210000,2025-12-26 00:00:00,30.90,-2.28801
2025-12-27,AMZN,PUT,2028-06-16,200.0,26.05,27.5,26.76,2,82,0.37584,-0.2411,0.00227,-0.01542,1.13979,147,107,AMZN280616P00200000,2025-12-26 00:00:00,26.77,-2.06001
2025-12-27,AMZN,PUT,2028-06-16,340.0,111.5,116.0,0.0,0,0,0.40511,-0.55424,0.00267,-0.00824,1.44553,118,120,AMZN280616P00340000,2025-12-26 00:00:00,113.75,-5.99913
2025-12-27,AMZN,PUT,2028-06-16,195.0,24.15,25.55,24.8,2,28,0.37584,-0.22796,0.0022,-0.0152,1.10498,68,74,AMZN280616P00195000,2025-12-26 00:00:00,24.85,-1.93385
2025-12-27,AMZN,PUT,2028-06-16,185.0,20.55,21.85,21.2,4,195,0.37584,-0.20196,0.00205,-0.01462,1.0299,125,113,AMZN280616P00185000,2025-12-26 00:00:00,21.20,-1.68904
2025-12-27,AMZN,PUT,2028-06-16,180.0,18.85,20.2,19.2,2,293,0.37584,-0.18916,0.00197,-0.01427,0.98976,128,108,AMZN280616P00180000,2025-12-26 00:00:00,19.52,-1.57078
2025-12-27,AMZN,PUT,2028-06-16,175.0,17.3,18.55,0.0,0,46,0.37584,-0.17654,0.00189,-0.01386,0.94799,102,122,AMZN280616P00175000,2025-12-26 00:00:00,17.93,-1.45554
2025-12-27,AMZN,PUT,2028-06-16,170.0,15.8,17.05,16.0,3,623,0.37584,-0.16412,0.0018,-0.01341,0.9047,150,118,AMZN280616P00170000,2025-12-26 00:00:00,16.43,-1.34354
2025-12-27,AMZN,PUT,2028-06-16,165.0,14.4,15.6,0.0,0,30,0.37584,-0.15193,0.00171,-0.01292,0.86002,99,115,AMZN280616P00165000,2025-12-26 00:00:00,15.00,-1.23499
2025-12-27,AMZN,PUT,2028-06-16,160.0,13.05,14.1,0.0,0,171,0.3856,-0.14275,0.0016,-0.01291,0.82482,43,113,AMZN280616P00160000,2025-12-26 00:00:00,13.57,-1.16556
2025-12-27,AMZN,PUT,2028-06-16,155.0,11.8,12.95,0.0,0,5,0.3856,-0.13127,0.00151,-0.01234,0.7789,102,101,AMZN280616P00155000,2025-12-26 00:00:00,12.38,-1.06417
2025-12-27,AMZN,PUT,2028-06-16,150.0,10.65,11.75,0.0,0,34,0.3856,-0.12011,0.00142,-0.01173,0.73205,126,112,AMZN280616P00150000,2025-12-26 00:00:00,11.20,-0.96665
2025-12-27,AMZN,PUT,2028-06-16,145.0,9.55,10.6,0.0,0,8,0.3856,-0.10928,0.00133,-0.01109,0.68447,95,97,AMZN280616P00145000,2025-12-26 00:00:00,10.07,-0.87322
2025-12-27,AMZN,PUT,2028-06-16,140.0,8.55,9.55,0.0,0,5,0.39536,-0.10176,0.00123,-0.01094,0.65007,59,53,AMZN280616P00140000,2025-12-26 00:00:00,9.05,-0.81643
2025-12-27,AMZN,PUT,2028-06-16,135.0,7.6,8.4,0.0,0,4,0.39536,-0.09175,0.00114,-0.01024,0.60244,34,117,AMZN280616P00135000,2025-12-26 00:00:00,8.00,-0.73072
2025-12-27,AMZN,PUT,2028-06-16,130.0,6.75,7.55,0.0,0,9,0.39536,-0.08215,0.00105,-0.00953,0.5547,87,150,AMZN280616P00130000,2025-12-26 00:00:00,7.15,-0.64949
2025-12-27,AMZN,PUT,2028-06-16,125.0,5.95,6.9,0.0,0,38,0.39536,-0.073,0.00096,-0.00879,0.50711,85,53,AMZN280616P00125000,2025-12-26 00:00:00,6.43,-0.57289
2025-12-27,AMZN,PUT,2028-06-16,120.0,5.25,6.15,0.0,0,41,0.40511,-0.06706,0.00088,-0.00853,0.47507,89,19,AMZN280616P00120000,2025-12-26 00:00:00,5.70,-0.52814
