snapshot_date,symbol,option_type,expiration_date,strike,bid,ask,last_price,volume,open_interest,implied_volatility,delta,gamma,theta,vega,ask_size,bid_size,contract_id,date,mark,rho
2025-12-27,AMZN,CALL,2026-03-20,85.0,146.8,150.15,148.58,50,235,0.93193,0.99367,0.00017,-0.01927,0.01989,169,177,AMZN260320C00085000,2025-12-26 00:00:00,148.48,0.19003
2025-12-27,AMZN,CALL,2026-03-20,235.0,13.9,14.05,13.96,722,5352,0.31731,0.5245,0.01125,-0.09467,0.44416,42,158,AMZN260320C00235000,2025-12-26 00:00:00,13.98,0.24876
2025-12-27,AMZN,CALL,2026-03-20,240.0,11.65,11.75,11.7,465,9317,0.31731,0.46937,0.01124,-0.09352,0.44369,35,59,AMZN260320C00240000,2025-12-26 00:00:00,11.70,0.22424
2025-12-27,AMZN,CALL,2026-03-20,245.0,9.6,9.75,9.75,117,5817,0.31731,0.41593,0.01102,-0.09084,0.43509,50,165,AMZN260320C00245000,2025-12-26 00:00:00,9.68,0.20002
2025-12-27,AMZN,CALL,2026-03-20,250.0,7.9,8.0,7.95,899,19956,0.31731,0.36503,0.01062,-0.08684,0.41929,62,82,AMZN260320C00250000,2025-12-26 00:00:00,7.95,0.17659
2025-12-27,AMZN,CALL,2026-03-20,255.0,6.4,6.5,6.48,262,6462,0.30755,0.31032,0.01029,-0.07864,0.3937,43,179,AMZN260320C00255000,2025-12-26 00:00:00,6.45,0.15147
2025-12-27,AMZN,CALL,2026-03-20,260.0,5.2,5.3,5.25,546,13320,0.30755,0.26547,0.00956,-0.07259,0.36569,144,27,AMZN260320C00260000,2025-12-26 00:00:00,5.25,0.13020
2025-12-27,AMZN,CALL,2026-03-20,265.0,4.15,4.25,4.3,28,4531,0.30755,0.22492,0.00874,-0.06603,0.33448,153,123,AMZN260320C00265000,2025-12-26 00:00:00,4.20,0.11080
2025-12-27,AMZN,CALL,2026-03-20,270.0,3.3,3.4,3.35,202,8042,0.30755,0.18879,0.00788,-0.05924,0.30151,84,154,AMZN260320C00270000,2025-12-26 00:00:00,3.35,0.09337
2025-12-27,AMZN,CALL,2026-03-20,275.0,2.66,2.71,2.77,1395,5489,0.30755,0.15703,0.00701,-0.05246,0.26809,52,74,AMZN260320C00275000,2025-12-26 00:00:00,2.69,0.07794
2025-12-27,AMZN,CALL,2026-03-20,280.0,2.12,2.17,2.14,134,8926,0.30755,0.12948,0.00615,-0.04587,0.23532,49,16,AMZN260320C00280000,2025-12-26 00:00:00,2.15,0.06448
2025-12-27,AMZN,CALL,2026-03-20,285.0,1.68,1.74,1.75,84,2167,0.30755,0.10587,0.00533,-0.03964,0.20404,116,164,AMZN260320C00285000,2025-12-26 00:00:00,1.71,0.05288
2025-12-27,AMZN,CALL,2026-03-20,290.0,1.34,1.39,1.37,35,6476,0.30755,0.08586,0.00457,-0.03388,0.17489,69,49,AMZN260320C00290000,2025-12-26 00:00:00,1.36,0.04301
2025-12-27,AMZN,CALL,2026-03-20,295.0,1.07,1.12,1.14,5,1834,0.31731,0.07602,0.00404,-0.03178,0.15953,60,80,AMZN260320C00295000,2025-12-26 00:00:00,1.10,0.03806
2025-12-27,AMZN,CALL,2026-03-20,300.0,0.86,0.89,0.88,476,19503,0.31731,0.06144,0.00343,-0.0269,0.13537,21,76,AMZN260320C00300000,2025-12-26 00:00:00,0.88,0.03084
2025-12-27,AMZN,CALL,2026-03-20,305.0,0.69,0.73,0.74,8,1523,0.31731,0.04933,0.00288,-0.02257,0.11382,65,80,AMZN260320C00305000,2025-12-26 00:00:00,0.71,0.02481
2025-12-27,AMZN,CALL,2026-03-20,310.0,0.55,0.6,0.6,2,2811,0.31731,0.03936,0.0024,-0.01878,0.09487,83,79,AMZN260320C00310000,2025-12-26 00:00:00,0.57,0.01984
2025-12-27,AMZN,CALL,2026-03-20,315.0,0.44,0.49,0.48,60,1226,0.32707,0.03569,0.00215,-0.01783,0.08757,146,180,AMZN260320C00315000,2025-12-26 00:00:00,0.46,0.01797
2025-12-27,AMZN,CALL,2026-03-20,320.0,0.36,0.4,0.39,110,1315,0.32707,0.02849,0.00179,-0.01478,0.07271,74,182,AMZN260320C00320000,2025-12-26 00:00:00,0.38,0.01437
2025-12-27,AMZN,CALL,2026-03-20,325.0,0.29,0.33,0.33,0,1650,0.32707,0.02263,0.00147,-0.01217,0.05995,167,86,AMZN260320C00325000,2025-12-26 00:00:00,0.31,0.01144
2025-12-27,AMZN,CALL,2026-03-20,330.0,0.23,0.26,0.25,50,2242,0.32707,0.01788,0.00121,-0.00995,0.0491,24,139,AMZN260320C00330000,2025-12-26 00:00:00,0.24,0.00905
