snapshot_date,symbol,option_type,expiration_date,strike,bid,ask,last_price,volume,open_interest,implied_volatility,delta,gamma,theta,vega,ask_size,bid_size,contract_id,date,mark,rho
2025-12-27,AMZN,CALL,2026-06-18,75.0,157.6,160.95,159.11,34,2213,0.79535,0.99102,0.00019,-0.01599,0.03893,187,249,AMZN260618C00075000,2025-12-26 00:00:00,159.27,0.33924
2025-12-27,AMZN,CALL,2026-06-18,230.0,24.6,24.8,24.67,2432,10403,0.33682,0.59396,0.00717,-0.07158,0.62262,63,74,AMZN260618C00230000,2025-12-26 00:00:00,24.70,0.54102
2025-12-27,AMZN,CALL,2026-06-18,235.0,22.05,22.25,22.27,52,5425,0.33682,0.55775,0.0073,-0.07205,0.63375,63,104,AMZN260618C00235000,2025-12-26 00:00:00,22.15,0.51221
2025-12-27,AMZN,CALL,2026-06-18,240.0,19.7,19.85,19.74,1550,5504,0.33682,0.52183,0.00737,-0.072,0.63951,72,24,AMZN260618C00240000,2025-12-26 00:00:00,19.77,0.48287
2025-12-27,AMZN,CALL,2026-06-18,245.0,17.5,17.6,17.59,1475,4174,0.32707,0.48334,0.00759,-0.06961,0.63991,1,98,AMZN260618C00245000,2025-12-26 00:00:00,17.55,0.45284
2025-12-27,AMZN,CALL,2026-06-18,250.0,15.55,15.65,15.6,524,17159,0.32707,0.4478,0.00753,-0.06851,0.63498,52,25,AMZN260618C00250000,2025-12-26 00:00:00,15.60,0.42228
2025-12-27,AMZN,CALL,2026-06-18,255.0,13.7,13.85,13.82,7,5698,0.32707,0.41335,0.00742,-0.06697,0.6253,107,113,AMZN260618C00255000,2025-12-26 00:00:00,13.77,0.39216
2025-12-27,AMZN,CALL,2026-06-18,260.0,12.1,12.25,12.2,93,6659,0.32707,0.38022,0.00725,-0.06505,0.61138,114,85,AMZN260618C00260000,2025-12-26 00:00:00,12.18,0.36276
2025-12-27,AMZN,CALL,2026-06-18,265.0,10.65,10.75,10.7,167,6821,0.32707,0.34854,0.00704,-0.0628,0.59374,39,75,AMZN260618C00265000,2025-12-26 00:00:00,10.70,0.33429
2025-12-27,AMZN,CALL,2026-06-18,270.0,9.35,9.45,9.51,55,8094,0.32707,0.31845,0.0068,-0.06027,0.57295,69,67,AMZN260618C00270000,2025-12-26 00:00:00,9.40,0.30693
2025-12-27,AMZN,CALL,2026-06-18,275.0,8.2,8.3,8.35,4,5346,0.31731,0.28192,0.00663,-0.05518,0.54221,83,59,AMZN260618C00275000,2025-12-26 00:00:00,8.25,0.27437
2025-12-27,AMZN,CALL,2026-06-18,280.0,7.15,7.3,7.3,144,6582,0.31731,0.25482,0.0063,-0.0522,0.51533,94,87,AMZN260618C00280000,2025-12-26 00:00:00,7.22,0.24904
2025-12-27,AMZN,CALL,2026-06-18,285.0,6.25,6.4,6.38,2,3737,0.31731,0.2296,0.00595,-0.04912,0.487,158,99,AMZN260618C00285000,2025-12-26 00:00:00,6.33,0.22528
2025-12-27,AMZN,CALL,2026-06-18,290.0,5.45,5.6,5.6,11,4247,0.31731,0.20623,0.0056,-0.04599,0.45777,184,126,AMZN260618C00290000,2025-12-26 00:00:00,5.53,0.20310
2025-12-27,AMZN,CALL,2026-06-18,295.0,4.75,4.9,4.88,132,2643,0.31731,0.1847,0.00523,-0.04285,0.4281,128,110,AMZN260618C00295000,2025-12-26 00:00:00,4.83,0.18253
2025-12-27,AMZN,CALL,2026-06-18,300.0,4.15,4.3,4.2,157,23045,0.31731,0.16495,0.00487,-0.03975,0.39844,96,116,AMZN260618C00300000,2025-12-26 00:00:00,4.22,0.16355
2025-12-27,AMZN,CALL,2026-06-18,305.0,3.65,3.75,3.74,4,8488,0.32707,0.15582,0.00455,-0.0393,0.38388,120,112,AMZN260618C00305000,2025-12-26 00:00:00,3.70,0.15422
2025-12-27,AMZN,CALL,2026-06-18,310.0,3.2,3.3,3.24,5,4215,0.32707,0.13922,0.00422,-0.03635,0.35598,69,56,AMZN260618C00310000,2025-12-26 00:00:00,3.25,0.13821
2025-12-27,AMZN,CALL,2026-06-18,315.0,2.81,2.89,2.93,2,7449,0.32707,0.12411,0.0039,-0.03349,0.32884,34,25,AMZN260618C00315000,2025-12-26 00:00:00,2.85,0.12355
2025-12-27,AMZN,CALL,2026-06-18,320.0,2.46,2.54,2.5,16,2875,0.32707,0.1104,0.00359,-0.03075,0.30266,49,43,AMZN260618C00320000,2025-12-26 00:00:00,2.50,0.11019
2025-12-27,AMZN,CALL,2026-06-18,325.0,2.17,2.24,2.23,140,1659,0.32707,0.098,0.00329,-0.02814,0.2776,27,26,AMZN260618C00325000,2025-12-26 00:00:00,2.21,0.09805
2025-12-27,AMZN,CALL,2026-06-18,330.0,1.9,1.98,1.97,12,979,0.32707,0.08681,0.00301,-0.02567,0.25379,98,63,AMZN260618C00330000,2025-12-26 00:00:00,1.94,0.08707
2025-12-27,AMZN,CALL,2026-06-18,335.0,1.68,1.75,1.72,2,1693,0.32707,0.07675,0.00274,-0.02335,0.23129,70,75,AMZN260618C00335000,2025-12-26 00:00:00,1.71,0.07715
2025-12-27,AMZN,CALL,2026-06-18,340.0,1.48,1.55,1.53,3,673,0.32707,0.06774,0.00249,-0.02118,0.21016,36,46,AMZN260618C00340000,2025-12-26 00:00:00,1.52,0.06823
2025-12-27,AMZN,CALL,2026-06-18,345.0,1.31,1.38,1.37,1,1003,0.33682,0.06606,0.00237,-0.02134,0.20614,34,45,AMZN260618C00345000,2025-12-26 00:00:00,1.34,0.06640
