snapshot_date,symbol,option_type,expiration_date,strike,bid,ask,last_price,volume,open_interest,implied_volatility,delta,gamma,theta,vega,ask_size,bid_size,contract_id,date,mark,rho
2025-12-27,AMZN,PUT,2026-06-18,75.0,0.05,0.12,0.07,52,1566,0.63925,-0.00237,7e-05,-0.00212,0.01189,10,3,AMZN260618P00075000,2025-12-26 00:00:00,0.08,-0.00302
2025-12-27,AMZN,PUT,2026-06-18,230.0,17.8,17.95,17.8,309,6762,0.33682,-0.40604,0.00717,-0.04904,0.62262,70,34,AMZN260618P00230000,2025-12-26 00:00:00,17.88,-0.53656
2025-12-27,AMZN,PUT,2026-06-18,235.0,20.2,20.35,20.2,27,4312,0.32707,-0.44324,0.00752,-0.04731,0.63398,101,31,AMZN260618P00235000,2025-12-26 00:00:00,20.27,-0.58694
2025-12-27,AMZN,PUT,2026-06-18,240.0,22.8,23.0,22.8,3,1602,0.32707,-0.48024,0.00759,-0.04671,0.63968,124,40,AMZN260618P00240000,2025-12-26 00:00:00,22.90,-0.64088
2025-12-27,AMZN,PUT,2026-06-18,245.0,25.6,25.8,25.67,4,1621,0.32707,-0.51666,0.00759,-0.0456,0.63991,113,50,AMZN260618P00245000,2025-12-26 00:00:00,25.70,-0.69502
2025-12-27,AMZN,PUT,2026-06-18,250.0,28.65,28.85,0.0,0,2091,0.32707,-0.5522,0.00753,-0.04401,0.63498,91,52,AMZN260618P00250000,2025-12-26 00:00:00,28.75,-0.74900
2025-12-27,AMZN,PUT,2026-06-18,255.0,31.85,32.05,0.0,0,441,0.32707,-0.58665,0.00742,-0.04198,0.6253,32,3,AMZN260618P00255000,2025-12-26 00:00:00,31.95,-0.80254
2025-12-27,AMZN,PUT,2026-06-18,260.0,35.05,35.6,0.0,0,594,0.32707,-0.61978,0.00725,-0.03957,0.61138,55,62,AMZN260618P00260000,2025-12-26 00:00:00,35.33,-0.85537
2025-12-27,AMZN,PUT,2026-06-18,265.0,38.6,39.25,0.0,0,663,0.32707,-0.65146,0.00704,-0.03682,0.59374,37,45,AMZN260618P00265000,2025-12-26 00:00:00,38.92,-0.90727
2025-12-27,AMZN,PUT,2026-06-18,270.0,42.35,43.0,0.0,0,274,0.32707,-0.68155,0.0068,-0.03381,0.57295,32,35,AMZN260618P00270000,2025-12-26 00:00:00,42.67,-0.95806
2025-12-27,AMZN,PUT,2026-06-18,275.0,46.2,46.95,0.0,0,196,0.33682,-0.70216,0.00641,-0.0329,0.55636,25,35,AMZN260618P00275000,2025-12-26 00:00:00,46.58,-1.00151
2025-12-27,AMZN,PUT,2026-06-18,280.0,50.3,51.05,0.0,0,206,0.33682,-0.72844,0.00613,-0.02958,0.53235,26,23,AMZN260618P00280000,2025-12-26 00:00:00,50.67,-1.04912
2025-12-27,AMZN,PUT,2026-06-18,285.0,54.45,55.3,0.0,0,173,0.33682,-0.75308,0.00584,-0.02614,0.5068,31,38,AMZN260618P00285000,2025-12-26 00:00:00,54.88,-1.09541
2025-12-27,AMZN,PUT,2026-06-18,290.0,58.75,59.65,0.0,0,62,0.34658,-0.76761,0.00549,-0.02512,0.4903,31,39,AMZN260618P00290000,2025-12-26 00:00:00,59.20,-1.13321
2025-12-27,AMZN,PUT,2026-06-18,295.0,63.2,64.15,0.0,0,55,0.35633,-0.78048,0.00517,-0.02415,0.47476,29,35,AMZN260618P00295000,2025-12-26 00:00:00,63.68,-1.16940
2025-12-27,AMZN,PUT,2026-06-18,300.0,67.7,68.7,68.86,5,584,0.35633,-0.80014,0.00489,-0.02066,0.44926,22,30,AMZN260618P00300000,2025-12-26 00:00:00,68.20,-1.21120
2025-12-27,AMZN,PUT,2026-06-18,305.0,72.35,73.4,0.0,0,40,0.36609,-0.81015,0.00461,-0.01977,0.43545,5,25,AMZN260618P00305000,2025-12-26 00:00:00,72.88,-1.24465
2025-12-27,AMZN,PUT,2026-06-18,310.0,76.35,78.5,0.0,0,0,0.37584,-0.81902,0.00436,-0.01894,0.42269,226,267,AMZN260618P00310000,2025-12-26 00:00:00,77.42,-1.27698
2025-12-27,AMZN,PUT,2026-06-18,315.0,80.9,84.3,0.0,0,0,0.39536,-0.81915,0.00415,-0.02077,0.42251,295,289,AMZN260618P00315000,2025-12-26 00:00:00,82.60,-1.30168
2025-12-27,AMZN,PUT,2026-06-18,320.0,85.8,89.15,0.0,0,0,0.40511,-0.82635,0.00394,-0.02007,0.41181,192,185,AMZN260618P00320000,2025-12-26 00:00:00,87.47,-1.33234
2025-12-27,AMZN,PUT,2026-06-18,325.0,90.7,94.25,0.0,0,0,0.42462,-0.82545,0.00378,-0.02204,0.41315,160,184,AMZN260618P00325000,2025-12-26 00:00:00,92.47,-1.35603
2025-12-27,AMZN,PUT,2026-06-18,330.0,95.8,99.15,0.0,0,0,0.43438,-0.83136,0.00361,-0.02147,0.40416,191,151,AMZN260618P00330000,2025-12-26 00:00:00,97.47,-1.38541
2025-12-27,AMZN,PUT,2026-06-18,335.0,100.7,104.25,0.0,0,0,0.45389,-0.82974,0.00348,-0.02358,0.40666,190,186,AMZN260618P00335000,2025-12-26 00:00:00,102.47,-1.40838
2025-12-27,AMZN,PUT,2026-06-18,340.0,105.8,109.15,0.0,0,0,0.46365,-0.83464,0.00334,-0.02311,0.39907,162,175,AMZN260618P00340000,2025-12-26 00:00:00,107.47,-1.43677
2025-12-27,AMZN,PUT,2026-06-18,345.0,110.8,114.25,0.0,0,0,0.48316,-0.83247,0.00323,-0.02535,0.40246,191,152,AMZN260618P00345000,2025-12-26 00:00:00,112.53,-1.45922
2025-12-27,AMZN,PUT,2026-06-18,350.0,115.8,119.15,0.0,0,0,0.49292,-0.83658,0.00312,-0.02499,0.39604,162,182,AMZN260618P00350000,2025-12-26 00:00:00,117.47,-1.48683
2025-12-27,AMZN,PUT,2026-06-18,225.0,15.55,15.75,15.6,18,5205,0.33682,-0.36985,0.00698,-0.04851,0.60607,93,69,AMZN260618P00225000,2025-12-26 00:00:00,15.65,-0.48521
2025-12-27,AMZN,PUT,2026-06-18,220.0,13.6,13.75,13.65,24,8378,0.33682,-0.334,0.00673,-0.04744,0.58419,93,18,AMZN260618P00220000,2025-12-26 00:00:00,13.68,-0.43514
2025-12-27,AMZN,PUT,2026-06-18,215.0,11.75,11.9,11.88,184,8029,0.33682,-0.29884,0.00642,-0.04584,0.55721,51,46,AMZN260618P00215000,2025-12-26 00:00:00,11.82,-0.38673
