snapshot_date,symbol,option_type,expiration_date,strike,bid,ask,last_price,volume,open_interest,implied_volatility,delta,gamma,theta,vega,ask_size,bid_size,contract_id,date,mark,rho
2025-12-27,AMZN,CALL,2026-01-02,125.0,105.75,109.5,107.96,6,13,1.48801,0.99909,6e-05,-0.02299,0.00099,16,155,AMZN260102C00125000,2025-12-26 00:00:00,107.62,0.02391
2025-12-27,AMZN,CALL,2026-01-02,237.5,0.66,0.68,0.68,14810,14333,0.18073,0.21004,0.04953,-0.12461,0.09281,5,46,AMZN260102C00237500,2025-12-26 00:00:00,0.67,0.00923
2025-12-27,AMZN,CALL,2026-01-02,240.0,0.29,0.31,0.31,8865,16490,0.18073,0.11035,0.03238,-0.08087,0.06069,224,79,AMZN260102C00240000,2025-12-26 00:00:00,0.30,0.00486
2025-12-27,AMZN,CALL,2026-01-02,242.5,0.14,0.15,0.15,6621,8104,0.19048,0.06015,0.01946,-0.05367,0.03844,112,53,AMZN260102C00242500,2025-12-26 00:00:00,0.15,0.00265
2025-12-27,AMZN,CALL,2026-01-02,245.0,0.07,0.08,0.08,1798,10623,0.20024,0.03242,0.01125,-0.03416,0.02336,440,151,AMZN260102C00245000,2025-12-26 00:00:00,0.08,0.00143
2025-12-27,AMZN,CALL,2026-01-02,247.5,0.04,0.05,0.05,343,1957,0.21,0.0175,0.00639,-0.02128,0.01392,278,99,AMZN260102C00247500,2025-12-26 00:00:00,0.04,0.00077
2025-12-27,AMZN,CALL,2026-01-02,250.0,0.03,0.04,0.03,834,12675,0.23926,0.01578,0.00513,-0.02213,0.01274,70,23,AMZN260102C00250000,2025-12-26 00:00:00,0.04,0.00070
2025-12-27,AMZN,CALL,2026-01-02,252.5,0.0,0.03,0.03,56,82,0.21975,0.00379,0.00159,-0.00579,0.00363,16,0,AMZN260102C00252500,2025-12-26 00:00:00,0.01,0.00017
2025-12-27,AMZN,CALL,2026-01-02,255.0,0.02,0.03,0.02,185,1636,0.27829,0.0092,0.00277,-0.01608,0.00798,1,1,AMZN260102C00255000,2025-12-26 00:00:00,0.03,0.00041
2025-12-27,AMZN,CALL,2026-01-02,260.0,0.01,0.02,0.01,579,3927,0.2978,0.00378,0.00117,-0.0078,0.00363,5,32,AMZN260102C00260000,2025-12-26 00:00:00,0.01,0.00017
2025-12-27,AMZN,CALL,2026-01-02,265.0,0.0,0.01,0.01,132,3213,0.33682,0.00285,0.0008,-0.00683,0.00281,90,0,AMZN260102C00265000,2025-12-26 00:00:00,0.01,0.00013
2025-12-27,AMZN,CALL,2026-01-02,270.0,0.0,0.01,0.01,0,2194,0.3856,0.0029,0.00071,-0.00794,0.00286,7,0,AMZN260102C00270000,2025-12-26 00:00:00,0.01,0.00013
2025-12-27,AMZN,CALL,2026-01-02,275.0,0.0,0.02,0.01,0,1507,0.42462,0.00246,0.00056,-0.00753,0.00246,21,0,AMZN260102C00275000,2025-12-26 00:00:00,0.01,0.00011
2025-12-27,AMZN,CALL,2026-01-02,280.0,0.0,0.04,0.01,10,196,0.46365,0.00218,0.00046,-0.00736,0.00221,218,0,AMZN260102C00280000,2025-12-26 00:00:00,0.01,0.00010
2025-12-27,AMZN,CALL,2026-01-02,285.0,0.0,0.01,0.01,0,866,0.50267,0.002,0.00039,-0.00736,0.00204,4,0,AMZN260102C00285000,2025-12-26 00:00:00,0.01,0.00009
2025-12-27,AMZN,CALL,2026-01-02,290.0,0.0,0.04,0.01,0,498,0.54169,0.00188,0.00034,-0.0075,0.00193,60,0,AMZN260102C00290000,2025-12-26 00:00:00,0.01,0.00008
2025-12-27,AMZN,CALL,2026-01-02,295.0,0.0,0.15,0.01,0,33,0.58072,0.0018,0.00031,-0.00775,0.00186,80,0,AMZN260102C00295000,2025-12-26 00:00:00,0.01,0.00008
2025-12-27,AMZN,CALL,2026-01-02,300.0,0.0,0.15,0.01,0,1748,0.61974,0.00176,0.00028,-0.0081,0.00182,63,0,AMZN260102C00300000,2025-12-26 00:00:00,0.01,0.00008
2025-12-27,AMZN,CALL,2026-01-02,305.0,0.0,0.02,0.02,2,274,0.65876,0.00174,0.00026,-0.00852,0.0018,1,0,AMZN260102C00305000,2025-12-26 00:00:00,0.01,0.00008
2025-12-27,AMZN,CALL,2026-01-02,310.0,0.0,0.14,0.01,0,178,0.68803,0.00152,0.00022,-0.00786,0.00159,60,0,AMZN260102C00310000,2025-12-26 00:00:00,0.01,0.00007
2025-12-27,AMZN,CALL,2026-01-02,315.0,0.0,0.14,0.01,0,138,0.72706,0.00155,0.00021,-0.00843,0.00162,82,0,AMZN260102C00315000,2025-12-26 00:00:00,0.01,0.00007
