date,close,sma_50,metadata_type,metadata_sector,metadata_description
2016-08-10,12.21,12.0576,crypto,cryptocurrency,Ethereum USD
2016-08-11,11.73,12.0286,crypto,cryptocurrency,Ethereum USD
2016-08-12,11.81,11.9886,crypto,cryptocurrency,Ethereum USD
2016-08-13,11.61,11.9298,crypto,cryptocurrency,Ethereum USD
2016-08-14,11.28,11.868,crypto,cryptocurrency,Ethereum USD
2016-08-15,11.3,11.8136,crypto,cryptocurrency,Ethereum USD
2016-08-16,11.18,11.7552,crypto,cryptocurrency,Ethereum USD
2016-08-17,10.82,11.727,crypto,cryptocurrency,Ethereum USD
2016-08-18,10.77,11.6876,crypto,cryptocurrency,Ethereum USD
2016-08-19,10.77,11.6532,crypto,cryptocurrency,Ethereum USD
2016-08-20,11.3,11.6324,crypto,cryptocurrency,Ethereum USD
2016-08-21,11.21,11.6148,crypto,cryptocurrency,Ethereum USD
2016-08-22,11.1,11.5964,crypto,cryptocurrency,Ethereum USD
2016-08-23,11.0,11.5868,crypto,cryptocurrency,Ethereum USD
2016-08-24,11.01,11.595,crypto,cryptocurrency,Ethereum USD
2016-08-25,11.34,11.6096,crypto,cryptocurrency,Ethereum USD
2016-08-26,11.28,11.6336,crypto,cryptocurrency,Ethereum USD
2016-08-27,11.18,11.6286,crypto,cryptocurrency,Ethereum USD
2016-08-28,11.01,11.6286,crypto,cryptocurrency,Ethereum USD
2016-08-29,10.95,11.6272,crypto,cryptocurrency,Ethereum USD
2016-08-30,11.21,11.637,crypto,cryptocurrency,Ethereum USD
2016-08-31,11.7,11.6596,crypto,cryptocurrency,Ethereum USD
2016-09-01,12.05,11.6908,crypto,cryptocurrency,Ethereum USD
2016-09-02,12.15,11.7014,crypto,cryptocurrency,Ethereum USD
2016-09-03,11.88,11.6992,crypto,cryptocurrency,Ethereum USD
2016-09-04,11.77,11.6986,crypto,cryptocurrency,Ethereum USD
2016-09-05,11.76,11.7072,crypto,cryptocurrency,Ethereum USD
2016-09-06,11.71,11.7204,crypto,cryptocurrency,Ethereum USD
2016-09-07,11.58,11.717,crypto,cryptocurrency,Ethereum USD
2016-09-08,11.39,11.6948,crypto,cryptocurrency,Ethereum USD
2016-09-09,11.64,11.6724,crypto,cryptocurrency,Ethereum USD
2016-09-10,12.21,11.62,crypto,cryptocurrency,Ethereum USD
2016-09-11,11.65,11.5626,crypto,cryptocurrency,Ethereum USD
2016-09-12,11.86,11.5442,crypto,cryptocurrency,Ethereum USD
2016-09-13,11.92,11.5044,crypto,cryptocurrency,Ethereum USD
2016-09-14,11.91,11.5026,crypto,cryptocurrency,Ethereum USD
2016-09-15,11.96,11.4798,crypto,cryptocurrency,Ethereum USD
2016-09-16,12.58,11.4728,crypto,cryptocurrency,Ethereum USD
2016-09-17,12.79,11.4718,crypto,cryptocurrency,Ethereum USD
2016-09-18,12.64,11.4748,crypto,cryptocurrency,Ethereum USD
2016-09-19,13.17,11.4984,crypto,cryptocurrency,Ethereum USD
2016-09-20,14.56,11.5706,crypto,cryptocurrency,Ethereum USD
2016-09-21,13.76,11.6702,crypto,cryptocurrency,Ethereum USD
2016-09-22,13.2,11.7206,crypto,cryptocurrency,Ethereum USD
2016-09-23,13.37,11.7616,crypto,cryptocurrency,Ethereum USD
2016-09-24,12.97,11.7974,crypto,cryptocurrency,Ethereum USD
2016-09-25,13.12,11.8396,crypto,cryptocurrency,Ethereum USD
2016-09-26,12.84,11.8766,crypto,cryptocurrency,Ethereum USD
2016-09-27,13.09,11.9116,crypto,cryptocurrency,Ethereum USD
2016-09-28,13.32,11.9324,crypto,cryptocurrency,Ethereum USD
2016-09-29,13.11,11.9504,crypto,cryptocurrency,Ethereum USD
2016-09-30,13.23,11.9804,crypto,cryptocurrency,Ethereum USD
2016-10-01,13.22,12.0086,crypto,cryptocurrency,Ethereum USD
2016-10-02,13.28,12.042,crypto,cryptocurrency,Ethereum USD
2016-10-03,13.51,12.0866,crypto,cryptocurrency,Ethereum USD
2016-10-04,13.32,12.127,crypto,cryptocurrency,Ethereum USD
2016-10-05,13.09,12.1652,crypto,cryptocurrency,Ethereum USD
2016-10-06,12.86,12.206,crypto,cryptocurrency,Ethereum USD
2016-10-07,12.7,12.2446,crypto,cryptocurrency,Ethereum USD
2016-10-08,12.26,12.2744,crypto,cryptocurrency,Ethereum USD
2016-10-09,12.1,12.2904,crypto,cryptocurrency,Ethereum USD
2016-10-10,11.78,12.3018,crypto,cryptocurrency,Ethereum USD
2016-10-11,11.77,12.3152,crypto,cryptocurrency,Ethereum USD
2016-10-12,11.92,12.3336,crypto,cryptocurrency,Ethereum USD
2016-10-13,11.87,12.3508,crypto,cryptocurrency,Ethereum USD
2016-10-14,11.92,12.3624,crypto,cryptocurrency,Ethereum USD
2016-10-15,11.95,12.3758,crypto,cryptocurrency,Ethereum USD
2016-10-16,11.95,12.3912,crypto,cryptocurrency,Ethereum USD
2016-10-17,11.96,12.4102,crypto,cryptocurrency,Ethereum USD
2016-10-18,12.54,12.442,crypto,cryptocurrency,Ethereum USD
2016-10-19,12.01,12.458,crypto,cryptocurrency,Ethereum USD
2016-10-20,12.06,12.4652,crypto,cryptocurrency,Ethereum USD
2016-10-21,12.05,12.4652,crypto,cryptocurrency,Ethereum USD
2016-10-22,12.03,12.4628,crypto,cryptocurrency,Ethereum USD
2016-10-23,11.94,12.464,crypto,cryptocurrency,Ethereum USD
2016-10-24,11.92,12.467,crypto,cryptocurrency,Ethereum USD
2016-10-25,11.33,12.4584,crypto,cryptocurrency,Ethereum USD
2016-10-26,11.49,12.454,crypto,cryptocurrency,Ethereum USD
2016-10-27,11.48,12.452,crypto,cryptocurrency,Ethereum USD
2016-10-28,11.13,12.4468,crypto,cryptocurrency,Ethereum USD
2016-10-29,10.47,12.4234,crypto,cryptocurrency,Ethereum USD
2016-10-30,11.19,12.403,crypto,cryptocurrency,Ethereum USD
2016-10-31,10.97,12.3894,crypto,cryptocurrency,Ethereum USD
2016-11-01,10.84,12.369,crypto,cryptocurrency,Ethereum USD
2016-11-02,10.83,12.3472,crypto,cryptocurrency,Ethereum USD
2016-11-03,10.87,12.3264,crypto,cryptocurrency,Ethereum USD
2016-11-04,11.15,12.3102,crypto,cryptocurrency,Ethereum USD
2016-11-05,11.16,12.2818,crypto,cryptocurrency,Ethereum USD
2016-11-06,11.01,12.2462,crypto,cryptocurrency,Ethereum USD
2016-11-07,10.93,12.212,crypto,cryptocurrency,Ethereum USD
2016-11-08,10.84,12.1654,crypto,cryptocurrency,Ethereum USD
2016-11-09,10.62,12.0866,crypto,cryptocurrency,Ethereum USD
2016-11-10,10.51,12.0216,crypto,cryptocurrency,Ethereum USD
2016-11-11,10.29,11.9634,crypto,cryptocurrency,Ethereum USD
2016-11-12,9.95,11.895,crypto,cryptocurrency,Ethereum USD
2016-11-13,10.14,11.8384,crypto,cryptocurrency,Ethereum USD
2016-11-14,10.02,11.7764,crypto,cryptocurrency,Ethereum USD
2016-11-15,10.27,11.725,crypto,cryptocurrency,Ethereum USD
2016-11-16,10.0,11.6632,crypto,cryptocurrency,Ethereum USD
2016-11-17,9.91,11.595,crypto,cryptocurrency,Ethereum USD
2016-11-18,9.51,11.523,crypto,cryptocurrency,Ethereum USD
2016-11-19,9.68,11.452,crypto,cryptocurrency,Ethereum USD
2016-11-20,9.6,11.3796,crypto,cryptocurrency,Ethereum USD
2016-11-21,9.54,11.3048,crypto,cryptocurrency,Ethereum USD
2016-11-22,9.87,11.232,crypto,cryptocurrency,Ethereum USD
2016-11-23,9.8,11.1616,crypto,cryptocurrency,Ethereum USD
2016-11-24,9.18,11.0834,crypto,cryptocurrency,Ethereum USD
2016-11-25,9.4,11.0142,crypto,cryptocurrency,Ethereum USD
2016-11-26,9.33,10.9468,crypto,cryptocurrency,Ethereum USD
2016-11-27,8.98,10.8812,crypto,cryptocurrency,Ethereum USD
2016-11-28,8.67,10.8126,crypto,cryptocurrency,Ethereum USD
2016-11-29,8.14,10.7398,crypto,cryptocurrency,Ethereum USD
2016-11-30,8.61,10.6766,crypto,cryptocurrency,Ethereum USD
2016-12-01,8.45,10.6072,crypto,cryptocurrency,Ethereum USD
2016-12-02,7.73,10.5244,crypto,cryptocurrency,Ethereum USD
2016-12-03,7.86,10.4432,crypto,cryptocurrency,Ethereum USD
2016-12-04,7.37,10.3516,crypto,cryptocurrency,Ethereum USD
2016-12-05,6.75,10.2476,crypto,cryptocurrency,Ethereum USD
2016-12-06,7.83,10.165,crypto,cryptocurrency,Ethereum USD
2016-12-07,8.35,10.0812,crypto,cryptocurrency,Ethereum USD
2016-12-08,8.2,10.005,crypto,cryptocurrency,Ethereum USD
2016-12-09,8.47,9.9332,crypto,cryptocurrency,Ethereum USD
2016-12-10,8.14,9.855,crypto,cryptocurrency,Ethereum USD
2016-12-11,8.23,9.779,crypto,cryptocurrency,Ethereum USD
2016-12-12,8.5,9.7102,crypto,cryptocurrency,Ethereum USD
2016-12-13,8.41,9.64,crypto,cryptocurrency,Ethereum USD
2016-12-14,8.24,9.5782,crypto,cryptocurrency,Ethereum USD
2016-12-15,7.83,9.505,crypto,cryptocurrency,Ethereum USD
2016-12-16,7.84,9.4322,crypto,cryptocurrency,Ethereum USD
2016-12-17,7.85,9.3666,crypto,cryptocurrency,Ethereum USD
2016-12-18,7.92,9.3156,crypto,cryptocurrency,Ethereum USD
2016-12-19,7.64,9.2446,crypto,cryptocurrency,Ethereum USD
2016-12-20,7.64,9.178,crypto,cryptocurrency,Ethereum USD
2016-12-21,7.91,9.1194,crypto,cryptocurrency,Ethereum USD
2016-12-22,7.55,9.0538,crypto,cryptocurrency,Ethereum USD
2016-12-23,7.13,8.979,crypto,cryptocurrency,Ethereum USD
2016-12-24,7.22,8.9004,crypto,cryptocurrency,Ethereum USD
2016-12-25,7.19,8.821,crypto,cryptocurrency,Ethereum USD
2016-12-26,7.26,8.746,crypto,cryptocurrency,Ethereum USD
2016-12-27,7.16,8.6706,crypto,cryptocurrency,Ethereum USD
2016-12-28,7.62,8.6062,crypto,cryptocurrency,Ethereum USD
2016-12-29,8.29,8.5596,crypto,cryptocurrency,Ethereum USD
2016-12-30,8.21,8.5136,crypto,cryptocurrency,Ethereum USD
2016-12-31,8.16,8.471,crypto,cryptocurrency,Ethereum USD
2017-01-01,8.18,8.4356,crypto,cryptocurrency,Ethereum USD
2017-01-02,8.38,8.4004,crypto,cryptocurrency,Ethereum USD
2017-01-03,9.59,8.3918,crypto,cryptocurrency,Ethereum USD
2017-01-04,11.17,8.4098,crypto,cryptocurrency,Ethereum USD
2017-01-05,10.23,8.4144,crypto,cryptocurrency,Ethereum USD
2017-01-06,10.14,8.419,crypto,cryptocurrency,Ethereum USD
2017-01-07,9.92,8.4272,crypto,cryptocurrency,Ethereum USD
2017-01-08,10.5,8.4436,crypto,cryptocurrency,Ethereum USD
2017-01-09,10.39,8.4594,crypto,cryptocurrency,Ethereum USD
2017-01-10,10.63,8.4812,crypto,cryptocurrency,Ethereum USD
2017-01-11,9.95,8.4828,crypto,cryptocurrency,Ethereum USD
2017-01-12,9.8,8.4828,crypto,cryptocurrency,Ethereum USD
2017-01-13,9.84,8.496,crypto,cryptocurrency,Ethereum USD
2017-01-14,9.86,8.5052,crypto,cryptocurrency,Ethereum USD
2017-01-15,9.9,8.5166,crypto,cryptocurrency,Ethereum USD
2017-01-16,9.66,8.5302,crypto,cryptocurrency,Ethereum USD
2017-01-17,10.34,8.5636,crypto,cryptocurrency,Ethereum USD
2017-01-18,10.23,8.6054,crypto,cryptocurrency,Ethereum USD
2017-01-19,10.42,8.6416,crypto,cryptocurrency,Ethereum USD
2017-01-20,10.63,8.6852,crypto,cryptocurrency,Ethereum USD
2017-01-21,10.93,8.7492,crypto,cryptocurrency,Ethereum USD
2017-01-22,10.77,8.8074,crypto,cryptocurrency,Ethereum USD
2017-01-23,10.8,8.876,crypto,cryptocurrency,Ethereum USD
2017-01-24,10.57,8.9524,crypto,cryptocurrency,Ethereum USD
2017-01-25,10.55,9.0068,crypto,cryptocurrency,Ethereum USD
2017-01-26,10.6,9.0518,crypto,cryptocurrency,Ethereum USD
2017-01-27,10.55,9.0988,crypto,cryptocurrency,Ethereum USD
2017-01-28,10.58,9.141,crypto,cryptocurrency,Ethereum USD
2017-01-29,10.49,9.188,crypto,cryptocurrency,Ethereum USD
2017-01-30,10.6,9.2354,crypto,cryptocurrency,Ethereum USD
2017-01-31,10.7,9.2794,crypto,cryptocurrency,Ethereum USD
2017-02-01,10.72,9.3256,crypto,cryptocurrency,Ethereum USD
2017-02-02,10.82,9.3772,crypto,cryptocurrency,Ethereum USD
2017-02-03,10.99,9.4404,crypto,cryptocurrency,Ethereum USD
2017-02-04,11.41,9.5118,crypto,cryptocurrency,Ethereum USD
2017-02-05,11.26,9.58,crypto,cryptocurrency,Ethereum USD
2017-02-06,11.34,9.6484,crypto,cryptocurrency,Ethereum USD
2017-02-07,11.51,9.7258,crypto,cryptocurrency,Ethereum USD
2017-02-08,11.41,9.8012,crypto,cryptocurrency,Ethereum USD
2017-02-09,11.02,9.8634,crypto,cryptocurrency,Ethereum USD
2017-02-10,11.43,9.941,crypto,cryptocurrency,Ethereum USD
2017-02-11,11.52,10.0288,crypto,cryptocurrency,Ethereum USD
2017-02-12,11.5,10.1144,crypto,cryptocurrency,Ethereum USD
2017-02-13,11.43,10.1992,crypto,cryptocurrency,Ethereum USD
2017-02-14,13.15,10.317,crypto,cryptocurrency,Ethereum USD
2017-02-15,12.98,10.4334,crypto,cryptocurrency,Ethereum USD
2017-02-16,12.89,10.5388,crypto,cryptocurrency,Ethereum USD
2017-02-17,12.75,10.628,crypto,cryptocurrency,Ethereum USD
2017-02-18,12.89,10.7216,crypto,cryptocurrency,Ethereum USD
2017-02-19,12.9,10.8164,crypto,cryptocurrency,Ethereum USD
2017-02-20,12.61,10.905,crypto,cryptocurrency,Ethereum USD
2017-02-21,12.83,10.994,crypto,cryptocurrency,Ethereum USD
2017-02-22,12.75,11.0572,crypto,cryptocurrency,Ethereum USD
2017-02-23,13.21,11.098,crypto,cryptocurrency,Ethereum USD
2017-02-24,13.19,11.1572,crypto,cryptocurrency,Ethereum USD
2017-02-25,13.65,11.2274,crypto,cryptocurrency,Ethereum USD
2017-02-26,14.74,11.3238,crypto,cryptocurrency,Ethereum USD
2017-02-27,15.66,11.427,crypto,cryptocurrency,Ethereum USD
2017-02-28,16.24,11.544,crypto,cryptocurrency,Ethereum USD
2017-03-01,17.37,11.6788,crypto,cryptocurrency,Ethereum USD
2017-03-02,19.27,11.8652,crypto,cryptocurrency,Ethereum USD
2017-03-03,19.67,12.0626,crypto,cryptocurrency,Ethereum USD
2017-03-04,18.65,12.2388,crypto,cryptocurrency,Ethereum USD
2017-03-05,19.4,12.4296,crypto,cryptocurrency,Ethereum USD
2017-03-06,19.67,12.625,crypto,cryptocurrency,Ethereum USD
2017-03-07,18.96,12.811,crypto,cryptocurrency,Ethereum USD
2017-03-08,16.67,12.9376,crypto,cryptocurrency,Ethereum USD
2017-03-09,17.82,13.0894,crypto,cryptocurrency,Ethereum USD
2017-03-10,19.2,13.265,crypto,cryptocurrency,Ethereum USD
2017-03-11,21.65,13.4854,crypto,cryptocurrency,Ethereum USD
2017-03-12,23.39,13.7346,crypto,cryptocurrency,Ethereum USD
2017-03-13,28.64,14.092,crypto,cryptocurrency,Ethereum USD
2017-03-14,28.69,14.4498,crypto,cryptocurrency,Ethereum USD
2017-03-15,35.65,14.9514,crypto,cryptocurrency,Ethereum USD
2017-03-16,45.96,15.6596,crypto,cryptocurrency,Ethereum USD
2017-03-17,44.62,16.34,crypto,cryptocurrency,Ethereum USD
2017-03-18,33.64,16.8018,crypto,cryptocurrency,Ethereum USD
2017-03-19,43.21,17.4544,crypto,cryptocurrency,Ethereum USD
2017-03-20,42.32,18.091,crypto,cryptocurrency,Ethereum USD
2017-03-21,42.37,18.7264,crypto,cryptocurrency,Ethereum USD
2017-03-22,41.37,19.3398,crypto,cryptocurrency,Ethereum USD
2017-03-23,42.98,19.985,crypto,cryptocurrency,Ethereum USD
2017-03-24,52.93,20.8272,crypto,cryptocurrency,Ethereum USD
2017-03-25,50.5,21.6174,crypto,cryptocurrency,Ethereum USD
2017-03-26,50.68,22.4028,crypto,cryptocurrency,Ethereum USD
2017-03-27,48.97,23.157,crypto,cryptocurrency,Ethereum USD
2017-03-28,50.3,23.9362,crypto,cryptocurrency,Ethereum USD
2017-03-29,53.11,24.7682,crypto,cryptocurrency,Ethereum USD
2017-03-30,51.87,25.5774,crypto,cryptocurrency,Ethereum USD
2017-03-31,50.18,26.3606,crypto,cryptocurrency,Ethereum USD
2017-04-01,50.71,27.1462,crypto,cryptocurrency,Ethereum USD
2017-04-02,48.74,27.8906,crypto,cryptocurrency,Ethereum USD
2017-04-03,44.26,28.5458,crypto,cryptocurrency,Ethereum USD
2017-04-04,44.47,29.2066,crypto,cryptocurrency,Ethereum USD
2017-04-05,44.78,29.8392,crypto,cryptocurrency,Ethereum USD
2017-04-06,43.3,30.4456,crypto,cryptocurrency,Ethereum USD
2017-04-07,42.32,31.0342,crypto,cryptocurrency,Ethereum USD
2017-04-08,44.45,31.6682,crypto,cryptocurrency,Ethereum USD
2017-04-09,43.92,32.2888,crypto,cryptocurrency,Ethereum USD
2017-04-10,43.92,32.9092,crypto,cryptocurrency,Ethereum USD
2017-04-11,43.83,33.5336,crypto,cryptocurrency,Ethereum USD
2017-04-12,46.48,34.2066,crypto,cryptocurrency,Ethereum USD
2017-04-13,49.77,34.947,crypto,cryptocurrency,Ethereum USD
2017-04-14,47.2,35.6268,crypto,cryptocurrency,Ethereum USD
2017-04-15,48.94,36.3418,crypto,cryptocurrency,Ethereum USD
2017-04-16,48.13,37.0314,crypto,cryptocurrency,Ethereum USD
2017-04-17,47.94,37.6954,crypto,cryptocurrency,Ethereum USD
2017-04-18,49.79,38.378,crypto,cryptocurrency,Ethereum USD
2017-04-19,47.78,39.0088,crypto,cryptocurrency,Ethereum USD
2017-04-20,49.38,39.649,crypto,cryptocurrency,Ethereum USD
2017-04-21,48.37,40.231,crypto,cryptocurrency,Ethereum USD
2017-04-22,48.61,40.8098,crypto,cryptocurrency,Ethereum USD
2017-04-23,48.96,41.416,crypto,cryptocurrency,Ethereum USD
2017-04-24,50.12,42.0304,crypto,cryptocurrency,Ethereum USD
2017-04-25,50.31,42.6432,crypto,cryptocurrency,Ethereum USD
2017-04-26,53.42,43.3324,crypto,cryptocurrency,Ethereum USD
2017-04-27,63.67,44.2724,crypto,cryptocurrency,Ethereum USD
2017-04-28,73.14,45.3788,crypto,cryptocurrency,Ethereum USD
2017-04-29,70.4,46.4028,crypto,cryptocurrency,Ethereum USD
2017-04-30,80.87,47.5872,crypto,cryptocurrency,Ethereum USD
2017-05-01,79.35,48.7064,crypto,cryptocurrency,Ethereum USD
2017-05-02,77.55,49.6846,crypto,cryptocurrency,Ethereum USD
2017-05-03,81.29,50.7366,crypto,cryptocurrency,Ethereum USD
2017-05-04,95.97,51.943,crypto,cryptocurrency,Ethereum USD
2017-05-05,91.93,52.8624,crypto,cryptocurrency,Ethereum USD
2017-05-06,95.84,53.8868,crypto,cryptocurrency,Ethereum USD
2017-05-07,93.82,55.0904,crypto,cryptocurrency,Ethereum USD
2017-05-08,89.25,56.0112,crypto,cryptocurrency,Ethereum USD
2017-05-09,86.58,56.8964,crypto,cryptocurrency,Ethereum USD
2017-05-10,88.36,57.8162,crypto,cryptocurrency,Ethereum USD
2017-05-11,88.3,58.7548,crypto,cryptocurrency,Ethereum USD
2017-05-12,85.17,59.5986,crypto,cryptocurrency,Ethereum USD
2017-05-13,88.42,60.3084,crypto,cryptocurrency,Ethereum USD
2017-05-14,89.39,61.0862,crypto,cryptocurrency,Ethereum USD
2017-05-15,91.0,61.8926,crypto,cryptocurrency,Ethereum USD
2017-05-16,87.98,62.6728,crypto,cryptocurrency,Ethereum USD
2017-05-17,86.88,63.4044,crypto,cryptocurrency,Ethereum USD
2017-05-18,96.2,64.2662,crypto,cryptocurrency,Ethereum USD
2017-05-19,125.14,65.7316,crypto,cryptocurrency,Ethereum USD
2017-05-20,123.63,67.2006,crypto,cryptocurrency,Ethereum USD
2017-05-21,148.78,69.162,crypto,cryptocurrency,Ethereum USD
2017-05-22,160.1,71.3892,crypto,cryptocurrency,Ethereum USD
2017-05-23,169.95,73.903,crypto,cryptocurrency,Ethereum USD
2017-05-24,196.06,76.9348,crypto,cryptocurrency,Ethereum USD
2017-05-25,181.51,79.6694,crypto,cryptocurrency,Ethereum USD
2017-05-26,163.8,82.0794,crypto,cryptocurrency,Ethereum USD
2017-05-27,159.91,84.4312,crypto,cryptocurrency,Ethereum USD
2017-05-28,175.48,87.0518,crypto,cryptocurrency,Ethereum USD
2017-05-29,194.82,90.0698,crypto,cryptocurrency,Ethereum USD
2017-05-30,228.69,93.7652,crypto,cryptocurrency,Ethereum USD
2017-05-31,229.14,97.4714,crypto,cryptocurrency,Ethereum USD
2017-06-01,221.91,100.98,crypto,cryptocurrency,Ethereum USD
2017-06-02,222.04,104.4254,crypto,cryptocurrency,Ethereum USD
2017-06-03,224.95,107.9804,crypto,cryptocurrency,Ethereum USD
2017-06-04,245.5,111.9116,crypto,cryptocurrency,Ethereum USD
2017-06-05,248.0,115.909,crypto,cryptocurrency,Ethereum USD
2017-06-06,264.22,120.2346,crypto,cryptocurrency,Ethereum USD
2017-06-07,255.68,124.3524,crypto,cryptocurrency,Ethereum USD
2017-06-08,258.64,128.5696,crypto,cryptocurrency,Ethereum USD
2017-06-09,279.38,133.1696,crypto,cryptocurrency,Ethereum USD
2017-06-10,340.2,139.0062,crypto,cryptocurrency,Ethereum USD
2017-06-11,343.01,144.8942,crypto,cryptocurrency,Ethereum USD
2017-06-12,397.37,151.8624,crypto,cryptocurrency,Ethereum USD
2017-06-13,388.0,158.62,crypto,cryptocurrency,Ethereum USD
2017-06-14,341.7,164.4478,crypto,cryptocurrency,Ethereum USD
2017-06-15,343.71,170.2536,crypto,cryptocurrency,Ethereum USD
2017-06-16,354.26,176.0654,crypto,cryptocurrency,Ethereum USD
2017-06-17,368.98,181.9822,crypto,cryptocurrency,Ethereum USD
2017-06-18,351.85,187.6112,crypto,cryptocurrency,Ethereum USD
2017-06-19,358.71,193.168,crypto,cryptocurrency,Ethereum USD
2017-06-20,350.94,198.5998,crypto,cryptocurrency,Ethereum USD
2017-06-21,325.41,203.557,crypto,cryptocurrency,Ethereum USD
2017-06-22,320.02,208.3316,crypto,cryptocurrency,Ethereum USD
2017-06-23,326.99,212.952,crypto,cryptocurrency,Ethereum USD
2017-06-24,304.5,217.2034,crypto,cryptocurrency,Ethereum USD
2017-06-25,278.49,220.8564,crypto,cryptocurrency,Ethereum USD
2017-06-26,252.99,224.0398,crypto,cryptocurrency,Ethereum USD
2017-06-27,287.23,227.9994,crypto,cryptocurrency,Ethereum USD
2017-06-28,315.32,232.5742,crypto,cryptocurrency,Ethereum USD
2017-06-29,292.95,236.666,crypto,cryptocurrency,Ethereum USD
2017-06-30,280.04,240.5008,crypto,cryptocurrency,Ethereum USD
2017-07-01,263.12,244.0598,crypto,cryptocurrency,Ethereum USD
2017-07-02,285.0,247.9914,crypto,cryptocurrency,Ethereum USD
2017-07-03,276.37,251.731,crypto,cryptocurrency,Ethereum USD
2017-07-04,269.2,255.295,crypto,cryptocurrency,Ethereum USD
2017-07-05,266.27,258.8608,crypto,cryptocurrency,Ethereum USD
2017-07-06,266.01,262.4434,crypto,cryptocurrency,Ethereum USD
2017-07-07,241.28,265.345,crypto,cryptocurrency,Ethereum USD
2017-07-08,246.64,267.775,crypto,cryptocurrency,Ethereum USD
2017-07-09,238.81,270.0786,crypto,cryptocurrency,Ethereum USD
2017-07-10,202.86,271.1602,crypto,cryptocurrency,Ethereum USD
2017-07-11,190.57,271.7696,crypto,cryptocurrency,Ethereum USD
2017-07-12,224.04,272.8514,crypto,cryptocurrency,Ethereum USD
2017-07-13,205.0,273.0302,crypto,cryptocurrency,Ethereum USD
2017-07-14,197.23,273.3446,crypto,cryptocurrency,Ethereum USD
2017-07-15,167.72,273.423,crypto,cryptocurrency,Ethereum USD
2017-07-16,155.68,273.3384,crypto,cryptocurrency,Ethereum USD
2017-07-17,190.87,273.6462,crypto,cryptocurrency,Ethereum USD
2017-07-18,227.01,274.29,crypto,cryptocurrency,Ethereum USD
2017-07-19,194.74,273.611,crypto,cryptocurrency,Ethereum USD
2017-07-20,226.06,273.5494,crypto,cryptocurrency,Ethereum USD
2017-07-21,216.6,273.4432,crypto,cryptocurrency,Ethereum USD
2017-07-22,230.69,273.6162,crypto,cryptocurrency,Ethereum USD
2017-07-23,228.31,273.6834,crypto,cryptocurrency,Ethereum USD
2017-07-24,225.96,273.2926,crypto,cryptocurrency,Ethereum USD
2017-07-25,203.78,272.4082,crypto,cryptocurrency,Ethereum USD
2017-07-26,203.23,271.1884,crypto,cryptocurrency,Ethereum USD
2017-07-27,202.94,270.1336,crypto,cryptocurrency,Ethereum USD
2017-07-28,190.72,268.7752,crypto,cryptocurrency,Ethereum USD
2017-07-29,205.9,267.3056,crypto,cryptocurrency,Ethereum USD
2017-07-30,196.95,264.4406,crypto,cryptocurrency,Ethereum USD
2017-07-31,200.82,261.5968,crypto,cryptocurrency,Ethereum USD
2017-08-01,225.73,258.164,crypto,cryptocurrency,Ethereum USD
2017-08-02,217.92,254.7624,crypto,cryptocurrency,Ethereum USD
2017-08-03,224.0,252.4084,crypto,cryptocurrency,Ethereum USD
