date,open,high,low,close,volume,sma_20,sma_50,ema_12,rsi_14
2023-01-01,99.2978868043048,103.69785671171631,99.45664346607934,101.15430417618546,3710898,,,101.15430417618546,
2023-01-02,99.62163654049512,103.71012292630317,99.07684897769268,101.04804302453266,4692650,,,101.09674605237352,
2023-01-03,101.27527127655178,103.0814853528086,98.95830532313218,101.77656995238537,7774513,,,101.36208147755134,
2023-01-04,100.10257633618836,103.79477438228031,98.95803862401296,101.35709865813665,3096957,,,101.360508596193,
2023-01-05,99.94682159191622,102.58004111606162,98.90077948850087,100.85447451162266,9752939,,,101.22302094396923,
2023-01-06,99.96516965575357,103.4984891265691,98.55500625593548,101.64976241852915,6455870,,,101.32674157307282,
2023-01-07,100.22079800298931,104.25661156300215,101.75428172841265,102.68347760056258,3839842,,,101.62949247075002,
2023-01-08,102.1852946236973,104.21916690861178,99.42258595104173,101.93740092966279,3521039,,,101.69374822029934,
2023-01-09,101.2271791512807,103.98663178961462,99.59354596042935,101.53245127800002,2168882,,,101.66183794407466,
2023-01-10,100.13156105251872,102.33353151125185,98.6067900755076,100.62158454114619,4605356,,,101.46471032850839,
2023-01-11,99.29687011318157,103.55195141317085,97.87732755449187,100.9937773623887,1357257,,,101.37854095070433,
2023-01-12,100.4918352498181,103.3785377910666,98.8716928957377,101.24607869757821,3143588,,,101.35498959695349,
2023-01-13,100.27555975285453,103.74910030391231,100.32449315156062,101.91181238597694,1189011,,,101.45167518653786,
2023-01-14,103.82659194439995,104.98399070260928,101.94291133443133,104.11918207908843,4701778,,,101.90586644162407,66.20970811774748
2023-01-15,104.90486762729138,107.6989077474875,104.16579184528247,105.81732529968998,7261356,,,102.56110276218895,71.50141715886551
2023-01-16,104.19344874292722,106.92310770556469,102.60045223592869,104.8199645384642,4602038,,,102.93439748083811,66.07176671303199
2023-01-17,103.17523565709102,106.66371765761002,103.04228972255508,104.78288184190663,1094828,,,103.23642741174363,63.61162740902227
2023-01-18,102.56497456531993,105.91861847602237,102.47397325448804,104.03303424905906,3181965,,,103.36535671437946,61.76385163774254
2023-01-19,104.86443737533783,107.66507763292368,103.88658962892345,105.6784332455795,7116414,,,103.73675187101382,69.27066443560484
2023-01-20,105.18648560718867,108.79498375744296,103.67175606940424,106.44975790995727,4784425,102.72337073502263,,104.16945450298736,69.21171846365905
2023-01-21,106.50669047556651,109.55852988919374,105.30685061585358,107.30762613457127,4091619,103.03103683294191,,104.66715769341951,68.77214404985128
2023-01-22,106.96134760600366,110.83555017522112,107.26732664130392,108.30675270287819,7536067,103.39397231685919,,105.24165580812235,75.33640160319297
2023-01-23,109.24123028833914,112.93523174515481,108.29359453271685,110.40019167513756,3512090,103.82515340299679,,106.05266923835946,81.09729830800721
2023-01-24,107.7144683611832,111.51327724956482,107.07575428311002,109.43690873605702,3353937,104.22914390689282,,106.58294390108794,80.80025623026387
2023-01-25,110.73564642880783,112.42951013474918,108.25937817184226,110.41059172078704,9908011,104.70694976735103,,107.18099553032076,81.57469870519466
2023-01-26,108.82083905748405,111.23201302071162,107.26545423357088,109.80439624445242,6290031,105.11468145864721,,107.5899083163565,78.0309118543923
2023-01-27,107.40299990649795,110.28789984607248,106.01977480993436,108.38663215770205,6939567,105.39983918650418,,107.71384368598171,70.21121706413633
2023-01-28,106.94740444908719,109.79766428151767,106.93396365664096,108.18872294498837,2517978,105.71240528727044,,107.78758801110686,64.52533193447994
2023-01-29,107.94471431954102,110.48131825710696,106.81289234754911,108.65618232414613,6343479,106.06859183957776,,107.92227805254386,61.10860158643374
2023-01-30,108.38526588079189,110.97113641988798,107.84204403345186,109.43012892162898,1199606,106.5090190586019,,108.15581045574677,68.3608562693022
2023-01-31,109.4636241601072,112.70974555999517,109.34473964772273,110.9271952304183,1391756,107.00568995200338,,108.58459373488026,71.92156627729277
2023-02-01,108.47042430275525,110.7701026452342,106.1436787838143,108.76741094013921,3404470,107.38175656413144,,108.61285421790657,65.34718735004392
2023-02-02,107.45956782631815,110.99061995773526,106.87096336917898,108.651437240156,6133492,107.71873780684038,,108.6188141148061,60.6982431800347
2023-02-03,106.91637121243903,110.8825060834167,105.19944899674468,107.80973749750721,3351629,107.90326557776132,,108.49391436778168,54.86917385811863
2023-02-04,105.12606300578635,109.1737381178609,105.38580261463234,108.05702614488017,5357083,108.01525062002081,,108.42650606179963,52.80577085572398
2023-02-05,105.57979301996107,108.76380739056744,103.80513619690079,106.64165978076066,3393779,108.10633538213565,,108.15124146372739,43.95428797075771
2023-02-06,106.14250911098736,108.03077556699614,105.57602820127784,106.88254993242799,3303020,108.21131878666172,,107.95565360587716,35.24269893214948
2023-02-07,106.81760664665119,110.43930953574765,106.80848230768189,107.87642320628042,8165288,108.4034882345228,,107.94344294317088,43.47017088776725
2023-02-08,108.04528895318575,108.999311972205,106.41740401864108,108.29012887037914,2805279,108.53407301576276,,107.9968583422098,40.69067869757828
2023-02-09,107.11073159022297,110.32945423302853,106.08095125839408,108.27777036524695,4828178,108.62547363852727,,108.04012979843485,42.92907027351859
2023-02-10,106.07612320550096,108.36439380038311,103.07868487722189,106.40509252393156,7645356,108.58034695799526,,107.78831861071413,41.19315693165087
2023-02-11,105.21236402869351,108.97629899491217,103.6232422153062,106.14259977289906,2420290,108.4721393114963,,107.53490374243333,40.95802676572598
2023-02-12,105.48369250046467,108.35960329002737,103.79361815738818,105.83362563744048,8202034,108.24381100961145,,107.27296980508605,37.349713611883416
2023-02-13,104.8036619201213,107.94715854841786,103.70622743402335,106.09922806979057,9868670,108.07692697629814,,107.0922780864661,34.35866891801875
2023-02-14,106.21740434149402,109.97521353325367,106.36527064070796,107.3630533050915,9383886,107.92455005551335,,107.13395846676083,32.888580502274976
2023-02-15,105.35944250059349,109.41017489957828,104.55080070602355,106.9515796359461,6214851,107.78190922508804,,107.10588727498049,39.52348860310412
2023-02-16,106.14065332035887,109.65744881524496,104.72902803751074,107.19616202540935,4567948,107.7223857184734,,107.11978110492734,41.726512102698194
2023-02-17,106.10982851781343,108.7072836317031,105.65530636171155,107.32236715203216,2416909,107.67906792882559,,107.15095845523724,46.983839138123116
2023-02-18,108.28621721259641,111.30801456504916,106.41376495631121,108.95886376863659,4047687,107.69420200105012,,107.42917525188197,54.76229245911238
2023-02-19,107.96547407109142,110.47524942809672,107.7108410321319,109.0307634050326,1892752,107.6742337252203,105.96560445534415,107.67563153335706,64.70207223341824
2023-02-20,106.770067021218,110.26814102798197,106.40647775267972,107.9840963781265,1234880,107.52707878260571,106.10220029938299,107.72309713212151,56.167097094415645
