time,open,high,low,close,Volume,SMA_50,RSI_14
16/09/2016,606.65,608.99,603.5,605.69,2612.880076,590.1692,54.48896246
17/09/2016,607.04,607.59,601.1,604.1,1117.487077,589.159,53.14468354
18/09/2016,602.93,609.06,601.97,608,1307.055113,588.2256,56.01132822
19/09/2016,608,609.5,603,608.72,2476.590397,587.9234,56.53996531
20/09/2016,608.73,608.88,601,601,2680.09992,587.8164,49.65016038
21/09/2016,600.95,601.01,592.1,595.46,3668.151241,588.925,45.376864
22/09/2016,595.46,596.42,592.5,595.41,2414.533139,589.5648,45.33893612
23/09/2016,595.42,602.9,593,601.42,4007.882759,590.0706,50.67565811
24/09/2016,600.47,603.59,597.76,599.33,1140.173602,590.6072,48.88811593
25/09/2016,600.05,601.99,596,598.98,1086.325127,590.7972,48.57907742
26/09/2016,598.95,607.27,596.1,606.47,4051.868046,591.0772,55.11765525
27/09/2016,606.7,608.37,600.02,604.26,3055.67943,591.3248,52.97709852
28/09/2016,604.26,605.3,601.41,603.95,2202.843068,591.7488,52.66811318
29/09/2016,603.93,605.99,601,605.6,2718.019193,592.0554,54.19930195
30/09/2016,605.59,608.39,603.15,608.23,2586.624312,592.5156,56.60883408
01/10/2016,608.23,614.28,608.23,612.98,1458.843745,593.057,60.63669719
02/10/2016,612.98,613,605,608.6,1406.157616,593.5586,55.51893941
03/10/2016,608.6,612.98,606.6,612.71,2179.764967,594.4376,59.01457407
04/10/2016,612.84,612.84,604.99,607.19,2955.423838,595.2704,52.99124033
05/10/2016,607.19,612,605.76,608.49,2410.926114,595.9404,54.17740847
06/10/2016,608.01,610.5,607.09,610.25,2039.800215,596.7272,55.80337127
07/10/2016,610.25,616.34,607.52,614.88,4033.821854,597.595,59.84049716
08/10/2016,614.88,616.99,612.5,614.34,888.3291926,598.4236,59.161729
09/10/2016,614.34,614.98,610,613.06,1174.261139,599.1272,57.49689271
10/10/2016,612.12,616.47,612.12,616,2295.523028,599.8962,60.26287362
11/10/2016,616.37,639,614.56,639,8087.319337,601.0206,74.33448157
12/10/2016,638.3,640,628.76,634.5,2613.048461,602.106,69.17323379
13/10/2016,634.5,636,630,634.02,2381.50068,603.2348,68.625883
14/10/2016,635.16,639.99,630.45,638.2,3154.507642,604.4846,70.7932415
15/10/2016,638.2,642,635.25,635.96,1411.068641,605.6282,68.07911814
16/10/2016,635.26,641.4,635.18,638.97,1289.537246,607.0414,69.75701624
17/10/2016,638.97,639.99,632.1,636.91,3958.036534,608.3156,67.15532033
18/10/2016,636.96,637.8,631.52,635.95,2731.108145,609.6046,65.92140938
19/10/2016,635.95,638.04,624.13,627.98,4472.899984,610.646,56.62006861
20/10/2016,627.84,630.22,625,628.89,2040.009875,611.8088,57.3598536
21/10/2016,628.05,632.36,627.5,629,3041.680754,612.9678,57.45430497
22/10/2016,628.99,656,628.57,654.52,4351.717345,614.6182,72.61176155
23/10/2016,654.52,656,647.51,648.74,2534.543278,615.6928,66.80650627
24/10/2016,648.71,652.25,640,648.6,4679.001414,616.5904,66.66747476
25/10/2016,649.03,657.58,643,651.97,6106.916179,617.5602,68.37367408
26/10/2016,651.97,677,651.69,675.11,6688.296518,618.8992,77.05763516
27/10/2016,674.63,685.89,665.59,684.71,4545.436208,620.2902,79.56458245
28/10/2016,684.68,687.23,677.05,685.91,3574.075468,621.495,79.86082228
29/10/2016,685.91,717.99,684.89,711.13,4034.884008,623.2774,84.8361176
30/10/2016,711.1,711.78,691.49,697.23,3751.51863,624.789,73.98716269
31/10/2016,697.1,706.97,683.6,697.01,4655.892512,626.6028,73.82624254
01/11/2016,697.04,737,695.38,726.6,6559.988907,628.974,80.09655623
02/11/2016,726.6,742,717.32,742,4320.5235,631.6648,82.45266244
03/11/2016,742,745.19,670.32,685.22,12095.71704,633.1992,56.08908491
04/11/2016,684.84,707.67,681,702.7,5345.679215,635.119,60.29775995
05/11/2016,702.95,707.34,694.71,703.46,1918.311511,637.0744,60.4751381
06/11/2016,703.33,714.36,697.92,709.93,2292.863523,639.191,62.0303758
07/11/2016,709.92,709.92,698.26,702.86,3007.324837,641.0882,59.28518575
08/11/2016,702.86,712.92,701.02,709.31,5526.474593,643.1,60.9817143
09/11/2016,708.17,740.86,705.45,721.5,9726.251234,645.51,64.0320852
10/11/2016,721.5,722,707,714.47,4996.452564,647.8902,61.06706397
11/11/2016,714.48,720.94,712.24,716.39,3327.925191,650.3098,61.59018593
12/11/2016,716.39,716.39,701,702.28,2810.415688,652.327,55.67022004
13/11/2016,701.17,702.89,683.23,700.38,6023.549022,654.348,54.90492263
14/11/2016,700.38,705.89,697.14,703.82,7560.776054,656.4448,56.08209074
15/11/2016,704.98,716.54,703.05,711.06,5668.939949,658.5366,58.53539648
16/11/2016,711.07,742.87,708.44,739.71,11585.04542,661.2456,66.50832144
17/11/2016,739.71,749.98,732.22,735.24,6681.431515,663.8714,64.42683058
18/11/2016,736,752.95,731.31,748.98,4271.041463,666.739,67.76626587
19/11/2016,748.98,755.07,742.63,750.75,1965.436523,669.5894,68.18065931
20/11/2016,750.09,753.82,714,727.09,5521.959611,671.8716,57.53318047
21/11/2016,727.09,739.2,727.03,736.76,4017.577625,674.4348,60.26443043
22/11/2016,736.92,750,730.27,749.22,5034.704085,677.165,63.52010883
23/11/2016,749.13,749.98,729.92,740.18,4462.778715,679.8248,59.69838162
24/11/2016,740.18,741.15,729,735.63,4039.815354,682.3676,57.81299017
25/11/2016,735.63,737.07,728,737.07,3356.089031,684.904,58.26225634
26/11/2016,736.96,737.56,722.3,729.91,2314.576621,687.2046,55.11912516
27/11/2016,729.91,732,722.44,727.32,3447.869476,689.4642,53.98459389
28/11/2016,727.32,732.44,724.1,729.54,4741.100192,691.7938,54.84258177
29/11/2016,730.99,733.29,721,730.76,5406.581328,694.089,55.33545177
30/11/2016,730.72,744.49,727,742.06,6249.618523,696.1502,59.72064812
01/12/2016,742.06,754.98,740.18,751.54,6124.501859,698.491,63.0024589
02/12/2016,751.55,778.07,750.77,769.99,8071.03299,701.2104,68.3988845
03/12/2016,770.91,770.99,752.41,760.75,2772.661248,703.6614,63.4105546
04/12/2016,762.97,762.97,752.41,762,3215.677389,706.1822,63.79523022
05/12/2016,762,762.09,743,750.24,5567.772857,708.4076,57.65406524
06/12/2016,749.51,759.9,747.99,758.98,6763.738525,710.849,60.68327071
07/12/2016,758.97,769.61,751.78,763.99,4809.707776,713.4098,62.34606437
08/12/2016,764.05,772.01,762.29,766.84,4889.405561,716.187,63.29700691
09/12/2016,766.84,773.99,766.29,769.57,2868.416569,719.0006,64.2289263
10/12/2016,769.57,774.12,768.11,772.28,2200.708128,721.8662,65.17422484
11/12/2016,772.28,772.28,764.01,768.97,1421.130417,724.1552,62.98486767
12/12/2016,768.97,779,768.96,776.9,2802.894697,726.7184,65.93711068
13/12/2016,777,793.27,765.1,775.35,4918.665702,729.2534,64.84839317
14/12/2016,775.75,781,770.74,777.09,2331.658965,731.7558,65.53633076
15/12/2016,777.03,779.08,771,775.89,3039.822327,733.7714,64.59739571
16/12/2016,776.3,782.46,771.24,781.32,3475.771132,735.7036,66.90777193
17/12/2016,781.32,790.88,780.36,788.52,2389.761881,737.7558,69.7287232
18/12/2016,788.3,790.99,780,788.67,2519.243749,739.3066,69.78650805
19/12/2016,788.34,794.39,787.01,791,3917.870275,741.182,70.72144472
20/12/2016,791.03,803,787.1,798.61,4118.189105,743.214,73.59536584
21/12/2016,798.65,834.97,796.82,832.75,9391.869361,745.337,82.08919937
22/12/2016,832.02,875,827.29,859.96,12070.35326,747.6962,85.96447055
23/12/2016,858.94,920,858.93,914,16526.6288,752.2718,90.40478195
24/12/2016,914.48,918.5,878.89,892.61,6026.454704,756.07,79.66201741
25/12/2016,892.61,894.97,859,890.67,4658.236422,759.8142,78.74803048
26/12/2016,890.65,905.18,888,897.1,3467.546228,763.5576,79.58411618
27/12/2016,897.82,936.42,891,930.34,7225.773117,768.1072,83.25223361
28/12/2016,930.34,976.48,929.49,976.46,12285.05131,773.4502,86.79682637
29/12/2016,976.47,980.74,950,969.58,7858.516854,778.4118,83.94268087
30/12/2016,969.99,970,931,959.54,10755.03649,783.3132,79.8178852
31/12/2016,959.54,966.37,944.11,966.3,4154.882073,788.3114,80.51223653
01/01/2017,966.34,1005,960.53,997.75,6850.593309,794.2208,83.37751696
02/01/2017,997.75,1032,990.01,1012.54,8167.38103,800.464,84.52948916
03/01/2017,1011.44,1039,999.99,1035.24,9089.658025,807.0924,86.11947861
04/01/2017,1035.51,1139.89,1028.56,1114.92,21562.45697,815.1696,90.00326877
05/01/2017,1114.38,1136.72,885.41,1004.74,34653.45293,820.4702,63.53174732
06/01/2017,1004.73,1026.99,871,893.89,27916.7031,823.6432,48.17873426
07/01/2017,894.02,907.05,812.28,906.2,20401.11359,826.7876,49.63434204
08/01/2017,906.2,941.81,881.3,909.75,8937.492708,829.9676,50.06990778
09/01/2017,909.8,912.87,875,896.23,8716.182941,833.3504,48.35479851
10/01/2017,896.09,912.47,889.41,905.05,8535.97763,836.7162,49.56844973
11/01/2017,905.24,918.4,755,778.62,35905.29316,837.3042,36.37333256
12/01/2017,778.7,832.99,751.34,807.47,17402.05495,838.65,40.2800138
13/01/2017,807.51,831.4,775,825.86,11420.20504,840.4546,42.6953589
14/01/2017,825.98,837.76,810,818.27,6614.718992,842.0786,41.9414009
15/01/2017,819.52,823.45,808,821.86,4231.782952,843.9176,42.45898551
16/01/2017,821.86,835,818.09,831.81,6168.90158,846.0074,43.95040762
17/01/2017,831.76,908.5,827,905.99,12267.748,849.5364,53.60516069
18/01/2017,905.95,915.99,851.74,887.7,11183.18721,852.6752,51.26058721
19/01/2017,887.69,910,878.89,901.01,11111.45875,855.8542,52.87587381
20/01/2017,902.23,902.43,880,895.8,6619.576274,858.7394,52.14734645
21/01/2017,895.81,928,895,921.98,5866.687077,861.7792,55.46766944
22/01/2017,921.98,937.74,886.76,923.76,7169.001465,865.0394,55.6927738
23/01/2017,923.75,927.57,913.21,913.52,3519.744562,868.0698,54.00163205
24/01/2017,913.15,923,881.48,885.47,9405.046565,870.7744,49.56199437
25/01/2017,885.47,904.01,884.5,893.43,5303.996034,873.4634,50.79818835
26/01/2017,893.25,919.49,892.86,914.83,5174.95502,876.4802,54.05822075
27/01/2017,914.95,924.88,908.01,918.02,4830.556121,879.5038,54.5417416
28/01/2017,918.02,920.99,913.08,918.6,1176.07953,882.4844,54.63522794
29/01/2017,918.6,919.99,910.45,912.01,1349.0148,885.279,53.29414109
30/01/2017,913.12,923,910,919.99,3121.394744,888.2994,54.74282535
31/01/2017,919.99,970,917.5,963.99,9526.06964,892.0412,61.78176819
01/02/2017,963.99,986.96,962,983.67,6956.399472,896.2076,64.44539261
02/02/2017,983.79,1011.65,973.12,1009.17,8275.897757,900.8492,67.59670425
03/02/2017,1009.15,1022.64,987.01,1016.99,10929.60248,905.6712,68.51822668
04/02/2017,1015.06,1044.23,1004,1033.18,5752.28734,910.7084,70.39538507
05/02/2017,1033.72,1034.6,1004.7,1011.07,4353.11905,915.1594,64.71986201
06/02/2017,1010.03,1031.94,1005.1,1023.99,5084.707702,919.8658,66.42341886
07/02/2017,1024,1056.25,1021.3,1052.48,5373.381877,925.0954,69.8774961
08/02/2017,1052.48,1070,1025,1050.4,9646.372122,930.1312,69.31684852
09/02/2017,1051.73,1074.69,913.73,986,25152.43747,933.1962,54.68689101
10/02/2017,985.71,1010.68,950,996.08,10743.27807,935.9186,56.24359222
11/02/2017,995.49,1020,987.62,1012.4,4474.689489,937.8866,58.71646937
12/02/2017,1011.01,1011.97,991.98,1000.73,2686.90855,940.049,56.26765924
13/02/2017,1000.73,1007.89,975.1,1000.79,4567.668329,942.2514,56.27775555
14/02/2017,1000.74,1019,987.97,1008.88,6762.663219,944.487,57.69591241
15/02/2017,1008.88,1013.8,1000.97,1011.53,3101.184,946.1108,58.17448209
16/02/2017,1011.53,1043.21,1010.75,1032.7,6001.296406,947.2356,61.88409626
17/02/2017,1032.91,1064.99,1031.98,1055.46,6087.139766,948.9532,65.43367419
18/02/2017,1055.75,1068.99,1046.14,1056.4,4490.130189,950.8904,65.57625756
19/02/2017,1056.4,1061.9,1039.07,1051.8,2272.171833,952.6004,64.18105535
20/02/2017,1051.8,1089.99,1044.39,1084,3665.103799,954.3254,69.13193782
21/02/2017,1084,1126.86,1077,1124.62,8438.471476,956.567,74.01186815
22/02/2017,1124.83,1143,1098.16,1130.01,11685.86103,958.4624,74.58599893
23/02/2017,1130.02,1193.92,1120.73,1188.11,11676.01589,959.9262,79.77321821
24/02/2017,1183.53,1220,1091.1,1180.14,19624.69056,963.4342,77.43823438
25/02/2017,1180.05,1184.73,1127,1152.2,6263.668338,968.6004,69.73248833
26/02/2017,1152.11,1184.97,1133,1179.05,3544.524258,974.0574,72.55847473
27/02/2017,1180.46,1197.99,1169,1194.64,4644.802144,979.7552,74.07219495
28/02/2017,1194.64,1209.99,1176.27,1191.21,7571.744887,985.6548,73.11657351
01/03/2017,1191.16,1231,1188.3,1226.39,6033.148677,992.0816,76.46966348
02/03/2017,1228,1283.25,1215,1257.04,7769.106122,1001.65,78.93482298
03/03/2017,1257.6,1298,1255,1285.33,7634.676483,1011.2072,80.92158699
04/03/2017,1287.38,1289.55,1230,1260,4959.665261,1019.89,74.17583257
05/03/2017,1260,1275,1240,1273,3033.65171,1028.9846,75.31325756
06/03/2017,1269.98,1285,1251,1278.49,4254.256708,1038.1172,75.79805508
07/03/2017,1278.49,1281.62,1175.97,1233.05,14451.32798,1046.142,64.50656685
08/03/2017,1233.86,1245.49,1145.5,1150.05,13405.76921,1051.0232,49.88776903
09/03/2017,1149.34,1208,1135.01,1190.89,7703.703084,1057.087,55.26045678
10/03/2017,1190.99,1350,975,1116.97,33535.18912,1061.4062,45.70825636
11/03/2017,1111.55,1198,1106.51,1176.55,7380.255975,1067.0212,52.79150285
12/03/2017,1176.58,1241.85,1170.9,1226.62,5809.030339,1073.114,57.77700981
13/03/2017,1226.42,1249.02,1215.43,1242.46,5774.011657,1079.488,59.24339942
14/03/2017,1242.46,1260,1226.5,1245.86,5801.210285,1086.1348,59.56798869
15/03/2017,1245.82,1260,1238.32,1257.32,3926.443436,1093.5718,60.70398037
16/03/2017,1258.75,1258.96,1130,1172.62,15015.87602,1099.1556,49.60968446
17/03/2017,1172,1173.23,1063,1071.02,16704.57322,1102.2794,40.13436337
18/03/2017,1068.16,1099,944.36,969.4,19309.01337,1103.307,33.2863603
19/03/2017,969.4,1063.7,969.4,1017.97,12201.86141,1105.2944,38.67248646
20/03/2017,1012.88,1052.99,1010.01,1035.96,7400.339558,1107.7734,40.58585864
21/03/2017,1036.23,1117.9,1034.92,1114.39,11079.56616,1111.6614,48.17692841
22/03/2017,1114.39,1114.39,988,1037.56,14493.57841,1113.1328,42.45461818
23/03/2017,1037.6,1054.4,1010.69,1029.65,5916.995393,1114.0524,41.90278788
24/03/2017,1030.84,1032,920,929.06,16059.70289,1112.4502,35.57083502
25/03/2017,928.1,963.36,891.33,956.02,13507.43542,1111.2308,38.26352495
26/03/2017,956.02,997,937.52,960,9012.917651,1109.7672,38.67101545
27/03/2017,959.08,1043,952.95,1039.92,8687.087115,1110.3442,46.33143762
28/03/2017,1039.09,1068.26,1014.9,1043.99,9115.517125,1110.7442,46.69658283
29/03/2017,1042.83,1059.43,1008.16,1035.96,9379.71932,1110.4138,46.03115142
30/03/2017,1037.29,1050.17,1017.14,1033.7,8626.998037,1110.0798,45.83319213
31/03/2017,1033.79,1081,1031.43,1070.31,12055.63731,1111.766,49.61339502
01/04/2017,1071.34,1097,1061.64,1083.94,5175.181472,1113.5232,50.98488519
