time,open,high,low,close,Volume,SMA_50,RSI_14
06/12/2011,311.12,313.28,309.92008,312,1107930,283.505448,64.00146781
07/12/2011,312.56008,313.19992,307.92008,310.48,1054340,284.535848,61.8629728
08/12/2011,308.16,309.19992,301.76,302.24,1398381,285.580648,51.76522111
09/12/2011,302.24,308.07992,301.6,308,825602,286.625448,57.04361269
12/12/2011,303.68008,303.92008,301.36,303.04,818828,287.8078464,51.78809913
13/12/2011,304.56008,312.72,304.56008,308.88,2518434,289.2270448,56.83116167
14/12/2011,299.19992,300.64,291.07992,293.28,2902114,290.3070448,43.68570024
15/12/2011,295.19992,295.52,288.4,289.04,1577977,291.1534448,40.91554813
16/12/2011,289.43992,292,285.84,290.16,1572359,291.8398448,41.96246009
19/12/2011,291.12,291.6,287.43992,289.6,927960,292.5054464,41.56588207
20/12/2011,298.4,300.88,297.76,300.43992,1255303,293.1958432,51.18330665
21/12/2011,301.36,305.92008,300.152,304.88,1341079,294.0118448,54.48754921
22/12/2011,306.16,308.4,305.68008,306.24,672230,294.8694448,55.48152686
23/12/2011,307.76,308.88,306.96,307.92008,270455,295.803848,56.73849356
27/12/2011,307.92008,313.6648,307.68008,312.48,979665,296.634248,60.03655242
28/12/2011,311.04,311.12,305.52,306.72,706988,297.4198496,54.39538766
29/12/2011,307.12,307.68008,302.96,307.28,1115577,298.1014512,54.83967134
30/12/2011,304.80008,307.92008,303.92008,304.88,514283,298.8694512,52.47999065
03/01/2012,313.92008,318,313.92008,317.52,1546506,299.8870512,61.80217256
04/01/2012,316,319.68008,315.04,318.16,1726978,300.8342496,62.20644707
05/01/2012,315.92008,318.80008,312.96,313.36,1474945,301.4406496,57.30757939
06/01/2012,315.12,315.12,310.88,313.76,1220180,301.9878496,57.60718915
09/01/2012,312.88,313.12,308.48,312.64,939027,302.6310496,56.41339315
10/01/2012,316.56008,317.84,314.64,314.72,882843,303.131848,58.14799459
11/01/2012,312.72,314.52,309.92008,311.36,1107634,303.594248,54.38295076
12/01/2012,314.31992,317.28,303.6,304.48,2293952,303.9654464,47.58827
13/01/2012,303.19992,305.6792,301.12,305.28,1408640,304.4390464,48.39565155
17/01/2012,308.72,310.72,306.48,310.31992,1271870,304.9382448,53.27862415
18/01/2012,311.04,312.24,307.52,310.64,1556915,305.3398432,53.57904607
19/01/2012,312.64,312.88,307.76,309.52,1315201,305.6966416,52.31151826
20/01/2012,305.36,305.56008,301.43992,302.24,1650920,305.8070416,44.87947355
23/01/2012,304.16,308.16,303.68008,307.12,1058994,305.9606432,50.00684371
24/01/2012,302.4,305.6,302,304.80008,808347,306.1366448,47.73361311
25/01/2012,302.56008,308.64,299.92008,306.80008,1774819,306.2374464,49.85014773
26/01/2012,311.52,311.68008,305.12,306.96,881796,306.2630448,50.02441597
27/01/2012,306.24,309.36,304.72,306.4,905847,306.3334448,49.37735333
30/01/2012,303.43992,306.24,302.64,304.07992,668689,306.2664032,46.68318696
31/01/2012,310.64,310.72,300.88,302.56008,1211000,306.0232048,44.95283948
01/02/2012,305.04,305.84,298.80008,299.04,1295674,305.8872048,41.14860487
02/02/2012,297.28,298.56008,293.4,297.04,1147453,305.7768032,39.12277949
03/02/2012,297.92008,301.36,296.56008,300.72,1431069,305.7768032,44.53378449
06/02/2012,298.64,300.24,297.04,298.64,765851,305.6984016,42.24802899
07/02/2012,296.56008,304.64,296.31992,303.6,1279683,305.8248016,48.97372261
08/02/2012,306.88,307.52,301.52,304.31992,1130990,305.9656,49.88597869
09/02/2012,307.11912,307.84,305.19992,306.64,583068,306.0423984,52.8137792
10/02/2012,300.4,304.16,300.07992,304.16,751188,305.9575984,49.48568781
13/02/2012,308.07992,310.31992,305.19992,309.52,1801740,305.9431984,55.94700719
14/02/2012,312.48,312.80008,308.07992,310.72,1052864,305.9799984,57.26493692
15/02/2012,312.48,313.43992,310.96,313.43992,1107070,306.0039968,60.17331313
16/02/2012,312.24,315.19992,311.43992,314.24,795029,306.0471984,61.01381548
17/02/2012,317.68008,318,315.4,318,987030,306.1671984,64.77601917
21/02/2012,321.04,325.92008,320.31992,324.64,1424342,306.4503984,70.23808959
22/02/2012,324,326.64,323.43992,324.72,1106668,306.8999984,70.29784996
23/02/2012,324.48,331.28,322.80008,330.96,1215298,307.3591984,74.58460512
24/02/2012,332.80008,336.56008,330.4,336.07992,1504425,308.0199968,77.45918086
27/02/2012,332.24,334.80008,328.24,329.43992,1417255,308.4311952,66.89238827
28/02/2012,330.96,332.88,325.28,326.31992,1243335,309.0919936,62.57294219
29/02/2012,326.80008,328.56008,320.80008,327.36,2474758,309.8583936,63.42091328
01/03/2012,329.12,338.4,326.56008,334,3072738,310.7351936,68.35087046
02/03/2012,330.24,330.56008,323.84,326.16,1930553,311.4663936,58.35106123
05/03/2012,327.43992,327.92008,324.56008,327.76,925674,312.0127952,59.64852629
06/03/2012,320.80008,323.24,319.76,321.04,1261925,312.3359952,52.28177472
07/03/2012,320.24,325.92008,319.28,324.88,1109296,312.7087952,55.65227441
08/03/2012,325.43992,328,323.84,326.56008,911499,313.0815952,57.0806632
09/03/2012,326.48,330.88,325.92008,328.72,936014,313.4063952,58.91286509
12/03/2012,324.48,326.07992,322.4,325.6,645128,313.7839952,55.24419559
13/03/2012,324.64,328.48,323.5192,326.64,893655,314.1711952,56.22280592
14/03/2012,325.36,327.52,321.76,323.28,1093085,314.5391952,52.24795923
15/03/2012,323.28,324.48,317.6,322.24,3414340,314.6335952,51.04503001
16/03/2012,323.43992,329.348,322.72,328.24,1076700,314.8351952,57.17144929
19/03/2012,329.52,331.0184,328.48,330.31992,724358,315.1743936,59.08303344
20/03/2012,326.24,326.4,321.84,323.43992,1216167,315.367992,50.97776628
21/03/2012,324.24,327.76,323.43992,325.28,1052528,315.620792,52.84114343
22/03/2012,319.19992,321.43992,318.24,321.12,1327521,315.748792,48.36522474
23/03/2012,321.68008,329.68008,320.31992,325.52,2200064,316.031992,52.90876224
26/03/2012,325.68008,326.72,324.64,326.16,543669,316.465592,53.54902558
27/03/2012,326.80008,328,324.3336,325.68008,932525,316.8735936,52.96745663
28/03/2012,321.04,321.6,318.80008,321.52,1227705,317.0975952,48.0917483
29/03/2012,320.24,320.96,310.96,314.31992,1600891,317.1711936,41.04887079
30/03/2012,315.04,317.04,312.96,313.84,735528,317.2575936,40.62184371
02/04/2012,311.43992,321.04,311.04,320.24,959691,317.6175936,48.33985835
03/04/2012,319.6,320.16,315.43992,317.28,629675,317.8207936,45.40060546
04/04/2012,312.96,313.84,307.76,310.72,1086860,317.939192,39.64701566
05/04/2012,309.84,314.80008,309.68008,314.07992,532285,318.0847888,43.59015342
09/04/2012,308.48,312.31992,306.88,311.76,715519,318.1807888,41.57058713
10/04/2012,311.04,313.376,306.4856,308.07992,825238,318.2143872,38.52168212
11/04/2012,309.43992,313.84,308.56008,312.07992,1029094,318.3743872,43.38236074
12/04/2012,313.19992,317.12,313.04,315.52,724249,318.6335856,47.24539484
13/04/2012,314,314.64,312.16,313.19992,509093,318.916784,45.01465065
16/04/2012,313.04,314.48,309.84,313.43992,720643,319.2447824,45.3023586
17/04/2012,318.64,319.12,316.31992,317.12,676097,319.5727824,49.65259314
18/04/2012,315.76,316.56008,310.88,312.4,641952,319.8479824,44.73797461
19/04/2012,312.31992,313.12,309.36,311.68008,689823,320.009584,44.02224824
20/04/2012,316.07992,316.88,312.92008,315.12,670576,320.2255856,48.27997887
23/04/2012,309.84,312.4,308.4,312.24,694037,320.3375856,45.18147553
24/04/2012,314.96,315.12,312.09592,313.36,517941,320.5215856,46.61631613
