time,open,high,low,close,Volume,BUY,SELL,MFI Threshold,RSI Threshold,Adaptive Coeff,ParabolicSAR,Basis,Upper,Lower,candle_position,MA,EMA,CMF,Plot,ATR,RSI,RSI-based MA,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label
2006-02-03,1.47671061,1.49532949,1.44011336,1.45423842,42988408,,,,,,,,,,-1,,,,,,,,,,,
2006-02-06,1.46001813,1.46964808,1.45102946,1.46130095,4602400,,,,,,1.44011336,,,,-1,,,,,,,,,,,
2006-02-07,1.45231279,1.45423842,1.43176725,1.44075592,2974400,,,,,,1.49532949,,,,-1,,,,,,,,,,,
2006-02-08,1.44332411,1.44332411,1.39388718,1.40608481,3296400,,,,,,1.4940582452,,,,-1,,,,,,,,,,,
2006-02-09,1.40801095,1.41892706,1.3964546,1.40929556,1966400,,,,,,1.490051402592,,,,-1,,,,,,,,,,,
2006-02-10,1.40929556,1.42406216,1.40287585,1.41571604,1546400,,,,,,1.48620483368832,,,,-1,,,,,,,,,,,
2006-02-13,1.40929556,1.4125058,1.38553978,1.3964546,1031200,,,,,,1.4825121275407873,,,,-1,,,,,,,,,,,
2006-02-14,1.40287585,1.40608481,1.38746593,1.39003361,1130000,,,,,,1.47669378668834,,,,-1,,,,,,,,,,,
2006-02-15,1.39324436,1.40672737,1.3804034,1.40287585,1126000,,,,,,1.4712245462870397,,,,-1,,,,,,,,,,,
2006-02-16,1.40929556,1.41892706,1.40351713,1.40672737,1001600,,,,,,1.4639588545840765,,,,-1,,,,,,,,,,,
2006-02-17,1.41635809,1.41635809,1.40287585,1.40351713,1125200,,,,,,1.4572744182173503,,,,-1,,,,,,,,,,,
2006-02-21,1.40159099,1.41571604,1.40030689,1.40544328,759200,,,,,,1.4511247367599622,,,,-1,,,,,,,,,,,
2006-02-22,1.41122171,1.41186453,1.40287585,1.40608481,1069200,,,,,,1.4454670298191652,,,,-1,,,,,,,,,,,
2006-02-23,1.40608481,1.40993838,1.40287585,1.40929556,913200,,,,,,1.440261939433632,,,,-1,,,,,0.02375550499999998,,,,,,
2006-02-24,1.40929556,1.41700091,1.40351713,1.41571604,1021200,,,,,,1.4354732562789414,,,,-1,,,,,0.023021810357142843,35.14888441549587,,,,,
2006-02-27,1.4125058,1.42342062,1.41186453,1.41507348,482000,,,,,,1.431067667776626,,,,-1,,,,,0.02220283033163264,34.96234317334856,,,,,
2006-02-28,1.41571604,1.41571604,1.40736942,1.41186453,701600,,,,,,1.427014526354496,,,,-1,,,,,0.02121310102223031,33.99211158671402,,,,,
2006-03-01,1.40736942,1.41828424,1.40351713,1.40415918,932400,,,,,,1.42342062,,,,-1,,,,,0.020752673092071,31.7161279134977,,,,,
2006-03-02,1.40287585,1.4125058,1.40287585,1.40929556,744400,,,,,,1.4199792424,,,,-1,,,,,0.01995819287120878,34.84775363832644,,,,,
2006-03-03,1.40415918,1.4125058,1.40287585,1.41122171,793200,,,,,,1.41828424,1.4137577205,1.4487464298755912,1.3787690111244089,-1,,,-0.3299224408495885,,0.019220461237551,36.03250896747122,,,,,
2006-03-06,1.39966484,1.40608481,1.38682465,1.39902228,1523200,,,,,,1.4152537728,1.4109969135,1.441153352241153,1.380840474758847,-1,,,-0.061298561580450606,,0.019590218292011633,32.05648254914756,,,,,
2006-03-07,1.38682465,1.39324436,1.37462497,1.38682465,1000400,,,,,,1.4125058,1.4072730985,1.4288300939269236,1.3857161030730762,-1,,,-0.07665145437931464,,0.01993358198543938,28.652145821747723,,,,,
2006-03-08,1.38297108,1.40287585,1.37719316,1.40094971,912800,,,,,,1.408717717,1.405282788,1.42053519402642,1.3900303819735802,-1,,,-0.024099613700857798,,0.020344232557907998,36.99629842557562,,,,,
2006-03-09,1.40415918,1.43176725,1.3964546,1.42213601,1309600,,,,,,1.37462497,1.406085348,1.4230186598402692,1.3891520361597307,-1,,,0.08103022531188386,,0.021413405232343145,47.007093316378096,,,,,
2006-03-10,1.43497826,1.45102946,1.41507348,1.45038664,1282400,,,,,,1.3757678156,1.4081399019999998,1.43383644035991,1.3824433636400897,-1,,,0.13058303383351397,,0.022452160572890064,56.852171037818074,,,,,
2006-03-13,1.44524974,1.46900604,1.44460821,1.4657958,1007200,,,,,,1.378778281376,1.41064389,1.4465408703953309,1.3747469096046692,-1,,,0.1549731100121979,,0.022591136960540777,61.09752715695452,,,,,
2006-03-14,1.47671061,1.47671061,1.46322709,1.46643784,1432000,,,,,,1.3841919468934398,1.414143052,1.4568272697376228,1.3714588342623772,-1,,,0.1245930223441524,,0.02194059289193073,61.268523583707875,,,,,
2006-03-15,1.47414319,1.47542652,1.45102946,1.45809199,1046000,,,,,,1.3915934399419647,1.417545971,1.462775074512508,1.372316867487492,-1,,,0.1438368009201091,,0.022116054828221397,57.717061277556496,42.024788061695695,,,,
2006-03-16,1.45744917,1.48248905,1.45102946,1.48248905,1038000,,,,,,1.3984028135466076,1.4215266309999999,1.4742785731478887,1.368774688852111,-1,,,0.15648449520459976,,0.022783450197634163,64.2422309925239,44.10288424576913,,,,
2006-03-17,1.48313186,1.48441519,1.47028962,1.48441519,731600,,,,,,1.406811437191947,1.425411022,1.48431436631932,1.3665076776806802,-1,,,0.2249915444686094,-48.29041608544122,0.022165030183517436,64.70532680347759,46.22738307649263,,,,
2006-03-20,1.48634082,1.49597206,1.47671061,1.48505724,730000,,,,,,1.4161238875289133,1.4294880275,1.4928818902910694,1.3660941647089304,-1,,,0.27696089194136714,-49.205319943227586,0.02195763159898047,64.86865489959395,48.43285045598405,,,,
2006-03-21,1.47799471,1.49276182,1.47671061,1.49212054,926400,,,,,,1.4273026316748654,1.4338218905,1.5017379321507356,1.3659058488492644,-1,,,0.3310072079441356,-49.09680467453137,0.02153574434191043,66.69460860290096,50.931313362370005,,,,
2006-03-22,1.49276182,1.50496073,1.48955158,1.50110844,1028400,,,,,,1.4369163516403842,1.438573072,1.511194836180653,1.365951307819347,-1,,,0.37362817672053306,-48.40814142893356,0.021098130460345397,68.90905022385336,53.364263118479066,,,,
2006-03-23,1.50560278,1.51844323,1.50239202,1.51523427,1028800,,,,,,1.4478034521779228,1.4438700074999997,1.522391621364762,1.3653483936352375,-1,,,0.36484845778823827,-47.6178070335918,0.02082932042746357,72.05397436196122,55.937224932371215,,,,
2006-03-24,1.51523427,1.53770518,1.50239202,1.51523427,427200,,,,,,1.4605186121858966,1.4488459189999998,1.532072402033579,1.3656194359664207,-1,,,0.3267754253790927,-49.47077271031623,0.021863880396930446,72.05397436196122,58.79418863328647,,,,
2006-03-27,1.52358012,1.5659553,1.51523427,1.56017687,1115600,,,,,,1.4759559257487174,1.4561010884999999,1.550794795488129,1.3614073815118708,30,,,0.37084559441105813,-47.73551958769165,0.023925105368578257,79.64958940004122,62.43686317459315,,,,
2006-03-28,1.56017687,1.56338788,1.54091542,1.54862,676000,,,,,,1.493955800598974,1.462938862,1.5634398706160735,1.3624378533839263,-1,,,0.35778635015210863,-48.15964105522407,0.02382134498510839,74.07418358071294,65.08528354281724,,,,
2006-03-29,1.54139891,1.55105354,1.53174506,1.53818045,790400,,,,,,1.5083557004791792,1.4696399254999997,1.5714342516408721,1.3678455993591272,-1,,,0.3904618794342763,-47.79999175207487,0.02349899748617208,69.35164063233863,66.68132263681443,,,,
2006-03-30,1.53753737,1.54976559,1.49827836,1.51243735,1368400,,,,,,1.5659553,1.4747970149999996,1.5742642858245184,1.3753297441754808,-1,,,0.33554598601348273,-44.290784109691366,0.0254981569514455,59.31007829924748,66.85688744120225,,,,
2006-03-31,1.50600093,1.54139891,1.4809009,1.54139891,697600,,,,,,1.5646017612,1.4813058749999999,1.580316356938153,1.3822953930618467,-1,,,0.3429201450782733,-44.563016579122625,0.027998146454913688,65.38278689293814,67.16297742234393,,,,
2006-04-03,1.53818045,1.53818045,1.50600093,1.52209069,351200,,,,,,1.5612537267520001,1.4874592954999997,1.580358054500984,1.3945605364990152,-1,,,0.3426974093459931,-46.60585977035176,0.028526705993848437,59.05492910154916,67.00486353076117,,,,
2006-04-04,1.51951684,1.51951684,1.48154501,1.50407067,780800,,,,,,1.5580396136819201,1.4933215964999997,1.5740831858196447,1.4125600071803548,-1,,,0.33789438167021907,-45.785669702234856,0.02938520413714497,53.81973760864038,66.72648326869573,,,,
2006-04-05,1.50407067,1.51887402,1.50278426,1.50986376,514400,,,,,,1.5549540651346434,1.4987672989999996,1.5677022477422842,1.429832350257715,-1,,,0.29944153681515795,-46.51553220829649,0.028435529555920318,55.194867971052645,66.08024305287636,,,,
2006-04-06,1.51243735,1.51243735,1.49441682,1.51179453,558800,,,,,,1.5519919385292578,1.5032502249999997,1.562673381385023,1.4438270686149763,-1,,,0.3079132806769356,-46.739740201700414,0.02769160101621171,55.66867676781008,65.43476805032869,,,,
2006-04-07,1.49634759,1.51243735,1.4821886,1.50728862,543200,,,,,,1.5491482969880874,1.5060953239999997,1.5603455144559304,1.451845133544069,-1,,,0.26916527767396736,-46.8896630674516,0.027874254515053726,54.227453635846345,64.67468224577527,,,,
2006-04-10,1.52209069,1.55935508,1.52209069,1.54139891,1334400,,,,,,1.4809009,1.5098754794999996,1.5628885266870465,1.4568624323129526,-1,,,0.22349709378359592,-41.47906686772101,0.02960226919254989,62.20458928069096,64.35396657990313,,,,
2006-04-11,1.53496378,1.56456817,1.52209069,1.55748867,1149200,,,,,,1.4821886,1.5144280209999996,1.5673762798237665,1.4614797621762328,-1,,,0.31730310005140056,-37.9083481275207,0.030521927107367758,65.27848680571628,64.09464062146476,,,,
2006-04-12,1.55105354,1.55684508,1.53818045,1.54139891,1927600,,,,,,1.4854837828,1.5185933669999998,1.5659732548870593,1.4712134791129403,-1,,,0.2550976582485464,-29.83230266729822,0.029720948028270053,60.02144482695278,63.23517422610702,,,,
2006-04-13,1.55427021,1.55748867,1.53818045,1.54204328,443600,,,,,,1.488647158288,1.5215710784999996,1.5669435597614212,1.476198597238578,-1,,,0.18779431923001558,-32.10007968950572,0.028977181740536467,60.15982155942347,62.385591883068614,,,,
2006-04-17,1.54461687,1.54783482,1.53174506,1.53882455,237200,,,,,,1.49168399875648,1.5242915464999998,1.566864809435497,1.4817182835645024,-1,,1.46355069,0.1476710049211562,-35.43567847137043,0.028056651616212437,59.06014640146094,60.914917383170014,,,,
2006-04-18,1.54461687,1.58644972,1.54461687,1.58323306,914000,,,,,,1.4945993656062209,1.5292003374999996,1.5750593828681414,1.4833412921318578,-1,,1.4682441162745097,0.197845929792862,-33.52032302855338,0.029454402929340127,67.80436818898227,60.46707342661783,,,,
2006-04-19,1.58580665,1.59732692,1.57357843,1.59610409,1054800,,,,,,1.5001103868698475,1.5343995149999998,1.585538212661906,1.4832608173380937,-1,,1.4732582328911956,0.20188302091547414,-30.718713314444695,0.029046837720101547,69.81658615210083,60.50028382088656,,,,
2006-04-20,1.61927335,1.62184771,1.60125282,1.61219385,984800,,,,,,1.5078877095202596,1.5399537854999996,1.5989495420600874,1.4809580289399118,-1,,1.4787066884640898,0.175616712793023,-28.654640839734295,0.028810893597237142,72.15910059619698,61.41807112781152,,,,
2006-04-21,1.62442284,1.6405126,1.62249207,1.63793747,757200,,,,,,1.5192837095682337,1.5460889454999998,1.617698219588782,1.4744796714112176,-1,,1.484951032838047,0.17387524825655237,-28.326933408270804,0.02877574048314879,75.44302746493084,62.13665974009671,,,,
2006-04-24,1.65402723,1.65402723,1.61219385,1.62828361,428000,,,,,,1.5338311764200456,1.5517414124999998,1.6302326666445683,1.4732501583554312,-1,,1.4905719182169472,0.17493219663180662,-30.31619911154614,0.02970842902006674,72.01270155768745,63.06221491553516,,,,
2006-04-25,1.62506566,1.62570874,1.61026308,1.61991694,454000,,,,,1.1641063629267199,1.5506586239212392,1.5547284159999997,1.6386363258707992,1.4708205061292001,-1,,1.495644272012361,0.1353373910845434,-31.768100306471492,0.028873579090061975,69.08105530156676,64.15230903645848,,,,
2006-04-26,1.60961898,1.61476821,1.58451947,1.59803487,410000,,,,,1.1857910550088617,1.5651302287722657,1.5571991594999997,1.6431278874524224,1.4712704315475769,-1,,1.4996595895805038,0.1483858678673959,-33.29407268060621,0.029339571297914684,61.974840572141176,64.63659279367907,,,,
2006-04-27,1.58516306,1.60833308,1.57357843,1.60189641,353200,,,,,1.1986225224183664,1.65402723,1.5603849574999997,1.6479656381903027,1.4728042768096967,-1,,1.5036688766557782,0.1844730177771705,-35.023756037156865,0.02972636263377792,62.703960383488685,65.13911305194183,,,,
2006-04-28,1.59545999,1.60382718,1.58065793,1.60253948,394800,,,,,1.1508671040947762,1.652418254,1.5648900639999996,1.6514047901009308,1.4783753378990685,-1,,1.5075461552182967,0.26469658224260184,-36.0630535432385,0.029257997445650913,62.83177545479486,65.75370746758102,,,,
2006-05-01,1.60575795,1.60833308,1.58323306,1.59610409,212000,,,,,1.1204757099772233,1.65084145752,1.5676253229999997,1.6544548541844049,1.4807957918155945,-1,,1.5110190154058145,0.22386253390483798,-38.636435232042544,0.02896099905667585,60.59383218163824,65.63865338907726,,,,
2006-05-02,1.59031255,1.6089759,1.59031255,1.60575795,222400,,,,,1.0636265427758118,1.6492961969696,1.5718086859999996,1.6575146033548718,1.4861027686451274,-1,,1.5147342677428415,0.23662658324339228,-40.76198666962058,0.028225452695484713,62.737943692133676,65.45718602382136,,,,
2006-05-03,1.59610409,1.60253948,1.57679638,1.60253948,322800,,,,,1.066623260346748,1.6477818416302081,1.5767321264999996,1.6574769825706148,1.4959872704293844,-1,,1.518177609399985,0.25823626291741036,-41.45572293847435,0.0282780325029501,61.53583315737276,65.56535661885135,,,,
2006-05-04,1.60382718,1.61541258,1.57872715,1.60768872,410800,,,,,1.1058937979306864,1.6462977733976039,1.5816233744999997,1.657263449872924,1.5059832991270754,-1,,1.5216878490313581,0.28312025420128223,-40.916031344408836,0.028878560895596532,62.76509040912754,65.75144725097307,,,,
2006-05-05,1.64115542,1.67333494,1.64115542,1.66625544,1673600,,,,,1.2744515212216063,1.57357843,1.5893464199999996,1.6664187436483804,1.5122740963516188,-1,,1.527357166324246,0.29033576965791313,-26.784316469677368,0.03150482226019677,73.24025527170748,66.76431217027638,,,,
2006-05-08,1.68878188,1.73383243,1.68170161,1.72804089,1562800,,,,,1.4139027038135767,1.5755735602,1.6003840334999997,1.6895656578348779,1.5112024091651215,-1,,1.5352271162723148,0.3271458405448991,-17.139730802389792,0.03408140567018272,79.72159007682275,67.61554230512215,,,,
2006-05-09,1.77631017,1.77952683,1.72868371,1.7557145,1697600,,,,,1.4459313021731959,1.581903914992,1.6110998129999998,1.7189131340860049,1.5032864919139948,30,,1.5438736803400672,0.3233167390323106,-8.728946981630436,0.0353245866937411,81.84285249286172,68.4745613294622,,,,
2006-05-10,1.75700168,1.76601195,1.74413065,1.76150682,845600,,,,,1.3359437282965607,1.59376128989248,1.6213007204999996,1.7444148982720538,1.4981865427279455,-1,,1.5524083132679076,0.3121727357839433,-8.589856710292718,0.03436435192990245,82.26112374582877,69.19613441157877,,,,
2006-05-11,1.76987349,1.77309144,1.69586137,1.74734731,1221200,,,,,1.4864260690879945,1.6049072222989311,1.6315981405,1.7605696180232944,1.5026266629767056,-1,,1.560052979806421,0.4416475825487775,-5.588181129563547,0.037426188934909406,77.55768396082848,69.3471813041429,,,,
2006-05-12,1.75700168,1.75700168,1.73125756,1.73640679,375600,,,,,1.3807985676362504,1.6153843987609953,1.641316316,1.7711193447339868,1.511513287266013,-1,,1.566968815500287,0.44651872472503884,-9.488417440068561,0.036591755439558726,74.03531920620316,69.49165399332257,,,,
2006-05-15,1.72997089,1.73061448,1.68685111,1.7022965,496800,,,,,1.3936467500341823,1.6252329446353355,1.6494899135,1.7728771074575496,1.5261027195424506,-1,,1.5722757835198835,0.430727672100521,-11.865527236856504,0.03751775005101881,64.23944095643822,69.14582439724197,,,,
2006-05-16,1.73125756,1.74026782,1.69779137,1.73125756,964800,,,,,1.3710676111620768,1.6344905777572154,1.6568911385,1.7812474112907362,1.532534865709264,-1,,1.578510362989692,0.414569394476479,-9.912499334162737,0.03787194290451745,68.09887917000637,69.5832557256609,,,,
2006-05-17,1.73125756,1.73447602,1.70551446,1.72353499,378800,,,,,1.2955180643990019,1.6431927528917825,1.6632626835,1.7875661982336564,1.5389591687663435,-1,,1.584197603264606,0.37409939898426403,-13.146211059561523,0.0372354869827662,66.05179133728231,69.82238650807474,,,,
2006-05-18,1.73769397,1.73769397,1.72224729,1.72353499,591200,,,,,1.1787562846696604,1.6513727975182755,1.6688297405,1.793458550635256,1.5442009303647442,-1,,1.5896618145091312,0.3445540393243409,-13.99114350987914,0.03567914362685432,66.05179133728231,70.05238764253814,,,,
2006-05-19,1.73640679,1.73769397,1.709376,1.72482217,691200,,,,,1.134650827702205,1.659062039467179,1.6731739755,1.7992414763149311,1.5471064746850687,-1,,1.5949622206068124,0.31134409112773015,-13.70897533526261,0.03515334551065045,66.24792124995871,70.45625114741816,,,,
2006-05-22,1.73383243,1.73447602,1.69586137,1.73061448,345200,,,,,1.1389161227020712,1.6662899268991482,1.6782905190000001,1.804959978699921,1.5516210593000792,-1,,1.600281917053604,0.3407550899278946,-16.630835024568466,0.035400581545603986,67.16716884536135,70.77262437264872,,,,
2006-05-23,1.72482217,1.73705116,1.71195113,1.72804089,341200,,,,,1.0878226811762135,1.6730841410851993,1.6836967165,1.8091629233961548,1.5582305096038453,-1,,1.6052920728554234,0.3423207102966286,-19.169267555333313,0.03466482786377512,66.30312020659187,71.11314487616437,,,,
2006-05-24,1.71195113,1.72160421,1.69264265,1.70551446,465200,,,,,1.0862566768477517,1.6794707024200874,1.6890706960000004,1.8084602384539648,1.569681153546036,-1,,1.6092223625473676,0.34033292081725014,-19.9889753626032,0.03471721444493404,59.13267139581996,70.85368637521383,,,,
2006-05-25,1.71967344,1.72546576,1.7080883,1.71645549,162800,,,,,1.0233580233924495,1.6854740700748823,1.6947986500000003,1.8077266765471143,1.5818706234528863,-1,,1.6134275832317846,0.3281025906918086,-23.973691244432246,0.03366250627029589,61.320645192544596,70.00228565527361,,,,
2006-05-26,1.72160421,1.72160421,1.69907804,1.71838626,360400,,,,,0.9815155998369102,1.6911172356703894,1.7005909890000002,1.8056026959414089,1.5955792820585915,-1,,1.6175436097717146,0.3219417487431381,-25.093987506556424,0.032867053679560464,61.71023322222824,68.71576016565972,,,,
2006-05-30,1.73769397,1.73769397,1.70036573,1.70551446,541200,,,,,1.005807612702559,1.6964218113301661,1.7060615075,1.799491149503607,1.6126318654963931,-1,,1.620993447035569,0.28512645340459086,-23.732465183436698,0.03318570984530615,57.548682493285725,66.98046230854715,,,,
2006-05-31,1.7158119,1.73447602,1.69972214,1.71838626,603200,,,,,1.0156103636538762,1.77952683,1.711692923,1.7930591679557217,1.6303266780442782,-1,,1.6248127730341742,0.2702102906095253,-21.687477190609723,0.03329772199921286,60.422943354410506,65.42059228058869,,,,
2006-06-01,1.71838626,1.72031703,1.69264265,1.69779137,624400,,,,,0.9955362606067536,1.7779307362,1.7164555175000005,1.7811508991289495,1.6517601358710514,-1,,1.6276746787975398,0.21472869547799317,-19.58509330384536,0.03289605471355479,54.11018840981458,63.74577116980198,,,,
2006-06-02,1.69907804,1.71774267,1.69907804,1.70551446,1052800,,,,,0.9482022692097256,1.774519212752,1.7213468045000002,1.7631522078614816,1.6795414011385188,-1,,1.630727219236852,0.1678905359423138,-12.868713634234686,0.03197142937687231,55.968000412628285,62.45524839883235,,,,
2006-06-05,1.71838626,1.73769397,1.68620674,1.69264265,812400,,,,,1.0347882542707665,1.77124415024192,1.7226661650000004,1.758700910875562,1.6866314191244387,-1,,1.6331552753452108,0.06870501050643421,-10.074740077594518,0.03336541513566714,52.17664215418119,61.59361991295685,,,,
2006-06-06,1.69586137,1.73125756,1.69006777,1.71388113,348000,,,,,1.0649573071550313,1.7661419056274048,1.721958177,1.7580989539218241,1.685817400078176,-1,,1.6363209951355946,-0.014711733698410816,-12.695830311243071,0.03392429905454806,57.31473037728285,60.82332357061945,,,,
2006-06-07,1.70873241,1.73125756,1.69714778,1.7022965,586800,,,,,1.0613688998735753,1.7613457956897605,1.719287277,1.7528586840194755,1.6857158699805246,-1,,1.6389082698361594,-0.05988594115645963,-12.181946002245763,0.0339375476935089,53.91227403998476,59.956215192241054,,,,
