date,symbol,eps,revenue_ttm,accumulateddepreciationamortizationppe,beta,book_value,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,price_to_book,price_to_sales_ttm,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,treasurystock,week_52_high,week_52_low
2025-12-28,PL,-0.43,282459000.0,,2.006,1.115,,,,,,,,,,,,,,,None,28757000,28757000,,,,,,None,13103000,,,,,0.0,-0.159,-34571000,-21468000,-0.0324,2024-04-30,,163695000.0,31683000,-28851000,442000,,,None,None,3107000,,None,,,,,-29293000,-29293000,3107000,None,-0.208,,66254000,-34571000,,,,,None,,,,,17.37,21.5,,,,,,,,-0.459,,,2025-12-15,quarterly,-0.1914,USD,pre-market,25589000,,-0.0542,-0.318,0.326,0.934,19180000,,,,8.2,13.76,-490.7407,,,,,,,60440000,,,20.99,2.79
2025-12-28,PL,-0.43,282459000.0,,2.006,1.115,,,,,,,,,,,,,,,None,26371000,26371000,,,,,,None,11606000,,,,,0.0,-0.159,-30515000,-18909000,-0.0324,2024-01-31,,163695000.0,32481000,-30515000,-429000,,,None,16500000,3661000,,None,,,,,-30086000,-30086000,3661000,None,-0.208,,66399000,-33918000,,,,,None,,,,,17.37,21.5,,,,,,,,-0.459,,,2025-12-15,quarterly,-0.1914,USD,pre-market,28410000,,-0.0542,-0.318,0.326,0.934,17894000,,,,8.2,13.76,-490.7407,,,,,,,58852000,,,20.99,2.79
2025-12-28,PL,-0.43,282459000.0,,2.006,1.115,,,,,,,,,,,,,,,None,29350000,29350000,,,,,,None,13625000,,,,,0.0,-0.159,-47858000,-34233000,-0.0324,2023-10-31,,163695000.0,26030000,-37649000,355000,,,None,None,3445000,,None,,,,,-38004000,-38004000,3445000,None,-0.208,,73888000,-47858000,,,,,None,,,,,17.37,21.5,,,,,,,,-0.459,,,2025-12-15,quarterly,-0.1914,USD,pre-market,33002000,,-0.0542,-0.318,0.326,0.934,20112000,,,,8.2,13.76,-490.7407,,,,,,,55380000,,,20.99,2.79
2025-12-28,PL,-0.43,282459000.0,,2.006,1.115,,,,,,,,,,,,,,,None,27469000,27469000,,,,,,None,12160000,,,,,0.0,-0.159,-43280000,-31120000,-0.0324,2023-07-31,,163695000.0,26292000,-37393000,582000,,,None,None,3802000,,None,,,,,-37975000,-37975000,3802000,None,-0.208,,69572000,-43280000,,,,,None,,,,,17.37,21.5,,,,,,,,-0.459,,,2025-12-15,quarterly,-0.1914,USD,pre-market,26741000,,-0.0542,-0.318,0.326,0.934,20521000,,,,8.2,13.76,-490.7407,,,,,,,53761000,,,20.99,2.79
2025-12-28,PL,-0.43,282459000.0,,2.006,1.115,,,,,,,,,,,,,,,None,24556000,24556000,,,,,,None,10248000,,,,,0.0,-0.159,-44692000,-34444000,-0.0324,2023-04-30,,163695000.0,28147000,-34137000,307000,,,None,16500000,4506000,,None,,,,,-34444000,-34444000,4506000,None,-0.208,,72839000,-44692000,,,,,None,,,,,17.37,21.5,,,,,,,,-0.459,,,2025-12-15,quarterly,-0.1914,USD,pre-market,28186000,,-0.0542,-0.318,0.326,0.934,21528000,,,,8.2,13.76,-490.7407,,,,,,,52703000,,,20.99,2.79
2025-12-28,PL,-0.43,282459000.0,,2.006,1.115,,,,,,,,,,,,,,,None,23915000,23915000,,,,,,None,9333000,,,,,0.0,-0.159,-37901000,-28568000,-0.0324,2023-01-31,,163695000.0,29060000,-37901000,-60000,,,None,1185000,3396000,,None,,,,,-37841000,-37841000,3396000,None,-0.208,,71749000,-42689000,,,,,None,,,,,17.37,21.5,,,,,,,,-0.459,,,2025-12-15,quarterly,-0.1914,USD,pre-market,31831000,,-0.0542,-0.318,0.326,0.934,19619000,,,,8.2,13.76,-490.7407,,,,,,,52975000,,,20.99,2.79
2025-12-28,PL,-0.43,282459000.0,,2.006,1.115,,,,,,,,,,,,,,,None,24728000,24728000,,,,,,None,10784000,,,,,0.0,-0.159,-42632000,-31848000,-0.0324,2022-10-31,,163695000.0,24976000,-39797000,439000,,,None,19000,2853000,,None,,,,,-40236000,-40236000,2853000,None,-0.208,,67608000,-42632000,,,,,None,,,,,17.37,21.5,,,,,,,,-0.459,,,2025-12-15,quarterly,-0.1914,USD,pre-market,27598000,,-0.0542,-0.318,0.326,0.934,20627000,,,,8.2,13.76,-490.7407,,,,,,,49704000,,,20.99,2.79
2025-12-28,PL,-0.43,282459000.0,,2.006,1.115,,,,,,,,,,,,,,,None,24977000,24977000,,,,,,None,1153000,,,,,0.0,-0.159,-42640000,-41487000,-0.0324,2022-07-31,,163695000.0,23473000,-39375000,154000,,,None,2112000,2112000,,None,,,,,-39529000,-39529000,0,None,-0.208,,66113000,-42640000,,,,,None,,,,,17.37,21.5,,,,,,,,-0.459,,,2025-12-15,quarterly,-0.1914,USD,pre-market,26737000,,-0.0542,-0.318,0.326,0.934,19893000,,,,8.2,13.76,-490.7407,,,,,,,48450000,,,20.99,2.79
2025-12-28,PL,-0.43,282459000.0,,2.006,1.115,,,,,,,,,,,,,,,None,23628000,23628000,,,,,,None,12017000,,,,,0.0,-0.159,-47714000,-35697000,-0.0324,2022-04-30,,163695000.0,16499000,-44046000,314000,,,None,3276000,3276000,,None,,,,,-44360000,-44360000,0,None,-0.208,,64213000,-47714000,,,,,None,,,,,17.37,21.5,,,,,,,,-0.459,,,2025-12-15,quarterly,-0.1914,USD,pre-market,24750000,,-0.0542,-0.318,0.326,0.934,20608000,,,,8.2,13.76,-490.7407,,,,,,,40127000,,,20.99,2.79
2025-12-28,PL,-0.43,282459000.0,,2.006,1.115,,,,,,,,,,,,,,,None,23230000,23230000,,,,,,None,11178000,,,,,0.0,-0.159,-43655000,-32477000,-0.0324,2022-01-31,,163695000.0,13916000,-44677000,1288000,,,None,1022000,16133000,,None,,,,,-45965000,-45965000,-1022000,None,-0.208,,71122000,-57206000,,,,,None,,,,,17.37,21.5,,,,,,,,-0.459,,,2025-12-15,quarterly,-0.1914,USD,pre-market,27163000,,-0.0542,-0.318,0.326,0.934,24733000,,,,8.2,13.76,-490.7407,,,,,,,37146000,,,20.99,2.79
2025-12-28,PL,-0.43,282459000.0,,2.006,1.115,,,,,,,,,,,,,,,None,20811000,20811000,,,,,,None,11349000,,,,,0.0,-0.159,-28363000,-17014000,-0.0324,2021-10-31,,163695000.0,10889000,-41147000,394000,,,None,2612000,19179000,,None,,,,,-41541000,-41541000,-2604000,None,-0.208,,39200000,-28311000,,,,,None,,,,,17.37,21.5,,,,,,,,-0.459,,,2025-12-15,quarterly,-0.1914,USD,pre-market,14959000,,-0.0542,-0.318,0.326,0.934,11800000,,,,8.2,13.76,-490.7407,,,,,,,31700000,,,20.99,2.79
2025-12-28,PL,-0.43,282459000.0,,2.006,1.115,,,,,,,,,,,,,,,None,19820000,19820000,,,,,,None,11041000,,,,,0.0,-0.159,-17811000,-6770000,-0.0324,2021-07-31,,163695000.0,10586000,-20193000,170000,,,None,2611000,2677920,,None,,,,,-20363000,-20363000,-2611000,None,-0.208,,34853000,-24267000,,,,,None,,,,,17.37,21.5,,,,,,,,-0.459,,,2025-12-15,quarterly,-0.1914,USD,pre-market,12432000,,-0.0542,-0.318,0.326,0.934,11824000,,,,8.2,13.76,-490.7407,,,,,,,30406000,,,20.99,2.79
2025-12-28,PL,-0.43,282459000.0,,2.006,1.115,,,,,,,,,,,,,,,None,19126000,19126000,,,,,,None,11475000,,,,,0.0,-0.159,-26691000,-15216000,-0.0324,2021-04-30,,163695000.0,12831000,-28997000,258000,,,None,2523000,2935250,,None,,,,,-29255000,-29255000,-2527000,None,-0.208,,31098000,-18267000,,,,,None,,,,,17.37,21.5,,,,,,,,-0.459,,,2025-12-15,quarterly,-0.1914,USD,pre-market,12130000,,-0.0542,-0.318,0.326,0.934,8315000,,,,8.2,13.76,-490.7407,,,,,,,31957000,,,20.99,2.79
2025-12-28,PL,-0.43,282459000.0,,2.006,1.115,,,,,,,,,,,,,,,None,22825000,22825000,,,,,,None,None,,,,,0.0,-0.159,None,None,-0.0324,2021-01-31,,163695000.0,7456000,-36994000,None,,,None,None,16152000,,None,,,,,-37498000,None,None,None,-0.208,,None,-20561000,,,,,None,,,,,17.37,21.5,,,,,,,,-0.459,,,2025-12-15,quarterly,-0.1914,USD,pre-market,None,,-0.0542,-0.318,0.326,0.934,16633000,,,,8.2,13.76,-490.7407,,,,,,,30281000,,,20.99,2.79
2025-12-28,PL,-0.43,282459000.0,,2.006,1.115,,,,,,,,,,,,,,,None,None,None,,,,,,None,None,,,,,0.0,-0.159,-22235000,None,-0.0324,2020-10-31,,163695000.0,None,None,263000,,,None,None,None,,None,,,,,None,None,None,None,-0.208,,None,None,,,,,None,,,,,17.37,21.5,,,,,,,,-0.459,,,2025-12-15,quarterly,-0.1914,USD,pre-market,None,,-0.0542,-0.318,0.326,0.934,None,,,,8.2,13.76,-490.7407,,,,,,,None,,,20.99,2.79
2025-12-28,PL,-0.43,282459000.0,,2.006,1.115,,,,,,,,,,,,,,,None,None,None,,,,,,None,None,,,,,0.0,-0.159,-23577000,None,-0.0324,2020-07-31,,163695000.0,None,None,62000,,,None,None,None,,None,,,,,None,None,None,None,-0.208,,None,None,,,,,None,,,,,17.37,21.5,,,,,,,,-0.459,,,2025-12-15,quarterly,-0.1914,USD,pre-market,None,,-0.0542,-0.318,0.326,0.934,None,,,,8.2,13.76,-490.7407,,,,,,,None,,,20.99,2.79
2025-12-28,PL,-0.43,282459000.0,,2.006,1.115,,,,,,,,,,,,,,,None,None,None,,,,,,None,None,,,,,0.0,-0.159,-21069000,None,-0.0324,2020-04-30,,163695000.0,None,None,244000,,,None,None,None,,None,,,,,None,None,None,None,-0.208,,None,None,,,,,None,,,,,17.37,21.5,,,,,,,,-0.459,,,2025-12-15,quarterly,-0.1914,USD,pre-market,None,,-0.0542,-0.318,0.326,0.934,None,,,,8.2,13.76,-490.7407,,,,,,,None,,,20.99,2.79
2025-12-28,PL,-0.43,282459000.0,,2.006,1.115,,,,,,,,,,,,,,,None,104627000,104627000,,,,,,None,45637000,,,,,0.0,-0.159,-102707000,-57070000,-0.0324,2025-01-31,,163695000.0,139725000,-120736000,2460000,,,None,None,10257000,,None,,,,,-123196000,-123196000,10257000,None,-0.208,,255847000,-116122000,,,,,None,,,,,17.37,21.5,,,,,,,,-0.459,,,2025-12-15,annual,-0.1914,USD,pre-market,101006000,,-0.0542,-0.318,0.326,0.934,77147000,,,,8.2,13.76,-490.7407,,,,,,,244352000,,,20.99,2.79
2025-12-28,PL,-0.43,282459000.0,,2.006,1.115,,,,,,,,,,,,,,,None,107746000,107746000,,,,,,None,47639000,,,,,0.0,-0.159,-139694000,-92055000,-0.0324,2024-01-31,,163695000.0,112950000,-139694000,815000,,,None,0,15414000,,None,,,,,-140509000,-140509000,15414000,None,-0.208,,282698000,-169748000,,,,,None,,,,,17.37,21.5,,,,,,,,-0.459,,,2025-12-15,annual,-0.1914,USD,pre-market,116339000,,-0.0542,-0.318,0.326,0.934,80055000,,,,8.2,13.76,-490.7407,,,,,,,220696000,,,20.99,2.79
2025-12-28,PL,-0.43,282459000.0,,2.006,1.115,,,,,,,,,,,,,,,None,97248000,97248000,,,,,,None,43330000,,,,,0.0,-0.159,-161119000,-117789000,-0.0324,2023-01-31,,163695000.0,94008000,-161119000,847000,,,None,6554000,7672000,,None,,,,,-161966000,-161966000,7672000,None,-0.208,,269683000,-175675000,,,,,None,,,,,17.37,21.5,,,,,,,,-0.459,,,2025-12-15,annual,-0.1914,USD,pre-market,110916000,,-0.0542,-0.318,0.326,0.934,80747000,,,,8.2,13.76,-490.7407,,,,,,,191256000,,,20.99,2.79
2025-12-28,PL,-0.43,282459000.0,,2.006,1.115,,,,,,,,,,,,,,,None,82987000,82987000,,,,,,None,45100000,,,,,0.0,-0.159,-126242000,-81142000,-0.0324,2022-01-31,,163695000.0,48222000,-135014000,2110000,,,None,8772000,3046000,,None,,,,,-137124000,-137124000,-8772000,None,-0.208,,176273000,-128051000,,,,,None,,,,,17.37,21.5,,,,,,,,-0.459,,,2025-12-15,annual,-0.1914,USD,pre-market,66684000,,-0.0542,-0.318,0.326,0.934,56672000,,,,8.2,13.76,-490.7407,,,,,,,131209000,,,20.99,2.79
2025-12-28,PL,-0.43,282459000.0,,2.006,1.115,,,,,,,,,,,,,,,None,87383000,87383000,,,,,,None,62200000,,,,,0.0,-0.159,-116583000,-54383000,-0.0324,2021-01-31,,163695000.0,25785000,-126030000,1073000,,,None,9447000,39500000,,None,,,,,-127103000,-127103000,-9447000,None,-0.208,,113227000,-87442000,,,,,None,,,,,17.37,21.5,,,,,,,,-0.459,,,2025-12-15,annual,-0.1914,USD,pre-market,43825000,,-0.0542,-0.318,0.326,0.934,32134000,,,,8.2,13.76,-490.7407,,,,,,,113168000,,,20.99,2.79
2025-12-28,PL,-0.43,282459000.0,,2.006,1.115,,,,,,,,,,,,,,,None,102393000,102393000,,,,,,None,77600000,,,,,0.0,-0.159,-116638000,-39038000,-0.0324,2020-01-31,,163695000.0,-6657000,-123584000,130000,,,None,6946000,6739000,,None,,,,,-123714000,-123714000,-6946000,None,-0.208,,99803000,-106460000,,,,,None,,,,,17.37,21.5,,,,,,,,-0.459,,,2025-12-15,annual,-0.1914,USD,pre-market,37871000,,-0.0542,-0.318,0.326,0.934,27019000,,,,8.2,13.76,-490.7407,,,,,,,95736000,,,20.99,2.79
2025-12-28,PL,-0.43,282459000.0,None,2.006,1.115,,15152000,443349000,443349000,,,,,,,,,28000,309248247,None,102393000,102393000,3448000,None,None,46332000,None,None,77600000,,,,,0.0,-0.159,-116638000,-39038000,-0.0324,2025-10-31,138954000,163695000.0,-6657000,-123584000,130000,46599000,46599000,None,6946000,6739000,None,None,None,446201000,None,None,-123714000,-123714000,-6946000,None,-0.208,,99803000,-106460000,30487000,28160000,None,4078000,None,,,,,17.37,21.5,,,,,,,,-0.459,,159034000,2025-12-15,quarterly,-0.1914,USD,pre-market,37871000,-1297406000,-0.0542,-0.318,0.326,0.934,27019000,461353000,7943000,233975000,8.2,13.76,-490.7407,1106060000,754143000,188589000,756502000,351917000,567913000,95736000,349558000,None,20.99,2.79
