date,symbol,eps,revenue_ttm,pe_ratio,accumulateddepreciationamortizationppe,beta,book_value,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,dividend_per_share,dividend_yield,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,forward_pe,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,peg_ratio,price_to_book,price_to_sales_ttm,profit_margin,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,trailing_pe,treasurystock,week_52_high,week_52_low
2016-06-30,SRE,,,,,,,,,,,,,,,,,,,,,,,,,-0.18,,,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-08-04,,0.79,,pre-market,,,,,,,,,,,,,-18.5567,,,,,,,,,,,,
2016-09-30,SRE,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-02,,1.02,,pre-market,,,,,,,,,,,,,6.25,,,,,,,,,,,,
2016-12-31,SRE,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-02-28,,1.52,,pre-market,,,,,,,,,,,,,2.0134,,,,,,,,,,,,
2017-03-31,SRE,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-05-09,,1.74,,post-market,,,,,,,,,,,,,4.1916,,,,,,,,,,,,
2017-06-30,SRE,,,,,,,,,,,,,,,,,,,,,,,,,0.24,,,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-04,,1.1,,pre-market,,,,,,,,,,,,,27.907,,,,,,,,,,,,
2017-09-30,SRE,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,,,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-10-30,,1.04,,pre-market,,,,,,,,,,,,,-0.9524,,,,,,,,,,,,
2017-12-31,SRE,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-27,,1.54,,pre-market,,,,,,,,,,,,,9.2199,,,,,,,,,,,,
2018-03-31,SRE,,,,,,,,,,,,,,,,,,,,,,,,,-0.19,,,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-05-07,,1.43,,pre-market,,,,,,,,,,,,,-11.7284,,,,,,,,,,,,
2018-06-30,SRE,,,,,,,,,,,,,,,,,,,,,,,,,0.16,,,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-06,,1.35,,pre-market,,,,,,,,,,,,,13.4454,,,,,,,,,,,,
2018-09-30,SRE,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-11-07,,1.23,,pre-market,,,,,,,,,,,,,8.8496,,,,,,,,,,,,
2018-12-31,SRE,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-26,,1.56,,pre-market,,,,,,,,,,,,,6.8493,,,,,,,,,,,,
2019-03-31,SRE,,,,,,,,,,,,,,,,,,,,,,,,,0.24,,,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-05-07,,1.92,,pre-market,,,,,,,,,,,,,14.2857,,,,,,,,,,,,
2019-06-30,SRE,,,,,,,,,,,,,,,,,,,,,,,,,-0.06,,,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-08-02,,1.1,,pre-market,,,,,,,,,,,,,-5.1724,,,,,,,,,,,,
2019-09-30,SRE,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-11-01,,1.5,,pre-market,,,,,,,,,,,,,2.0408,,,,,,,,,,,,
2019-12-31,SRE,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-02-27,,1.55,,pre-market,,,,,,,,,,,,,4.7297,,,,,,,,,,,,
2020-03-31,SRE,,,,,,,,,,,,,,,,,,,,,,,,,0.82,,,2.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-05-04,,3.08,,pre-market,,,,,,,,,,,,,36.2832,,,,,,,,,,,,
2020-06-30,SRE,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-08-05,,1.65,,pre-market,,,,,,,,,,,,,10.0,,,,,,,,,,,,
2020-09-30,SRE,,,,,,,,,,,,,,,,,,,,,,,,,-0.21,,,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-11-05,,1.31,,pre-market,,,,,,,,,,,,,-13.8158,,,,,,,,,,,,
2020-12-31,SRE,,,,,,,,,,,,,,,,,,,,,,,,,0.34,,,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-02-25,,1.9,,pre-market,,,,,,,,,,,,,21.7949,,,,,,,,,,,,
2021-03-31,SRE,,,,,,,,,,,,,,,,,,,,,,,,,0.24,,,2.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-05-05,,2.95,,pre-market,,,,,,,,,,,,,8.8561,,,,,,,,,,,,
2021-06-30,SRE,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-05,,1.63,,pre-market,,,,,,,,,,,,,2.5157,,,,,,,,,,,,
2021-09-30,SRE,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-11-05,,1.7,,pre-market,,,,,,,,,,,,,0.0,,,,,,,,,,,,
2021-12-31,SRE,,,,,,,,,,,,,,,,,,,,,,,,,0.16,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-25,,2.16,,pre-market,,,,,,,,,,,,,8.0,,,,,,,,,,,,
2022-03-31,SRE,,,,,,,,,,,,,,,,,,,,,,,,,0.14,,,2.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-05-05,,2.91,,pre-market,,,,,,,,,,,,,5.0542,,,,,,,,,,,,
2022-06-30,SRE,,,,,,,,,,,,,,,,,,,,,,,,,0.22,,,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-08-04,,1.98,,pre-market,,,,,,,,,,,,,12.5,,,,,,,,,,,,
2022-09-30,SRE,,,,,,,,,,,,,,,,,,,,,,,,,0.18,,,1.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-11-03,,1.97,,pre-market,,,,,,,,,,,,,10.0559,,,,,,,,,,,,
2022-12-31,SRE,,,,,,,,,,,,,,,,,,,,,,,,,0.31,,,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-28,,2.35,,pre-market,,,,,,,,,,,,,15.1961,,,,,,,,,,,,
2023-03-31,SRE,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,2.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-04,,2.92,,pre-market,,,,,,,,,,,,,5.4152,,,,,,,,,,,,
2023-06-30,SRE,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-03,,1.88,,pre-market,,,,,,,,,,,,,7.4286,,,,,,,,,,,,
2023-09-30,SRE,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-11-03,,1.08,,pre-market,,,,,,,,,,,,,6.9307,,,,,,,,,,,,
2023-12-31,SRE,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-27,,1.13,,pre-market,,,,,,,,,,,,,0.8929,,,,,,,,,,,,
2024-03-31,SRE,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-05-07,,1.34,,pre-market,,,,,,,,,,,,,0.0,,,,,,,,,,,,
2024-06-30,SRE,,,,,,,,,,,,,,,,,,,,,,,,,-0.05,,,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-08-06,,0.89,,pre-market,,,,,,,,,,,,,-5.3191,,,,,,,,,,,,
2024-09-30,SRE,,,,,,,,,,,,,,,,,,,,,,,,,-0.16,,,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-06,,0.89,,pre-market,,,,,,,,,,,,,-15.2381,,,,,,,,,,,,
2024-12-31,SRE,,,,,,,,,,,,,,,,,,,,,,,,,-0.0507,,,1.5507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-25,,1.5,,pre-market,,,,,,,,,,,,,-3.2695,,,,,,,,,,,,
2025-03-31,SRE,,,,,,,,,,,,,,,,,,,,,,,,,0.1229,,,1.3171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-05,,1.44,,pre-market,,,,,,,,,,,,,9.3311,,,,,,,,,,,,
2025-06-30,SRE,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-07,,0.89,,pre-market,,,,,,,,,,,,,2.2989,,,,,,,,,,,,
2025-09-30,SRE,,,,,,,,,,,,,,,,,,,,,,,,,0.19,,,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-11-05,,1.11,,pre-market,,,,,,,,,,,,,20.6522,,,,,,,,,,,,
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,,,,,,,,,,,2.555,0.0288,-0.882,0.19,,,0.92,,17.33,,5667000000.0,,,,,,,,,,,,,,,,,,,0.145,,,,,,,,1.904,1.857,4.218,0.158,,2025-11-05,,1.11,,pre-market,,,0.0185,0.0677,0.135,21.15,,,,,81.2,91.17,20.6522,,,,,,,,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,2363000000,2363000000,,,,,,None,662000000,2.555,0.0288,-0.882,0.19,1035000000,1697000000,0.92,2025-09-30,17.33,,5667000000.0,821000000,632000000,482000000,,,None,403000000,46000000,,None,,,,,95000000,150000000,-357000000,None,0.145,194000000,627000000,,,,,None,1.904,1.857,4.218,0.158,,2025-11-05,quarterly,1.11,USD,pre-market,None,,0.0185,0.0677,0.135,21.15,None,,,,81.2,91.17,20.6522,,,,,,,3184000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,2251000000,2251000000,,,,,,None,653000000,2.555,0.0288,-0.882,0.19,657000000,1310000000,0.92,2025-06-30,17.33,,5667000000.0,749000000,691000000,172000000,,,None,359000000,34000000,,None,,,,,473000000,519000000,-325000000,None,0.145,165000000,584000000,,,,,None,1.904,1.857,4.218,0.158,,2025-11-05,quarterly,1.11,USD,pre-market,None,,0.0185,0.0677,0.135,21.15,None,,,,81.2,91.17,20.6522,,,,,,,3000000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,2634000000,2634000000,,,,,,None,640000000,2.555,0.0288,-0.882,0.19,1021000000,1661000000,0.92,2025-03-31,17.33,,5667000000.0,1164000000,976000000,57000000,,,None,370000000,55000000,,None,,,,,917000000,919000000,-378000000,None,0.145,196000000,968000000,,,,,None,1.904,1.857,4.218,0.158,,2025-11-05,quarterly,1.11,USD,pre-market,None,,0.0185,0.0677,0.135,21.15,None,,,,81.2,91.17,20.6522,,,,,,,3798000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,2509000000,2509000000,,,,,,None,626000000,2.555,0.0288,-0.882,0.19,1266000000,1892000000,0.92,2024-12-31,17.33,,5667000000.0,1244000000,1271000000,282000000,,,None,369000000,21000000,,None,,,,,676000000,989000000,-84000000,None,0.145,178000000,1066000000,,,,,None,1.904,1.857,4.218,0.158,,2025-11-05,quarterly,1.11,USD,pre-market,None,,0.0185,0.0677,0.135,21.15,None,,,,81.2,91.17,20.6522,,,,,,,3753000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,2129000000,2129000000,,,,,,None,614000000,2.555,0.0288,-0.882,0.19,525000000,1139000000,0.92,2024-09-30,17.33,,5667000000.0,549000000,654000000,-105000000,,,None,325000000,43000000,,None,,,,,649000000,759000000,-285000000,None,0.145,175000000,374000000,,,,,None,1.904,1.857,4.218,0.158,,2025-11-05,quarterly,1.11,USD,pre-market,None,,0.0185,0.0677,0.135,21.15,None,,,,81.2,91.17,20.6522,,,,,,,2678000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,2266000000,2266000000,,,,,,None,603000000,2.555,0.0288,-0.882,0.19,615000000,1218000000,0.92,2024-06-30,17.33,,5667000000.0,702000000,741000000,-130000000,,,None,307000000,41000000,,None,,,,,725000000,871000000,-270000000,None,0.145,156000000,546000000,,,,,None,1.904,1.857,4.218,0.158,,2025-11-05,quarterly,1.11,USD,pre-market,None,,0.0185,0.0677,0.135,21.15,None,,,,81.2,91.17,20.6522,,,,,,,2968000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,2529000000,2529000000,,,,,,None,594000000,2.555,0.0288,-0.882,0.19,1007000000,1601000000,0.92,2024-03-31,17.33,,5667000000.0,1029000000,1053000000,172000000,,,None,302000000,31000000,,None,,,,,812000000,881000000,-274000000,None,0.145,184000000,845000000,,,,,None,1.904,1.857,4.218,0.158,,2025-11-05,quarterly,1.11,USD,pre-market,None,,0.0185,0.0677,0.135,21.15,None,,,,81.2,91.17,20.6522,,,,,,,3558000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,2536000000,2536000000,,,,,,None,576000000,2.555,0.0288,-0.882,0.19,766000000,1342000000,0.92,2023-12-31,17.33,,5667000000.0,822000000,847000000,-9000000,,,None,314000000,52000000,,None,,,,,748000000,856000000,-262000000,None,0.145,168000000,654000000,,,,,None,1.904,1.857,4.218,0.158,,2025-11-05,quarterly,1.11,USD,pre-market,None,,0.0185,0.0677,0.135,21.15,None,,,,81.2,91.17,20.6522,,,,,,,3358000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,2450000000,2450000000,,,,,,None,563000000,2.555,0.0288,-0.882,0.19,634000000,1197000000,0.92,2023-09-30,17.33,,5667000000.0,801000000,802000000,-52000000,,,None,311000000,293000000,,None,,,,,732000000,854000000,-293000000,None,0.145,169000000,632000000,,,,,None,1.904,1.857,4.218,0.158,,2025-11-05,quarterly,1.11,USD,pre-market,None,,0.0185,0.0677,0.135,21.15,None,,,,81.2,91.17,20.6522,,,,,,,3251000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,2348000000,2348000000,,,,,,None,549000000,2.555,0.0288,-0.882,0.19,841000000,1390000000,0.92,2023-06-30,17.33,,5667000000.0,734000000,911000000,175000000,,,None,318000000,17000000,,None,,,,,615000000,348000000,-300000000,None,0.145,148000000,586000000,,,,,436000000,1.904,1.857,4.218,0.158,,2025-11-05,quarterly,1.11,USD,pre-market,None,,0.0185,0.0677,0.135,21.15,1514000000,,,,81.2,91.17,20.6522,,,,,,,3082000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,4720000000,4720000000,,,,,,None,539000000,2.555,0.0288,-0.882,0.19,1713000000,2252000000,0.92,2023-03-31,17.33,,5667000000.0,1391000000,1548000000,376000000,,,None,384000000,324000000,,None,,,,,980000000,953000000,-342000000,None,0.145,192000000,1199000000,,,,,65000000,1.904,1.857,4.218,0.158,,2025-11-05,quarterly,1.11,USD,pre-market,None,,0.0185,0.0677,0.135,21.15,1401000000,,,,81.2,91.17,20.6522,,,,,,,6111000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,3072000000,3072000000,,,,,,None,519000000,2.555,0.0288,-0.882,0.19,396000000,915000000,0.92,2022-12-31,17.33,,5667000000.0,1044000000,529000000,121000000,,,None,247000000,220000000,,None,,,,,449000000,408000000,-227000000,None,0.145,161000000,883000000,,,,,None,1.904,1.857,4.218,0.158,,2025-11-05,quarterly,1.11,USD,pre-market,None,,0.0185,0.0677,0.135,21.15,None,,,,81.2,91.17,20.6522,,,,,,,4116000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,340000000,340000000,,,,,,None,-506000000,2.555,0.0288,-0.882,0.19,864000000,358000000,0.92,2022-09-30,17.33,,5667000000.0,3277000000,165000000,21000000,,,None,282000000,250000000,,None,,,,,561000000,144000000,-257000000,None,0.145,2808000000,469000000,,,,,-22000000,1.904,1.857,4.218,0.158,,2025-11-05,quarterly,1.11,USD,pre-market,None,,0.0185,0.0677,0.135,21.15,1368000000,,,,81.2,91.17,20.6522,,,,,,,3617000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,289000000,289000000,,,,,,None,188000000,2.555,0.0288,-0.882,0.19,1010000000,1198000000,0.92,2022-06-30,17.33,,5667000000.0,3258000000,364000000,80000000,,,None,271000000,19000000,,None,,,,,659000000,284000000,-252000000,None,0.145,2637000000,621000000,,,,,14000000,1.904,1.857,4.218,0.158,,2025-11-05,quarterly,1.11,USD,pre-market,None,,0.0185,0.0677,0.135,21.15,1312000000,,,,81.2,91.17,20.6522,,,,,,,3547000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,135000000,135000000,,,,,,None,187000000,2.555,0.0288,-0.882,0.19,1234000000,1421000000,0.92,2022-03-31,17.33,,5667000000.0,3685000000,665000000,334000000,,,None,243000000,26000000,,None,,,,,657000000,331000000,-217000000,None,0.145,2840000000,845000000,,,,,63000000,1.904,1.857,4.218,0.158,,2025-11-05,quarterly,1.11,USD,pre-market,None,,0.0185,0.0677,0.135,21.15,1248000000,,,,81.2,91.17,20.6522,,,,,,,3820000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,163000000,163000000,,,,,,None,479000000,2.555,0.0288,-0.882,0.19,1181000000,1660000000,0.92,2021-12-31,17.33,,5667000000.0,3681000000,535000000,144000000,,,None,422000000,391000000,,None,,,,,615000000,712000000,-402000000,None,0.145,2760000000,921000000,,,,,61000000,1.904,1.857,4.218,0.158,,2025-11-05,quarterly,1.11,USD,pre-market,None,,0.0185,0.0677,0.135,21.15,1394000000,,,,81.2,91.17,20.6522,,,,,,,3844000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,220000000,220000000,,,,,,None,471000000,2.555,0.0288,-0.882,0.19,-720000000,-249000000,0.92,2021-09-30,17.33,,5667000000.0,2793000000,-1365000000,-342000000,,,None,259000000,18000000,,None,,,,,-637000000,-632000000,-241000000,None,0.145,2289000000,504000000,,,,,-39000000,1.904,1.857,4.218,0.158,,2025-11-05,quarterly,1.11,USD,pre-market,None,,0.0185,0.0677,0.135,21.15,1224000000,,,,81.2,91.17,20.6522,,,,,,,3013000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,119000000,119000000,,,,,,None,463000000,2.555,0.0288,-0.882,0.19,842000000,1305000000,0.92,2021-06-30,17.33,,5667000000.0,2622000000,281000000,139000000,,,None,258000000,17000000,,None,,,,,445000000,455000000,-241000000,None,0.145,2170000000,452000000,,,,,87000000,1.904,1.857,4.218,0.158,,2025-11-05,quarterly,1.11,USD,pre-market,None,,0.0185,0.0677,0.135,21.15,1162000000,,,,81.2,91.17,20.6522,,,,,,,2741000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,109000000,109000000,,,,,,None,442000000,2.555,0.0288,-0.882,0.19,1312000000,1754000000,0.92,2021-03-31,17.33,,5667000000.0,3150000000,768000000,158000000,,,None,259000000,240000000,,None,,,,,928000000,928000000,-239000000,None,0.145,2177000000,973000000,,,,,54000000,1.904,1.857,4.218,0.158,,2025-11-05,quarterly,1.11,USD,pre-market,None,,0.0185,0.0677,0.135,21.15,1154000000,,,,81.2,91.17,20.6522,,,,,,,3259000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,2332000000,2332000000,,,,,,None,424000000,2.555,0.0288,-0.882,0.19,688000000,1112000000,0.92,2020-12-31,17.33,,5667000000.0,847000000,621000000,189000000,,,None,260000000,21000000,,None,,,,,471000000,432000000,-242000000,None,0.145,146000000,701000000,,,,,132000000,1.904,1.857,4.218,0.158,,2025-11-05,quarterly,1.11,USD,pre-market,None,,0.0185,0.0677,0.135,21.15,1193000000,,,,81.2,91.17,20.6522,,,,,,,3179000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,2136000000,2136000000,,,,,,None,418000000,2.555,0.0288,-0.882,0.19,462000000,880000000,0.92,2020-09-30,17.33,,5667000000.0,547000000,527000000,99000000,,,None,261000000,237000000,,None,,,,,399000000,428000000,-237000000,None,0.145,139000000,408000000,,,,,56000000,1.904,1.857,4.218,0.158,,2025-11-05,quarterly,1.11,USD,pre-market,None,,0.0185,0.0677,0.135,21.15,1183000000,,,,81.2,91.17,20.6522,,,,,,,2683000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,1740000000,1740000000,,,,,,None,412000000,2.555,0.0288,-0.882,0.19,748000000,1160000000,0.92,2020-06-30,17.33,,5667000000.0,773000000,696000000,168000000,,,None,285000000,33000000,,None,,,,,2277000000,528000000,-241000000,None,0.145,121000000,652000000,,,,,84000000,1.904,1.857,4.218,0.158,,2025-11-05,quarterly,1.11,USD,pre-market,None,,0.0185,0.0677,0.135,21.15,1019000000,,,,81.2,91.17,20.6522,,,,,,,2513000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,1994000000,1994000000,,,,,,None,412000000,2.555,0.0288,-0.882,0.19,679000000,1091000000,0.92,2020-03-31,17.33,,5667000000.0,982000000,660000000,-207000000,,,None,282000000,29000000,,None,,,,,796000000,867000000,-251000000,None,0.145,137000000,845000000,,,,,-227000000,1.904,1.857,4.218,0.158,,2025-11-05,quarterly,1.11,USD,pre-market,None,,0.0185,0.0677,0.135,21.15,1088000000,,,,81.2,91.17,20.6522,,,,,,,2976000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,1904000000,1904000000,,,,,,None,395000000,2.555,0.0288,-0.882,0.19,778000000,1173000000,0.92,2019-12-31,17.33,,5667000000.0,1036000000,594000000,165000000,,,None,279000000,28000000,,None,,,,,482000000,429000000,-252000000,None,0.145,127000000,909000000,,,,,60000000,1.904,1.857,4.218,0.158,,2025-11-05,quarterly,1.11,USD,pre-market,None,,0.0185,0.0677,0.135,21.15,1078000000,,,,81.2,91.17,20.6522,,,,,,,2940000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,1891000000,1891000000,,,,,,None,402000000,2.555,0.0288,-0.882,0.19,726000000,1128000000,0.92,2019-09-30,17.33,,5667000000.0,867000000,714000000,61000000,,,None,278000000,26000000,,None,,,,,849000000,653000000,-253000000,None,0.145,127000000,740000000,,,,,15000000,1.904,1.857,4.218,0.158,,2025-11-05,quarterly,1.11,USD,pre-market,None,,0.0185,0.0677,0.135,21.15,972000000,,,,81.2,91.17,20.6522,,,,,,,2758000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,1662000000,1662000000,,,,,,None,389000000,2.555,0.0288,-0.882,0.19,544000000,933000000,0.92,2019-06-30,17.33,,5667000000.0,551000000,404000000,47000000,,,None,258000000,27000000,,None,,,,,390000000,357000000,-231000000,None,0.145,112000000,439000000,,,,,49000000,1.904,1.857,4.218,0.158,,2025-11-05,quarterly,1.11,USD,pre-market,None,,0.0185,0.0677,0.135,21.15,950000000,,,,81.2,91.17,20.6522,,,,,,,2213000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,2114000000,2114000000,,,,,,None,383000000,2.555,0.0288,-0.882,0.19,760000000,1143000000,0.92,2019-03-31,17.33,,5667000000.0,785000000,602000000,42000000,,,None,259000000,225000000,,None,,,,,477000000,560000000,-240000000,None,0.145,130000000,655000000,,,,,103000000,1.904,1.857,4.218,0.158,,2025-11-05,quarterly,1.11,USD,pre-market,None,,0.0185,0.0677,0.135,21.15,962000000,,,,81.2,91.17,20.6522,,,,,,,2899000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,2311000000,2311000000,,,,,,None,376000000,2.555,0.0288,-0.882,0.19,1189000000,1565000000,0.92,2018-12-31,17.33,,5667000000.0,489000000,1085000000,172000000,,,None,230000000,None,,None,,,,,900000000,838000000,None,None,0.145,120000000,369000000,,,,,428000000,1.904,1.857,4.218,0.158,,2025-11-05,quarterly,1.11,USD,pre-market,0,,0.0185,0.0677,0.135,21.15,1046000000,,,,81.2,91.17,20.6522,,,,,,,2800000000,,27.26,,95.03,60.49
