date,symbol,eps,revenue_ttm,pe_ratio,accumulateddepreciationamortizationppe,beta,book_value,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,dividend_per_share,dividend_yield,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,forward_pe,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,peg_ratio,price_to_book,price_to_sales_ttm,profit_margin,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,trailing_pe,treasurystock,week_52_high,week_52_low
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,834000000,834000000,,,,,,None,166000000,2.555,0.0288,-0.882,0.19,568000000,734000000,0.92,2006-12-31,17.33,,5667000000.0,2411000000,309000000,180000000,,,None,78000000,None,,None,,,,,125000000,0,None,None,0.145,1843000000,568000000,,,,,None,1.904,1.857,4.218,0.158,,2025-11-05,quarterly,1.11,USD,pre-market,0,,0.0185,0.0677,0.135,21.15,0,,,,81.2,91.17,20.6522,,,,,,,3245000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,615000000,615000000,,,,,,None,163000000,2.555,0.0288,-0.882,0.19,464000000,627000000,0.92,2006-09-30,17.33,,5667000000.0,2079000000,800000000,257000000,,,None,90000000,None,,None,,,,,653000000,0,None,None,0.145,1615000000,464000000,,,,,None,1.904,1.857,4.218,0.158,,2025-11-05,quarterly,1.11,USD,pre-market,0,,0.0185,0.0677,0.135,21.15,0,,,,81.2,91.17,20.6522,,,,,,,2694000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,688000000,688000000,,,,,,None,171000000,2.555,0.0288,-0.882,0.19,337000000,508000000,0.92,2006-06-30,17.33,,5667000000.0,1798000000,281000000,96000000,,,None,87000000,None,,None,,,,,373000000,0,None,None,0.145,1798000000,337000000,,,,,None,1.904,1.857,4.218,0.158,,2025-11-05,quarterly,1.11,USD,pre-market,0,,0.0185,0.0677,0.135,21.15,0,,,,81.2,91.17,20.6522,,,,,,,2486000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,1340000000,1340000000,,,,,,None,157000000,2.555,0.0288,-0.882,0.19,412000000,569000000,0.92,2006-03-31,17.33,,5667000000.0,2009000000,342000000,108000000,,,None,96000000,None,,None,,,,,255000000,0,None,None,0.145,1593000000,412000000,,,,,None,1.904,1.857,4.218,0.158,,2025-11-05,quarterly,1.11,USD,pre-market,0,,0.0185,0.0677,0.135,21.15,0,,,,81.2,91.17,20.6522,,,,,,,3349000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,1359000000,1359000000,,,,,,None,165000000,2.555,0.0288,-0.882,0.19,513000000,678000000,0.92,2005-12-31,17.33,,5667000000.0,2688000000,419000000,58000000,,,None,83000000,None,,None,,,,,355000000,0,None,None,0.145,2175000000,513000000,,,,,None,1.904,1.857,4.218,0.158,,2025-11-05,quarterly,1.11,USD,pre-market,0,,0.0185,0.0677,0.135,21.15,0,,,,81.2,91.17,20.6522,,,,,,,4047000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,693000000,693000000,,,,,,None,152000000,2.555,0.0288,-0.882,0.19,67000000,219000000,0.92,2005-09-30,17.33,,5667000000.0,2033000000,153000000,-63000000,,,None,83000000,None,,None,,,,,221000000,0,None,None,0.145,2017000000,67000000,,,,,None,1.904,1.857,4.218,0.158,,2025-11-05,quarterly,1.11,USD,pre-market,0,,0.0185,0.0677,0.135,21.15,0,,,,81.2,91.17,20.6522,,,,,,,2726000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,9433000000,9433000000,,,,,,None,2437000000,2.555,0.0288,-0.882,0.19,3413000000,5850000000,0.92,2024-12-31,17.33,,5667000000.0,3524000000,3719000000,219000000,,,None,1303000000,136000000,,None,,,,,2862000000,3500000000,-913000000,None,0.145,693000000,2831000000,,,,,None,1.904,1.857,4.218,0.158,,2025-11-05,annual,1.11,USD,pre-market,None,,0.0185,0.0677,0.135,21.15,None,,,,81.2,91.17,20.6522,,,,,,,12957000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,12055000000,12055000000,,,,,,None,2227000000,2.555,0.0288,-0.882,0.19,3889000000,6116000000,0.92,2023-12-31,17.33,,5667000000.0,3747000000,4108000000,490000000,,,None,1262000000,147000000,,None,,,,,3075000000,3170000000,-1106000000,None,0.145,677000000,3070000000,,,,,None,1.904,1.857,4.218,0.158,,2025-11-05,annual,1.11,USD,pre-market,None,,0.0185,0.0677,0.135,21.15,None,,,,81.2,91.17,20.6522,,,,,,,15802000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,11393000000,11393000000,,,,,,None,2019000000,2.555,0.0288,-0.882,0.19,2398000000,4417000000,0.92,2022-12-31,17.33,,5667000000.0,4161000000,2841000000,556000000,,,None,1055000000,1034000000,,None,,,,,2139000000,2285000000,-953000000,None,0.145,635000000,3526000000,,,,,None,1.904,1.857,4.218,0.158,,2025-11-05,annual,1.11,USD,pre-market,None,,0.0185,0.0677,0.135,21.15,None,,,,81.2,91.17,20.6522,,,,,,,15554000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,9417000000,9417000000,,,,,,None,1855000000,2.555,0.0288,-0.882,0.19,1405000000,3260000000,0.92,2021-12-31,17.33,,5667000000.0,3644000000,1562000000,99000000,,,None,1186000000,1125000000,,None,,,,,1318000000,1463000000,-1123000000,None,0.145,596000000,3048000000,,,,,163000000,1.904,1.857,4.218,0.158,,2025-11-05,annual,1.11,USD,pre-market,None,,0.0185,0.0677,0.135,21.15,4934000000,,,,81.2,91.17,20.6522,,,,,,,13061000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,8075000000,8075000000,,,,,,None,1666000000,2.555,0.0288,-0.882,0.19,2560000000,4226000000,0.92,2020-12-31,17.33,,5667000000.0,3278000000,2504000000,249000000,,,None,1071000000,110000000,,None,,,,,3933000000,2255000000,-971000000,None,0.145,543000000,2735000000,,,,,45000000,1.904,1.857,4.218,0.158,,2025-11-05,annual,1.11,USD,pre-market,None,,0.0185,0.0677,0.135,21.15,4483000000,,,,81.2,91.17,20.6522,,,,,,,11353000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,7569000000,7569000000,,,,,,None,1569000000,2.555,0.0288,-0.882,0.19,2808000000,4377000000,0.92,2019-12-31,17.33,,5667000000.0,3241000000,2314000000,315000000,,,None,1074000000,101000000,,None,,,,,2198000000,1999000000,-976000000,None,0.145,496000000,2745000000,,,,,227000000,1.904,1.857,4.218,0.158,,2025-11-05,annual,1.11,USD,pre-market,None,,0.0185,0.0677,0.135,21.15,3962000000,,,,81.2,91.17,20.6522,,,,,,,10810000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,7848000000,7848000000,,,,,,None,1491000000,2.555,0.0288,-0.882,0.19,1600000000,3091000000,0.92,2018-12-31,17.33,,5667000000.0,2229000000,889000000,-49000000,,,None,886000000,106000000,,None,,,,,1050000000,950000000,-819000000,None,0.145,472000000,1757000000,,,,,700000000,1.904,1.857,4.218,0.158,,2025-11-05,annual,1.11,USD,pre-market,None,,0.0185,0.0677,0.135,21.15,3781000000,,,,81.2,91.17,20.6522,,,,,,,10077000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,8472000000,8472000000,,,,,,None,1490000000,2.555,0.0288,-0.882,0.19,2206000000,3696000000,0.92,2017-12-31,17.33,,5667000000.0,2726000000,1627000000,1276000000,,,None,655000000,49000000,,None,,,,,257000000,309000000,-610000000,None,0.145,436000000,2290000000,,,,,379000000,1.904,1.857,4.218,0.158,,2025-11-05,annual,1.11,USD,pre-market,0,,0.0185,0.0677,0.135,21.15,3553000000,,,,81.2,91.17,20.6522,,,,,,,11198000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,8080000000,8080000000,,,,,,None,1312000000,2.555,0.0288,-0.882,0.19,2369000000,3681000000,0.92,2016-12-31,17.33,,5667000000.0,2115000000,1908000000,389000000,,,None,539000000,30000000,,None,,,,,1371000000,1441000000,-523000000,None,0.145,426000000,1689000000,,,,,993000000,1.904,1.857,4.218,0.158,,2025-11-05,annual,1.11,USD,pre-market,0,,0.0185,0.0677,0.135,21.15,3396000000,,,,81.2,91.17,20.6522,,,,,,,10195000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,7665000000,7665000000,,,,,,None,1250000000,2.555,0.0288,-0.882,0.19,2253000000,3503000000,0.92,2015-12-31,17.33,,5667000000.0,2510000000,1789000000,341000000,,,None,549000000,256000000,,None,,,,,1350000000,1363000000,None,None,0.145,423000000,2087000000,,,,,414000000,1.904,1.857,4.218,0.158,,2025-11-05,annual,1.11,USD,pre-market,0,,0.0185,0.0677,0.135,21.15,3318000000,,,,81.2,91.17,20.6522,,,,,,,10175000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,8834000000,8834000000,,,,,,None,1156000000,2.555,0.0288,-0.882,0.19,2065000000,3221000000,0.92,2014-12-31,17.33,,5667000000.0,2176000000,1562000000,300000000,,,None,541000000,None,,None,,,,,1162000000,1224000000,None,None,0.145,408000000,1768000000,,,,,340000000,1.904,1.857,4.218,0.158,,2025-11-05,annual,1.11,USD,pre-market,0,,0.0185,0.0677,0.135,21.15,3343000000,,,,81.2,91.17,20.6522,,,,,,,11010000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,8354000000,8354000000,,,,,,None,1113000000,2.555,0.0288,-0.882,0.19,1986000000,3099000000,0.92,2013-12-31,17.33,,5667000000.0,2204000000,1454000000,366000000,,,None,556000000,None,,None,,,,,1006000000,1064000000,None,None,0.145,374000000,1830000000,,,,,329000000,1.904,1.857,4.218,0.158,,2025-11-05,annual,1.11,USD,pre-market,0,,0.0185,0.0677,0.135,21.15,3369000000,,,,81.2,91.17,20.6522,,,,,,,10558000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,7771000000,7771000000,,,,,,None,1090000000,2.555,0.0288,-0.882,0.19,1433000000,2523000000,0.92,2012-12-31,17.33,,5667000000.0,1869000000,979000000,59000000,,,None,490000000,None,,None,,,,,865000000,None,None,None,0.145,359000000,1510000000,,,,,None,1.904,1.857,4.218,0.158,,2025-11-05,annual,1.11,USD,pre-market,0,,0.0185,0.0677,0.135,21.15,0,,,,81.2,91.17,20.6522,,,,,,,9640000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,7898000000,7898000000,,,,,,None,978000000,2.555,0.0288,-0.882,0.19,2187000000,3165000000,0.92,2011-12-31,17.33,,5667000000.0,2108000000,1773000000,366000000,,,None,466000000,None,,None,,,,,1365000000,None,None,None,0.145,343000000,1765000000,,,,,None,1.904,1.857,4.218,0.158,,2025-11-05,annual,1.11,USD,pre-market,None,,0.0185,0.0677,0.135,21.15,None,,,,81.2,91.17,20.6522,,,,,,,10006000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,7007000000,7007000000,,,,,,None,867000000,2.555,0.0288,-0.882,0.19,1220000000,2087000000,0.92,2010-12-31,17.33,,5667000000.0,1949000000,835000000,102000000,,,None,434000000,None,,None,,,,,749000000,None,None,None,0.145,327000000,1622000000,,,,,None,1.904,1.857,4.218,0.158,,2025-11-05,annual,1.11,USD,pre-market,0,,0.0185,0.0677,0.135,21.15,0,,,,81.2,91.17,20.6522,,,,,,,8956000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,6390000000,6390000000,,,,,,None,775000000,2.555,0.0288,-0.882,0.19,1860000000,2635000000,0.92,2009-12-31,17.33,,5667000000.0,1647000000,1544000000,422000000,,,None,384000000,None,,None,,,,,1129000000,None,None,None,0.145,296000000,1351000000,,,,,None,1.904,1.857,4.218,0.158,,2025-11-05,annual,1.11,USD,pre-market,0,,0.0185,0.0677,0.135,21.15,0,,,,81.2,91.17,20.6522,,,,,,,8037000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,9220000000,9220000000,,,,,,None,687000000,2.555,0.0288,-0.882,0.19,1751000000,2438000000,0.92,2008-12-31,17.33,,5667000000.0,1550000000,1561000000,438000000,,,None,253000000,None,,None,,,,,1113000000,None,None,None,0.145,312000000,1238000000,,,,,None,1.904,1.857,4.218,0.158,,2025-11-05,annual,1.11,USD,pre-market,None,,0.0185,0.0677,0.135,21.15,None,,,,81.2,91.17,20.6522,,,,,,,10770000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,9392000000,9392000000,,,,,,None,686000000,2.555,0.0288,-0.882,0.19,1832000000,2518000000,0.92,2007-12-31,17.33,,5667000000.0,1822000000,1659000000,524000000,,,None,272000000,None,,None,,,,,1123000000,None,None,None,0.145,295000000,1527000000,,,,,None,1.904,1.857,4.218,0.158,,2025-11-05,annual,1.11,USD,pre-market,None,,0.0185,0.0677,0.135,21.15,73000000,,,,81.2,91.17,20.6522,,,,,,,11214000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,9637000000,9637000000,,,,,,None,657000000,2.555,0.0288,-0.882,0.19,2275000000,2932000000,0.92,2006-12-31,17.33,,5667000000.0,1859000000,1742000000,641000000,,,None,351000000,None,,None,,,,,1064000000,None,None,None,0.145,275000000,1584000000,,,,,None,1.904,1.857,4.218,0.158,,2025-11-05,annual,1.11,USD,pre-market,None,,0.0185,0.0677,0.135,21.15,56000000,,,,81.2,91.17,20.6522,,,,,,,11496000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,,0.733,47.74,,,,,,None,7070000000,7070000000,,,,,,None,626000000,2.555,0.0288,-0.882,0.19,1202000000,1828000000,0.92,2005-12-31,17.33,,5667000000.0,4442000000,947000000,34000000,,,None,310000000,None,,None,,,,,913000000,None,None,None,0.145,3380000000,1062000000,,,,,None,1.904,1.857,4.218,0.158,,2025-11-05,annual,1.11,USD,pre-market,None,,0.0185,0.0677,0.135,21.15,None,,,,81.2,91.17,20.6522,,,,,,,11512000000,,27.26,,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,None,0.733,47.74,None,126000000,126000000,14203000000,652948000,None,7070000000,7070000000,1301000000,None,3708000000,1688000000,None,None,626000000,2.555,0.0288,-0.882,0.19,1202000000,1828000000,0.92,2025-09-30,17.33,1602000000,5667000000.0,4442000000,947000000,34000000,273000000,273000000,None,310000000,None,565000000,None,None,28985000000,None,18329000000,913000000,None,None,None,0.145,3380000000,1062000000,29466000000,14075000000,None,3687000000,None,1.904,1.857,4.218,0.158,49570000000,2025-11-05,quarterly,1.11,USD,pre-market,None,17161000000,0.0185,0.0677,0.135,21.15,None,33593000000,4608000000,None,81.2,91.17,20.6522,106919000000,31726000000,19988000000,66700000000,75193000000,46712000000,11512000000,31172000000,27.26,None,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,None,0.733,47.74,None,155000000,155000000,13518000000,653224000,None,7070000000,7070000000,2026000000,None,3654000000,2196000000,None,None,626000000,2.555,0.0288,-0.882,0.19,1202000000,1828000000,0.92,2025-06-30,17.33,1602000000,5667000000.0,4442000000,947000000,34000000,279000000,279000000,None,310000000,None,625000000,None,None,34936000000,None,20121000000,913000000,None,None,None,0.145,3380000000,1062000000,1193000000,2927000000,None,3631000000,None,1.904,1.857,4.218,0.158,65954000000,2025-11-05,quarterly,1.11,USD,pre-market,None,17505000000,0.0185,0.0677,0.135,21.15,None,38590000000,3654000000,None,81.2,91.17,20.6522,99907000000,4169000000,8607000000,61611000000,95738000000,53004000000,11512000000,31717000000,27.26,None,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,None,0.733,47.74,None,1739000000,1739000000,13484000000,653018000,None,7070000000,7070000000,1976000000,None,4444000000,2620000000,None,None,626000000,2.555,0.0288,-0.882,0.19,1202000000,1828000000,0.92,2025-03-31,17.33,1602000000,5667000000.0,4442000000,947000000,34000000,286000000,286000000,None,310000000,None,568000000,None,None,33286000000,None,19495000000,913000000,None,None,None,0.145,3380000000,1062000000,738000000,3514000000,None,3459000000,None,1.904,1.857,4.218,0.158,64218000000,2025-11-05,quarterly,1.11,USD,pre-market,None,17465000000,0.0185,0.0677,0.135,21.15,None,37730000000,4444000000,None,81.2,91.17,20.6522,99010000000,5665000000,9934000000,60808000000,93345000000,50874000000,11512000000,31663000000,27.26,None,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,None,0.733,47.74,None,1565000000,1565000000,13520000000,641395000,None,7070000000,7070000000,2238000000,None,4290000000,2483000000,None,None,626000000,2.555,0.0288,-0.882,0.19,1202000000,1828000000,0.92,2024-12-31,17.33,1602000000,5667000000.0,4442000000,947000000,34000000,292000000,292000000,None,310000000,None,559000000,None,None,31558000000,None,19071000000,913000000,None,None,None,0.145,3380000000,1062000000,678000000,3148000000,None,3214000000,None,1.904,1.857,4.218,0.158,62614000000,2025-11-05,quarterly,1.11,USD,pre-market,None,16979000000,0.0185,0.0677,0.135,21.15,None,35848000000,4290000000,-352000000,81.2,91.17,20.6522,96155000000,5285000000,9676000000,58367000000,90870000000,48691000000,11512000000,31242000000,27.26,None,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,None,0.733,47.74,None,560000000,560000000,12292000000,638061000,None,7070000000,7070000000,1966000000,None,3399000000,2304000000,None,None,626000000,2.555,0.0288,-0.882,0.19,1202000000,1828000000,0.92,2024-09-30,17.33,1602000000,5667000000.0,4442000000,947000000,34000000,299000000,299000000,None,310000000,None,519000000,None,None,30964000000,None,18746000000,913000000,None,None,None,0.145,3380000000,1062000000,1694000000,4478000000,None,495000000,None,1.904,1.857,4.218,0.158,60163000000,2025-11-05,quarterly,1.11,USD,pre-market,None,16707000000,0.0185,0.0677,0.135,21.15,None,34363000000,3399000000,-160000000,81.2,91.17,20.6522,93748000000,5099000000,9843000000,57868000000,88649000000,48025000000,11512000000,29723000000,27.26,None,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,None,0.733,47.74,None,228000000,228000000,12250000000,636279000,None,7070000000,7070000000,1753000000,None,3908000000,2095000000,None,None,626000000,2.555,0.0288,-0.882,0.19,1202000000,1828000000,0.92,2024-06-30,17.33,1602000000,5667000000.0,4442000000,947000000,34000000,305000000,305000000,None,310000000,None,467000000,None,None,28966000000,None,18368000000,913000000,None,None,None,0.145,3380000000,1062000000,1572000000,3879000000,None,334000000,None,1.904,1.857,4.218,0.158,None,2025-11-05,quarterly,1.11,USD,pre-market,None,16461000000,0.0185,0.0677,0.135,21.15,None,32874000000,3908000000,-432000000,81.2,91.17,20.6522,90473000000,4378000000,9540000000,55054000000,86095000000,45514000000,11512000000,29499000000,27.26,None,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,None,0.733,47.74,None,606000000,606000000,12209000000,635354000,None,7070000000,7070000000,1955000000,None,2252000000,2752000000,None,None,626000000,2.555,0.0288,-0.882,0.19,1202000000,1828000000,0.92,2024-03-31,17.33,1602000000,5667000000.0,4442000000,947000000,34000000,311000000,311000000,None,310000000,None,458000000,None,None,29519000000,None,17928000000,913000000,None,None,None,0.145,3380000000,1062000000,1824000000,4857000000,None,146000000,None,1.904,1.857,4.218,0.158,None,2025-11-05,quarterly,1.11,USD,pre-market,None,16141000000,0.0185,0.0677,0.135,21.15,None,31771000000,2252000000,22000000,81.2,91.17,20.6522,89604000000,5640000000,9064000000,54943000000,83964000000,45879000000,11512000000,29155000000,27.26,None,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,None,0.733,47.74,None,236000000,236000000,12204000000,634228000,None,7070000000,7070000000,2211000000,None,3317000000,2837000000,None,None,626000000,2.555,0.0288,-0.882,0.19,1202000000,1828000000,0.92,2023-12-31,17.33,1602000000,5667000000.0,4442000000,947000000,34000000,318000000,318000000,None,310000000,None,482000000,None,None,27759000000,None,17651000000,913000000,None,None,None,0.145,3380000000,1062000000,1915000000,4562000000,None,2329000000,None,1.904,1.857,4.218,0.158,None,2025-11-05,quarterly,1.11,USD,pre-market,None,15732000000,0.0185,0.0677,0.135,21.15,None,31076000000,3317000000,-49000000,81.2,91.17,20.6522,87181000000,5470000000,10090000000,53527000000,81711000000,43437000000,11512000000,28695000000,27.26,None,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,None,0.733,47.74,None,1149000000,1149000000,12038000000,632324000,None,7070000000,7070000000,2234000000,None,2951000000,2551000000,None,None,626000000,2.555,0.0288,-0.882,0.19,1202000000,1828000000,0.92,2023-09-30,17.33,1602000000,5667000000.0,4442000000,947000000,34000000,324000000,324000000,None,310000000,None,451000000,None,None,27703000000,None,17464000000,913000000,None,None,None,0.145,3380000000,1062000000,1159000000,3580000000,None,942000000,None,1.904,1.857,4.218,0.158,53893000000,2025-11-05,quarterly,1.11,USD,pre-market,None,15371000000,0.0185,0.0677,0.135,21.15,None,30654000000,2951000000,-530000000,81.2,91.17,20.6522,85735000000,5310000000,8765000000,52477000000,80425000000,43712000000,11512000000,28258000000,27.26,None,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,None,0.733,47.74,None,1077000000,1077000000,12044000000,632120000,None,7070000000,7070000000,1790000000,None,3436000000,2559000000,None,None,626000000,2.555,0.0288,-0.882,0.19,1202000000,1828000000,0.92,2023-06-30,17.33,1602000000,5667000000.0,4442000000,947000000,34000000,331000000,331000000,None,310000000,None,383000000,None,None,27521000000,None,17166000000,913000000,None,None,None,0.145,3380000000,1062000000,828000000,3225000000,None,15741000000,None,1.904,1.857,4.218,0.158,52200000000,2025-11-05,quarterly,1.11,USD,pre-market,None,15024000000,0.0185,0.0677,0.135,21.15,None,30957000000,3436000000,16000000,81.2,91.17,20.6522,82727000000,4847000000,8451000000,51713000000,77880000000,43262000000,11512000000,27856000000,27.26,None,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,None,0.733,47.74,None,534000000,534000000,12164000000,632248000,None,7070000000,7070000000,2122000000,None,4257000000,3232000000,None,None,626000000,2.555,0.0288,-0.882,0.19,1202000000,1828000000,0.92,2023-03-31,17.33,1602000000,5667000000.0,4442000000,947000000,34000000,337000000,337000000,None,310000000,None,315000000,None,None,25206000000,None,16895000000,913000000,None,None,None,0.145,3380000000,1062000000,1123000000,3251000000,None,15468000000,None,1.904,1.857,4.218,0.158,50444000000,2025-11-05,quarterly,1.11,USD,pre-market,None,14796000000,0.0185,0.0677,0.135,21.15,None,29463000000,4257000000,10000000,81.2,91.17,20.6522,80549000000,5204000000,9630000000,50304000000,75345000000,40674000000,11512000000,27687000000,27.26,None,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,None,0.733,47.74,None,370000000,370000000,12160000000,632296000,None,7070000000,7070000000,1994000000,None,4371000000,3487000000,None,None,626000000,2.555,0.0288,-0.882,0.19,1202000000,1828000000,0.92,2022-12-31,17.33,1602000000,5667000000.0,4442000000,947000000,34000000,344000000,344000000,None,310000000,None,403000000,None,None,24548000000,None,16821000000,913000000,None,None,None,0.145,3380000000,1062000000,1652000000,3486000000,None,565000000,None,1.904,1.857,4.218,0.158,48437000000,2025-11-05,quarterly,1.11,USD,pre-market,None,14201000000,0.0185,0.0677,0.135,21.15,None,28919000000,4371000000,251000000,81.2,91.17,20.6522,78574000000,5912000000,9899000000,49318000000,72662000000,39419000000,11512000000,27135000000,27.26,None,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,None,0.733,47.74,None,685000000,685000000,12138000000,632174000,None,7070000000,7070000000,1919000000,None,2755000000,2330000000,None,None,626000000,2.555,0.0288,-0.882,0.19,1202000000,1828000000,0.92,2022-09-30,17.33,1602000000,5667000000.0,4442000000,947000000,34000000,350000000,350000000,None,310000000,None,506000000,None,None,23830000000,None,16560000000,913000000,None,None,None,0.145,3380000000,1062000000,944000000,3145000000,None,14608000000,None,1.904,1.857,4.218,0.158,47104000000,2025-11-05,quarterly,1.11,USD,pre-market,None,14123000000,0.0185,0.0677,0.135,21.15,None,26585000000,2755000000,248000000,81.2,91.17,20.6522,75563000000,4465000000,7836000000,46274000000,71098000000,38438000000,11512000000,27050000000,27.26,None,95.03,60.49
2025-12-28,SRE,3.25,13711000000.0,27.26,None,0.733,47.74,None,1931000000,1931000000,12121000000,631734000,None,7070000000,7070000000,1604000000,None,1258000000,2881000000,None,None,626000000,2.555,0.0288,-0.882,0.19,1202000000,1828000000,0.92,2022-06-30,17.33,1602000000,5667000000.0,4442000000,947000000,34000000,357000000,357000000,None,310000000,None,377000000,None,None,24661000000,None,16273000000,913000000,None,None,None,0.145,3380000000,1062000000,713000000,4673000000,None,14318000000,None,1.904,1.857,4.218,0.158,45982000000,2025-11-05,quarterly,1.11,USD,pre-market,None,13998000000,0.0185,0.0677,0.135,21.15,None,25919000000,1258000000,-14481000000,81.2,91.17,20.6522,75582000000,5902000000,7550000000,46529000000,69680000000,38979000000,11512000000,26861000000,27.26,None,95.03,60.49
