date,symbol,eps,revenue_ttm,accumulateddepreciationamortizationppe,beta,book_value,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,price_to_book,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,treasurystock,week_52_high,week_52_low
2025-12-28,PHVS,-3.42,0.0,,-2.8,5.66,,,,,,,,,,,,,,,None,None,None,,,,,,None,3061,,,,,0.0,0.0755,-11843144,-11840083,-0.6755,2021-03-31,,0.0,None,-6024288,18589,,,None,None,None,,None,,,,,-6042877,-6042877,None,None,0.0,,11843144,-11843144,,,,,None,,,,,4.544,,,,,,,,0.0,,,2025-11-12,quarterly,-0.6,EUR,pre-market,8071451,,-0.321,-0.538,0.0,0.0,3771693,,,,20.38,24.18,11.1769,,,,,,,0,,,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,,-2.8,5.66,,,,,,,,,,,,,,,None,None,None,,,,,,None,2583,,,,,0.0,0.0755,-9944208,-9941625,-0.6755,2020-12-31,,0.0,None,-10647159,-83251,,,None,None,None,,None,,,,,-10563908,-10563908,None,None,0.0,,9761398,-10647159,,,,,None,,,,,4.544,,,,,,,,0.0,,,2025-11-12,quarterly,-0.6,EUR,pre-market,7710115,,-0.321,-0.538,0.0,0.0,2051283,,,,20.38,24.18,11.1769,,,,,,,0,,,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,,-2.8,5.66,,,,,,,,,,,,,,,None,None,None,,,,,,None,2155,,,,,0.0,0.0755,-6273499,-6271344,-0.6755,2020-09-30,,0.0,None,-6399837,126338,,,None,None,None,,None,,,,,-6399837,-6399837,None,None,0.0,,6273499,-6273499,,,,,None,,,,,4.544,,,,,,,,0.0,,,2025-11-12,quarterly,-0.6,EUR,pre-market,5062742,,-0.321,-0.538,0.0,0.0,1210757,,,,20.38,24.18,11.1769,,,,,,,0,,,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,,-2.8,5.66,,,,,,,,,,,,,,,None,None,None,,,,,,None,1558,,,,,0.0,0.0755,-5725733,-5724175,-0.6755,2020-06-30,,0.0,None,-5745424,19691,,,None,None,None,,None,,,,,-5745424,-5745424,None,None,0.0,,5725733,-5725733,,,,,None,,,,,4.544,,,,,,,,0.0,,,2025-11-12,quarterly,-0.6,EUR,pre-market,4331843,,-0.321,-0.538,0.0,0.0,1393890,,,,20.38,24.18,11.1769,,,,,,,0,,,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,,-2.8,5.66,,,,,,,,,,,,,,,None,None,None,,,,,,None,1105,,,,,0.0,0.0755,-3245962,-3244857,-0.6755,2020-03-31,,0.0,None,-3276535,30573,,,None,None,None,,None,,,,,-3276535,-3276535,None,None,0.0,,3245962,-3245962,,,,,None,,,,,4.544,,,,,,,,0.0,,,2025-11-12,quarterly,-0.6,EUR,pre-market,2403401,,-0.321,-0.538,0.0,0.0,842561,,,,20.38,24.18,11.1769,,,,,,,0,,,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,,-2.8,5.66,,,,,,,,,,,,,,,None,489.36,489.36,,,,,,None,489.36,,,,,0.0,0.0755,-3828927.36,-3828438,-0.6755,2019-12-31,,0.0,-489.36,-3828929,12954,,,None,None,None,,None,,,,,-3828929,-3458386,None,None,0.0,,3814098,-3814587,,,,,None,,,,,4.544,,,,,,,,0.0,,,2025-11-12,quarterly,-0.6,EUR,pre-market,2800724,,-0.321,-0.538,0.0,0.0,915747,,,,20.38,24.18,11.1769,,,,,,,0,,,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,,-2.8,5.66,,,,,,,,,,,,,,,None,None,None,,,,,,None,-4220.25,,,,,0.0,0.0755,-2002570.25,-2006790.50,-0.6755,2019-09-30,,0.0,None,-2006790.50,4220.25,,,None,None,None,,None,,,,,-2011010.75,None,None,None,0.0,,-2002570.25,-2002570.25,,,,,None,,,,,4.544,,,,,,,,0.0,,,2025-11-12,quarterly,-0.6,USD,pre-market,1421140,,-0.321,-0.538,0.0,0.0,581429,,,,20.38,24.18,11.1769,,,,,,,None,,,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,,-2.8,5.66,,,,,,,,,,,,,,,None,None,None,,,,,,None,-4220.25,,,,,0.0,0.0755,-2002570.25,-2006790.50,-0.6755,2019-06-30,,0.0,None,-2006790.50,4220.25,,,None,None,None,,None,,,,,-2011010.75,None,None,None,0.0,,-2002570.25,-2002570.25,,,,,None,,,,,4.544,,,,,,,,0.0,,,2025-11-12,quarterly,-0.6,USD,pre-market,1421140,,-0.321,-0.538,0.0,0.0,581429,,,,20.38,24.18,11.1769,,,,,,,None,,,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,,-2.8,5.66,,,,,,,,,,,,,,,None,None,None,,,,,,None,-4220.25,,,,,0.0,0.0755,-2002570.25,-2006790.50,-0.6755,2019-03-31,,0.0,None,-2006790.50,4220.25,,,None,None,None,,None,,,,,-2011010.75,None,None,None,0.0,,-2002570.25,-2002570.25,,,,,None,,,,,4.544,,,,,,,,0.0,,,2025-11-12,quarterly,-0.6,USD,pre-market,1421140,,-0.321,-0.538,0.0,0.0,581429,,,,20.38,24.18,11.1769,,,,,,,None,,,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,,-2.8,5.66,,,,,,,,,,,,,,,None,None,None,,,,,,None,-95,,,,,0.0,0.0755,-1078383.50,-1078478.50,-0.6755,2018-12-31,,0.0,None,-1078478.50,95,,,None,None,None,,None,,,,,-1078573.50,None,None,None,0.0,,-1078383.50,-1078383.50,,,,,None,,,,,4.544,,,,,,,,0.0,,,2025-11-12,quarterly,-0.6,USD,pre-market,911353,,-0.321,-0.538,0.0,0.0,167030,,,,20.38,24.18,11.1769,,,,,,,None,,,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,,-2.8,5.66,,,,,,,,,,,,,,,None,None,None,,,,,,None,-95,,,,,0.0,0.0755,-1078383.50,-1078478.50,-0.6755,2018-09-30,,0.0,None,-1078478.50,95,,,None,None,None,,None,,,,,-1078573.50,None,None,None,0.0,,-1078383.50,-1078383.50,,,,,None,,,,,4.544,,,,,,,,0.0,,,2025-11-12,quarterly,-0.6,USD,pre-market,911353,,-0.321,-0.538,0.0,0.0,167030,,,,20.38,24.18,11.1769,,,,,,,None,,,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,,-2.8,5.66,,,,,,,,,,,,,,,None,None,None,,,,,,None,-95,,,,,0.0,0.0755,-1078383.50,-1078478.50,-0.6755,2018-06-30,,0.0,None,-1078478.50,95,,,None,None,None,,None,,,,,-1078573.50,None,None,None,0.0,,-1078383.50,-1078383.50,,,,,None,,,,,4.544,,,,,,,,0.0,,,2025-11-12,quarterly,-0.6,USD,pre-market,911353,,-0.321,-0.538,0.0,0.0,167030,,,,20.38,24.18,11.1769,,,,,,,None,,,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,,-2.8,5.66,,,,,,,,,,,,,,,None,None,None,,,,,,None,-95,,,,,0.0,0.0755,-1078383.50,-1078478.50,-0.6755,2018-03-31,,0.0,None,-1078478.50,95,,,None,None,None,,None,,,,,-1078573.50,None,None,None,0.0,,-1078383.50,-1078383.50,,,,,None,,,,,4.544,,,,,,,,0.0,,,2025-11-12,quarterly,-0.6,USD,pre-market,911353,,-0.321,-0.538,0.0,0.0,167030,,,,20.38,24.18,11.1769,,,,,,,None,,,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,,-2.8,5.66,,,,,,,,,,,,,,,None,None,None,,,,,,None,95000,,,,,0.0,0.0755,-145688000,-145593000,-0.6755,2024-12-31,,0.0,None,-132396000,1825024,,,None,None,None,,None,,,,,-134221000,-134221527,5422550,None,0.0,,145688167,-145688167,,,,,None,,,,,4.544,,,,,,,,0.0,,,2025-11-12,annual,-0.6,EUR,pre-market,98563529,,-0.321,-0.538,0.0,0.0,46724638,,,,20.38,24.18,11.1769,,,,,,,0,,,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,,-2.8,5.66,,,,,,,,,,,,,,,None,252271,252271,,,,,,None,257551,,,,,0.0,0.0755,-96913620,-96656069,-0.6755,2023-12-31,,0.0,-252271,-99826263,1048805,,,None,20055,None,,None,,,,,-100875068,-107324073,212720,None,0.0,,96913620,-96913620,,,,,None,,,,,4.544,,,,,,,,0.0,,,2025-11-12,annual,-0.6,EUR,pre-market,65575030,,-0.321,-0.538,0.0,0.0,31338590,,,,20.38,24.18,11.1769,,,,,,,0,,,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,,-2.8,5.66,,,,,,,,,,,,,,,None,150186,150186,,,,,,None,152941,,,,,0.0,0.0755,-86714608,-86561667,-0.6755,2022-12-31,,0.0,-150186,-75653470,679087,,,None,16105,None,,None,,,,,-76332557,-76332557,-39254,None,0.0,,86714608,-86714608,,,,,None,,,,,4.544,,,,,,,,0.0,,,2025-11-12,annual,-0.6,EUR,pre-market,57375574,,-0.321,-0.538,0.0,0.0,29039034,,,,20.38,24.18,11.1769,,,,,,,0,,,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,,-2.8,5.66,,,,,,,,,,,,,,,None,80456,80456,,,,,,None,77370,,,,,0.0,0.0755,-54138626,-54061256,-0.6755,2021-12-31,,0.0,-80456,-42660662,70117,,,None,278181,None,,None,,,,,-42730779,-42730779,-282505,None,0.0,,54138626,-54138626,,,,,None,,,,,4.544,,,,,,,,0.0,,,2025-11-12,annual,-0.6,EUR,pre-market,35789166,,-0.321,-0.538,0.0,0.0,18349460,,,,20.38,24.18,11.1769,,,,,,,0,,,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,,-2.8,5.66,,,,,,,,,,,,,,,None,8436.95,8436.95,,,,,,None,8436.95,,,,,0.0,0.0755,-29717944.95,-29709508,-0.6755,2020-12-31,,0.0,-8436.95,-29717941,-94904,,,None,92470,None,,None,,,,,-29623037,-25985704,-98678,None,0.0,,28498438,-28506875,,,,,None,,,,,4.544,,,,,,,,0.0,,,2025-11-12,annual,-0.6,EUR,pre-market,22238736,,-0.321,-0.538,0.0,0.0,5498491,,,,20.38,24.18,11.1769,,,,,,,0,,,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,,-2.8,5.66,,,,,,,,,,,,,,,None,614.47,614.47,,,,,,None,614.47,,,,,0.0,0.0755,-8984385.47,-8983771,-0.6755,2019-12-31,,0.0,-614.47,-8984390,16881,,,None,4377,None,,None,,,,,-8984390,-8027162,None,None,0.0,,8964881,-8965496,,,,,None,,,,,4.544,,,,,,,,0.0,,,2025-11-12,annual,-0.6,EUR,pre-market,6362438,,-0.321,-0.538,0.0,0.0,2325719,,,,20.38,24.18,11.1769,,,,,,,0,,,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,,-2.8,5.66,,,,,,,,,,,,,,,None,None,None,,,,,,None,-380,,,,,0.0,0.0755,-4313534,-4313914,-0.6755,2018-12-31,,0.0,None,-4313914,380,,,None,0,None,,None,,,,,-4314294,-4313914,0,None,0.0,,4313534,-4313534,,,,,None,,,,,4.544,,,,,,,,0.0,,,2025-11-12,annual,-0.6,EUR,pre-market,3645413,,-0.321,-0.538,0.0,0.0,668121,,,,20.38,24.18,11.1769,,,,,,,0,,,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,,578657,329285629,329285629,,,,,,,,,7795134,62255988,None,None,None,2548047,None,None,2937149,None,None,-380,,,,,0.0,0.0755,-4313534,-4313914,-0.6755,2025-09-30,None,0.0,None,-4313914,380,None,None,None,0,None,None,None,None,None,None,None,-4314294,-4313914,0,None,0.0,,4313534,-4313534,4964146,22679349,None,None,None,,,,,4.544,,,,,,,,0.0,,None,2025-11-12,quarterly,-0.6,EUR,pre-market,3645413,-532376121,-0.321,-0.538,0.0,0.0,668121,578657,137617,None,20.38,24.18,11.1769,338896201,337186924,26214521,26655561,1709277,441040,0,312240640,None,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,,634150,199571685,199571685,,,,,,,,,6568445,54688182,None,None,None,4859249,None,None,2597208,None,None,-380,,,,,0.0,0.0755,-4313534,-4313914,-0.6755,2025-06-30,None,0.0,None,-4313914,380,None,None,None,0,None,None,None,None,None,None,None,-4314294,-4313914,0,None,0.0,,4313534,-4313534,6004953,19400357,None,None,None,,,,,4.544,,,,,,,,0.0,,None,2025-11-12,quarterly,-0.6,EUR,pre-market,3645413,-494944426,-0.321,-0.538,0.0,0.0,668121,634150,161544,None,20.38,24.18,11.1769,209810326,208173846,25001828,25474434,1636480,472606,0,184335892,None,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,,740978,236495937,236495937,,,,,,,,,6539177,54519000,None,None,None,4225946,None,None,2643284,None,None,-380,,,,,0.0,0.0755,-4313534,-4313914,-0.6755,2025-03-31,None,0.0,None,-4313914,380,None,None,None,0,None,None,None,None,None,None,None,-4314294,-4313914,0,None,0.0,,4313534,-4313534,7041689,17164137,None,None,None,,,,,4.544,,,,,,,,0.0,,None,2025-11-12,quarterly,-0.6,EUR,pre-market,3645413,-448705050,-0.321,-0.538,0.0,0.0,668121,740978,194599,None,20.38,24.18,11.1769,248064041,246180910,22178719,22725098,1883131,546379,0,225338943,None,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,,861470,280728037,280728037,,,,,,,,,None,54379491,None,None,None,4562900,None,None,None,None,None,-380,,,,,0.0,0.0755,-4313534,-4313914,-0.6755,2024-12-31,None,0.0,None,-4313914,380,None,None,None,0,None,None,None,None,None,None,None,-4314294,-4313914,0,None,0.0,,4313534,-4313534,None,None,None,None,None,,,,,4.544,,,,,,,,0.0,,None,2025-11-12,quarterly,-0.6,EUR,pre-market,3645413,-402255007,-0.321,-0.538,0.0,0.0,668121,None,None,None,20.38,24.18,11.1769,291374765,289419576,22974981,23614024,1955189,639043,0,267760741,None,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,,116939,305193115,305193115,,,,,,,,,6507973,54070000,None,None,None,4195854,None,None,2730165,None,None,-380,,,,,0.0,0.0755,-4313534,-4313914,-0.6755,2024-09-30,None,0.0,None,-4313914,380,None,None,None,0,None,None,None,None,None,None,None,-4314294,-4313914,0,None,0.0,,4313534,-4313534,4353384,12075642,None,None,None,,,,,4.544,,,,,,,,0.0,,None,2025-11-12,quarterly,-0.6,EUR,pre-market,3645413,-366750138,-0.321,-0.538,0.0,0.0,668121,116939,99439,None,20.38,24.18,11.1769,313175462,312276664,16370935,16388435,898798,17500,0,296787027,None,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,,140378,343574386,343574386,,,,,,,,,6480925,53939597,None,None,None,2968446,None,None,1610893,None,None,-380,,,,,0.0,0.0755,-4313534,-4313914,-0.6755,2024-06-30,None,0.0,None,-4313914,380,None,None,None,0,None,2,None,None,None,None,None,-4314294,-4313914,0,None,0.0,,4313534,-4313534,5921334,15857612,None,None,None,,,,,4.544,,,,,,,,0.0,,None,2025-11-12,quarterly,-0.6,EUR,pre-market,3645413,-324767645,-0.321,-0.538,0.0,0.0,668121,140378,96628,202079,20.38,24.18,11.1769,351845766,351106613,19033291,19077041,739153,43750,0,332768725,None,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,,190461,368342168,368342168,,,,,,,,,6458005,53816707,None,None,None,5558487,None,None,842599,None,None,-380,,,,,0.0,0.0755,-4313534,-4313914,-0.6755,2024-03-31,None,0.0,None,-4313914,380,None,None,None,0,None,7322312,None,None,None,None,None,-4314294,-4313914,0,None,0.0,,4313534,-4313534,7593379,12149527,None,None,None,,,,,4.544,,,,,,,,0.0,,None,2025-11-12,quarterly,-0.6,EUR,pre-market,3645413,-294017604,-0.321,-0.538,0.0,0.0,668121,190461,120461,None,20.38,24.18,11.1769,377595207,376778146,18356547,18426547,817061,70000,0,359168660,None,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,,238905,391231637,391231637,,,,,,,,,None,52290212,None,None,None,2909725,None,None,None,None,None,-380,,,,,0.0,0.0755,-4313534,-4313914,-0.6755,2023-12-31,None,0.0,None,-4313914,380,None,None,None,0,None,None,None,None,None,None,None,-4314294,-4313914,0,None,0.0,,4313534,-4313534,620815,None,None,None,None,,,,,4.544,,,,,,,,0.0,,None,2025-11-12,quarterly,-0.6,EUR,pre-market,3645413,-265918628,-0.321,-0.538,0.0,0.0,668121,None,None,None,20.38,24.18,11.1769,398694465,397851365,14602498,14646062,843100,43564,0,384048403,None,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,,291348,158358730,158358730,,,,,,,,,4918041,40909957,None,None,None,3605346,None,None,329999,None,None,-380,,,,,0.0,0.0755,-4313534,-4313914,-0.6755,2023-09-30,None,0.0,None,-4313914,380,None,None,None,0,None,8992217,None,None,None,None,None,-4314294,-4313914,0,None,0.0,,4313534,-4313534,9852089,11485255,None,None,None,,,,,4.544,,,,,,,,0.0,,495957,2025-11-12,quarterly,-0.6,EUR,pre-market,3645413,-232612994,-0.321,-0.538,0.0,0.0,668121,291348,195341,None,20.38,24.18,11.1769,169339425,168540818,16114842,16210849,798607,96007,0,153128576,None,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,,338428,179188759,179188759,,,,,,,,,4898751,34556017,None,None,None,4648105,None,None,334299,None,None,-380,,,,,0.0,0.0755,-4313534,-4313914,-0.6755,2023-06-30,None,0.0,None,-4313914,380,None,None,None,0,None,8533998,None,None,None,None,None,-4314294,-4313914,0,None,0.0,,4313534,-4313534,948475,10240917,None,None,None,,,,,4.544,,,,,,,,0.0,,None,2025-11-12,quarterly,-0.6,EUR,pre-market,3645413,-208863367,-0.321,-0.538,0.0,0.0,668121,338428,228120,None,20.38,24.18,11.1769,189743422,189005531,15902547,16012855,737891,110308,0,173730567,None,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,,386518,135181223,135181223,,,,,,,,,4059724,33823924,None,None,None,7406237,None,None,394082,None,None,-380,,,,,0.0,0.0755,-4313534,-4313914,-0.6755,2023-03-31,None,0.0,None,-4313914,380,None,None,None,0,None,10858680,None,None,None,None,None,-4314294,-4313914,0,None,0.0,,4313534,-4313534,695718,9883925,None,None,None,,,,,4.544,,,,,,,,0.0,,None,2025-11-12,quarterly,-0.6,EUR,pre-market,3645413,-186852641,-0.321,-0.538,0.0,0.0,668121,386518,228120,None,20.38,24.18,11.1769,147800641,147129703,18494584,18652982,670938,158398,0,129147659,None,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,,436822,161837429,161837429,,,,,,,,,4057976,33585976,None,None,None,5979168,None,None,382468,None,None,-380,,,,,0.0,0.0755,-4313534,-4313914,-0.6755,2022-12-31,None,0.0,None,-4313914,380,None,None,None,0,None,4044255,None,None,None,None,None,-4314294,-4313914,0,None,0.0,,4313534,-4313534,582589,12057963,None,None,None,,,,,4.544,,,,,,,,0.0,,626439,2025-11-12,quarterly,-0.6,EUR,pre-market,3645413,-164188892,-0.321,-0.538,0.0,0.0,668121,436822,187404,None,20.38,24.18,11.1769,167732983,166846741,18224535,18473953,886242,249418,0,149259030,None,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,,198821,197729000,197729000,,,,,,,,,4054529,33785026,None,None,None,6366190,None,None,518,None,None,-380,,,,,0.0,0.0755,-4313534,-4313914,-0.6755,2022-09-30,None,0.0,None,-4313914,380,None,None,None,0,None,3597987,None,None,None,None,None,-4314294,-4313914,0,None,0.0,,4313534,-4313534,4874482,11245777,None,None,None,,,,,4.544,,,,,,,,0.0,,377948,2025-11-12,quarterly,-0.6,EUR,pre-market,3645413,-124913000,-0.321,-0.538,0.0,0.0,668121,198821,112287,None,20.38,24.18,11.1769,202982000,202604000,17724253,17811000,378000,86746,0,185171000,None,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,,212865,201383000,201383000,,,,,,,,,4051916,33582171,None,None,None,3681792,None,None,7920,None,None,-380,,,,,0.0,0.0755,-4313534,-4313914,-0.6755,2022-06-30,None,0.0,None,-4313914,380,None,None,None,0,None,3991672,None,None,None,None,None,-4314294,-4313914,0,None,0.0,,4313534,-4313534,4999080,12274682,None,None,None,,,,,4.544,,,,,,,,0.0,,352560,2025-11-12,quarterly,-0.6,EUR,pre-market,3645413,-116237000,-0.321,-0.538,0.0,0.0,668121,212865,110772,None,20.38,24.18,11.1769,206742000,206390000,16067246,16169000,352000,101754,0,190573000,None,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,,224339,194774000,194774000,,,,,,,,,3978286,33135821,None,None,None,2854098,None,None,6641,None,None,-380,,,,,0.0,0.0755,-4313534,-4313914,-0.6755,2022-03-31,None,0.0,None,-4313914,380,None,None,None,0,None,4760906,None,None,None,None,None,-4314294,-4313914,0,None,0.0,,4313534,-4313534,6001359,7163909,None,None,None,,,,,4.544,,,,,,,,0.0,,349686,2025-11-12,quarterly,-0.6,EUR,pre-market,3645413,-103595000,-0.321,-0.538,0.0,0.0,668121,224339,101832,None,20.38,24.18,11.1769,201132000,200782000,10119839,10243000,350000,123161,0,190889000,None,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,,250184,209353000,209353000,,,,,,,,,3978227,33135821,None,None,None,2125511,None,None,8451,None,None,-380,,,,,0.0,0.0755,-4313534,-4313914,-0.6755,2021-12-31,None,0.0,None,-4313914,380,None,None,None,0,None,1507753,None,None,None,None,None,-4314294,-4313914,0,None,0.0,,4313534,-4313534,2204549,4761300,None,-1,None,,,,,4.544,,,,,,,,0.0,,351350,2025-11-12,quarterly,-0.6,EUR,pre-market,3645413,-87568401,-0.321,-0.538,0.0,0.0,668121,250184,99432,None,20.38,24.18,11.1769,212090000,211566000,6986243,7137000,524000,150757,0,204953000,None,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,,274345,218595778,218595778,,,,,,,,,3975432,33128593,None,None,None,3372341,None,None,632367,None,None,-380,,,,,0.0,0.0755,-4313534,-4313914,-0.6755,2021-09-30,None,0.0,None,-4313914,380,None,None,None,0,None,3379862,None,None,None,None,None,-4314294,-4313914,0,None,0.0,,4313534,-4313534,5712,3646681,None,None,None,,,,,4.544,,,,,,,,0.0,,351350,2025-11-12,quarterly,-0.6,EUR,pre-market,3645413,-75078406,-0.321,-0.538,0.0,0.0,668121,274345,102879,None,20.38,24.18,11.1769,223091235,222613719,7493157,7664623,477516,171466,0,215426612,None,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,,285918,224317740,224317740,,,,,,,,,3975432,33126351,None,None,None,2898423,None,None,712765,None,None,-380,,,,,0.0,0.0755,-4313534,-4313914,-0.6755,2021-06-30,None,0.0,None,-4313914,380,None,None,None,0,None,4225841,None,None,None,None,None,-4314294,-4313914,0,None,0.0,,4313534,-4313534,5627,3964652,None,None,None,,,,,4.544,,,,,,,,0.0,,360802,2025-11-12,quarterly,-0.6,EUR,pre-market,3645413,-65937407,-0.321,-0.538,0.0,0.0,668121,285918,96633,None,20.38,24.18,11.1769,229725349,229261973,7307658,7496943,463376,189285,0,222228406,None,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,,None,238323000,238323000,,,,,,,,,3971352,31822814,None,None,None,3884617,None,None,569578,None,None,-380,,,,,0.0,0.0755,-4313534,-4313914,-0.6755,2021-03-31,None,0.0,None,-4313914,380,None,None,None,0,None,540701,None,None,None,None,None,-4314294,-4313914,0,None,0.0,,4313534,-4313534,5650000,4567234,None,None,None,,,,,4.544,,,,,,,,0.0,,55507,2025-11-12,quarterly,-0.6,EUR,pre-market,3645413,-50734634,-0.321,-0.538,0.0,0.0,668121,None,None,None,20.38,24.18,11.1769,244028000,243973000,8451851,8451000,55000,-851,0,235577000,None,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,,None,98628871,98628871,,,,,,,,,235693,9104630,None,None,None,846952,None,None,569578,None,None,-380,,,,,0.0,0.0755,-4313534,-4313914,-0.6755,2020-12-31,None,0.0,None,-4313914,380,None,None,None,0,None,540701,None,None,None,None,None,-4314294,-4313914,0,None,0.0,,4313534,-4313534,1212626,4466837,None,None,None,,,,,4.544,,,,,,,,0.0,,48503,2025-11-12,quarterly,-0.6,EUR,pre-market,3645413,-44459954,-0.321,-0.538,0.0,0.0,668121,None,None,None,20.38,24.18,11.1769,101099618,100951776,5313789,5313789,147842,846952,0,95785829,None,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,,None,41948476,41948476,,,,,,,,,177430,31839776,None,None,None,2729473,None,None,557571,None,None,-380,,,,,0.0,0.0755,-4313534,-4313914,-0.6755,2020-09-30,None,0.0,None,-4313914,380,None,None,None,0,None,None,None,None,None,None,None,-4314294,-4313914,0,None,0.0,,4313534,-4313534,504438,1544535,None,None,None,,,,,4.544,,,,,,,,0.0,,None,2025-11-12,quarterly,-0.6,EUR,pre-market,3645413,-33754742,-0.321,-0.538,0.0,0.0,668121,None,None,None,20.38,24.18,11.1769,43054251,43010485,4364129,4364129,43766,2729473,0,38690122,None,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,,None,24657217,24657217,,,,,,,,,58923,31839776,None,None,None,211738,None,None,142394,None,None,-380,,,,,0.0,0.0755,-4313534,-4313914,-0.6755,2020-06-30,None,0.0,None,-4313914,380,None,None,None,0,None,2,None,None,None,None,None,-4314294,-4313914,0,None,0.0,,4313534,-4313534,438331,1116709,None,None,None,,,,,4.544,,,,,,,,0.0,,None,2025-11-12,quarterly,-0.6,USD,pre-market,3645413,-11114988.50,-0.321,-0.538,0.0,0.0,668121,None,None,None,20.38,24.18,11.1769,25274904,25237944,1328447,1328447,36960,211738,0,23946457,None,29.8,11.51
