date,symbol,eps,revenue_ttm,accumulateddepreciationamortizationppe,beta,book_value,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,price_to_book,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,treasurystock,week_52_high,week_52_low
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,,None,-20326372,-20326372,,,,,,,,,58923,31839776,None,None,None,211738,None,None,142394.50,None,None,-380,,,,,0.0,0.0755,-4313534,-4313914,-0.6755,2020-03-31,None,0.0,None,-4313914,380,None,None,None,0,None,-580726.25,None,None,None,None,None,-4314294,-4313914,0,None,0.0,,4313534,-4313534,438331.75,1116709,None,None,None,,,,,4.544,,,,,,,,0.0,,None,2025-11-12,quarterly,-0.6,EUR,pre-market,3645413,-11114988.50,-0.321,-0.538,0.0,0.0,668121,None,None,40652744,20.38,24.18,11.1769,25274904,20326372,1328447,1328447,-20326372,211738,0,18673547,None,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,,None,20326372,20326372,,,,,,,,,48500,31839776,None,None,None,509948,None,None,210843,None,None,-380,,,,,0.0,0.0755,-4313534,-4313914,-0.6755,2019-12-31,None,0.0,None,-4313914,380,None,None,None,0,None,None,None,None,None,None,None,-4314294,-4313914,0,None,0.0,,4313534,-4313534,258379,1414182,None,None,None,,,,,4.544,,,,,,,,0.0,,12927,2025-11-12,quarterly,-0.6,EUR,pre-market,3645413,-18474250,-0.321,-0.538,0.0,0.0,668121,None,None,None,20.38,24.18,11.1769,20597678,20584751,1924130,1924130,12927,0,0,18673547,None,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,,None,5081593,5081593,,,,,,,,,32740,31839776,None,None,None,127487,None,None,52710,None,None,-380,,,,,0.0,0.0755,-4313534,-4313914,-0.6755,2019-09-30,None,0.0,None,-4313914,380,None,None,None,0,None,None,None,None,None,None,None,-4314294,-4313914,0,None,0.0,,4313534,-4313534,11884,353545,None,None,None,,,,,4.544,,,,,,,,0.0,,None,2025-11-12,quarterly,-0.6,USD,pre-market,3645413,-4618562.50,-0.321,-0.538,0.0,0.0,668121,None,None,None,20.38,24.18,11.1769,5149419,5146187,481032,481032,3231.75,127487,0,4668387,None,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,,None,5081593,5081593,,,,,,,,,32740,31839776,None,None,None,127487,None,None,52710,None,None,-380,,,,,0.0,0.0755,-4313534,-4313914,-0.6755,2019-06-30,None,0.0,None,-4313914,380,None,None,None,0,None,None,None,None,None,None,None,-4314294,-4313914,0,None,0.0,,4313534,-4313534,11884,353545,None,None,None,,,,,4.544,,,,,,,,0.0,,None,2025-11-12,quarterly,-0.6,USD,pre-market,3645413,-4618562.50,-0.321,-0.538,0.0,0.0,668121,None,None,None,20.38,24.18,11.1769,5149419,5146187,481032,481032,3231.75,127487,0,4668387,None,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,,None,5081593,5081593,,,,,,,,,32740,31839776,None,None,None,127487,None,None,52710,None,None,-380,,,,,0.0,0.0755,-4313534,-4313914,-0.6755,2019-03-31,None,0.0,None,-4313914,380,None,None,None,0,None,None,None,None,None,None,None,-4314294,-4313914,0,None,0.0,,4313534,-4313534,11884,353545,None,None,None,,,,,4.544,,,,,,,,0.0,,None,2025-11-12,quarterly,-0.6,USD,pre-market,3645413,-4618562.50,-0.321,-0.538,0.0,0.0,668121,None,None,None,20.38,24.18,11.1769,5149419,5146187,481032,481032,3231.75,127487,0,4668387,None,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,,None,1346333,1346333,,,,,,,,,25232,31839776,None,None,None,61589,None,None,6605.75,None,None,-380,,,,,0.0,0.0755,-4313534,-4313914,-0.6755,2018-12-31,None,0.0,None,-4313914,380,None,None,None,0,None,None,None,None,None,None,None,-4314294,-4313914,0,None,0.0,,4313534,-4313534,5655.25,58746,None,None,None,,,,,4.544,,,,,,,,0.0,,None,2025-11-12,quarterly,-0.6,USD,pre-market,3645413,-2611772,-0.321,-0.538,0.0,0.0,668121,None,None,None,20.38,24.18,11.1769,1358594,1358594,120335,120335,None,61589,0,1238259,None,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,,None,1346333,1346333,,,,,,,,,25232,31839776,None,None,None,61589,None,None,6605.75,None,None,-380,,,,,0.0,0.0755,-4313534,-4313914,-0.6755,2018-09-30,None,0.0,None,-4313914,380,None,None,None,0,None,None,None,None,None,None,None,-4314294,-4313914,0,None,0.0,,4313534,-4313534,5655.25,58746,None,None,None,,,,,4.544,,,,,,,,0.0,,None,2025-11-12,quarterly,-0.6,USD,pre-market,3645413,-2611772,-0.321,-0.538,0.0,0.0,668121,None,None,None,20.38,24.18,11.1769,1358594,1358594,120335,120335,None,61589,0,1238259,None,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,,None,1346333,1346333,,,,,,,,,25232,31839776,None,None,None,61589,None,None,6605.75,None,None,-380,,,,,0.0,0.0755,-4313534,-4313914,-0.6755,2018-06-30,None,0.0,None,-4313914,380,None,None,None,0,None,None,None,None,None,None,None,-4314294,-4313914,0,None,0.0,,4313534,-4313534,5655.25,58746,None,None,None,,,,,4.544,,,,,,,,0.0,,None,2025-11-12,quarterly,-0.6,USD,pre-market,3645413,-2611772,-0.321,-0.538,0.0,0.0,668121,None,None,None,20.38,24.18,11.1769,1358594,1358594,120335,120335,None,61589,0,1238259,None,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,,None,1346333,1346333,,,,,,,,,25232,31839776,None,None,None,61589,None,None,6605.75,None,None,-380,,,,,0.0,0.0755,-4313534,-4313914,-0.6755,2018-03-31,None,0.0,None,-4313914,380,None,None,None,0,None,None,None,None,None,None,None,-4314294,-4313914,0,None,0.0,,4313534,-4313534,5655.25,58746,None,None,None,,,,,4.544,,,,,,,,0.0,,None,2025-11-12,quarterly,-0.6,USD,pre-market,3645413,-2611772,-0.321,-0.538,0.0,0.0,668121,None,None,None,20.38,24.18,11.1769,1358594,1358594,120335,120335,None,61589,0,1238259,None,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,,None,1198783,1198783,,,,,,,,,25232,None,None,None,None,15118,None,None,264,None,None,-380,,,,,0.0,0.0755,-4313534,-4313914,-0.6755,2017-12-31,None,0.0,None,-4313914,380,None,None,None,0,None,None,None,None,None,None,None,-4314294,-4313914,0,None,0.0,,4313534,-4313534,None,19591,None,None,None,,,,,4.544,,,,,,,,0.0,,None,2025-11-12,quarterly,-0.6,USD,pre-market,3645413,-1533293.50,-0.321,-0.538,0.0,0.0,668121,None,None,None,20.38,24.18,11.1769,1199047,1199047,34709,34709,None,15118,0,1164338,None,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,,None,1198783,1198783,,,,,,,,,25232,None,None,None,None,15118,None,None,264,None,None,-380,,,,,0.0,0.0755,-4313534,-4313914,-0.6755,2017-09-30,None,0.0,None,-4313914,380,None,None,None,0,None,None,None,None,None,None,None,-4314294,-4313914,0,None,0.0,,4313534,-4313534,None,19591,None,None,None,,,,,4.544,,,,,,,,0.0,,None,2025-11-12,quarterly,-0.6,USD,pre-market,3645413,-1533293.50,-0.321,-0.538,0.0,0.0,668121,None,None,None,20.38,24.18,11.1769,1199047,1199047,34709,34709,None,15118,0,1164338,None,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,,None,1198783,1198783,,,,,,,,,25232,None,None,None,None,15118,None,None,264,None,None,-380,,,,,0.0,0.0755,-4313534,-4313914,-0.6755,2017-06-30,None,0.0,None,-4313914,380,None,None,None,0,None,None,None,None,None,None,None,-4314294,-4313914,0,None,0.0,,4313534,-4313534,None,19591,None,None,None,,,,,4.544,,,,,,,,0.0,,None,2025-11-12,quarterly,-0.6,USD,pre-market,3645413,-1533293.50,-0.321,-0.538,0.0,0.0,668121,None,None,None,20.38,24.18,11.1769,1199047,1199047,34709,34709,None,15118,0,1164338,None,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,,None,1198783,1198783,,,,,,,,,25232,None,None,None,None,15118,None,None,264,None,None,-380,,,,,0.0,0.0755,-4313534,-4313914,-0.6755,2017-03-31,None,0.0,None,-4313914,380,None,None,None,0,None,None,None,None,None,None,None,-4314294,-4313914,0,None,0.0,,4313534,-4313534,None,19591,None,None,None,,,,,4.544,,,,,,,,0.0,,None,2025-11-12,quarterly,-0.6,USD,pre-market,3645413,-1533293.50,-0.321,-0.538,0.0,0.0,668121,None,None,None,20.38,24.18,11.1769,1199047,1199047,34709,34709,None,15118,0,1164338,None,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,,861470,280728037,280728037,,,,,,,,,6525539,54021000,None,None,None,4562900,None,None,2944514,None,None,-380,,,,,0.0,0.0755,-4313534,-4313914,-0.6755,2024-12-31,None,0.0,None,-4313914,380,None,None,None,0,None,None,None,None,None,None,None,-4314294,-4313914,0,None,0.0,,4313534,-4313534,5747025,17588407,None,None,None,,,,,4.544,,,,,,,,0.0,,None,2025-11-12,annual,-0.6,EUR,pre-market,3645413,-402255007,-0.321,-0.538,0.0,0.0,668121,861470,222427,None,20.38,24.18,11.1769,291374765,289419576,22974981,23614024,1955189,639043,0,267760741,None,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,,238905,391231637,391231637,,,,,,,,,6274833,38391654,None,None,None,2909725,None,None,1039024,None,None,-380,,,,,0.0,0.0755,-4313534,-4313914,-0.6755,2023-12-31,None,0.0,None,-4313914,380,None,None,None,0,None,-322558,None,None,None,None,None,-4314294,-4313914,0,None,0.0,,4313534,-4313534,5580704,11067156,None,None,None,,,,,4.544,,,,,,,,0.0,,None,2025-11-12,annual,-0.6,EUR,pre-market,3645413,-265918628,-0.321,-0.538,0.0,0.0,668121,238905,195341,322558,20.38,24.18,11.1769,398694465,397851365,14602498,14646062,843100,43564,0,384048403,None,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,,436822,161837429,161837429,,,,,,,,,4057976,33585976,None,None,None,5979168,None,None,382468,None,None,-380,,,,,0.0,0.0755,-4313534,-4313914,-0.6755,2022-12-31,None,0.0,None,-4313914,380,None,None,None,0,None,4044255,None,None,None,None,None,-4314294,-4313914,0,None,0.0,,4313534,-4313534,582589,10890749,None,None,None,,,,,4.544,,,,,,,,0.0,,626439,2025-11-12,annual,-0.6,EUR,pre-market,3645413,-164188892,-0.321,-0.538,0.0,0.0,668121,436822,187404,None,20.38,24.18,11.1769,167732983,166846741,18224535,18473953,886242,249418,0,149259030,None,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,,250184,209353132,209353132,,,,,,,,,3978227,30411902,None,None,None,2125511,None,None,700079,None,None,-380,,,,,0.0,0.0755,-4313534,-4313914,-0.6755,2021-12-31,None,0.0,None,-4313914,380,None,None,None,0,None,1507753,None,None,None,None,None,-4314294,-4313914,0,None,0.0,,4313534,-4313534,1513452,4270083,None,-1,None,,,,,4.544,,,,,,,,0.0,,351350,2025-11-12,annual,-0.6,EUR,pre-market,3645413,-87568401,-0.321,-0.538,0.0,0.0,668121,250184,99432,None,20.38,24.18,11.1769,212090065,211566663,6986244,7136995,523402,150751,0,204953070,None,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,,0,98628871,98628871,,,,,,,,,235693,30519276,None,None,None,656448,None,None,569578,None,None,-380,,,,,0.0,0.0755,-4313534,-4313914,-0.6755,2020-12-31,None,0.0,None,-4313914,380,None,None,None,0,None,540701,None,None,None,None,None,-4314294,-4313914,0,None,0.0,,4313534,-4313534,1753327,4466837,None,None,None,,,,,4.544,,,,,,,,0.0,,48503,2025-11-12,annual,-0.6,EUR,pre-market,3645413,-44459954,-0.321,-0.538,0.0,0.0,668121,None,None,None,20.38,24.18,11.1769,101099618,100951776,5313789,5313789,147842,846952,0,95785829,None,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,,None,20326372,20326372,,,,,,,,,130962,31839776,None,None,None,517771,None,None,210843,None,None,-380,,,,,0.0,0.0755,-4313534,-4313914,-0.6755,2019-12-31,None,0.0,None,-4313914,380,None,None,None,0,None,None,None,None,None,None,None,-4314294,-4313914,0,None,0.0,,4313534,-4313534,47536,1398536,None,None,None,,,,,4.544,,,,,,,,0.0,,12927,2025-11-12,annual,-0.6,EUR,pre-market,3645413,-18474250,-0.321,-0.538,0.0,0.0,668121,None,None,None,20.38,24.18,11.1769,20597678,20584751,1924130,1924130,12927,509948,0,18673548,None,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,,None,5385333,5385333,,,,,,,,,100928,31839776,None,None,None,246356,None,None,26423,None,None,-380,,,,,0.0,0.0755,-4313534,-4313914,-0.6755,2018-12-31,None,0.0,None,-4313914,380,None,None,None,0,None,None,None,None,None,None,None,-4314294,-4313914,0,None,0.0,,4313534,-4313534,22621,234357,None,None,None,,,,,4.544,,,,,,,,0.0,,None,2025-11-12,annual,-0.6,EUR,pre-market,3645413,-10447088,-0.321,-0.538,0.0,0.0,668121,None,None,None,20.38,24.18,11.1769,5434377,5434377,481340,481340,0,246356,0,4953037,None,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,,None,4795135,4795135,,,,,,,,,100928,30519276,None,None,None,60472,None,None,1056,None,None,-380,,,,,0.0,0.0755,-4313534,-4313914,-0.6755,2017-12-31,None,0.0,None,-4313914,380,None,None,None,0,None,None,None,None,None,None,None,-4314294,-4313914,0,None,0.0,,4313534,-4313534,None,77428,None,None,None,,,,,4.544,,,,,,,,0.0,,None,2025-11-12,annual,-0.6,EUR,pre-market,3645413,-6133174,-0.321,-0.538,0.0,0.0,668121,None,None,None,20.38,24.18,11.1769,4796191,4796191,138836,138836,0,60472,0,4657355,None,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,18714,None,4795135,4795135,160434075,-18714,None,None,None,None,None,None,100928,30519276,None,None,None,60472,None,None,1056,None,None,-380,105152,None,None,None,0.0,0.0755,-4313534,-4313914,-0.6755,2025-09-30,None,0.0,None,-4313914,380,None,None,None,0,None,None,None,None,None,None,None,-37318504,-4313914,0,None,0.0,-30668913,4313534,-4313534,None,77428,None,None,None,None,None,None,None,4.544,None,None,None,None,None,None,None,0.0,None,None,2025-11-12,quarterly,-0.6,EUR,pre-market,3645413,-6133174,-0.321,-0.538,0.0,0.0,668121,None,None,None,20.38,24.18,11.1769,4796191,4796191,138836,138836,0,60472,0,4657355,None,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,16636,None,4795135,4795135,-22900,16636,None,None,None,None,None,None,100928,30519276,None,None,None,60472,None,None,1056,None,None,-380,103032,None,None,None,0.0,0.0755,-4313534,-4313914,-0.6755,2025-06-30,None,0.0,None,-4313914,380,None,None,None,0,None,None,None,None,None,None,None,-45277904,-4313914,0,None,0.0,-29980358,4313534,-4313534,None,77428,None,None,None,None,None,None,None,4.544,None,None,None,None,None,None,None,0.0,None,None,2025-11-12,quarterly,-0.6,EUR,pre-market,3645413,-6133174,-0.321,-0.538,0.0,0.0,668121,None,None,None,20.38,24.18,11.1769,4796191,4796191,138836,138836,0,60472,0,4657355,None,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,161003,None,4795135,4795135,-75447,-161003,None,None,None,None,None,None,100928,30519276,None,None,None,60472,None,None,1056,None,None,-380,105301,None,None,None,0.0,0.0755,-4313534,-4313914,-0.6755,2025-03-31,None,0.0,None,-4313914,380,None,None,None,0,None,None,None,None,None,None,None,-46038156,-4313914,0,None,0.0,-38471605,4313534,-4313534,None,77428,None,None,None,None,None,None,None,4.544,None,None,None,None,None,None,None,0.0,None,None,2025-11-12,quarterly,-0.6,EUR,pre-market,3645413,-6133174,-0.321,-0.538,0.0,0.0,668121,None,None,None,20.38,24.18,11.1769,4796191,4796191,138836,138836,0,60472,0,4657355,None,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,160917,None,4795135,4795135,566162,None,None,None,None,None,None,None,100928,30519276,None,None,None,60472,None,None,1056,None,None,-380,90958,None,None,None,0.0,0.0755,-4313534,-4313914,-0.6755,2024-12-31,None,0.0,None,-4313914,380,None,None,None,0,None,None,None,None,None,None,None,-34760940,-4313914,0,None,0.0,-34953682,4313534,-4313534,None,77428,None,None,None,None,None,None,None,4.544,None,None,None,None,None,None,None,0.0,None,None,2025-11-12,quarterly,-0.6,EUR,pre-market,3645413,-6133174,-0.321,-0.538,0.0,0.0,668121,None,None,None,20.38,24.18,11.1769,4796191,4796191,138836,138836,0,60472,0,4657355,None,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,306325,None,4795135,4795135,991927,-306325,None,None,None,None,None,None,100928,30519276,None,None,None,60472,None,None,1056,None,None,-380,43572,None,None,None,0.0,0.0755,-4313534,-4313914,-0.6755,2024-09-30,None,0.0,None,-4313914,380,None,None,None,0,None,None,None,None,None,None,None,-41480667,-4313914,0,None,0.0,-33261532,4313534,-4313534,None,77428,None,None,None,None,None,None,None,4.544,None,None,None,None,None,None,None,0.0,None,None,2025-11-12,quarterly,-0.6,EUR,pre-market,3645413,-6133174,-0.321,-0.538,0.0,0.0,668121,None,None,None,20.38,24.18,11.1769,4796191,4796191,138836,138836,0,60472,0,4657355,None,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,40136,None,4795135,4795135,323424,-40136,None,None,None,None,None,None,100928,30519276,None,None,None,60472,None,None,1056,None,None,-380,68677,None,None,None,0.0,0.0755,-4313534,-4313914,-0.6755,2024-06-30,None,0.0,None,-4313914,380,None,None,None,0,None,None,None,None,None,None,None,-29660450,-4313914,0,None,0.0,-27683166,4313534,-4313534,None,77428,None,None,None,None,None,None,None,4.544,None,None,None,None,None,None,None,0.0,None,None,2025-11-12,quarterly,-0.6,EUR,pre-market,3645413,-6133174,-0.321,-0.538,0.0,0.0,668121,None,None,None,20.38,24.18,11.1769,4796191,4796191,138836,138836,0,60472,0,4657355,None,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,30708,None,4795135,4795135,795042,-30708,None,None,None,None,None,None,100928,30519276,None,None,None,60472,None,None,1056,None,None,-380,66355,None,None,None,0.0,0.0755,-4313534,-4313914,-0.6755,2024-03-31,None,0.0,None,-4313914,380,None,None,None,0,None,None,None,None,None,None,None,-27733639,-4313914,0,None,0.0,-24231811,4313534,-4313534,None,77428,None,None,None,None,None,None,None,4.544,None,None,None,None,None,None,None,0.0,None,None,2025-11-12,quarterly,-0.6,EUR,pre-market,3645413,-6133174,-0.321,-0.538,0.0,0.0,668121,None,None,None,20.38,24.18,11.1769,4796191,4796191,138836,138836,0,60472,0,4657355,None,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,28380,None,4795135,4795135,261731105,None,None,None,None,None,None,None,100928,30519276,None,None,None,60472,None,None,1056,None,None,-380,66025,None,None,None,0.0,0.0755,-4313534,-4313914,-0.6755,2023-12-31,None,0.0,None,-4313914,380,None,None,None,0,None,None,None,None,None,None,None,-32747650,-4313914,0,None,0.0,-23808897,4313534,-4313534,None,77428,None,None,None,None,None,None,None,4.544,None,None,None,None,None,None,None,0.0,None,None,2025-11-12,quarterly,-0.6,EUR,pre-market,3645413,-6133174,-0.321,-0.538,0.0,0.0,668121,None,None,None,20.38,24.18,11.1769,4796191,4796191,138836,138836,0,60472,0,4657355,None,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,7490,None,4795135,4795135,-122336,-7490,None,None,-6787,None,None,None,100928,30519276,None,None,None,60472,None,None,1056,None,None,-380,67933,None,None,None,0.0,0.0755,-4313534,-4313914,-0.6755,2023-09-30,None,0.0,None,-4313914,380,None,None,None,0,None,None,None,None,None,None,None,-23452323,-4313914,0,None,0.0,-23552731,4313534,-4313534,None,77428,None,None,None,None,None,None,None,4.544,None,None,None,None,None,None,None,0.0,None,None,2025-11-12,quarterly,-0.6,EUR,pre-market,3645413,-6133174,-0.321,-0.538,0.0,0.0,668121,None,None,None,20.38,24.18,11.1769,4796191,4796191,138836,138836,0,60472,0,4657355,None,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,35076,None,4795135,4795135,63840983,-35076,None,None,95353,None,None,None,100928,30519276,None,None,None,60472,None,None,1056,None,None,-380,61724,None,None,None,0.0,0.0755,-4313534,-4313914,-0.6755,2023-06-30,None,0.0,None,-4313914,380,None,None,None,0,None,None,None,None,None,None,None,-21803695,-4313914,0,None,0.0,-20482680,4313534,-4313534,None,77428,None,None,None,None,None,None,None,4.544,None,None,None,None,None,None,None,0.0,None,None,2025-11-12,quarterly,-0.6,EUR,pre-market,3645413,-6133174,-0.321,-0.538,0.0,0.0,668121,None,None,None,20.38,24.18,11.1769,4796191,4796191,138836,138836,0,60472,0,4657355,None,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,19038,None,4795135,4795135,-56752,-19038,None,None,-68435,None,None,None,100928,30519276,None,None,None,60472,None,None,1056,None,None,-380,61869,None,None,None,0.0,0.0755,-4313534,-4313914,-0.6755,2023-03-31,None,0.0,None,-4313914,380,None,None,None,0,None,None,None,None,None,None,None,-22570292,-4313914,0,None,0.0,-25204785,4313534,-4313534,None,77428,None,None,None,None,None,None,None,4.544,None,None,None,None,None,None,None,0.0,None,None,2025-11-12,quarterly,-0.6,EUR,pre-market,3645413,-6133174,-0.321,-0.538,0.0,0.0,668121,None,None,None,20.38,24.18,11.1769,4796191,4796191,138836,138836,0,60472,0,4657355,None,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,23639,None,4795135,4795135,-159810,-23639,None,None,None,None,None,None,100928,30519276,None,None,None,60472,None,None,1056,None,None,-380,46174,None,None,None,0.0,0.0755,-4313534,-4313914,-0.6755,2022-12-31,None,0.0,None,-4313914,380,None,None,None,0,None,None,None,None,None,None,None,-38893456,-4313914,0,None,0.0,-20412973,4313534,-4313534,None,77428,None,None,None,None,None,None,None,4.544,None,None,None,None,None,None,None,0.0,None,None,2025-11-12,quarterly,-0.6,EUR,pre-market,3645413,-6133174,-0.321,-0.538,0.0,0.0,668121,None,None,None,20.38,24.18,11.1769,4796191,4796191,138836,138836,0,60472,0,4657355,None,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,50918,None,4795135,4795135,-13135,-50918,None,None,120355,None,None,None,100928,30519276,None,None,None,60472,None,None,1056,None,None,-380,38572,None,None,None,0.0,0.0755,-4313534,-4313914,-0.6755,2022-09-30,None,0.0,None,-4313914,380,None,None,None,0,None,None,None,None,None,None,None,-10891733,-4313914,0,None,0.0,-15181088,4313534,-4313534,None,77428,None,None,None,None,None,None,None,4.544,None,None,None,None,None,None,None,0.0,None,None,2025-11-12,quarterly,-0.6,EUR,pre-market,3645413,-6133174,-0.321,-0.538,0.0,0.0,668121,None,None,None,20.38,24.18,11.1769,4796191,4796191,138836,138836,0,60472,0,4657355,None,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,23367,None,4795135,4795135,8933439,-23367,None,None,-93549,None,None,None,100928,30519276,None,None,None,60472,None,None,1056,None,None,-380,35345,None,None,None,0.0,0.0755,-4313534,-4313914,-0.6755,2022-06-30,None,0.0,None,-4313914,380,None,None,None,0,None,None,None,None,None,None,None,-9879966,-4313914,0,None,0.0,-13687381,4313534,-4313534,None,77428,None,None,None,None,None,None,None,4.544,None,None,None,None,None,None,None,0.0,None,None,2025-11-12,quarterly,-0.6,EUR,pre-market,3645413,-6133174,-0.321,-0.538,0.0,0.0,668121,None,None,None,20.38,24.18,11.1769,4796191,4796191,138836,138836,0,60472,0,4657355,None,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,26372,None,4795135,4795135,-110126,-26372,None,None,None,None,None,None,100928,30519276,None,None,None,60472,None,None,1056,None,None,-380,32850,None,None,None,0.0,0.0755,-4313534,-4313914,-0.6755,2022-03-31,None,0.0,None,-4313914,380,None,None,None,0,None,None,None,None,None,None,None,-15988315,-4313914,0,None,0.0,-17881192,4313534,-4313534,None,77428,None,None,None,None,None,None,None,4.544,None,None,None,None,None,None,None,0.0,None,None,2025-11-12,quarterly,-0.6,EUR,pre-market,3645413,-6133174,-0.321,-0.538,0.0,0.0,668121,None,None,None,20.38,24.18,11.1769,4796191,4796191,138836,138836,0,60472,0,4657355,None,29.8,11.51
2025-12-28,PHVS,-3.42,0.0,None,-2.8,5.66,68538,None,4795135,4795135,-619358,-68538,None,None,None,None,None,None,100928,30519276,None,None,None,60472,None,None,1056,None,None,-380,33367,None,None,None,0.0,0.0755,-4313534,-4313914,-0.6755,2021-12-31,None,0.0,None,-4313914,380,None,None,None,0,None,None,None,None,None,None,None,-12360838,-4313914,0,None,0.0,-12503116,4313534,-4313534,None,77428,None,None,None,None,None,None,None,4.544,None,None,None,None,None,None,None,0.0,None,None,2025-11-12,quarterly,-0.6,EUR,pre-market,3645413,-6133174,-0.321,-0.538,0.0,0.0,668121,None,None,None,20.38,24.18,11.1769,4796191,4796191,138836,138836,0,60472,0,4657355,None,29.8,11.51
