date,symbol,eps,revenue_ttm,pe_ratio,accumulateddepreciationamortizationppe,beta,book_value,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,forward_pe,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,peg_ratio,price_to_book,price_to_sales_ttm,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,trailing_pe,treasurystock,week_52_high,week_52_low
2013-03-31,IQV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-10,,0.3647,,pre-market,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-30,IQV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-08-01,,0.5,,pre-market,,,,,,,,,,,,,6.383,,,,,,,,,,,,
2013-09-30,IQV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-10-31,,0.54,,pre-market,,,,,,,,,,,,,5.8824,,,,,,,,,,,,
2013-12-31,IQV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-02-13,,0.58,,pre-market,,,,,,,,,,,,,5.4545,,,,,,,,,,,,
2014-03-31,IQV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-05-02,,0.68,,pre-market,,,,,,,,,,,,,13.3333,,,,,,,,,,,,
2014-06-30,IQV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-07-31,,0.64,,pre-market,,,,,,,,,,,,,4.918,,,,,,,,,,,,
2014-09-30,IQV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-10-30,,0.65,,pre-market,,,,,,,,,,,,,1.5625,,,,,,,,,,,,
2014-12-31,IQV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-02-12,,0.71,,pre-market,,,,,,,,,,,,,5.9701,,,,,,,,,,,,
2015-03-31,IQV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-04-29,,0.72,,pre-market,,,,,,,,,,,,,1.4085,,,,,,,,,,,,
2015-06-30,IQV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-07-29,,0.78,,pre-market,,,,,,,,,,,,,11.4286,,,,,,,,,,,,
