date,symbol,eps,revenue_ttm,accumulateddepreciationamortizationppe,beta,book_value,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,forward_pe,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,peg_ratio,price_to_book,price_to_sales_ttm,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,treasurystock,week_52_high,week_52_low
2017-07-31,MDB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-10-19,,-0.4,,post-market,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-31,MDB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,-0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-12,,-0.44,,post-market,,,,,,,,,,,,,10.2041,,,,,,,,,,,
2018-01-31,MDB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,-0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-03-13,,-0.4,,post-market,,,,,,,,,,,,,6.9767,,,,,,,,,,,
2018-04-30,MDB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,-0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-06-06,,-0.43,,post-market,,,,,,,,,,,,,0.0,,,,,,,,,,,
2018-07-31,MDB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,-0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-05,,-0.41,,post-market,,,,,,,,,,,,,8.8889,,,,,,,,,,,
2018-10-31,MDB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-04,,-0.3,,post-market,,,,,,,,,,,,,25.0,,,,,,,,,,,
2019-01-31,MDB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,,,-0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-13,,-0.17,,post-market,,,,,,,,,,,,,55.2632,,,,,,,,,,,
2019-04-30,MDB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,-0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-06-05,,-0.22,,post-market,,,,,,,,,,,,,8.3333,,,,,,,,,,,
2019-07-31,MDB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,-0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-09-04,,-0.26,,post-market,,,,,,,,,,,,,7.1429,,,,,,,,,,,
2019-10-31,MDB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,-0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-12-09,,-0.26,,post-market,,,,,,,,,,,,,7.1429,,,,,,,,,,,
