date,symbol,eps,revenue_ttm,accumulateddepreciationamortizationppe,beta,book_value,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,peg_ratio,price_to_book,price_to_sales_ttm,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,treasurystock,week_52_high,week_52_low
1998-07-31,CATO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998-08-18,,0.13,,pre-market,,,,,,,,,,,,,8.3333,,,,,,,,,,,
1998-10-31,CATO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998-11-17,,0.07,,pre-market,,,,,,,,,,,,,75.0,,,,,,,,,,,
1999-01-31,CATO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-03-16,,0.11,,pre-market,,,,,,,,,,,,,10.0,,,,,,,,,,,
1999-04-30,CATO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-05-18,,0.35,,pre-market,,,,,,,,,,,,,9.375,,,,,,,,,,,
1999-07-31,CATO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-08-17,,0.25,,pre-market,,,,,,,,,,,,,47.0588,,,,,,,,,,,
1999-10-31,CATO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-11-16,,0.1,,pre-market,,,,,,,,,,,,,25.0,,,,,,,,,,,
2000-01-31,CATO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000-03-14,,0.17,,pre-market,,,,,,,,,,,,,21.4286,,,,,,,,,,,
2000-04-30,CATO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000-04-30,,0.3786,,pre-market,,,,,,,,,,,,,21.4286,,,,,,,,,,,
2000-07-31,CATO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000-07-31,,0.3015,,pre-market,,,,,,,,,,,,,21.4286,,,,,,,,,,,
2000-10-31,CATO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000-10-31,,0.1173,,pre-market,,,,,,,,,,,,,21.4286,,,,,,,,,,,
2001-01-31,CATO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-03-20,,0.23,,pre-market,,,,,,,,,,,,,9.5238,,,,,,,,,,,
2001-04-30,CATO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-04-30,,0.4093,,pre-market,,,,,,,,,,,,,9.5238,,,,,,,,,,,
2001-07-31,CATO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-07-31,,0.281,,pre-market,,,,,,,,,,,,,9.5238,,,,,,,,,,,
2001-10-31,CATO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-10-31,,0.1307,,pre-market,,,,,,,,,,,,,9.5238,,,,,,,,,,,
2002-01-31,CATO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-01-31,,0.2877,,pre-market,,,,,,,,,,,,,9.5238,,,,,,,,,,,
2002-04-30,CATO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-04-30,,0.4716,,pre-market,,,,,,,,,,,,,9.5238,,,,,,,,,,,
2002-07-31,CATO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-08-20,,0.31,,pre-market,,,,,,,,,,,,,0.0,,,,,,,,,,,
2002-10-31,CATO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-11-19,,0.14,,pre-market,,,,,,,,,,,,,7.6923,,,,,,,,,,,
2003-01-31,CATO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-03-18,,0.25,,pre-market,,,,,,,,,,,,,0.0,,,,,,,,,,,
2003-04-30,CATO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-05-20,,0.45,,pre-market,,,,,,,,,,,,,2.2727,,,,,,,,,,,
2003-07-31,CATO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-08-19,,0.2,,pre-market,,,,,,,,,,,,,5.2632,,,,,,,,,,,
2003-10-31,CATO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-11-18,,0.08,,pre-market,,,,,,,,,,,,,0.0,,,,,,,,,,,
2004-01-31,CATO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-03-16,,0.17,,pre-market,,,,,,,,,,,,,0.0,,,,,,,,,,,
2004-04-30,CATO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-05-18,,0.54,,pre-market,,,,,,,,,,,,,0.0,,,,,,,,,,,
2004-07-31,CATO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-08-17,,0.26,,pre-market,,,,,,,,,,,,,8.3333,,,,,,,,,,,
2004-10-31,CATO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-11-16,,0.06,,pre-market,,,,,,,,,,,,,0.0,,,,,,,,,,,
2005-01-31,CATO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-03-15,,0.25,,pre-market,,,,,,,,,,,,,0.0,,,,,,,,,,,
2005-04-30,CATO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-05-17,,0.58,,pre-market,,,,,,,,,,,,,1.7544,,,,,,,,,,,
2005-07-31,CATO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-08-16,,0.34,,pre-market,,,,,,,,,,,,,9.6774,,,,,,,,,,,
2005-10-31,CATO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-11-15,,0.13,,pre-market,,,,,,,,,,,,,8.3333,,,,,,,,,,,
2006-01-31,CATO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-03-14,,0.37,,pre-market,,,,,,,,,,,,,5.7143,,,,,,,,,,,
2006-04-30,CATO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-05-16,,0.65,,pre-market,,,,,,,,,,,,,1.5625,,,,,,,,,,,
2006-07-31,CATO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-08-15,,0.38,,pre-market,,,,,,,,,,,,,0.0,,,,,,,,,,,
2006-10-31,CATO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-11-14,,0.18,,pre-market,,,,,,,,,,,,,5.8824,,,,,,,,,,,
2007-01-31,CATO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-03-22,,0.4,,pre-market,,,,,,,,,,,,,11.1111,,,,,,,,,,,
2007-04-30,CATO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-05-24,,0.59,,pre-market,,,,,,,,,,,,,0.0,,,,,,,,,,,
2007-07-31,CATO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-08-23,,0.39,,pre-market,,,,,,,,,,,,,8.3333,,,,,,,,,,,
2007-10-31,CATO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-11-29,,0.09,,pre-market,,,,,,,,,,,,,12.5,,,,,,,,,,,
2008-01-31,CATO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-03-20,,-0.06,,pre-market,,,,,,,,,,,,,14.2857,,,,,,,,,,,
2008-04-30,CATO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-05-22,,0.58,,pre-market,,,,,,,,,,,,,-3.3333,,,,,,,,,,,
2008-07-31,CATO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-08-21,,0.41,,pre-market,,,,,,,,,,,,,0.0,,,,,,,,,,,
2008-10-31,CATO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-11-20,,0.03,,pre-market,,,,,,,,,,,,,200.0,,,,,,,,,,,
2009-01-31,CATO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-03-19,,0.13,,pre-market,,,,,,,,,,,,,18.1818,,,,,,,,,,,
2009-04-30,CATO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-05-20,,0.64,,pre-market,,,,,,,,,,,,,3.2258,,,,,,,,,,,
2009-07-31,CATO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-08-20,,0.56,,pre-market,,,,,,,,,,,,,3.7037,,,,,,,,,,,
2009-10-31,CATO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-11-19,,0.1,,pre-market,,,,,,,,,,,,,11.1111,,,,,,,,,,,
2010-01-31,CATO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-03-18,,0.25,,pre-market,,,,,,,,,,,,,13.6364,,,,,,,,,,,
2010-04-30,CATO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-05-20,,0.92,,pre-market,,,,,,,,,,,,,2.2222,,,,,,,,,,,
2010-07-31,CATO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-08-19,,0.54,,pre-market,,,,,,,,,,,,,3.8462,,,,,,,,,,,
2010-10-31,CATO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-11-18,,0.23,,pre-market,,,,,,,,,,,,,15.0,,,,,,,,,,,
2011-01-31,CATO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-03-17,,0.2733,,pre-market,,,,,,,,,,,,,15.0,,,,,,,,,,,
2011-04-30,CATO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-05-19,,1.04,,pre-market,,,,,,,,,,,,,2.9703,,,,,,,,,,,
2011-07-31,CATO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-08-18,,0.61,,pre-market,,,,,,,,,,,,,3.3898,,,,,,,,,,,
2011-10-31,CATO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-11-17,,0.21,,pre-market,,,,,,,,,,,,,5.0,,,,,,,,,,,
2012-01-31,CATO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-03-15,,0.35,,pre-market,,,,,,,,,,,,,9.375,,,,,,,,,,,
2012-04-30,CATO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-05-17,,1.09,,pre-market,,,,,,,,,,,,,1.8692,,,,,,,,,,,
2012-07-31,CATO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-08-16,,0.59,,pre-market,,,,,,,,,,,,,3.5088,,,,,,,,,,,
2012-10-31,CATO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-11-15,,0.16,,pre-market,,,,,,,,,,,,,6.6667,,,,,,,,,,,
2013-01-31,CATO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,,,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-03-21,,0.27,,pre-market,,,,,,,,,,,,,-3.5714,,,,,,,,,,,
2013-04-30,CATO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-23,,1.05,,pre-market,,,,,,,,,,,,,1.9417,,,,,,,,,,,
2013-07-31,CATO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-08-22,,0.51,,pre-market,,,,,,,,,,,,,6.25,,,,,,,,,,,
2013-10-31,CATO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-11-21,,0.17,,pre-market,,,,,,,,,,,,,21.4286,,,,,,,,,,,
2014-01-31,CATO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-03-20,,0.13,,pre-market,,,,,,,,,,,,,0.0,,,,,,,,,,,
2014-04-30,CATO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-05-20,,1.04,,pre-market,,,,,,,,,,,,,0.0,,,,,,,,,,,
2014-07-31,CATO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-08-21,,0.56,,pre-market,,,,,,,,,,,,,7.6923,,,,,,,,,,,
2014-10-31,CATO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-11-20,,0.2,,pre-market,,,,,,,,,,,,,25.0,,,,,,,,,,,
2015-01-31,CATO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-03-19,,0.33,,pre-market,,,,,,,,,,,,,22.2222,,,,,,,,,,,
2015-04-30,CATO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-05-21,,1.11,,pre-market,,,,,,,,,,,,,1.8349,,,,,,,,,,,
2015-07-31,CATO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,,,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-08-20,,0.56,,pre-market,,,,,,,,,,,,,-1.7544,,,,,,,,,,,
