date,symbol,eps,revenue_ttm,accumulateddepreciationamortizationppe,beta,book_value,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,forward_pe,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,peg_ratio,price_to_book,price_to_sales_ttm,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,stockbasedcompensation,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,treasurystock,week_52_high,week_52_low
2009-09-30,OMER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,-0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-11-19,,-0.33,,pre-market,,,,,,,,,,,,,,10.8108,,,,,,,,,,,
2009-12-31,OMER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,,,-0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-03-31,,-0.28,,pre-market,,,,,,,,,,,,,,-3.7037,,,,,,,,,,,
2010-03-31,OMER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,,,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-05-12,,-0.31,,pre-market,,,,,,,,,,,,,,-3.3333,,,,,,,,,,,
2010-06-30,OMER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03,,,-0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-08-10,,-0.36,,pre-market,,,,,,,,,,,,,,-9.0909,,,,,,,,,,,
2010-09-30,OMER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,-0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-11-04,,-0.35,,pre-market,,,,,,,,,,,,,,10.2564,,,,,,,,,,,
2010-12-31,OMER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,,-0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-03-15,,-0.32,,pre-market,,,,,,,,,,,,,,34.6939,,,,,,,,,,,
2011-03-31,OMER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,-0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-05-10,,-0.3,,pre-market,,,,,,,,,,,,,,23.0769,,,,,,,,,,,
2011-06-30,OMER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,,,-0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-08-09,,-0.24,,pre-market,,,,,,,,,,,,,,36.8421,,,,,,,,,,,
2011-09-30,OMER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,-0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-11-08,,-0.29,,pre-market,,,,,,,,,,,,,,23.6842,,,,,,,,,,,
2011-12-31,OMER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.11,,,-0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-03-15,,-0.46,,pre-market,,,,,,,,,,,,,,-31.4286,,,,,,,,,,,
