date,symbol,eps,revenue_ttm,accumulateddepreciationamortizationppe,beta,book_value,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,price_to_book,price_to_sales_ttm,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,treasurystock,week_52_high,week_52_low
2019-03-31,IMTX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-05-13,,0.04,,pre-market,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,IMTX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-08-12,,0.05,,pre-market,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,IMTX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-11-13,,0.03,,pre-market,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-31,IMTX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03-06,,0.02,,post-market,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-31,IMTX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.96,,,-7.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-06-08,,-0.18,,post-market,,,,,,,,,,,,,97.479,,,,,,,,,,,
2020-06-30,IMTX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.91,,,-0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-09-03,,-18.08,,pre-market,,,,,,,,,,,,,-10535.2941,,,,,,,,,,,
2020-09-30,IMTX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.56,,,-0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-12-02,,-2.82,,pre-market,,,,,,,,,,,,,-984.6154,,,,,,,,,,,
2020-12-31,IMTX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,,-1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-03-30,,-0.47,,pre-market,,,,,,,,,,,,,61.4754,,,,,,,,,,,
2021-03-31,IMTX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03,,,-0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-05-18,,-0.34,,pre-market,,,,,,,,,,,,,-9.6774,,,,,,,,,,,
2021-06-30,IMTX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04,,,-0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-10,,-0.38,,pre-market,,,,,,,,,,,,,-11.7647,,,,,,,,,,,
