date,symbol,eps,revenue_ttm,accumulateddepreciationamortizationppe,beta,book_value,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,forward_pe,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,peg_ratio,price_to_book,price_to_sales_ttm,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,treasurystock,week_52_high,week_52_low
2021-12-31,FLUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.31,,,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-01,,0.0,,pre-market,,,,,,,,,,,,,-100.0,,,,,,,,,,,
2022-03-31,FLUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-05-04,,0.0,,pre-market,,,,,,,,,,,,,-100.0,,,,,,,,,,,
2022-06-30,FLUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.22,,,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-08-12,,0.0,,pre-market,,,,,,,,,,,,,-100.0,,,,,,,,,,,
2022-09-30,FLUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-11-09,,0.0,,pre-market,,,,,,,,,,,,,-100.0,,,,,,,,,,,
2022-12-31,FLUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.29,,,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-02,,0.0,,pre-market,,,,,,,,,,,,,-100.0,,,,,,,,,,,
2023-03-31,FLUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-03,,0.0,,pre-market,,,,,,,,,,,,,-100.0,,,,,,,,,,,
2023-06-30,FLUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.93,,,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-09,,0.0,,pre-market,,,,,,,,,,,,,-100.0,,,,,,,,,,,
2023-09-30,FLUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-11-17,,0.0,,pre-market,,,,,,,,,,,,,-100.0,,,,,,,,,,,
2023-12-31,FLUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.07,,,2.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-26,,-4.95,,pre-market,,,,,,,,,,,,,-333.4906,,,,,,,,,,,
2024-03-31,FLUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.98,,,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-05-14,,0.1,,pre-market,,,,,,,,,,,,,-90.7407,,,,,,,,,,,
2024-06-30,FLUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.19,,,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-08-13,,2.61,,post-market,,,,,,,,,,,,,83.8028,,,,,,,,,,,
2024-09-30,FLUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1971,,,0.2329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-13,,0.43,,pre-market,,,,,,,,,,,,,84.6286,,,,,,,,,,,
2024-12-31,FLUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.21,,,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-04,,2.94,,pre-market,,,,,,,,,,,,,69.9422,,,,,,,,,,,
2025-03-31,FLUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2965,,,1.8865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-01,,1.59,,pre-market,,,,,,,,,,,,,-15.7169,,,,,,,,,,,
