date,symbol,eps,revenue_ttm,pe_ratio,accumulateddepreciationamortizationppe,beta,book_value,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,forward_pe,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,price_to_book,price_to_sales_ttm,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,stockbasedcompensation,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,trailing_pe,treasurystock,week_52_high,week_52_low
2023-06-30,RNW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-18,,0.09,,post-market,,,,,,,,,,,,,,50.0,,,,,,,,,,,,
2023-09-30,RNW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-11-20,,0.11,,pre-market,,,,,,,,,,,,,,450.0,,,,,,,,,,,,
2023-12-31,RNW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,-0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-20,,-0.1,,pre-market,,,,,,,,,,,,,,33.3333,,,,,,,,,,,,
2024-03-31,RNW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,-0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-05,,0.02,,post-market,,,,,,,,,,,,,,140.0,,,,,,,,,,,,
2024-06-30,RNW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-08-15,,0.013,,post-market,,,,,,,,,,,,,,30.0,,,,,,,,,,,,
2024-09-30,RNW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.91,,,11.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-19,,12.95,,pre-market,,,,,,,,,,,,,,17.3007,,,,,,,,,,,,
2024-12-31,RNW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.5557,,,-3.0015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-18,,-9.5572,,pre-market,,,,,,,,,,,,,,-218.4141,,,,,,,,,,,,
2025-03-31,RNW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.52,,,5.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-16,,8.57,,pre-market,,,,,,,,,,,,,,69.703,,,,,,,,,,,,
2025-06-30,RNW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5127,,,10.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-13,,13.7827,,pre-market,,,,,,,,,,,,,,34.2035,,,,,,,,,,,,
2025-09-30,RNW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.61,,,17.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-11-10,,11.83,,pre-market,,,,,,,,,,,,,,-32.1674,,,,,,,,,,,,
2025-12-31,RNW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1413,,,-7.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-02-25,,-0.5887,,pre-market,,,,,,,,,,,,,,92.3842,,,,,,,,,,,,
2026-04-16,RNW,0.36,129449001000.0,13.42,,0.991,3.575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.028,7.1413,,,-7.73,,68.97,,108439003000.0,,,,,,,,,,,,,,,,,,,0.381,,,,,,,,,,,,,1.345,0.0136,,,,,,,,0.0925,,,2026-02-25,,-0.5887,,pre-market,,,0.0397,0.0951,0.361,356.35,,,,,6.66,5.16,,92.3842,,,,,,,,,13.42,,8.24,4.385
2026-04-16,RNW,0.36,129449001000.0,13.42,,0.991,3.575,,,,,,,,,,,,,,,None,10999643273,10999643273,,,,,,None,6509643091,,,,,-0.028,7.1413,9331900156,15841543247,-7.73,2025-12-31,68.97,,108439003000.0,14349245888,-509195983,-309550831,,,None,16124878136,1141000000,,None,,,,,-199645152,-198000000,-14851000000,None,0.381,,5017345732,9331900155,,,,,None,,,,,1.345,0.0136,,,,,,,,0.0925,,,2026-02-25,quarterly,-0.5887,INR,pre-market,None,,0.0397,0.0951,0.361,356.35,1303000000,,,,6.66,5.16,,92.3842,,,,,,,25348889251,,13.42,,8.24,4.385
2026-04-16,RNW,0.36,129449001000.0,13.42,,0.991,3.575,,,,,,,,,,,,,,,None,5607000000,5607000000,,,,,,None,6284000000,,,,,-0.028,7.1413,20913000000,27197000000,-7.73,2025-09-30,68.97,,108439003000.0,30659000000,5587000000,912000000,,,None,15326000000,1046000000,,None,,,,,4675000000,4675000000,-14280000000,None,0.381,,11878000000,18781000000,,,,,None,,,,,1.345,0.0136,,,,,,,,0.0925,,,2026-02-25,quarterly,-0.5887,INR,pre-market,None,,0.0397,0.0951,0.361,356.35,1420000000,,,,6.66,5.16,,92.3842,,,,,,,36266000000,,13.42,,8.24,4.385
2026-04-16,RNW,0.36,129449001000.0,13.42,,0.991,3.575,,,,,,,,,,,,,,,None,6691000000,6691000000,,,,,,None,6047000000,,,,,-0.028,7.1413,22184000000,28231000000,-7.73,2025-06-30,68.97,,108439003000.0,32307000000,7731000000,2600000000,,,None,14453000000,1253000000,,None,,,,,5131000000,5131000000,-13200000000,None,0.381,,12090000000,20217000000,,,,,None,,,,,1.345,0.0136,,,,,,,,0.0925,,,2026-02-25,quarterly,-0.5887,INR,pre-market,None,,0.0397,0.0951,0.361,356.35,1618000000,,,,6.66,5.16,,92.3842,,,,,,,38998000000,,13.42,,8.24,4.385
2026-04-16,RNW,0.36,129449001000.0,13.42,,0.991,3.575,,,,,,,,,,,,,,,None,5368000000,5368000000,,,,,,None,5374000000,,,,,-0.028,7.1413,15700000000,21074000000,-7.73,2025-03-31,68.97,,108439003000.0,23677000000,3015000000,-122000000,,,None,169268267,399000000,,None,,,,,2360000000,3137000000,-13560000000,None,0.381,,9275000000,14402000000,,,,,None,,,,,1.345,0.0136,,,,,,,,0.0925,,,2026-02-25,quarterly,-0.5887,INR,pre-market,None,,0.0397,0.0951,0.361,356.35,5007000000,,,,6.66,5.16,,92.3842,,,,,,,29045000000,,13.42,,8.24,4.385
2026-04-16,RNW,0.36,129449001000.0,13.42,,0.991,3.575,,,,,,,,,,,,,,,None,2575000000,2575000000,,,,,,None,5233000000,,,,,-0.028,7.1413,9931000000,15164000000,-7.73,2024-12-31,68.97,,108439003000.0,15897000000,-2946000000,933000000,,,None,12877000000,1243000000,,None,,,,,-3879000000,-3879000000,-11634000000,None,0.381,,8588000000,7309000000,,,,,None,,,,,1.345,0.0136,,,,,,,,0.0925,,,2026-02-25,quarterly,-0.5887,INR,pre-market,None,,0.0397,0.0951,0.361,356.35,816000000,,,,6.66,5.16,,92.3842,,,,,,,18472000000,,13.42,,8.24,4.385
2026-04-16,RNW,0.36,129449001000.0,13.42,,0.991,3.575,,,,,,,,,,,,,,,None,413000000,413000000,,,,,,None,5220000000,,,,,-0.028,7.1413,20072000000,25292000000,-7.73,2024-09-30,68.97,,108439003000.0,26322000000,7475000000,2536000000,,,None,12597000000,1170000000,,None,,,,,4939000000,4939000000,-11427000000,None,0.381,,9044000000,17278000000,,,,,None,,,,,1.345,0.0136,,,,,,,,0.0925,,,2026-02-25,quarterly,-0.5887,INR,pre-market,None,,0.0397,0.0951,0.361,356.35,1156000000,,,,6.66,5.16,,92.3842,,,,,,,26735000000,,13.42,,8.24,4.385
2026-04-16,RNW,0.36,129449001000.0,13.42,,0.991,3.575,,,,,,,,,,,,,,,None,237000000,237000000,,,,,,None,4843000000,,,,,-0.028,7.1413,14705000000,19548000000,-7.73,2024-06-30,68.97,,108439003000.0,22574000000,2490000000,2096000000,,,None,12215000000,1154000000,,None,,,,,394000000,394000000,-11061000000,None,0.381,,9655000000,12919000000,,,,,None,,,,,1.345,0.0136,,,,,,,,0.0925,,,2026-02-25,quarterly,-0.5887,INR,pre-market,None,,0.0397,0.0951,0.361,356.35,1437000000,,,,6.66,5.16,,92.3842,,,,,,,22811000000,,13.42,,8.24,4.385
2026-04-16,RNW,0.36,129449001000.0,13.42,,0.991,3.575,,,,,,,,,,,,,,,None,1100000000,1100000000,,,,,,None,None,,,,,-0.028,7.1413,None,None,-7.73,2024-03-31,68.97,,108439003000.0,17020000000,2083000000,None,,,None,7211000000,201000000,,None,,,,,-134000000,609000000,-9363000000,None,0.381,,7336000000,10784000000,,,,,None,,,,,1.345,0.0136,,,,,,,,0.0925,,,2026-02-25,quarterly,-0.5887,INR,pre-market,None,,0.0397,0.0951,0.361,356.35,4982000000,,,,6.66,5.16,,92.3842,,,,,,,18120000000,,13.42,,8.24,4.385
2026-04-16,RNW,0.36,129449001000.0,13.42,,0.991,3.575,,,,,,,,,,,,,,,None,1012000000,1012000000,,,,,,None,4425000000,,,,,-0.028,7.1413,8533000000,12958000000,-7.73,2023-12-31,68.97,,108439003000.0,14981000000,-3254000000,-38000000,,,None,11787000000,1604000000,,None,,,,,-3216000000,-3216000000,-10183000000,None,0.381,,8046000000,6935000000,,,,,None,,,,,1.345,0.0136,,,,,,,,0.0925,,,2026-02-25,quarterly,-0.5887,INR,pre-market,None,,0.0397,0.0951,0.361,356.35,1323000000,,,,6.66,5.16,,92.3842,,,,,,,15993000000,,13.42,,8.24,4.385
2026-04-16,RNW,0.36,129449001000.0,13.42,,0.991,3.575,,,,,,,,,,,,,,,None,1168000000,1168000000,,,,,,None,4433000000,,,,,-0.028,7.1413,17672000000,22105000000,-7.73,2023-09-30,68.97,,108439003000.0,24788000000,4719000000,948000000,,,None,12953000000,1163000000,,None,,,,,3771000000,3771000000,-11790000000,None,0.381,,9548000000,15240000000,,,,,None,,,,,1.345,0.0136,,,,,,,,0.0925,,,2026-02-25,quarterly,-0.5887,INR,pre-market,None,,0.0397,0.0951,0.361,356.35,1149000000,,,,6.66,5.16,,92.3842,,,,,,,25956000000,,13.42,,8.24,4.385
2026-04-16,RNW,0.36,129449001000.0,13.42,,0.991,3.575,,,,,,,,,,,,,,,None,564000000,564000000,,,,,,None,4193000000,,,,,-0.028,7.1413,15671000000,19864000000,-7.73,2023-06-30,68.97,,108439003000.0,20686000000,4594000000,1611000000,,,None,11077000000,1521000000,,None,,,,,2983000000,2983000000,-9556000000,None,0.381,,7424000000,13262000000,,,,,None,,,,,1.345,0.0136,,,,,,,,0.0925,,,2026-02-25,quarterly,-0.5887,INR,pre-market,None,,0.0397,0.0951,0.361,356.35,1147000000,,,,6.66,5.16,,92.3842,,,,,,,21250000000,,13.42,,8.24,4.385
2026-04-16,RNW,0.36,129449001000.0,13.42,,0.991,3.575,,,,,,,,,,,,,,,None,6910000000,6910000000,,,,,,None,4042000000,,,,,-0.028,7.1413,2818000000,6860000000,-7.73,2023-03-31,68.97,,108439003000.0,16409000000,-721000000,-795000000,,,None,111967564,905000000,,None,,,,,286000000,74000000,-8304000000,None,0.381,,7297000000,9112000000,,,,,None,,,,,1.345,0.0136,,,,,,,,0.0925,,,2026-02-25,quarterly,-0.5887,INR,pre-market,None,,0.0397,0.0951,0.361,356.35,5215000000,,,,6.66,5.16,,92.3842,,,,,,,23319000000,,13.42,,8.24,4.385
2026-04-16,RNW,0.36,129449001000.0,13.42,,0.991,3.575,,,,,,,,,,,,,,,None,7000000,7000000,,,,,,None,4075000000,,,,,-0.028,7.1413,8011000000,12086000000,-7.73,2022-12-31,68.97,,108439003000.0,13163000000,-3588000000,425000000,,,None,11599000000,687000000,,None,,,,,-4013000000,-4013000000,-10912000000,None,0.381,,7222000000,5941000000,,,,,None,,,,,1.345,0.0136,,,,,,,,0.0925,,,2026-02-25,quarterly,-0.5887,INR,pre-market,None,,0.0397,0.0951,0.361,356.35,1243000000,,,,6.66,5.16,,92.3842,,,,,,,13170000000,,13.42,,8.24,4.385
2026-04-16,RNW,0.36,129449001000.0,13.42,,0.991,3.575,,,,,,,,,,,,,,,None,39000000,39000000,,,,,,None,3955000000,,,,,-0.028,7.1413,14525000000,18480000000,-7.73,2022-09-30,68.97,,108439003000.0,19521000000,562000000,1548000000,,,None,13963000000,None,,None,,,,,-986000000,-986000000,None,None,0.381,,6867000000,12654000000,,,,,None,,,,,1.345,0.0136,,,,,,,,0.0925,,,2026-02-25,quarterly,-0.5887,INR,pre-market,None,,0.0397,0.0951,0.361,356.35,901000000,,,,6.66,5.16,,92.3842,,,,,,,19560000000,,13.42,,8.24,4.385
2026-04-16,RNW,0.36,129449001000.0,13.42,,0.991,3.575,,,,,,,,,,,,,,,None,132000000,132000000,,,,,,None,3829000000,,,,,-0.028,7.1413,17472000000,21301000000,-7.73,2022-06-30,68.97,,108439003000.0,22174000000,1277000000,1381000000,,,None,16195000000,600000000,,None,,,,,-104000000,-104000000,-15595000000,None,0.381,,7281000000,14893000000,,,,,None,,,,,1.345,0.0136,,,,,,,,0.0925,,,2026-02-25,quarterly,-0.5887,INR,pre-market,None,,0.0397,0.0951,0.361,356.35,1091000000,,,,6.66,5.16,,92.3842,,,,,,,22174000000,,13.42,,8.24,4.385
2026-04-16,RNW,0.36,129449001000.0,13.42,,0.991,3.575,,,,,,,,,,,,,,,None,132000000,132000000,,,,,,None,3733000000,,,,,-0.028,7.1413,22873000000,26606000000,-7.73,2022-03-31,68.97,,108439003000.0,14814000000,-3841000000,-218000000,,,None,7553000000,566000000,,None,,,,,-3623000000,-3623000000,-10625000000,None,0.381,,4345000000,22873000000,,,,,None,,,,,1.345,0.0136,,,,,,,,0.0925,,,2026-02-25,quarterly,-0.5887,INR,pre-market,None,,0.0397,0.0951,0.361,356.35,1078000000,,,,6.66,5.16,,92.3842,,,,,,,14946000000,,13.42,,8.24,4.385
2026-04-16,RNW,0.36,129449001000.0,13.42,,0.991,3.575,,,,,,,,,,,,,,,None,0,0,,,,,,None,3582000000,,,,,-0.028,7.1413,6989000000,10571000000,-7.73,2021-12-31,68.97,,108439003000.0,11896000000,-4595000000,1789000000,,,None,11584000000,428000000,,None,,,,,-6384000000,-6384000000,-11156000000,None,0.381,,6248000000,5648000000,,,,,None,,,,,1.345,0.0136,,,,,,,,0.0925,,,2026-02-25,quarterly,-0.5887,INR,pre-market,None,,0.0397,0.0951,0.361,356.35,1141000000,,,,6.66,5.16,,92.3842,,,,,,,11896000000,,13.42,,8.24,4.385
2026-04-16,RNW,0.36,129449001000.0,13.42,,0.991,3.575,,,,,,,,,,,,,,,None,9000000,9000000,,,,,,None,3288000000,,,,,-0.028,7.1413,2742000000,6030000000,-7.73,2021-09-30,68.97,,108439003000.0,16981000000,-5281000000,1333000000,,,None,8023000000,343000000,,None,,,,,-6614000000,-10274000000,-8535000000,None,0.381,,5644000000,11337000000,,,,,None,,,,,1.345,0.0136,,,,,,,,0.0925,,,2026-02-25,quarterly,-0.5887,INR,pre-market,None,,0.0397,0.0951,0.361,356.35,1689000000,,,,6.66,5.16,,92.3842,,,,,,,16990000000,,13.42,,8.24,4.385
2026-04-16,RNW,0.36,129449001000.0,13.42,,0.991,3.575,,,,,,,,,,,,,,,None,183000000,183000000,,,,,,None,3161000000,,,,,-0.028,7.1413,10770000000,13931000000,-7.73,2021-06-30,68.97,,108439003000.0,15334000000,1485000000,1060000000,,,None,9285000000,464000000,,None,,,,,425000000,425000000,-8821000000,None,0.381,,5829000000,9505000000,,,,,None,,,,,1.345,0.0136,,,,,,,,0.0925,,,2026-02-25,quarterly,-0.5887,INR,pre-market,None,,0.0397,0.0951,0.361,356.35,593000000,,,,6.66,5.16,,92.3842,,,,,,,15517000000,,13.42,,8.24,4.385
2026-04-16,RNW,0.36,129449001000.0,13.42,,0.991,3.575,,,,,,,,,,,,,,,None,225000000,225000000,,,,,,None,3074000000,,,,,-0.028,7.1413,4586000000,7660000000,-7.73,2021-03-31,68.97,,108439003000.0,10675000000,-2939000000,1000000000,,,None,7525000000,260000000,,None,,,,,-3725000000,-3911000000,-8348000000,None,0.381,,2887000000,7788000000,,,,,None,,,,,1.345,0.0136,,,,,,,,0.0925,,,2026-02-25,quarterly,-0.5887,INR,pre-market,None,,0.0397,0.0951,0.361,356.35,2016000000,,,,6.66,5.16,,92.3842,,,,,,,10900000000,,13.42,,8.24,4.385
2026-04-16,RNW,0.36,129449001000.0,13.42,,0.991,3.575,,,,,,,,,,,,,,,None,138000000,138000000,,,,,,None,3023000000,,,,,-0.028,7.1413,5819000000,8842000000,-7.73,2020-12-31,68.97,,108439003000.0,9747000000,-3696000000,-195000000,,,None,9515000000,508000000,,None,,,,,-3501000000,-3501000000,-9007000000,None,0.381,,4773000000,4974000000,,,,,None,,,,,1.345,0.0136,,,,,,,,0.0925,,,2026-02-25,quarterly,-0.5887,INR,pre-market,None,,0.0397,0.0951,0.361,356.35,330000000,,,,6.66,5.16,,92.3842,,,,,,,9885000000,,13.42,,8.24,4.385
2026-04-16,RNW,0.36,129449001000.0,13.42,,0.991,3.575,,,,,,,,,,,,,,,None,54000000,54000000,,,,,,None,3004000000,,,,,-0.028,7.1413,9565000000,12569000000,-7.73,2020-09-30,68.97,,108439003000.0,13537000000,344000000,1261000000,,,None,9221000000,None,,None,,,,,-917000000,-917000000,-8745000000,None,0.381,,5110000000,8427000000,,,,,None,,,,,1.345,0.0136,,,,,,,,0.0925,,,2026-02-25,quarterly,-0.5887,INR,pre-market,None,,0.0397,0.0951,0.361,356.35,291000000,,,,6.66,5.16,,92.3842,,,,,,,13591000000,,13.42,,8.24,4.385
2026-04-16,RNW,0.36,129449001000.0,13.42,,0.991,3.575,,,,,,,,,,,,,,,None,31500000,31500000,,,,,,None,2964500000,,,,,-0.028,7.1413,9639500000,12604000000,-7.73,2020-06-30,68.97,,108439003000.0,13669500000,753500000,1049500000,,,None,None,None,,None,,,,,-315000000,None,None,None,0.381,,300500000,13369000000,,,,,None,,,,,1.345,0.0136,,,,,,,,0.0925,,,2026-02-25,quarterly,-0.5887,None,pre-market,None,,0.0397,0.0951,0.361,356.35,None,,,,6.66,5.16,,92.3842,,,,,,,13701000000,,13.42,,8.24,4.385
2026-04-16,RNW,0.36,129449001000.0,13.42,,0.991,3.575,,,,,,,,,,,,,,,None,25000000,25000000,,,,,,None,2673000000,,,,,-0.028,7.1413,6357000000,9030000000,-7.73,2020-03-31,68.97,,108439003000.0,10174000000,-2564000000,767000000,,,None,None,None,,None,,,,,-3198000000,None,None,None,0.381,,298000000,9876000000,,,,,None,,,,,1.345,0.0136,,,,,,,,0.0925,,,2026-02-25,quarterly,-0.5887,INR,pre-market,None,,0.0397,0.0951,0.361,356.35,276000000,,,,6.66,5.16,,92.3842,,,,,,,10199000000,,13.42,,8.24,4.385
2026-04-16,RNW,0.36,129449001000.0,13.42,,0.991,3.575,,,,,,,,,,,,,,,None,14000000,14000000,,,,,,None,1365000000,,,,,-0.028,7.1413,5952000000,7317000000,-7.73,2019-12-31,68.97,,108439003000.0,8305000000,-3169000000,-490000000,,,None,None,None,,None,,,,,-2586000000,None,None,None,0.381,,86000000,8219000000,,,,,None,,,,,1.345,0.0136,,,,,,,,0.0925,,,2026-02-25,quarterly,-0.5887,INR,pre-market,None,,0.0397,0.0951,0.361,356.35,76000000,,,,6.66,5.16,,92.3842,,,,,,,8319000000,,13.42,,8.24,4.385
2026-04-16,RNW,0.36,129449001000.0,13.42,,0.991,3.575,,,,,,,,,,,,,,,None,245500000,245500000,,,,,,None,3471000000,,,,,-0.028,7.1413,10136500000,13607500000,-7.73,2019-09-30,68.97,,108439003000.0,14701500000,2555000000,940500000,,,None,None,None,,None,,,,,1912000000,None,None,None,0.381,,4810000000,10136500000,,,,,None,,,,,1.345,0.0136,,,,,,,,0.0925,,,2026-02-25,quarterly,-0.5887,INR,pre-market,None,,0.0397,0.0951,0.361,356.35,301500000,,,,6.66,5.16,,92.3842,,,,,,,14947000000,,13.42,,8.24,4.385
