date,symbol,eps,revenue_ttm,pe_ratio,accumulateddepreciationamortizationppe,book_value,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividend_per_share,dividend_yield,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,price_to_book,price_to_sales_ttm,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,stockbasedcompensation,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,trailing_pe,treasurystock,week_52_high,week_52_low
2026-04-16,JCAP,5.64,607288000.0,3.635,None,8.17,,4858000,51651000,51651000,,,,,,,,,6000,2843000,None,None,None,76425000,None,None,1628161000,None,None,21000,,0.48,0.024,,,,0.0,0.03,-2943000,-2922000,0.66,2025-06-30,58043000,474487000.0,1743000,-2943000,279000,8157000,8157000,None,None,None,None,None,None,1181470000,None,None,-2943000,None,None,None,1.058,,4965000,-3222000,10102000,-1105045000,None,None,None,,,,,2.382,1.868,,,,,,,,0.309,,None,2026-03-12,quarterly,0.69,USD,post-market,539000,477576000,0.128,0.438,0.277,20.23,4426000,1186328000,1181470000,None,19.68,20.47,,4.5455,1767618000,1689914000,76425000,1356810000,77704000,1280385000,1743000,410808000,3.635,None,23.51,15.41
2026-04-16,JCAP,5.64,607288000.0,3.635,None,8.17,,None,27000000,27000000,,,,,,,,,None,58266307,None,None,None,58700000,None,None,1577600000,None,None,21000,,0.48,0.024,,,,0.0,0.03,-2943000,-2922000,0.66,2025-03-31,57700000,474487000.0,1743000,-2943000,279000,8900000,8900000,None,None,None,None,None,None,1207500000,None,None,-2943000,None,None,None,1.058,,4965000,-3222000,3400000,58700000,None,None,None,,,,,2.382,1.868,,,,,,,,0.309,,None,2026-03-12,quarterly,0.69,USD,post-market,539000,336600000,0.128,0.438,0.277,20.23,4426000,1207500000,None,None,19.68,20.47,,4.5455,1714200000,1608000000,58700000,1340700000,106200000,1282000000,1743000,373500000,3.635,None,23.51,15.41
2026-04-16,JCAP,5.64,607288000.0,3.635,None,8.17,,None,35506000,35506000,,,,,,,,,None,58266307,None,None,None,69975000,None,508146000,1514924000,None,None,21000,,0.48,0.024,,,,0.0,0.03,-2943000,-2922000,0.66,2024-12-31,57683000,474487000.0,1743000,-2943000,279000,10237000,10237000,None,None,None,None,None,None,1194726000,None,None,-2943000,None,None,None,1.058,,4965000,-3222000,2737000,77028000,None,4860000,None,,,,,2.382,1.868,,,,,,,,0.309,,None,2026-03-12,quarterly,0.69,USD,post-market,539000,398122000,0.128,0.438,0.277,20.23,4426000,1194726000,None,None,19.68,20.47,,4.5455,1654283000,1553167000,77028000,1271754000,101116000,1194726000,1743000,382529000,3.635,None,23.51,15.41
2026-04-16,JCAP,5.64,607288000.0,3.635,None,8.17,,None,None,None,,,,,,,,,None,58266307,None,None,None,None,None,None,None,None,None,21000,,0.48,0.024,,,,0.0,0.03,-2943000,-2922000,0.66,2024-09-30,None,474487000.0,1743000,-2943000,279000,None,None,None,None,None,None,None,None,None,None,None,-2943000,None,None,None,1.058,,4965000,-3222000,None,None,None,None,None,,,,,2.382,1.868,,,,,,,,0.309,,None,2026-03-12,quarterly,0.69,None,post-market,539000,None,0.128,0.438,0.277,20.23,4426000,None,None,None,19.68,20.47,,4.5455,None,None,None,None,None,None,1743000,None,3.635,None,23.51,15.41
2026-04-16,JCAP,5.64,607288000.0,3.635,None,8.17,,None,None,None,,,,,,,,,None,58266307,None,None,None,None,None,None,None,None,None,21000,,0.48,0.024,,,,0.0,0.03,-2943000,-2922000,0.66,2024-06-30,None,474487000.0,1743000,-2943000,279000,None,None,None,None,None,None,None,None,None,None,None,-2943000,None,None,None,1.058,,4965000,-3222000,None,None,None,None,None,,,,,2.382,1.868,,,,,,,,0.309,,None,2026-03-12,quarterly,0.69,None,post-market,539000,None,0.128,0.438,0.277,20.23,4426000,None,None,None,19.68,20.47,,4.5455,None,None,None,None,None,None,1743000,None,3.635,None,23.51,15.41
2026-04-16,JCAP,5.64,607288000.0,3.635,None,8.17,,None,None,None,,,,,,,,,None,58266307,None,None,None,None,None,None,None,None,None,21000,,0.48,0.024,,,,0.0,0.03,-2943000,-2922000,0.66,2024-03-31,None,474487000.0,1743000,-2943000,279000,None,None,None,None,None,None,None,None,None,None,None,-2943000,None,None,None,1.058,,4965000,-3222000,None,None,None,None,None,,,,,2.382,1.868,,,,,,,,0.309,,None,2026-03-12,quarterly,0.69,None,post-market,539000,None,0.128,0.438,0.277,20.23,4426000,None,None,None,19.68,20.47,,4.5455,None,None,None,None,None,None,1743000,None,3.635,None,23.51,15.41
2026-04-16,JCAP,5.64,607288000.0,3.635,None,8.17,,None,15459000,15459000,,,,,,,,,232000,22973028,None,None,None,10727000,None,None,216000,None,None,21000,,0.48,0.024,,,,0.0,0.03,-2943000,-2922000,0.66,2020-06-30,None,474487000.0,1743000,-2943000,279000,None,None,None,None,None,None,None,None,None,None,None,-2943000,None,None,None,1.058,,4965000,-3222000,10237000,11029000,None,None,None,,,,,2.382,1.868,,,,,,,,0.309,,None,2026-03-12,quarterly,0.69,None,post-market,539000,-79354000,0.128,0.438,0.277,20.23,4426000,270912000,None,None,19.68,20.47,,4.5455,872172000,25912000,21756000,292668000,846260000,270912000,1743000,542540000,3.635,None,23.51,15.41
2026-04-16,JCAP,5.64,607288000.0,3.635,None,8.17,,None,7341000,7341000,,,,,,,,,232000,22973028,None,None,None,7703000,None,None,219000,None,None,21000,,0.48,0.024,,,,0.0,0.03,-2943000,-2922000,0.66,2020-03-31,None,474487000.0,1743000,-2943000,279000,None,None,None,None,None,None,None,None,None,None,None,-2943000,None,None,None,1.058,,4965000,-3222000,7925000,10751000,None,None,None,,,,,2.382,1.868,,,,,,,,0.309,,None,2026-03-12,quarterly,0.69,None,post-market,539000,-68417000,0.128,0.438,0.277,20.23,4426000,238851000,None,None,19.68,20.47,,4.5455,841409000,15485000,18454000,257305000,825924000,238851000,1743000,551191000,3.635,None,23.51,15.41
2026-04-16,JCAP,5.64,607288000.0,3.635,None,8.17,,None,3278000,3278000,,,,,,,,,224000,22252115,None,None,None,4817000,None,None,4713000,None,None,21000,,0.48,0.024,,,,0.0,0.03,-2943000,-2922000,0.66,2019-12-31,None,474487000.0,1743000,-2943000,279000,None,None,None,None,None,None,None,None,None,None,None,-2943000,None,None,None,1.058,,4965000,-3222000,8654000,16295000,None,None,None,,,,,2.382,1.868,,,,,,,,0.309,,None,2026-03-12,quarterly,0.69,None,post-market,539000,-5021000,0.128,0.438,0.277,20.23,4426000,202791000,None,None,19.68,20.47,,4.5455,812777000,16645000,21112000,223903000,796132000,202791000,1743000,588874000,3.635,None,23.51,15.41
2026-04-16,JCAP,5.64,607288000.0,3.635,None,8.17,,None,6961000,6961000,,,,,,,,,222000,22233594,None,None,None,5392000,None,None,4417000,None,None,21000,,0.48,0.024,,,,0.0,0.03,-2943000,-2922000,0.66,2019-09-30,None,474487000.0,1743000,-2943000,279000,8485000,8485000,None,None,None,None,None,None,None,None,None,-2943000,None,None,None,1.058,,4965000,-3222000,7813000,15689000,None,None,None,,,,,2.382,1.868,,,,,,,,0.309,,None,2026-03-12,quarterly,0.69,None,post-market,539000,1645000,0.128,0.438,0.277,20.23,4426000,165735000,None,None,19.68,20.47,,4.5455,776233000,19191000,21081000,186816000,757042000,165735000,1743000,589417000,3.635,None,23.51,15.41
2026-04-16,JCAP,5.64,607288000.0,3.635,None,8.17,,None,4169000,4169000,,,,,,,,,221000,22133290,None,None,None,4526000,None,None,4576000,None,None,21000,,0.48,0.024,,,,0.0,0.03,-2943000,-2922000,0.66,2019-06-30,None,474487000.0,1743000,-2943000,279000,4085000,4085000,None,None,None,None,None,None,None,None,None,-2943000,None,None,None,1.058,,4965000,-3222000,5129000,15300000,None,None,None,,,,,2.382,1.868,,,,,,,,0.309,,None,2026-03-12,quarterly,0.69,None,post-market,539000,3630000,0.128,0.438,0.277,20.23,4426000,96611000,None,None,19.68,20.47,,4.5455,703292000,13874000,19826000,116437000,689418000,96611000,1743000,586855000,3.635,None,23.51,15.41
2026-04-16,JCAP,5.64,607288000.0,3.635,None,8.17,,None,3860000,3860000,,,,,,,,,205000,20455116,None,None,None,2612000,None,None,5025000,None,None,21000,,0.48,0.024,,,,0.0,0.03,-2943000,-2922000,0.66,2019-03-31,None,474487000.0,1743000,-2943000,279000,None,None,None,None,None,None,None,None,None,None,None,-2943000,None,None,None,1.058,,4965000,-3222000,5348000,14503000,None,None,None,,,,,2.382,1.868,,,,,,,,0.309,,None,2026-03-12,quarterly,0.69,None,post-market,539000,1605000,0.128,0.438,0.277,20.23,4426000,60716000,None,None,19.68,20.47,,4.5455,630632000,14233000,17115000,77831000,616399000,60716000,1743000,552801000,3.635,None,23.51,15.41
2026-04-16,JCAP,5.64,607288000.0,3.635,None,8.17,,None,8715000,8715000,,,,,,,,,204000,19772414,None,None,None,2402000,None,None,4835000,None,None,21000,,0.48,0.024,,,,0.0,0.03,-2943000,-2922000,0.66,2018-12-31,None,474487000.0,1743000,-2943000,279000,3552000,3552000,None,None,None,96202000,None,None,None,None,None,-2943000,None,None,None,1.058,,4965000,-3222000,-92500000,15533000,None,None,None,,,,,2.382,1.868,,,,,,,,0.309,,None,2026-03-12,quarterly,0.69,None,post-market,539000,1728000,0.128,0.438,0.277,20.23,4426000,24609000,None,None,19.68,20.47,,4.5455,590408000,17252000,17935000,42544000,573156000,24609000,1743000,547864000,3.635,None,23.51,15.41
2026-04-16,JCAP,5.64,607288000.0,3.635,None,8.17,,None,42624000,42624000,,,,,,,,,193000,19459751,None,None,None,2235000,None,None,7258000,None,None,21000,,0.48,0.024,,,,0.0,0.03,-2943000,-2922000,0.66,2018-09-30,None,474487000.0,1743000,-2943000,279000,None,None,None,None,None,None,None,None,None,None,None,-2943000,None,None,None,1.058,,4965000,-3222000,1327000,13876000,None,None,None,,,,,2.382,1.868,,,,,,,,0.309,,None,2026-03-12,quarterly,0.69,None,post-market,539000,-8324000,0.128,0.438,0.277,20.23,4426000,24578000,None,None,19.68,20.47,,4.5455,556228000,51209000,16111000,40689000,505019000,24578000,1743000,515539000,3.635,None,23.51,15.41
2026-04-16,JCAP,5.64,607288000.0,3.635,None,8.17,,None,43331000,43331000,,,,,,,,,192000,15542500,None,None,None,2916000,None,None,7223000,None,None,21000,,0.48,0.024,,,,0.0,0.03,-2943000,-2922000,0.66,2018-06-30,None,474487000.0,1743000,-2943000,279000,None,None,None,None,None,None,None,None,None,None,None,-2943000,None,None,None,1.058,,4965000,-3222000,975000,13206000,None,None,None,,,,,2.382,1.868,,,,,,,,0.309,,None,2026-03-12,quarterly,0.69,None,post-market,539000,-12721000,0.128,0.438,0.277,20.23,4426000,None,None,None,19.68,20.47,,4.5455,509860000,51529000,16122000,16122000,458331000,None,1743000,493738000,3.635,None,23.51,15.41
2026-04-16,JCAP,5.64,607288000.0,3.635,None,8.17,,None,15238000,15238000,,,,,,,,,144000,14555337,None,None,None,3155000,None,None,6988000,None,None,21000,,0.48,0.024,,,,0.0,0.03,-2943000,-2922000,0.66,2018-03-31,None,474487000.0,1743000,-2943000,279000,None,None,None,None,None,None,None,None,None,None,None,-2943000,None,None,None,1.058,,4965000,-3222000,884000,10057000,None,None,None,,,,,2.382,1.868,,,,,,,,0.309,,None,2026-03-12,quarterly,0.69,None,post-market,539000,-12199000,0.128,0.438,0.277,20.23,4426000,30732000,None,None,19.68,20.47,,4.5455,417252000,23110000,13212000,43944000,394142000,30732000,1743000,373308000,3.635,None,23.51,15.41
2026-04-16,JCAP,5.64,607288000.0,3.635,None,8.17,,None,46977000,46977000,,,,,,,,,144000,14295639,None,None,None,1138000,None,None,7251000,None,None,21000,,0.48,0.024,,,,0.0,0.03,-2943000,-2922000,0.66,2017-12-31,None,474487000.0,1743000,-2943000,279000,None,None,None,None,None,None,None,None,None,None,None,-2943000,None,None,None,1.058,,4965000,-3222000,776000,6958000,None,None,None,,,,,2.382,1.868,,,,,,,,0.309,,None,2026-03-12,quarterly,0.69,None,post-market,539000,-8902000,0.128,0.438,0.277,20.23,4426000,718000,None,None,19.68,20.47,,4.5455,314634000,55004000,8096000,8814000,259630000,718000,1743000,305820000,3.635,None,23.51,15.41
2026-04-16,JCAP,5.64,607288000.0,3.635,None,8.17,,None,54999000,54999000,,,,,,,,,142000,14244345,None,None,None,1035000,None,None,7744000,None,None,21000,,0.48,0.024,,,,0.0,0.03,-2943000,-2922000,0.66,2017-09-30,None,474487000.0,1743000,-2943000,279000,None,None,None,None,None,None,None,None,None,None,None,-2943000,None,None,None,1.058,,4965000,-3222000,734000,6731000,None,None,None,,,,,2.382,1.868,,,,,,,,0.309,,None,2026-03-12,quarterly,0.69,None,post-market,539000,-6554000,0.128,0.438,0.277,20.23,4426000,668000,None,None,19.68,20.47,,4.5455,284193000,63477000,7766000,8434000,220716000,668000,1743000,275759000,3.635,None,23.51,15.41
2026-04-16,JCAP,5.64,607288000.0,3.635,None,8.17,,None,100529000,100529000,,,,,,,,,142000,10033029,None,None,None,2399000,None,None,15409000,None,None,21000,,0.48,0.024,,,,0.0,0.03,-2943000,-2922000,0.66,2017-06-30,None,474487000.0,1743000,-2943000,279000,None,None,None,None,None,None,None,None,None,None,None,-2943000,None,None,None,1.058,,4965000,-3222000,1119000,6187000,None,None,None,,,,,2.382,1.868,,,,,,,,0.309,,None,2026-03-12,quarterly,0.69,None,post-market,539000,-5718000,0.128,0.438,0.277,20.23,4426000,20147000,None,None,19.68,20.47,,4.5455,305127000,117057000,8586000,28733000,188070000,20147000,1743000,276394000,3.635,None,23.51,15.41
2026-04-16,JCAP,5.64,607288000.0,3.635,None,8.17,,None,28252000,28252000,,,,,,,,,90000,8993528,None,None,None,1040000,None,None,24791000,None,None,21000,,0.48,0.024,,,,0.0,0.03,-2943000,-2922000,0.66,2017-03-31,None,474487000.0,1743000,-2943000,279000,None,None,None,None,None,None,None,None,None,None,None,-2943000,None,None,None,1.058,,4965000,-3222000,809000,4534000,None,None,None,,,,,2.382,1.868,,,,,,,,0.309,,None,2026-03-12,quarterly,0.69,None,post-market,539000,-5752000,0.128,0.438,0.277,20.23,4426000,19299000,None,None,19.68,20.47,,4.5455,192429000,53852000,5574000,24873000,138577000,19299000,1743000,167556000,3.635,None,23.51,15.41
2026-04-16,JCAP,5.64,607288000.0,3.635,None,8.17,,None,67373000,67373000,,,,,,,,,90000,6619848,None,None,None,697000,None,None,21657000,None,None,21000,,0.48,0.024,,,,0.0,0.03,-2943000,-2922000,0.66,2016-12-31,None,474487000.0,1743000,-2943000,279000,None,None,None,None,None,None,None,None,None,None,None,-2943000,None,None,None,1.058,,4965000,-3222000,868000,5138000,None,None,None,,,,,2.382,1.868,,,,,,,,0.309,,None,2026-03-12,quarterly,0.69,None,post-market,539000,-3840000,0.128,0.438,0.277,20.23,4426000,18582000,None,None,19.68,20.47,,4.5455,192779000,89898000,5835000,24417000,102881000,18582000,1743000,168362000,3.635,None,23.51,15.41
2026-04-16,JCAP,5.64,607288000.0,3.635,None,8.17,,None,13009000,13009000,,,,,,,,,60000,5963093,None,None,None,796000,None,None,21333000,None,None,21000,,0.48,0.024,,,,0.0,0.03,-2943000,-2922000,0.66,2016-09-30,None,474487000.0,1743000,-2943000,279000,None,None,None,None,None,None,None,None,None,None,None,-2943000,None,None,None,1.058,,4965000,-3222000,727000,2666000,None,None,None,,,,,2.382,1.868,,,,,,,,0.309,,None,2026-03-12,quarterly,0.69,None,post-market,539000,-4199000,0.128,0.438,0.277,20.23,4426000,17521000,None,None,19.68,20.47,,4.5455,125826000,35069000,3462000,20983000,90757000,17521000,1743000,104843000,3.635,None,23.51,15.41
2026-04-16,JCAP,5.64,607288000.0,3.635,None,8.17,,None,15024000,15024000,,,,,,,,,60000,5948555,None,None,None,833000,None,None,15035000,None,None,21000,,0.48,0.024,,,,0.0,0.03,-2943000,-2922000,0.66,2016-06-30,None,474487000.0,1743000,-2943000,279000,None,None,None,None,None,None,None,None,None,None,None,-2943000,None,None,None,1.058,,4965000,-3222000,5816000,2723000,None,None,None,,,,,2.382,1.868,,,,,,,,0.309,,None,2026-03-12,quarterly,0.69,None,post-market,539000,-7106000,0.128,0.438,0.277,20.23,4426000,5049000,None,None,19.68,20.47,,4.5455,110233000,35875000,3556000,8605000,74358000,5049000,1743000,101628000,3.635,None,23.51,15.41
2026-04-16,JCAP,5.64,607288000.0,3.635,None,8.17,,None,28801000,28801000,,,,,,,,,62000,6000000,None,None,None,2602000,None,None,20178000,None,None,21000,,0.48,0.024,,,,0.0,0.03,-2943000,-2922000,0.66,2016-03-31,None,474487000.0,1743000,-2943000,279000,None,None,None,None,None,None,None,None,None,None,None,-2943000,None,None,None,1.058,,4965000,-3222000,2128000,2831000,None,None,None,,,,,2.382,1.868,,,,,,,,0.309,,None,2026-03-12,quarterly,0.69,None,post-market,539000,-10431000,0.128,0.438,0.277,20.23,4426000,None,None,None,19.68,20.47,,4.5455,106494000,51107000,5433000,5433000,55387000,None,1743000,100440000,3.635,None,23.51,15.41
2026-04-16,JCAP,5.64,607288000.0,3.635,None,8.17,,None,68980000,68980000,,,,,,,,,62000,6000000,None,None,None,798000,None,None,9604000,None,None,21000,,0.48,0.024,,,,0.0,0.03,-2943000,-2922000,0.66,2015-09-30,None,474487000.0,1743000,-2943000,279000,None,None,None,None,None,None,None,None,None,None,None,-2943000,None,None,None,1.058,,4965000,-3222000,98000,2673000,None,None,None,,,,,2.382,1.868,,,,,,,,0.309,,None,2026-03-12,quarterly,0.69,None,post-market,539000,-6408000,0.128,0.438,0.277,20.23,4426000,None,None,None,19.68,20.47,,4.5455,107929000,78682000,3471000,3471000,29247000,None,1743000,104150000,3.635,None,23.51,15.41
2026-04-16,JCAP,5.64,607288000.0,3.635,None,8.17,,None,88444000,88444000,,,,,,,,,61000,5934066,None,None,None,416000,None,None,20885000,None,None,21000,,0.48,0.024,,,,0.0,0.03,-2943000,-2922000,0.66,2015-06-30,None,474487000.0,1743000,-2943000,279000,None,None,None,None,None,None,None,None,None,None,None,-2943000,None,None,None,1.058,,4965000,-3222000,-881000,1956000,None,None,None,,,,,2.382,1.868,,,,,,,,0.309,,None,2026-03-12,quarterly,0.69,None,post-market,539000,-3426000,0.128,0.438,0.277,20.23,4426000,None,881000,881000,19.68,20.47,,4.5455,110402000,109329000,3253000,3253000,1073000,None,1743000,106999000,3.635,None,23.51,15.41
2026-04-16,JCAP,5.64,607288000.0,3.635,None,8.17,,None,47551000,47551000,,,,,,,,,6000,30015000,None,None,None,95208000,None,231584000,1957299000,None,None,21000,,0.48,0.024,,,,0.0,0.03,-2943000,-2922000,0.66,2025-12-31,58014000,474487000.0,1743000,-2943000,279000,6541000,6541000,None,None,None,None,None,None,1177456000,None,None,-2943000,None,None,None,1.058,,4965000,-3222000,-1945054000,-95208000,None,4178000,None,,,,,2.382,1.868,,,,,,,,0.309,,None,2026-03-12,annual,0.69,USD,post-market,539000,522631999,0.128,0.438,0.277,20.23,4426000,1713218000,300000000,None,19.68,20.47,,4.5455,2087373000,59796000,300000000,1611238000,2027577000,1311238000,1743000,476135000,3.635,None,23.51,15.41
2026-04-16,JCAP,5.64,607288000.0,3.635,None,8.17,,None,35506000,35506000,,,,,,,,,None,58266307,None,None,None,69975000,None,508146000,1514924000,None,None,21000,,0.48,0.024,,,,0.0,0.03,-2943000,-2922000,0.66,2024-12-31,57683000,474487000.0,1743000,-2943000,279000,10237000,10237000,None,None,None,None,None,None,1194726000,None,None,-2943000,None,None,None,1.058,,4965000,-3222000,2737000,77028000,None,4860000,None,,,,,2.382,1.868,,,,,,,,0.309,,None,2026-03-12,annual,0.69,USD,post-market,539000,398122000,0.128,0.438,0.277,20.23,4426000,1194726000,None,None,19.68,20.47,,4.5455,1654283000,1553167000,77028000,1271754000,101116000,1194726000,1743000,382529000,3.635,None,23.51,15.41
2026-04-16,JCAP,5.64,607288000.0,3.635,None,8.17,,None,14371000,14371000,,,,,,,,,None,58266307,None,None,None,40851000,None,None,1004530000,None,None,21000,,0.48,0.024,,,,0.0,0.03,-2943000,-2922000,0.66,2023-12-31,57170000,474487000.0,1743000,-2943000,279000,6519000,6519000,None,None,None,None,None,None,770926000,None,None,-2943000,None,None,None,1.058,,4965000,-3222000,6233000,40851000,None,1000,None,,,,,2.382,1.868,,,,,,,,0.309,,None,2026-03-12,annual,0.69,USD,post-market,539000,276434000,0.128,0.438,0.277,20.23,4426000,770926000,None,None,19.68,20.47,,4.5455,1115366000,1025134000,40851000,811777000,90232000,770926000,1743000,274792000,3.635,None,23.51,15.41
2026-04-16,JCAP,5.64,607288000.0,3.635,None,8.17,,None,3278000,3278000,,,,,,,,,224000,21588780,None,None,None,4817000,None,None,4713000,None,None,21000,,0.48,0.024,,,,0.0,0.03,-2943000,-2922000,0.66,2019-12-31,None,474487000.0,1743000,-2943000,279000,None,None,None,None,None,None,None,None,None,None,None,-2943000,None,None,None,1.058,,4965000,-3222000,8654000,16295000,None,None,None,,,,,2.382,1.868,,,,,,,,0.309,,None,2026-03-12,annual,0.69,None,post-market,539000,-5021000,0.128,0.438,0.277,20.23,4426000,202791000,None,None,19.68,20.47,,4.5455,812777000,16645000,21112000,223903000,796132000,202791000,1743000,588874000,3.635,None,23.51,15.41
2026-04-16,JCAP,5.64,607288000.0,3.635,None,8.17,,None,8715000,8715000,,,,,,,,,204000,17310476,None,None,None,2402000,None,None,4835000,None,None,21000,,0.48,0.024,,,,0.0,0.03,-2943000,-2922000,0.66,2018-12-31,None,474487000.0,1743000,-2943000,279000,3552000,3552000,None,None,None,96202000,None,None,None,None,None,-2943000,None,None,None,1.058,,4965000,-3222000,-92500000,15533000,None,None,None,,,,,2.382,1.868,,,,,,,,0.309,,None,2026-03-12,annual,0.69,None,post-market,539000,1728000,0.128,0.438,0.277,20.23,4426000,24609000,None,None,19.68,20.47,,4.5455,590408000,17252000,17935000,42544000,573156000,24609000,1743000,547864000,3.635,None,23.51,15.41
2026-04-16,JCAP,5.64,607288000.0,3.635,None,8.17,,None,46977000,46977000,,,,,,,,,144000,11911818,None,None,None,1138000,None,None,7251000,None,None,21000,,0.48,0.024,,,,0.0,0.03,-2943000,-2922000,0.66,2017-12-31,None,474487000.0,1743000,-2943000,279000,None,None,None,None,None,None,None,None,None,None,None,-2943000,None,None,None,1.058,,4965000,-3222000,776000,6958000,None,None,None,,,,,2.382,1.868,,,,,,,,0.309,,None,2026-03-12,annual,0.69,None,post-market,539000,-8902000,0.128,0.438,0.277,20.23,4426000,718000,None,None,19.68,20.47,,4.5455,314634000,55004000,8096000,8814000,259630000,718000,1743000,305820000,3.635,None,23.51,15.41
2026-04-16,JCAP,5.64,607288000.0,3.635,None,8.17,,None,67373000,67373000,,,,,,,,,90000,6212648,None,None,None,697000,None,None,21657000,None,None,21000,,0.48,0.024,,,,0.0,0.03,-2943000,-2922000,0.66,2016-12-31,None,474487000.0,1743000,-2943000,279000,None,None,None,None,None,None,None,None,None,None,None,-2943000,None,None,None,1.058,,4965000,-3222000,868000,5138000,None,None,None,,,,,2.382,1.868,,,,,,,,0.309,,None,2026-03-12,annual,0.69,None,post-market,539000,-3840000,0.128,0.438,0.277,20.23,4426000,18582000,None,None,19.68,20.47,,4.5455,192779000,89898000,5835000,24417000,102881000,18582000,1743000,168362000,3.635,None,23.51,15.41
2026-04-16,JCAP,5.64,607288000.0,3.635,None,8.17,,None,43859000,43859000,,,,,,,,,62000,4504356,None,None,None,808000,None,None,19600000,None,None,21000,,0.48,0.024,,,,0.0,0.03,-2943000,-2922000,0.66,2015-12-31,None,474487000.0,1743000,-2943000,279000,None,None,None,None,None,None,None,None,None,None,None,-2943000,None,None,None,1.058,,4965000,-3222000,1485000,2855000,None,None,None,,,,,2.382,1.868,,,,,,,,0.309,,None,2026-03-12,annual,0.69,None,post-market,539000,-9396000,0.128,0.438,0.277,20.23,4426000,None,None,None,19.68,20.47,,4.5455,105427000,64944000,3663000,3663000,40483000,None,1743000,101300000,3.635,None,23.51,15.41
2026-04-16,JCAP,5.64,607288000.0,3.635,None,8.17,440000,None,43859000,43859000,208735000,None,None,None,None,None,None,None,62000,4504356,None,None,None,808000,None,None,19600000,None,None,21000,1048000,0.48,0.024,15513000,15513000,None,0.0,0.03,-2943000,-2922000,0.66,2025-12-31,None,474487000.0,1743000,-2943000,279000,None,None,None,None,None,None,None,None,None,None,None,37731000,None,None,None,1.058,75168000,4965000,-3222000,1485000,2855000,None,None,None,None,None,None,None,2.382,1.868,None,None,None,None,None,None,None,0.309,None,None,2026-03-12,quarterly,0.69,USD,post-market,539000,-9396000,0.128,0.438,0.277,20.23,4426000,None,None,None,19.68,20.47,8374000,4.5455,105427000,64944000,3663000,3663000,40483000,None,1743000,101300000,3.635,None,23.51,15.41
2026-04-16,JCAP,5.64,607288000.0,3.635,None,8.17,106000,None,43859000,43859000,-15927000,-54553000,None,None,None,None,None,None,62000,4504356,None,None,None,808000,None,None,19600000,None,None,21000,1350000,0.48,0.024,15520000,15520000,None,0.0,0.03,-2943000,-2922000,0.66,2025-09-30,None,474487000.0,1743000,-2943000,279000,None,None,None,None,None,None,None,None,None,None,None,38362000,None,None,None,1.058,63080000,4965000,-3222000,1485000,2855000,None,None,None,None,None,None,None,2.382,1.868,None,None,None,None,None,None,None,0.309,None,None,2026-03-12,quarterly,0.69,USD,post-market,539000,-9396000,0.128,0.438,0.277,20.23,4426000,None,None,None,19.68,20.47,8850000000,4.5455,105427000,64944000,3663000,3663000,40483000,None,1743000,101300000,3.635,None,23.51,15.41
