symbol,frequency,fiscaldateending,report_date,reporttime,reportedcurrency,reported_eps,estimated_eps,earnings_surprise,surprise_pct,accumulateddepreciationamortizationppe,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,ebit,ebitda,goodwill,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profitloss,propertyplantequipment,researchanddevelopment,retainedearnings,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,stockbasedcompensation,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,treasurystock
CSCO,annual,1996-07-31,1996-08-15,pre-market,,0.1599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSCO,annual,1997-07-31,1997-08-05,pre-market,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSCO,annual,1998-07-31,1998-08-04,pre-market,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSCO,annual,1999-07-31,1999-08-10,pre-market,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSCO,annual,2000-07-31,2000-08-08,pre-market,,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSCO,annual,2001-07-31,2001-08-07,pre-market,,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSCO,annual,2002-07-31,2002-08-06,post-market,,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSCO,annual,2003-07-31,2003-08-05,post-market,,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSCO,annual,2004-07-31,2004-08-10,post-market,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSCO,annual,2005-07-31,2005-08-09,post-market,,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSCO,annual,2006-07-31,2006-08-08,post-market,USD,1.1,,,,,772000000.0,,3297000000.0,3297000000.0,300000000.0,-9644000000.0,,,-41000000.0,,,,24257000000.0,6272000000.0,,9737000000.0,9737000000.0,880000000.0,,,3303000000.0,,,1293000000.0,1293000000.0,,,,7781000000.0,9074000000.0,9227000000.0,18747000000.0,7633000000.0,2053000000.0,2161000000.0,2161000000.0,,148000000.0,,1371000000.0,,,6332000000.0,,,5580000000.0,,,,7899000000.0,11751000000.0,6996000000.0,3188000000.0,4281000000.0,,,,,,,,,,,,,-8295000000.0,,,3440000000.0,4158000000.0,-617000000.0,1169000000.0,6332000000.0,3260000000.0,14517000000.0,1050000000.0,43315000000.0,25676000000.0,11313000000.0,19397000000.0,17639000000.0,8084000000.0,28484000000.0,23912000000.0,
CSCO,annual,2007-07-31,2007-08-07,post-market,USD,1.34,,,,,1251000000.0,,3728000000.0,3728000000.0,-1331000000.0,-8342000000.0,,,61000000.0,,,,30687000000.0,6265000000.0,,12586000000.0,12586000000.0,786000000.0,,,3989000000.0,,,1413000000.0,1413000000.0,,,,9838000000.0,11251000000.0,12121000000.0,22336000000.0,9461000000.0,2128000000.0,2540000000.0,2540000000.0,,377000000.0,,1322000000.0,,,6408000000.0,,,7333000000.0,,,,10104000000.0,13227000000.0,8621000000.0,3997000000.0,5441000000.0,,,,,,,,,,,,,-7681000000.0,,,3893000000.0,4580000000.0,231000000.0,1513000000.0,6408000000.0,3759000000.0,18538000000.0,931000000.0,53340000000.0,31574000000.0,13358000000.0,21850000000.0,21766000000.0,8492000000.0,34922000000.0,31480000000.0,
CSCO,annual,2008-07-31,2008-08-05,post-market,USD,1.53,,,,,1268000000.0,,5191000000.0,5191000000.0,-6433000000.0,-4193000000.0,,,104000000.0,,,,33505000000.0,6163000000.0,,14056000000.0,14056000000.0,869000000.0,,,3821000000.0,,,1744000000.0,1744000000.0,,,,10541000000.0,12285000000.0,12392000000.0,25484000000.0,10255000000.0,2203000000.0,2089000000.0,2089000000.0,,319000000.0,,1235000000.0,,,6393000000.0,,,8052000000.0,,,,12089000000.0,15904000000.0,9442000000.0,4408000000.0,6185000000.0,,,,,,,,,,,,,-10441000000.0,,,4151000000.0,5156000000.0,120000000.0,2007000000.0,6893000000.0,500000000.0,21044000000.0,1025000000.0,58734000000.0,35699000000.0,13858000000.0,24332000000.0,23035000000.0,10474000000.0,39540000000.0,34353000000.0,
CSCO,annual,2009-07-31,2009-08-05,post-market,USD,1.35,,,,,1005000000.0,,5718000000.0,5718000000.0,589000000.0,-9959000000.0,,,187000000.0,,,,34344000000.0,5857000000.0,,13023000000.0,13023000000.0,675000000.0,,,3177000000.0,,,1768000000.0,1768000000.0,3991000000.0,3991000000.0,,8039000000.0,9807000000.0,12925000000.0,23094000000.0,7693000000.0,1559000000.0,1702000000.0,1702000000.0,,346000000.0,,1074000000.0,,,10295000000.0,,,6134000000.0,,,,9897000000.0,15176000000.0,7322000000.0,4925000000.0,6376000000.0,,,,,,,,,,,,,-3611000000.0,,,4043000000.0,5271000000.0,3868000000.0,1565000000.0,10295000000.0,2701000000.0,29283000000.0,1140000000.0,68128000000.0,44177000000.0,13655000000.0,29451000000.0,23951000000.0,15796000000.0,36117000000.0,38647000000.0,
