date,symbol,revenue_ttm,pe_ratio,accumulateddepreciationamortizationppe,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividend_yield,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,peg_ratio,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,stockbasedcompensation,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,trailing_pe,treasurystock,week_52_high,week_52_low
2026-04-16,EAI,0.0,6.05,,,,,,,,,,,,,,,,None,4688343000,4688343000,,,,,,None,1102202000,,0.059,,,,0.0,0.0,2205156000,3307358000,0.0,2011-12-31,,0.0,6540730000,1653635000,307196000,,,None,551521000,None,,None,,,,,1346439000,None,None,None,0.0,,4527496000,2013234000,,,,,None,,,,,0.0,,,,,,,,0.0,,,2025-10-31,annual,0.0,USD,pre-market,None,,0.0,0.0,0.0,0.0,190595000,,,,20.83,20.81,,,,,,,,,11229073000,,6.05,,21.59,19.15
2026-04-16,EAI,0.0,6.05,,,,,,,,,,,,,,,,None,4884941000,4884941000,,,,,,None,1069894000,,0.059,,,,0.0,0.0,2497690000,3567584000,0.0,2010-12-31,,0.0,6602636000,1887544000,637302000,,,None,610146000,None,,None,,,,,1250242000,None,None,None,0.0,,4335259000,2267377000,,,,,None,,,,,0.0,,,,,,,,0.0,,,2025-10-31,annual,0.0,USD,pre-market,None,,0.0,0.0,0.0,0.0,211736000,,,,20.83,20.81,,,,,,,,,11487577000,,6.05,,21.59,19.15
2026-04-16,EAI,0.0,6.05,,,,,,,,,,,,,,,,None,4387323000,4387323000,,,,,,None,1082775000,,0.059,,,,0.0,0.0,1883790000,2966565000,0.0,2009-12-31,,0.0,6358327000,1883790000,652698000,,,None,None,None,,None,,,,,1231092000,None,None,None,0.0,,4073801000,2284526000,,,,,None,,,,,0.0,,,,,,,,0.0,,,2025-10-31,annual,0.0,USD,pre-market,None,,0.0,0.0,0.0,0.0,199063000,,,,20.83,20.81,,,,,,,,,10745650000,,6.05,,21.59,19.15
2026-04-16,EAI,0.0,6.05,,,,,,,,,,,,,,,,None,5455721000,5455721000,,,,,,None,1030860000,,0.059,,,,0.0,0.0,1823564000,2854424000,0.0,2008-12-31,,0.0,7638035000,1823564000,602998000,,,None,None,None,,None,,,,,1220566000,None,None,None,0.0,,5354868000,2283167000,,,,,None,,,,,0.0,,,,,,,,0.0,,,2025-10-31,annual,0.0,USD,pre-market,None,,0.0,0.0,0.0,0.0,249292000,,,,20.83,20.81,,,,,,,,,13093756000,,6.05,,21.59,19.15
2026-04-16,EAI,0.0,6.05,,,,,,,,,,,,,,,,None,4817575000,4817575000,,,,,,None,963712000,,0.059,,,,0.0,0.0,1649266000,2612978000,0.0,2007-12-31,,0.0,6666823000,1649266000,514417000,,,None,None,None,,None,,,,,1134849000,None,None,None,0.0,,4610455000,2056368000,,,,,None,,,,,0.0,,,,,,,,0.0,,,2025-10-31,annual,0.0,USD,pre-market,None,,0.0,0.0,0.0,0.0,None,,,,20.83,20.81,,,,,,,,,11484398000,,6.05,,21.59,19.15
2026-04-16,EAI,0.0,6.05,,,,,,,,,,,,,,,,None,4643168000,4643168000,,,,,,None,887792000,,0.059,,,,0.0,0.0,1576142000,2463934000,0.0,2006-12-31,,0.0,6288990000,1576142000,443540000,,,None,None,None,,None,,,,,1132602000,None,None,None,0.0,,4483630000,1805360000,,,,,None,,,,,0.0,,,,,,,,0.0,,,2025-10-31,annual,0.0,USD,pre-market,None,,0.0,0.0,0.0,0.0,145884000,,,,20.83,20.81,,,,,,,,,10932158000,,6.05,,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,,None,None,None,,,,,,,,,5832000,450152000,None,4643168000,4643168000,2565546000,None,None,None,None,None,887792000,,0.059,,,,0.0,0.0,1576142000,2463934000,0.0,2025-12-31,None,0.0,6288990000,1576142000,443540000,None,None,None,None,None,None,None,None,None,None,None,1132602000,None,None,None,0.0,,4483630000,1805360000,None,None,None,None,None,,,,,0.0,,,,,,,,0.0,,None,2025-10-31,quarterly,0.0,None,pre-market,None,12698436000,0.0,0.0,0.0,0.0,145884000,3032914000,3032914000,None,20.83,20.81,,,None,None,7157955000,91091000,None,5592681000,10932158000,16923076000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,,None,None,None,,,,,,,,,5775000,453550895,None,4643168000,4643168000,2184702000,None,None,None,None,None,887792000,,0.059,,,,0.0,0.0,1576142000,2463934000,0.0,2025-09-30,None,0.0,6288990000,1576142000,443540000,None,None,None,None,None,None,None,None,None,None,None,1132602000,None,None,None,0.0,,4483630000,1805360000,None,None,None,None,None,,,,,0.0,,,,,,,,0.0,,None,2025-10-31,quarterly,0.0,None,pre-market,None,12752150000,0.0,0.0,0.0,0.0,145884000,3390034000,3390034000,None,20.83,20.81,,,None,None,7172657000,94652000,None,5405353000,10932158000,16661702000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,,None,226988000,226988000,,,,,,,,,4636633000,445700889,None,4643168000,4643168000,360301000,None,None,381832000,None,None,887792000,,0.059,,,,0.0,0.0,1576142000,2463934000,0.0,2025-06-30,6517000,0.0,6288990000,1576142000,443540000,None,None,None,None,None,4828000,None,None,None,None,None,1132602000,None,None,None,0.0,,4483630000,1805360000,-594046000,-979115000,None,None,None,,,,,0.0,,,,,,,,0.0,,None,2025-10-31,quarterly,0.0,None,pre-market,None,None,0.0,0.0,0.0,0.0,145884000,5438033000,600000000,None,20.83,20.81,,,492130000,19602000,9624000,49023000,472528000,39399000,10932158000,443107000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,,None,55060000,55060000,,,,,,,,,4536551000,53923552,None,4643168000,4643168000,802000,None,None,298441000,None,None,887792000,,0.059,,,,0.0,0.0,1576142000,2463934000,0.0,2025-03-31,6403000,0.0,6288990000,1576142000,443540000,None,None,None,None,None,3506000,None,None,None,None,None,1132602000,None,None,None,0.0,,4483630000,1805360000,-341109000,-23677000,None,None,None,,,,,0.0,,,,,,,,0.0,,None,2025-10-31,quarterly,0.0,None,pre-market,None,None,0.0,0.0,0.0,0.0,145884000,5107853000,None,None,20.83,20.81,,,483113000,15898000,9452000,51801000,467215000,42349000,10932158000,4536550999,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,,None,4747000,4747000,,,,,,,,,5620000,53923552,None,4643168000,4643168000,1929162000,None,None,295798000,None,None,887792000,,0.059,,,,0.0,0.0,1576142000,2463934000,0.0,2024-12-31,None,0.0,6288990000,1576142000,443540000,None,None,None,None,None,434175000,None,None,None,None,None,1132602000,None,None,None,0.0,,4483630000,1805360000,161210000,-2924062000,None,None,None,,,,,0.0,,,,,,,,0.0,,None,2025-10-31,quarterly,0.0,None,pre-market,None,12014315000,0.0,0.0,0.0,0.0,145884000,5223770000,20893000,None,20.83,20.81,,,15073983000,895930000,656507000,10609978000,14178053000,9953471000,10932158000,15083908000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,,None,640183000,640183000,,,,,,,,,2810000,53923552,None,4643168000,4643168000,267654000,None,None,403875000,None,None,887792000,,0.059,,,,0.0,0.0,1576142000,2463934000,0.0,2024-09-30,None,0.0,6288990000,1576142000,443540000,None,None,None,None,None,None,None,None,None,None,None,1132602000,None,None,None,0.0,,4483630000,1805360000,586754000,1255625000,None,None,None,,,,,0.0,,,,,,,,0.0,,None,2025-10-31,quarterly,0.0,None,pre-market,None,11985552000,0.0,0.0,0.0,0.0,145884000,29002849000,2439499000,None,20.83,20.81,,,15364603000,1630812000,5461836000,108869000,13733791000,26563350000,10932158000,15032842000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,,None,1355164000,1355164000,,,,,,,,,4499793000,53538942,None,4643168000,4643168000,295046000,None,None,474886000,None,None,887792000,,0.059,,,,0.0,0.0,1576142000,2463934000,0.0,2024-06-30,None,0.0,6288990000,1576142000,443540000,None,None,None,None,None,433730000,None,None,None,None,None,1132602000,None,None,None,0.0,,4483630000,1805360000,-422170000,-1097433000,None,None,None,,,,,0.0,,,,,,,,0.0,,None,2025-10-31,quarterly,0.0,None,pre-market,None,11582332000,0.0,0.0,0.0,0.0,145884000,5094160000,2449423000,None,20.83,20.81,,,14976041000,1841610000,702083000,10457573000,13134431000,9755490000,10932158000,4499793000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,,None,45567000,45567000,,,,,,,,,3983609000,53468282,None,4643168000,4643168000,245610000,None,None,377052000,None,None,887792000,,0.059,,,,0.0,0.0,1576142000,2463934000,0.0,2024-03-31,374099000,0.0,6288990000,1576142000,443540000,None,None,None,None,None,432079000,None,None,None,None,None,1132602000,None,None,None,0.0,,4483630000,1805360000,134882000,-1037631000,None,None,None,,,,,0.0,,,,,,,,0.0,,None,2025-10-31,quarterly,0.0,None,pre-market,None,11774706000,0.0,0.0,0.0,0.0,145884000,4675636000,375000000,1229910000,20.83,20.81,,,13905981000,989580000,1060081000,9902841000,12916401000,8842760000,10932158000,3983609000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,,None,3632000,3632000,,,,,,,,,3739071000,53094123,None,4643168000,4643168000,440846000,None,None,392129000,None,None,887792000,,0.059,,,,0.0,0.0,1576142000,2463934000,0.0,2023-12-31,374099000,0.0,6288990000,1576142000,443540000,None,None,None,None,None,415797000,None,None,None,None,None,1132602000,None,None,None,0.0,,4483630000,1805360000,165861000,-1100973000,None,None,None,,,,,0.0,,,,,,,,0.0,,None,2025-10-31,quarterly,0.0,None,pre-market,None,11940384000,0.0,0.0,0.0,0.0,145884000,4733170000,394257000,None,20.83,20.81,,,13672858000,977419000,1213518000,9912188000,12695439000,8698670000,10932158000,3739071000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,,None,113399000,113399000,,,,,,,,,3840930000,50264916,None,4643168000,4643168000,289023000,None,None,389437000,None,None,887792000,,0.059,,,,0.0,0.0,1576142000,2463934000,0.0,2023-09-30,377172000,0.0,6288990000,1576142000,443540000,None,None,None,None,None,374242000,None,None,None,None,None,1132602000,None,None,None,0.0,,4483630000,1805360000,157709000,-1223156700000,None,None,None,,,,,0.0,,,,,,,,0.0,,None,2025-10-31,quarterly,0.0,USD,pre-market,None,11192276000000,0.0,0.0,0.0,0.0,145884000,4650501000,415000000,None,20.83,20.81,,,13521580000,1034787000,1079323000,9656975000,12486793000,8577652000,10932158000,3840930000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,,None,4213000,4213000,,,,,,,,,3793970000,53050382,None,4643168000,4643168000,520290000,None,None,306634000,None,None,887792000,,0.059,,,,0.0,0.0,1576142000,2463934000,0.0,2023-06-30,377172000,0.0,6288990000,1576142000,443540000,None,None,None,None,None,376374000,None,None,None,None,None,1132602000,None,None,None,0.0,,4483630000,1805360000,201553000,-1225281443000,None,None,None,,,,,0.0,,,,,,,,0.0,,None,2025-10-31,quarterly,0.0,USD,pre-market,None,10751778000000,0.0,0.0,0.0,0.0,145884000,4438803000,415000000,None,20.83,20.81,,,13422699000,888774000,1231847000,9603756000,12533925000,8371909000,10932158000,3793970000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,,None,159585000,159585000,,,,,,,,,3735016000,50015291,None,4643168000,4643168000,306284000,None,None,274946000,None,None,887792000,,0.059,,,,0.0,0.0,1576142000,2463934000,0.0,2023-03-31,377172000,0.0,6288990000,1576142000,443540000,None,None,None,None,None,370741000,None,None,None,None,None,1132602000,None,None,None,0.0,,4483630000,1805360000,219673000,314557000,None,None,None,,,,,0.0,,,,,,,,0.0,,None,2025-10-31,quarterly,0.0,USD,pre-market,None,10586782000,0.0,0.0,0.0,0.0,145884000,4620604000,290000000,None,20.83,20.81,,,13280430000,1024945000,910841000,9519322000,12255485000,8608481000,10932158000,3735016000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,,None,5278000,5278000,,,,,,,,,3753990000,46980202,None,4643168000,4643168000,586701000,None,None,296137000,None,None,887792000,,0.059,,,,0.0,0.0,1576142000,2463934000,0.0,2022-12-31,377172000,0.0,6288990000,1576142000,443540000,None,None,None,None,None,339404000,None,None,None,None,None,1132602000,None,None,None,0.0,,4483630000,1805360000,27717000,-1009866000,None,None,None,,,,,0.0,,,,,,,,0.0,,None,2025-10-31,quarterly,0.0,USD,pre-market,None,84100000,0.0,0.0,0.0,0.0,145884000,4218882000,307125000,108874000,20.83,20.81,,,13006576000,964673000,1142236000,9224761000,12041903000,8082525000,10932158000,3753990000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,,None,79131000,79131000,,,,,,,,,3737409000,46980202,None,4643168000,4643168000,400451000,None,None,354752000,None,None,887792000,,0.059,,,,0.0,0.0,1576142000,2463934000,0.0,2022-09-30,377172000,0.0,6288990000,1576142000,443540000,None,None,None,None,None,319341000,None,None,None,None,None,1132602000,None,None,None,0.0,,4483630000,1805360000,296432000,-937751000,None,None,None,,,,,0.0,,,,,,,,0.0,,None,2025-10-31,quarterly,0.0,USD,pre-market,None,89848000,0.0,0.0,0.0,0.0,145884000,4164866000,250000000,922796000,20.83,20.81,,,12777177000,1049656000,937890000,9009778000,11727521000,8071888000,10932158000,3737409000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,,None,58269000,58269000,,,,,,,,,3637338000,46980202,None,4643168000,4643168000,345440000,None,None,311821000,None,None,887792000,,0.059,,,,0.0,0.0,1576142000,2463934000,0.0,2022-06-30,374099000,0.0,6288990000,1576142000,443540000,None,None,None,None,None,311760000,None,None,None,None,None,1132602000,None,None,None,0.0,,4483630000,1805360000,284957000,-947956000,None,None,None,,,,,0.0,,,,,,,,0.0,,None,2025-10-31,quarterly,0.0,USD,pre-market,None,76092000,0.0,0.0,0.0,0.0,145884000,4175929000,250000000,338506000,20.83,20.81,,,12615790000,966807000,863823000,8947448000,11648983000,8083625000,10932158000,3637338000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,,None,110031000,110031000,,,,,,,,,3609699000,46980202,None,4643168000,4643168000,234304000,None,None,316715000,None,None,887792000,,0.059,,,,0.0,0.0,1576142000,2463934000,0.0,2022-03-31,374099000000,0.0,6288990000,1576142000,443540000,None,None,None,None,None,305985000,None,None,None,None,None,1132602000,None,None,None,0.0,,4483630000,1805360000,235373000,-1233114801000,None,None,None,,,,,0.0,,,,,,,,0.0,,None,2025-10-31,quarterly,0.0,USD,pre-market,None,51844000000,0.0,0.0,0.0,0.0,145884000,4163602000,2382146000,408892000000,20.83,20.81,,,12655739000,968104000,536503000,9014317000,11687635000,8477814000,10932158000,3609699000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,,None,12915000,12915000,,,,,,,,,3542745000,46980202,None,4643168000,4643168000,407786000,None,None,272590000,None,None,887792000,,0.059,,,,0.0,0.0,1576142000,2463934000,0.0,2021-12-31,374099000000,0.0,6288990000,1576142000,443540000,None,None,None,None,None,298872000,None,None,None,None,None,1132602000,None,None,None,0.0,,4483630000,1805360000,240107000,-1255469549000,None,None,None,,,,,0.0,,,,,,,,0.0,,None,2025-10-31,quarterly,0.0,USD,pre-market,None,47641000000,0.0,0.0,0.0,0.0,145884000,4014361000,15659000,270947000000,20.83,20.81,,,12565119000,824484000,645896000,8989264000,11740635000,8343368000,10932158000,3542745000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,,None,97337000,97337000,,,,,,,,,3555690000,50500832,None,4643168000,4643168000,276816000,None,None,399875000,None,None,887792000,,0.059,,,,0.0,0.0,1576142000,2463934000,0.0,2021-09-30,377172000,0.0,6288990000,1576142000,443540000,None,None,None,None,None,264009000,None,None,None,None,None,1132602000,None,None,None,0.0,,4483630000,1805360000,176337000,-1148581000,None,None,None,,,,,0.0,,,,,,,,0.0,,None,2025-10-31,quarterly,0.0,USD,pre-market,None,10184645000,0.0,0.0,0.0,0.0,145884000,3959194000,1776650000,955821,20.83,20.81,,,12412225000,937558000,524620000,8856535000,11474667000,8331915000,10932158000,3555690000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,,None,125126000,125126000,,,,,,,,,3425799000,50193848,None,4643168000,4643168000,277976000,None,None,371318000,None,None,887792000,,0.059,,,,0.0,0.0,1576142000,2463934000,0.0,2021-06-30,377172000,0.0,6288990000,1576142000,443540000,None,None,None,None,None,278448000,None,None,None,None,None,1132602000,None,None,None,0.0,,4483630000,1805360000,153412000,-1205393000,None,None,None,,,,,0.0,,,,,,,,0.0,,None,2025-10-31,quarterly,0.0,USD,pre-market,None,9844549000,0.0,0.0,0.0,0.0,145884000,4043714000,90000000,529616,20.83,20.81,,,12350071000,928304000,597695000,8924272000,11421767000,8326577000,10932158000,3425799000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,,None,123780000,123780000,,,,,,,,,3369206000,50264916,None,4643168000,4643168000,230327000,None,None,344092000,None,None,887792000,,0.059,,,,0.0,0.0,1576142000,2463934000,0.0,2021-03-31,377172000,0.0,6288990000,1576142000,443540000,None,None,None,None,None,269602000,None,None,None,None,None,1132602000,None,None,None,0.0,,4483630000,1805360000,113363000,-1465586814000,None,None,None,,,,,0.0,,,,,,,,0.0,,None,2025-10-31,quarterly,0.0,USD,pre-market,None,10041152000000,0.0,0.0,0.0,0.0,145884000,3958751000,90000000,1675082000,20.83,20.81,,,12113156000,850837000,585513000,8743950000,11262319000,8158437000,10932158000,3369206000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,,None,192128000,192128000,,,,,,,,,3276169000,50275555,None,4643168000,4643168000,268039000,None,None,308601000,None,None,887792000,,0.059,,,,0.0,0.0,1576142000,2463934000,0.0,2020-12-31,377172000,0.0,6288990000,1576142000,443540000,None,None,None,None,None,281451000,None,None,None,None,None,1132602000,None,None,None,0.0,,4483630000,1805360000,81833000,198592000,None,None,None,,,,,0.0,,,,,,,,0.0,,None,2025-10-31,quarterly,0.0,USD,pre-market,None,9897182000,0.0,0.0,0.0,0.0,145884000,4021209000,499602000,1630248000,20.83,20.81,,,12100131000,864013000,1049820000,8823962000,11236118000,7774142000,10932158000,3276169000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,,None,597904000,597904000,,,,,,,,,3341545000,50278942,None,4643168000,4643168000,241756000,None,None,400935000,None,None,887792000,,0.059,,,,0.0,0.0,1576142000,2463934000,0.0,2020-09-30,377172000,0.0,6288990000,1576142000,443540000,None,None,None,None,None,256768000,None,None,None,None,None,1132602000,None,None,None,0.0,,4483630000,1805360000,104365000,-1541804427000,None,None,None,,,,,0.0,,,,,,,,0.0,,None,2025-10-31,quarterly,0.0,USD,pre-market,None,9699435000000,0.0,0.0,0.0,0.0,145884000,4352130000,485000000,1195805000,20.83,20.81,,,12260657000,1359972000,1044329000,8919112000,10900685000,7874783000,10932158000,3341545000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,,None,2573000,2573000,,,,,,,,,3230702000,50221687,None,4643168000,4643168000,266399000,None,None,293120000,None,None,887792000,,0.059,,,,0.0,0.0,1576142000,2463934000,0.0,2020-06-30,377172000,0.0,6288990000,1576142000,443540000,None,None,None,None,None,272878000,None,None,3233588000,None,None,1132602000,None,None,None,0.0,,4483630000,1805360000,112758000,-1565148787000,None,None,None,,,,,0.0,,,,,,,,0.0,,296333000,2025-10-31,quarterly,0.0,USD,pre-market,None,9364523000000,0.0,0.0,0.0,0.0,145884000,3691478000,395000000,879958000,20.83,20.81,,,11416929000,681329000,980612000,8186227000,10735600000,7205615000,10932158000,3230702000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,,None,137492000,137492000,,,,,,,,,3170532000,50225337,None,4643168000,4643168000,237985000,None,None,273773000,None,None,887792000,,0.059,,,,0.0,0.0,1576142000,2463934000,0.0,2020-03-31,377172000,0.0,6288990000,1576142000,443540000,None,None,None,None,None,254329000,None,None,3260723000,None,None,1132602000,None,None,None,0.0,,4483630000,1805360000,109297000,-49069373000,None,None,None,,,,,0.0,,,,,,,,0.0,,283324000,2025-10-31,quarterly,0.0,USD,pre-market,None,9190141000,0.0,0.0,0.0,0.0,145884000,3720387000,395000000,None,20.83,20.81,,,11255803000,774891000,982612000,8085271000,10480912000,7102659000,10932158000,3170532000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,,None,3519000,3519000,,,,,,,,,3125937000,49249821,None,4643168000,4643168000,313986000,None,None,254177000,None,None,887792000,,0.059,,,,0.0,0.0,1576142000,2463934000,0.0,2019-12-31,377172000,0.0,6288990000,1576142000,443540000,None,None,None,None,None,245065000,None,None,3517208000,None,None,1132602000,None,None,None,0.0,,4483630000,1805360000,184660000,216339000,None,None,None,,,,,0.0,,,,,,,,0.0,,197775000,2025-10-31,quarterly,0.0,USD,pre-market,None,9257609000,0.0,0.0,0.0,0.0,145884000,3566856000,-14608000,37720000,20.83,20.81,,,11205633000,687421000,621793000,8079696000,10518212000,7457903000,10932158000,3125937000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,,None,77069000,77069000,,,,,,,,,3107239000,50123233,None,4643168000,4643168000,251754000,None,None,342475000,None,None,887792000,,0.059,,,,0.0,0.0,1576142000,2463934000,0.0,2019-09-30,377172000,0.0,6288990000,1576142000,443540000,None,None,None,None,None,236039000,None,None,3538384000,None,None,1132602000,None,None,None,0.0,,4483630000,1805360000,107501000,199985000,None,None,None,,,,,0.0,,,,,,,,0.0,,299195000,2025-10-31,quarterly,0.0,USD,pre-market,None,9057749000,0.0,0.0,0.0,0.0,145884000,3585930000,-15253000,None,20.83,20.81,,,11036616000,763084000,546221000,7929377000,10273532000,7383156000,10932158000,3107239000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,,None,31943000,31943000,,,,,,,,,2957523000,48559578,None,4643168000,4643168000,259223000,None,None,297940000,None,None,887792000,,0.059,,,,0.0,0.0,1576142000,2463934000,0.0,2019-06-30,377172000,0.0,6288990000,1576142000,443540000,None,None,None,None,None,239729000,None,None,3527146000,None,None,1132602000,None,None,None,0.0,,4483630000,1805360000,104440000,-83048836000,None,None,None,,,,,0.0,,,,,,,,0.0,,327273000,2025-10-31,quarterly,0.0,USD,pre-market,None,8873465000,0.0,0.0,0.0,0.0,145884000,3574097000,-28634218000,None,20.83,20.81,,,10858573000,674052000,577169000,7901050000,10184521000,7323881000,10932158000,2957523000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,,None,190241000,190241000,,,,,,,,,3022224000,48058547,None,4643168000,4643168000,188425000,None,None,278532000,None,None,887792000,,0.059,,,,0.0,0.0,1576142000,2463934000,0.0,2019-03-31,377172000,0.0,6288990000,1576142000,443540000,None,None,None,None,None,228489000,None,None,3555152000,None,None,1132602000,None,None,None,0.0,,4483630000,1805360000,122528000,-85587175000,None,None,None,,,,,0.0,,,,,,,,0.0,,304981000,2025-10-31,quarterly,0.0,USD,pre-market,None,8809902000,0.0,0.0,0.0,0.0,145884000,3605600000,-28669214000,None,20.83,20.81,,,10862343000,819790000,531036000,7840119000,10042553000,7309083000,10932158000,3022224000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,,None,119000,119000,,,,,,,,,2983103000,45133973,None,4643168000,4643168000,439155000,None,None,249360000,None,None,887792000,,0.059,,,,0.0,0.0,1576142000,2463934000,0.0,2018-12-31,377172000,0.0,6288990000,1576142000,443540000,None,None,None,None,None,219462000,None,None,3225759000,None,None,1132602000,None,None,None,0.0,,4483630000,1805360000,181813000,209178000,None,None,None,,,,,0.0,,,,,,,,0.0,,243731000,2025-10-31,quarterly,0.0,USD,pre-market,None,8721150000,0.0,0.0,0.0,0.0,145884000,3225759000,2593965000,40185000,20.83,20.81,,,10401596000,650754000,737249000,7418493000,9750842000,6681244000,10932158000,2983103000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,,None,221782000,221782000,,,,,,,,,470000,46980196,None,4643168000,4643168000,356192000,None,None,313134000,None,None,887792000,,0.059,,,,0.0,0.0,1576142000,2463934000,0.0,2018-09-30,377172000,0.0,6288990000,1576142000,443540000,None,None,None,None,None,218458000,None,None,None,None,None,1132602000,None,None,None,0.0,,4483630000,1805360000,179016000,-106359959000,None,None,None,,,,,0.0,,,,,,,,0.0,,None,2025-10-31,quarterly,0.0,USD,pre-market,None,1832650000,0.0,0.0,0.0,0.0,145884000,3242282000,2683152000,None,20.83,20.81,,,10618668000,932390000,777233000,7613934000,9686278000,6836701000,10932158000,3004734000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,,None,233068000,233068000,,,,,,,,,470000,46980196,None,4643168000,4643168000,362485000,None,None,336868000,None,None,887792000,,0.059,,,,0.0,0.0,1576142000,2463934000,0.0,2018-06-30,377172000,0.0,6288990000,1576142000,443540000,None,None,None,None,None,210918000,None,None,None,None,None,1132602000,None,None,None,0.0,,4483630000,1805360000,201834000,-82927404000,None,None,None,,,,,0.0,,,,,,,,0.0,,None,2025-10-31,quarterly,0.0,USD,pre-market,None,1704117000,0.0,0.0,0.0,0.0,145884000,3212424000,41700000,461032000,20.83,20.81,,,10535320000,982688000,975781000,7659119000,9552632000,6683338000,10932158000,2876201000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,,None,923000,923000,,,,,,,,,470000,46980196,None,4643168000,4643168000,478020000,None,None,240383000,None,None,887792000,,0.059,,,,0.0,0.0,1576142000,2463934000,0.0,2018-03-31,377172000,0.0,6288990000,1576142000,443540000,None,None,None,None,None,241811000,None,None,None,None,None,1132602000,None,None,None,0.0,,4483630000,1805360000,174450000,-89760540000,None,None,None,,,,,0.0,,,,,,,,0.0,,None,2025-10-31,quarterly,0.0,USD,pre-market,None,1621918000,0.0,0.0,0.0,0.0,145884000,3022456000,43887000,394714000,20.83,20.81,,,10107713000,657567000,1120367000,7663711000,9450146000,6543344000,10932158000,2444002000,6.05,None,21.59,19.15
