date,symbol,revenue_ttm,pe_ratio,accumulateddepreciationamortizationppe,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividend_yield,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,peg_ratio,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,stockbasedcompensation,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,trailing_pe,treasurystock,week_52_high,week_52_low
2026-04-16,EAI,0.0,6.05,None,,None,1420000,1420000,,,,,,,,,2482000,49466114,None,4643168000,4643168000,1388805000,None,None,422059000,None,None,887792000,,0.059,,,,0.0,0.0,1576142000,2463934000,0.0,2008-06-30,None,0.0,6288990000,1576142000,443540000,None,None,None,None,None,58163000,None,None,None,None,None,1132602000,None,None,None,0.0,,4483630000,1805360000,1312681000,1451383000,None,None,None,,,,,0.0,,,,,,,,0.0,,None,2025-10-31,quarterly,0.0,USD,pre-market,None,339936000,0.0,0.0,0.0,0.0,145884000,930257000,160286000,None,20.83,20.81,,,3337020000,481642000,199764000,1639002000,4470000,1439238000,10932158000,1698018000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,,None,969000,969000,,,,,,,,,2482000,49575010,None,4643168000,4643168000,1040823000,None,None,194851000,None,None,887792000,,0.059,,,,0.0,0.0,1576142000,2463934000,0.0,2008-03-31,None,0.0,6288990000,1576142000,443540000,None,None,None,None,None,773000,None,None,None,None,None,1132602000,None,None,None,0.0,,4483630000,1805360000,881820000,72710000,None,None,None,,,,,0.0,,,,,,,,0.0,,None,2025-10-31,quarterly,0.0,USD,pre-market,None,115112000,0.0,0.0,0.0,0.0,145884000,303704000,30000000,7019000,20.83,20.81,,,883800000,203612000,121229000,678870000,7104000,557641000,10932158000,883800000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,,None,119000,119000,,,,,,,,,2482000,50695070,None,4643168000,4643168000,1031300000,None,None,134561000,None,None,887792000,,0.059,,,,0.0,0.0,1576142000,2463934000,0.0,2007-12-31,None,0.0,6288990000,1576142000,443540000,None,None,None,None,None,4500000,None,None,None,None,None,1132602000,None,None,None,0.0,,4483630000,1805360000,608215000,72400000,None,None,None,,,,,0.0,,,,,,,,0.0,,None,2025-10-31,quarterly,0.0,USD,pre-market,None,107406000,0.0,0.0,0.0,0.0,145884000,303912000,30000000,5272000,20.83,20.81,,,876195000,144452000,120203000,678971000,1016000,558768000,10932158000,197224000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,,None,1173000,1173000,,,,,,,,,2482000,50133235,None,4643168000,4643168000,978614000,None,None,99092000,None,None,887792000,,0.059,,,,0.0,0.0,1576142000,2463934000,0.0,2007-09-30,None,0.0,6288990000,1576142000,443540000,None,None,None,None,None,4367000,None,None,None,None,None,1132602000,None,None,None,0.0,,4483630000,1805360000,459751000,78366000,None,None,None,,,,,0.0,,,,,,,,0.0,,None,2025-10-31,quarterly,0.0,USD,pre-market,None,107913000,0.0,0.0,0.0,0.0,145884000,304084000,30000000,3175000,20.83,20.81,,,878360000,107807000,125376000,680629000,10363000,555253000,10932158000,878360000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,,None,1608000,1608000,,,,,,,,,2482000,50855911,None,4643168000,4643168000,997247000,None,None,93109000,None,None,887792000,,0.059,,,,0.0,0.0,1576142000,2463934000,0.0,2007-06-30,None,0.0,6288990000,1576142000,443540000,None,None,None,None,None,4185000,None,None,None,None,None,1132602000,None,None,None,0.0,,4483630000,1805360000,605467000,70898000,None,None,None,,,,,0.0,,,,,,,,0.0,,None,2025-10-31,quarterly,0.0,USD,pre-market,None,98636000,0.0,0.0,0.0,0.0,145884000,304080000,449663000,1270000,20.83,20.81,,,854845000,100172000,87130000,666391000,9141000,579261000,10932158000,854845000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,,None,661000,661000,,,,,,,,,2482000,51533360,None,4643168000,4643168000,812018000,None,None,105045000,None,None,887792000,,0.059,,,,0.0,0.0,1576142000,2463934000,0.0,2007-03-31,None,0.0,6288990000,1576142000,443540000,None,None,None,None,None,198000,None,None,None,None,None,1132602000,None,None,None,0.0,,4483630000,1805360000,380366000,248115000,None,None,None,,,,,0.0,,,,,,,,0.0,,None,2025-10-31,quarterly,0.0,USD,pre-market,None,86859000,0.0,0.0,0.0,0.0,145884000,229879000,450167000,None,20.83,20.81,,,925372000,105904000,264254000,748695000,3021000,484441000,10932158000,925372000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,,None,117379000,117379000,,,,,,,,,2482000,52863113,None,4643168000,4643168000,1122596000,None,None,1127593000,None,None,887792000,,0.059,,,,0.0,0.0,1576142000,2463934000,0.0,2006-12-31,377172000,0.0,6288990000,1576142000,443540000,None,None,None,None,None,193098000,None,None,None,None,None,1132602000,None,None,None,0.0,,4483630000,1805360000,383593000,970993000,None,None,None,,,,,0.0,,,,,,,,0.0,,None,2025-10-31,quarterly,0.0,USD,pre-market,None,6113042000,0.0,0.0,0.0,0.0,145884000,9004702000,206615000,None,20.83,20.81,,,31082731000,310477000,1340891000,15959678000,589898000,14618787000,10932158000,15123053000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,,None,136421000,136421000,,,,,,,,,2482000,52945714,None,4643168000,4643168000,869185000,None,None,1343401000,None,None,887792000,,0.059,,,,0.0,0.0,1576142000,2463934000,0.0,2006-09-30,377172000,0.0,6288990000,1576142000,443540000,None,None,None,None,None,202543000,None,None,None,None,None,1132602000,None,None,None,0.0,,4483630000,1805360000,300492000,782971000,None,None,None,,,,,0.0,,,,,,,,0.0,,None,2025-10-31,quarterly,0.0,USD,pre-market,None,5950786000,0.0,0.0,0.0,0.0,145884000,8722346000,108232000,None,20.83,20.81,,,30557654000,338964000,1217029000,15789289000,19769448000,14572260000,10932158000,30557654000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,,None,120273000,120273000,,,,,,,,,2482000,52889496,None,4643168000,4643168000,984941000,None,None,1221912000,None,None,887792000,,0.059,,,,0.0,0.0,1576142000,2463934000,0.0,2006-06-30,377172000,0.0,6288990000,1576142000,443540000,None,None,None,None,None,219845000,None,None,None,None,None,1132602000,None,None,None,0.0,,4483630000,1805360000,552726000,770681000,None,None,None,,,,,0.0,,,,,,,,0.0,,None,2025-10-31,quarterly,0.0,USD,pre-market,None,5676094000,0.0,0.0,0.0,0.0,145884000,9087967000,108232000,None,20.83,20.81,,,30563673000,340118000,1325780000,15930779000,19786209000,14604999000,10932158000,30563673000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,,None,150640000,150640000,,,,,,,,,2482000,52843628,None,4643168000,4643168000,965229000,None,None,1160801000,None,None,887792000,,0.059,,,,0.0,0.0,1576142000,2463934000,0.0,2006-03-31,377172000,0.0,6288990000,1576142000,443540000,None,None,None,None,None,234802000,None,None,None,None,None,1132602000,None,None,None,0.0,,4483630000,1805360000,1173608000,824641000,None,None,None,,,,,0.0,,,,,,,,0.0,,None,2025-10-31,quarterly,0.0,USD,pre-market,None,5509897000,0.0,0.0,0.0,0.0,145884000,9028835000,103904000,None,20.83,20.81,,,30516046000,385442000,1299225000,15775195000,19783049000,14475970000,10932158000,30516046000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,,None,221773000,221773000,,,,,,,,,2482000,53610340,None,4643168000,4643168000,1655787000,None,None,1535634000,None,None,887792000,,0.059,,,,0.0,0.0,1576142000,2463934000,0.0,2005-12-31,377172000,0.0,6288990000,1576142000,443540000,None,None,None,None,None,206195000,None,None,None,None,None,1132602000,None,None,None,0.0,,4483630000,1805360000,1481760000,975481000,None,None,None,,,,,0.0,,,,,,,,0.0,,None,2025-10-31,quarterly,0.0,USD,pre-market,None,5279228000,0.0,0.0,0.0,0.0,145884000,8968051000,143558000,None,20.83,20.81,,,30851269000,427968000,2021551000,10989453000,606005000,8967902000,10932158000,19861816000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,,None,None,None,,,,,,,,,5832000,450152000,None,4643168000,4643168000,2565546000,None,None,None,None,None,887792000,,0.059,,,,0.0,0.0,1576142000,2463934000,0.0,2025-12-31,None,0.0,6288990000,1576142000,443540000,None,None,None,None,None,None,None,None,None,None,None,1132602000,None,None,None,0.0,,4483630000,1805360000,None,None,None,None,None,,,,,0.0,,,,,,,,0.0,,None,2025-10-31,annual,0.0,None,pre-market,None,12698436000,0.0,0.0,0.0,0.0,145884000,3032914000,3032914000,None,20.83,20.81,,,None,None,7157955000,91091000,None,5592681000,10932158000,16923076000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,,None,4747000,4747000,,,,,,,,,5620000,53924000,None,4643168000,4643168000,1929162000,None,None,295798000,None,None,887792000,,0.059,,,,0.0,0.0,1576142000,2463934000,0.0,2024-12-31,None,0.0,6288990000,1576142000,443540000,None,None,None,None,None,None,None,None,None,None,None,1132602000,None,None,None,0.0,,4483630000,1805360000,595385000,-2924062000,None,None,None,,,,,0.0,,,,,,,,0.0,,None,2025-10-31,annual,0.0,None,pre-market,None,12014315000,0.0,0.0,0.0,0.0,145884000,5223770000,20893000,None,20.83,20.81,,,15073983000,895930000,656507000,10609978000,14178053000,9953471000,10932158000,15083908000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,,None,3632000,3632000,,,,,,,,,3739071000,51679520,None,4643168000,4643168000,440846000,None,None,392129000,None,None,887792000,,0.059,,,,0.0,0.0,1576142000,2463934000,0.0,2023-12-31,374099000,0.0,6288990000,1576142000,443540000,None,None,None,None,None,415797000,None,None,None,None,None,1132602000,None,None,None,0.0,,4483630000,1805360000,165861000,-654827000,None,None,None,,,,,0.0,,,,,,,,0.0,,None,2025-10-31,annual,0.0,None,pre-market,None,11940384000,0.0,0.0,0.0,0.0,145884000,4752427000,394257000,None,20.83,20.81,,,13672858000,977419000,1213518000,9912188000,12695439000,8698670000,10932158000,3739071000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,,None,5278000,5278000,,,,,,,,,3753990000,46980200,None,4643168000,4643168000,586701000,None,None,296137000,None,None,887792000,,0.059,,,,0.0,0.0,1576142000,2463934000,0.0,2022-12-31,377172000,0.0,6288990000,1576142000,443540000,None,None,None,None,None,339404000,None,None,None,None,None,1132602000,None,None,None,0.0,,4483630000,1805360000,323854000,-1434589000,None,None,None,,,,,0.0,,,,,,,,0.0,,None,2025-10-31,annual,0.0,USD,pre-market,None,84100000,0.0,0.0,0.0,0.0,145884000,4218882000,307125000,108874000,20.83,20.81,,,13006576000,964673000,1142236000,9224761000,12041903000,8082525000,10932158000,3753990000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,,None,12915000,12915000,,,,,,,,,3542745000,50468256,None,4643168000,4643168000,407786000,None,None,272590000,None,None,887792000,,0.059,,,,0.0,0.0,1576142000,2463934000,0.0,2021-12-31,374099000000,0.0,6288990000,1576142000,443540000,None,None,None,None,None,298872000,None,None,None,None,None,1132602000,None,None,None,0.0,,4483630000,1805360000,240107000,-1650653549000,None,None,None,,,,,0.0,,,,,,,,0.0,,None,2025-10-31,annual,0.0,USD,pre-market,None,47641000000,0.0,0.0,0.0,0.0,145884000,4014361000,15659000,270947000000,20.83,20.81,,,12565119000,824484000,645896000,8989264000,11740635000,8343368000,10932158000,3542745000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,,None,192128000,192128000,,,,,,,,,3276169000,50275555,None,4643168000,4643168000,268039000,None,None,308601000,None,None,887792000,,0.059,,,,0.0,0.0,1576142000,2463934000,0.0,2020-12-31,308601000,0.0,6288990000,1576142000,443540000,None,None,None,None,None,281451000,None,None,None,None,None,1132602000,None,None,None,0.0,,4483630000,1805360000,81833000,198592000,None,None,None,,,,,0.0,,,,,,,,0.0,,None,2025-10-31,annual,0.0,USD,pre-market,None,9897182000,0.0,0.0,0.0,0.0,145884000,4021209000,499602000,1630248000,20.83,20.81,,,12100131000,864013000,1049820000,8823962000,11236118000,7774142000,10932158000,3276169000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,,None,3519000,3519000,,,,,,,,,3125937000,49249821,None,4643168000,4643168000,313986000,None,None,254177000,None,None,887792000,,0.059,,,,0.0,0.0,1576142000,2463934000,0.0,2019-12-31,254177000,0.0,6288990000,1576142000,443540000,None,None,None,None,None,245065000,None,None,3517208000,None,None,1132602000,None,None,None,0.0,,4483630000,1805360000,184660000,244832000,None,None,None,,,,,0.0,,,,,,,,0.0,,197775000,2025-10-31,annual,0.0,USD,pre-market,None,9257609000,0.0,0.0,0.0,0.0,145884000,3566856000,-14608000,37720000,20.83,20.81,,,11205633000,687421000,621793000,8079696000,10518212000,7457903000,10932158000,3125937000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,,None,119000,119000,,,,,,,,,2983103000,45844628,None,4643168000,4643168000,439155000,None,None,249360000,None,None,887792000,,0.059,,,,0.0,0.0,1576142000,2463934000,0.0,2018-12-31,377172000,0.0,6288990000,1576142000,443540000,None,None,None,None,None,219462000,None,None,3225759000,None,None,1132602000,None,None,None,0.0,,4483630000,1805360000,181813000,209178000,None,None,None,,,,,0.0,,,,,,,,0.0,,243731000,2025-10-31,annual,0.0,USD,pre-market,None,8721150000,0.0,0.0,0.0,0.0,145884000,3225759000,2593965000,40185000,20.83,20.81,,,10401596000,650754000,737249000,7418493000,9750842000,6681244000,10932158000,2983103000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,,None,6216000,6216000,,,,,,,,,2376754000,46980196,None,4643168000,4643168000,581857000,None,3002373000,252838000,None,None,887792000,,0.059,,,,0.0,0.0,1576142000,2463934000,0.0,2017-12-31,377172000,0.0,6288990000,1576142000,443540000,None,None,None,None,None,222211000,None,None,2952399000,None,3160000,1132602000,None,None,None,0.0,,4483630000,1805360000,200852000,45444000,None,None,None,,,,,0.0,,,,,,,,0.0,,280888000,2025-10-31,annual,0.0,USD,pre-market,None,7977702000,0.0,0.0,0.0,0.0,145884000,3002373000,21532000,411553000,20.83,20.81,,,10134029000,682117000,824976000,7725925000,9451912000,6900949000,10932158000,2408104000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,,None,20509000,20509000,,,,,,,,,470000,46980196,None,4643168000,4643168000,424864000,None,114700000,236497000,None,None,887792000,,0.059,,,,0.0,0.0,1576142000,2463934000,0.0,2016-12-31,377172000,0.0,6288990000,1576142000,443540000,None,None,None,None,None,215360000,None,None,2715085000,None,842647000,1132602000,None,None,None,0.0,,4483630000,1805360000,18092000,120102000,None,None,None,,,,,0.0,,,,,,,,0.0,,304789000,2025-10-31,annual,0.0,USD,pre-market,None,1462604000,0.0,0.0,0.0,0.0,145884000,2829785000,86033000,434286000,20.83,20.81,,,9606117000,726955000,697407000,7321450000,8879162000,6624043000,10932158000,2284667000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,,None,9135000,9135000,,,,,,,,,470000,46980196,None,4643168000,4643168000,288222000,None,66690000,1068900000,None,None,887792000,,0.059,,,,0.0,0.0,1576142000,2463934000,0.0,2015-12-31,377172000,0.0,6288990000,1576142000,443540000,None,None,None,None,None,232608000,None,None,2574839000,None,784208000,1132602000,None,None,None,0.0,,4483630000,1805360000,201690000,-240311000,None,None,None,,,,,0.0,,,,,,,,0.0,,388919000,2025-10-31,annual,0.0,USD,pre-market,None,1302695000,0.0,0.0,0.0,0.0,145884000,2641529000,-352717000,429322000,20.83,20.81,,,8747774000,624413000,547207000,6739766000,8123361000,6192559000,10932158000,2008008000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,,None,218505000,218505000,,,,,,,,,470000,46980196,None,4643168000,4643168000,231076000,None,47968000,177958000,None,None,887792000,,0.059,,,,0.0,0.0,1576142000,2463934000,0.0,2014-12-31,377172000,0.0,6288990000,1576142000,443540000,None,None,None,None,None,213690000,None,None,2641073000,None,784053000,1132602000,None,None,None,0.0,,4483630000,1805360000,318455000,157697000,None,None,None,,,,,0.0,,,,,,,,0.0,,5526200000,2025-10-31,annual,0.0,USD,pre-market,None,1235296000,0.0,0.0,0.0,0.0,145884000,2689041000,23287000,602545000,20.83,20.81,,,8777655000,928608000,482062000,6837068000,7849047000,6355006000,10932158000,1940587000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,,None,127022000,127022000,,,,,,,,,470000,46980196,None,4643168000,4643168000,377962000,None,None,223388000,None,None,887792000,,0.059,,,,0.0,0.0,1576142000,2463934000,0.0,2013-12-31,377172000,0.0,6288990000,1576142000,443540000,None,None,None,None,None,193933000,None,None,None,None,None,1132602000,None,None,None,0.0,,4483630000,1805360000,97001000,157960000,None,None,None,,,,,0.0,,,,,,,,0.0,,None,2025-10-31,annual,0.0,USD,pre-market,None,1130777000,0.0,0.0,0.0,0.0,145884000,2405802000,47041000,45885000,20.83,20.81,,,8034890000,864732000,631376000,6198822000,7170158000,5567446000,10932158000,1836068000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,,34541000,34533000,34533000,,,,,,,,,470000,46980196,None,4643168000,4643168000,240252000,None,None,209872000,None,None,887792000,,0.059,,,,0.0,0.0,1576142000,2463934000,0.0,2012-12-31,377172000,0.0,6288990000,1576142000,443540000,None,None,None,None,None,197657000,None,None,11920318000,None,4929119000,1132602000,None,None,None,0.0,,4483630000,1805360000,294856000,630190000,None,9078270000,None,,,,,0.0,,,,,,,,0.0,,27298545000,2025-10-31,annual,0.0,USD,pre-market,None,990702000,0.0,0.0,0.0,0.0,145884000,196300000,70000000,46040000,20.83,20.81,,,7819445000,736918000,986707000,6123479000,5142591000,1793895000,10932158000,1695966000,6.05,-5574819000,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,,None,694438000,694438000,,,,,,,,,2548000,44592673,None,4643168000,4643168000,1069096000,None,None,1001868000,None,None,887792000,,0.059,,,,0.0,0.0,1576142000,2463934000,0.0,2011-12-31,377172000,0.0,6288990000,1576142000,443540000,None,None,None,None,None,1096888000,None,None,None,None,None,1132602000,None,None,None,0.0,,4483630000,1805360000,74674000,40540000,None,None,None,,,,,0.0,,,,,,,,0.0,,None,2025-10-31,annual,0.0,USD,pre-market,None,111127000,0.0,0.0,0.0,0.0,145884000,166537000,2304695000,None,20.83,20.81,,,144405000,3610273000,95676000,605090000,144405000,509414000,10932158000,-460685000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,,None,1294472000,1294472000,,,,,,,,,2548000,46953558,None,4643168000,4643168000,1181099000,None,None,1035582000,None,None,887792000,,0.059,,,,0.0,0.0,1576142000,2463934000,0.0,2010-12-31,377172000,0.0,6288990000,1576142000,443540000,None,None,None,None,None,1074428000,None,None,None,None,None,1132602000,None,None,None,0.0,,4483630000,1805360000,121004000,43011000,None,None,None,,,,,0.0,,,,,,,,0.0,,None,2025-10-31,annual,0.0,USD,pre-market,None,121588000,0.0,0.0,0.0,0.0,145884000,167215000,332964000,None,20.83,20.81,,,180290000,4729297000,104359000,642142000,180290000,537783000,10932158000,-461852000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,,None,1709551000,1709551000,,,,,,,,,2548000,48959517,None,4643168000,4643168000,58970000,None,None,980827000,None,None,887792000,,0.059,,,,0.0,0.0,1576142000,2463934000,0.0,2009-12-31,377172000,0.0,6288990000,1576142000,443540000,None,None,None,None,None,1022557000,None,None,None,None,None,1132602000,None,None,None,0.0,,4483630000,1805360000,83098000,-48720000,None,None,None,,,,,0.0,,,,,,,,0.0,,None,2025-10-31,annual,0.0,USD,pre-market,None,138548000,0.0,0.0,0.0,0.0,145884000,272253000,104230000,None,20.83,20.81,,,147496000,4534161000,193955000,-853580000,147496000,578755000,10932158000,1001076000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,,None,1119000,1119000,,,,,,,,,2482000,50252897,None,4643168000,4643168000,1475745000,None,None,154807000,None,None,887792000,,0.059,,,,0.0,0.0,1576142000,2463934000,0.0,2008-12-31,None,0.0,6288990000,1576142000,443540000,None,None,None,None,None,8198000,None,None,None,None,None,1132602000,None,None,None,0.0,,4483630000,1805360000,766534000,104716000,None,None,None,,,,,0.0,,,,,,,,0.0,,None,2025-10-31,annual,0.0,USD,pre-market,None,141388000,0.0,0.0,0.0,0.0,145884000,272973000,761887000,2878000,20.83,20.81,,,1003535000,167002000,123660000,772329000,1016000,648669000,10932158000,231206000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,,None,119000,119000,,,,,,,,,2482000,50695070,None,4643168000,4643168000,1031300000,None,None,134561000,None,None,887792000,,0.059,,,,0.0,0.0,1576142000,2463934000,0.0,2007-12-31,None,0.0,6288990000,1576142000,443540000,None,None,None,None,None,4500000,None,None,None,None,None,1132602000,None,None,None,0.0,,4483630000,1805360000,608215000,72400000,None,None,None,,,,,0.0,,,,,,,,0.0,,None,2025-10-31,annual,0.0,USD,pre-market,None,107406000,0.0,0.0,0.0,0.0,145884000,303912000,30000000,5272000,20.83,20.81,,,876195000,144452000,120203000,678971000,1016000,558768000,10932158000,197224000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,,None,3886000,3886000,,,,,,,,,2482000,52863113,None,4643168000,4643168000,1122596000,None,None,98419000,None,None,887792000,,0.059,,,,0.0,0.0,1576142000,2463934000,0.0,2006-12-31,None,0.0,6288990000,1576142000,443540000,None,None,None,None,None,5041000,None,None,None,None,None,1132602000,None,None,None,0.0,,4483630000,1805360000,383593000,252619000,None,None,None,,,,,0.0,,,,,,,,0.0,,None,2025-10-31,annual,0.0,USD,pre-market,None,83950000,0.0,0.0,0.0,0.0,145884000,229875000,359861000,None,20.83,20.81,,,1668534000,107346000,267427000,747383000,4031000,479956000,10932158000,921151000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,960628000,None,3886000,3886000,1522520000,-1925109999,None,None,19572999,None,None,None,2482000,52863113,None,4643168000,4643168000,1122596000,None,None,98419000,None,None,887792000,364447000,0.059,120892000,120892000,None,0.0,0.0,1576142000,2463934000,0.0,2025-12-31,None,0.0,6288990000,1576142000,443540000,None,None,None,None,None,5041000,None,None,None,None,None,491937000,None,None,None,0.0,646740000,4483630000,1805360000,383593000,252619000,None,None,None,None,None,None,None,0.0,None,None,None,None,None,None,None,0.0,None,None,2025-10-31,quarterly,0.0,None,pre-market,None,83950000,0.0,0.0,0.0,0.0,145884000,229875000,359861000,None,20.83,20.81,None,,1668534000,107346000,267427000,747383000,4031000,479956000,10932158000,921151000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,295037000,None,3886000,3886000,-1143712000,1037721999,None,None,10432000,None,None,None,2482000,52863113,None,4643168000,4643168000,1122596000,None,None,98419000,None,None,887792000,-81233000,0.059,60446000,60446000,None,0.0,0.0,1576142000,2463934000,0.0,2025-09-30,None,0.0,6288990000,1576142000,443540000,None,None,None,None,None,5041000,None,None,None,None,None,-122743000,None,None,None,0.0,-202126000,4483630000,1805360000,383593000,252619000,None,None,None,None,None,None,None,0.0,None,None,None,None,None,None,None,0.0,None,None,2025-10-31,quarterly,0.0,None,pre-market,None,83950000,0.0,0.0,0.0,0.0,145884000,229875000,359861000,None,20.83,20.81,None,,1668534000,107346000,267427000,747383000,4031000,479956000,10932158000,921151000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,524486000,None,3886000,3886000,323286000,-332068000,None,None,-8231999,None,None,None,2482000,52863113,None,4643168000,4643168000,1122596000,None,None,98419000,None,None,887792000,20126000,0.059,60446000,60446000,None,0.0,0.0,1576142000,2463934000,0.0,2025-06-30,None,0.0,6288990000,1576142000,443540000,None,None,None,None,None,5041000,None,None,None,None,None,-47222000,None,None,None,0.0,180710000,4483630000,1805360000,383593000,252619000,None,None,None,None,None,None,None,0.0,None,None,None,None,None,None,None,0.0,None,None,2025-10-31,quarterly,0.0,None,pre-market,None,83950000,0.0,0.0,0.0,0.0,145884000,229875000,359861000,None,20.83,20.81,None,,1668534000,107346000,267427000,747383000,4031000,479956000,10932158000,921151000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,141105000,None,3886000,3886000,1411000,-21851000,None,None,-6636000,None,None,None,2482000,52863113,None,4643168000,4643168000,1122596000,None,None,98419000,None,None,887792000,21845000,0.059,None,None,None,0.0,0.0,1576142000,2463934000,0.0,2025-03-31,None,0.0,6288990000,1576142000,443540000,None,None,None,None,None,5041000,None,None,None,None,None,12099000,None,None,None,0.0,2589000,4483630000,1805360000,383593000,252619000,None,None,None,None,None,None,None,0.0,None,None,None,None,None,None,None,0.0,None,None,2025-10-31,quarterly,0.0,None,pre-market,None,83950000,0.0,0.0,0.0,0.0,145884000,229875000,359861000,None,20.83,20.81,None,,1668534000,107346000,267427000,747383000,4031000,479956000,10932158000,921151000,6.05,None,21.59,19.15
2026-04-16,EAI,0.0,6.05,None,60584000,None,3886000,3886000,-296973000,-480388000,None,None,11637000,None,None,None,2482000,52863113,None,4643168000,4643168000,1122596000,None,None,98419000,None,None,887792000,72728000,0.059,60446000,60446000,None,0.0,0.0,1576142000,2463934000,0.0,2024-12-31,None,0.0,6288990000,1576142000,443540000,None,None,None,None,None,5041000,None,None,None,None,None,150537000,None,None,None,0.0,141925000,4483630000,1805360000,383593000,252619000,None,None,None,None,None,None,None,0.0,None,None,None,None,None,None,None,0.0,None,None,2025-10-31,quarterly,0.0,None,pre-market,None,83950000,0.0,0.0,0.0,0.0,145884000,229875000,359861000,None,20.83,20.81,None,,1668534000,107346000,267427000,747383000,4031000,479956000,10932158000,921151000,6.05,None,21.59,19.15
