date,symbol,eps,revenue_ttm,accumulateddepreciationamortizationppe,beta,book_value,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,price_to_book,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,stockbasedcompensation,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,treasurystock,week_52_high,week_52_low
2022-09-30,AURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03,,,-0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-11-10,,-0.54,,pre-market,,,,,,,,,,,,,,-5.8824,,,,,,,,,,,
2022-12-31,AURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03,,,-0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-15,,-0.55,,post-market,,,,,,,,,,,,,,-5.7692,,,,,,,,,,,
2023-03-31,AURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,-0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-11,,-0.46,,post-market,,,,,,,,,,,,,,14.8148,,,,,,,,,,,
2023-06-30,AURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,-0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-09,,-0.48,,pre-market,,,,,,,,,,,,,,2.0408,,,,,,,,,,,
2023-09-30,AURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,-0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-11-09,,-0.48,,post-market,,,,,,,,,,,,,,7.6923,,,,,,,,,,,
2023-12-31,AURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.15,,,-0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-12,,-0.56,,post-market,,,,,,,,,,,,,,-36.5854,,,,,,,,,,,
2024-03-31,AURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,-0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-05-09,,-0.4,,pre-market,,,,,,,,,,,,,,18.3673,,,,,,,,,,,
2024-06-30,AURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,-0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-08-07,,-0.41,,pre-market,,,,,,,,,,,,,,8.8889,,,,,,,,,,,
2024-09-30,AURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,-0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-12,,-0.42,,pre-market,,,,,,,,,,,,,,4.5455,,,,,,,,,,,
2024-12-31,AURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.08,,,-0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-24,,-0.52,,pre-market,,,,,,,,,,,,,,-18.1818,,,,,,,,,,,
2025-03-31,AURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07,,,-0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-15,,-0.55,,pre-market,,,,,,,,,,,,,,-14.5833,,,,,,,,,,,
2025-06-30,AURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,-0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-13,,-0.47,,pre-market,,,,,,,,,,,,,,0.0,,,,,,,,,,,
2025-09-30,AURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,-0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-11-13,,-0.4,,pre-market,,,,,,,,,,,,,,13.0435,,,,,,,,,,,
2025-12-31,AURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0645,,,-0.4345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-31,,-0.37,,pre-market,,,,,,,,,,,,,,14.8446,,,,,,,,,,,
2026-04-16,AURA,-1.76,0.0,,0.351,2.153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0645,,,-0.4345,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,3.322,,,,,,,,0.0,,,2026-03-31,,-0.37,,pre-market,,,-0.401,-0.735,0.0,0.0,,,,,6.11,6.09,,14.8446,,,,,,,,,,7.48,4.345
2026-04-16,AURA,-1.76,0.0,,0.351,2.153,,,,,,,,,,,,,,,None,-600000,-600000,,,,,,None,272000,,,,,0.0,0.0645,-27237000,-26965000,-0.4345,2025-12-31,,0.0,600000,-25543000,16000,,,None,None,1544000,,None,,,,,-25559000,-25559000,1544000,None,0.0,,27837000,-27237000,,,,,None,,,,,3.322,,,,,,,,0.0,,,2026-03-31,quarterly,-0.37,USD,pre-market,21897000,,-0.401,-0.735,0.0,0.0,5340000,,,,6.11,6.09,,14.8446,,,,,,,0,,,7.48,4.345
2026-04-16,AURA,-1.76,0.0,,0.351,2.153,,,,,,,,,,,,,,,None,300000,300000,,,,,,None,300000,,,,,0.0,0.0645,-26104000,-25804000,-0.4345,2025-09-30,,0.0,-300000,-26104000,26000,,,None,None,1815000,,None,,,,,-26130000,-26130000,1815000,None,0.0,,27606000,-27906000,,,,,None,,,,,3.322,,,,,,,,0.0,,,2026-03-31,quarterly,-0.37,USD,pre-market,22178000,,-0.401,-0.735,0.0,0.0,5728000,,,,6.11,6.09,,14.8446,,,,,,,0,,,7.48,4.345
2026-04-16,AURA,-1.76,0.0,,0.351,2.153,,,,,,,,,,,,,,,None,300000,300000,,,,,,None,300000,,,,,0.0,0.0645,-26971000,-26671000,-0.4345,2025-06-30,,0.0,-300000,-26971000,48000,,,None,None,1678000,,None,,,,,-27019000,-27019000,1678000,None,0.0,,28313000,-28613000,,,,,None,,,,,3.322,,,,,,,,0.0,,,2026-03-31,quarterly,-0.37,USD,pre-market,22882000,,-0.401,-0.735,0.0,0.0,5731000,,,,6.11,6.09,,14.8446,,,,,,,0,,,7.48,4.345
2026-04-16,AURA,-1.76,0.0,,0.351,2.153,,,,,,,,,,,,,,,None,291000,291000,,,,,,None,291000,,,,,0.0,0.0645,-29035000,-28744000,-0.4345,2025-03-31,,0.0,-291000,-27465000,18000,,,None,None,1594000,,None,,,,,-27483000,-27483000,1594000,None,0.0,,29035000,-29035000,,,,,None,,,,,3.322,,,,,,,,0.0,,,2026-03-31,quarterly,-0.37,USD,pre-market,23343000,,-0.401,-0.735,0.0,0.0,5692000,,,,6.11,6.09,,14.8446,,,,,,,0,,,7.48,4.345
2026-04-16,AURA,-1.76,0.0,,0.351,2.153,,,,,,,,,,,,,,,None,291000,291000,,,,,,None,291000,,,,,0.0,0.0645,-25810000,-25519000,-0.4345,2024-12-31,,0.0,-291000,-25810000,24000,,,None,None,2034000,,None,,,,,-25834000,-25834000,2034000,None,0.0,,27516000,-27807000,,,,,None,,,,,3.322,,,,,,,,0.0,,,2026-03-31,quarterly,-0.37,USD,pre-market,22334000,,-0.401,-0.735,0.0,0.0,5473000,,,,6.11,6.09,,14.8446,,,,,,,1238000,,,7.48,4.345
2026-04-16,AURA,-1.76,0.0,,0.351,2.153,,,,,,,,,,,,,,,None,313000,313000,,,,,,None,313000,,,,,0.0,0.0645,-23232000,-22919000,-0.4345,2024-09-30,,0.0,-313000,-20999000,43000,,,None,None,2258000,,None,,,,,-21042000,-21042000,2258000,None,0.0,,23232000,-23232000,,,,,None,,,,,3.322,,,,,,,,0.0,,,2026-03-31,quarterly,-0.37,USD,pre-market,17036000,,-0.401,-0.735,0.0,0.0,6196000,,,,6.11,6.09,,14.8446,,,,,,,0,,,7.48,4.345
2026-04-16,AURA,-1.76,0.0,,0.351,2.153,,,,,,,,,,,,,,,None,313000,313000,,,,,,None,313000,,,,,0.0,0.0645,-22762000,-22449000,-0.4345,2024-06-30,,0.0,-313000,-20337000,-1000,,,None,None,2451000,,None,,,,,-20337000,-20337000,2451000,None,0.0,,22762000,-22762000,,,,,None,,,,,3.322,,,,,,,,0.0,,,2026-03-31,quarterly,-0.37,USD,pre-market,16879000,,-0.401,-0.735,0.0,0.0,5883000,,,,6.11,6.09,,14.8446,,,,,,,0,,,7.48,4.345
2026-04-16,AURA,-1.76,0.0,,0.351,2.153,,,,,,,,,,,,,,,None,306000,306000,,,,,,None,306000,,,,,0.0,0.0645,-22313000,-22007000,-0.4345,2024-03-31,,0.0,-306000,-19660000,46000,,,None,2306000,2685000,,None,,,,,-19706000,-19706000,2685000,None,0.0,,22007000,-22313000,,,,,None,,,,,3.322,,,,,,,,0.0,,,2026-03-31,quarterly,-0.37,USD,pre-market,17052000,,-0.401,-0.735,0.0,0.0,5261000,,,,6.11,6.09,,14.8446,,,,,,,2056000,,,7.48,4.345
2026-04-16,AURA,-1.76,0.0,,0.351,2.153,,,,,,,,,,,,,,,None,324000,324000,,,,,,None,324000,,,,,0.0,0.0645,-21994000,-21670000,-0.4345,2023-12-31,,0.0,-324000,-21994000,137000,,,None,2306000,2607000,,None,,,,,-22131000,-22131000,2607000,None,0.0,,24459000,-24783000,,,,,None,,,,,3.322,,,,,,,,0.0,,,2026-03-31,quarterly,-0.37,USD,pre-market,20280000,,-0.401,-0.735,0.0,0.0,4503000,,,,6.11,6.09,,14.8446,,,,,,,2056000,,,7.48,4.345
2026-04-16,AURA,-1.76,0.0,,0.351,2.153,,,,,,,,,,,,,,,None,400000,400000,,,,,,None,343000,,,,,0.0,0.0645,-20488000,-20145000,-0.4345,2023-09-30,,0.0,-400000,-18512000,-348000,,,None,None,1981000,,None,,,,,-18512000,-18512000,1981000,None,0.0,,20488000,-20488000,,,,,None,,,,,3.322,,,,,,,,0.0,,,2026-03-31,quarterly,-0.37,USD,pre-market,15428000,,-0.401,-0.735,0.0,0.0,5060000,,,,6.11,6.09,,14.8446,,,,,,,0,,,7.48,4.345
2026-04-16,AURA,-1.76,0.0,,0.351,2.153,,,,,,,,,,,,,,,None,300000,300000,,,,,,None,300000,,,,,0.0,0.0645,-20276000,-19976000,-0.4345,2023-06-30,,0.0,-300000,-18299000,-2009000,,,None,None,2009000,,None,,,,,-18299000,-18299000,2009000,None,0.0,,20276000,-20276000,,,,,1977000,,,,,3.322,,,,,,,,0.0,,,2026-03-31,quarterly,-0.37,USD,pre-market,15120000,,-0.401,-0.735,0.0,0.0,5156000,,,,6.11,6.09,,14.8446,,,,,,,0,,,7.48,4.345
2026-04-16,AURA,-1.76,0.0,,0.351,2.153,,,,,,,,,,,,,,,None,328000,328000,,,,,,None,328000,,,,,0.0,0.0645,-19444000,-19116000,-0.4345,2023-03-31,,0.0,-328000,-17466000,-2306000,,,None,2306000,1991000,,None,,,,,-17466000,-17466000,1991000,None,0.0,,19444000,-19444000,,,,,1978000,,,,,3.322,,,,,,,,0.0,,,2026-03-31,quarterly,-0.37,USD,pre-market,14405000,,-0.401,-0.735,0.0,0.0,5039000,,,,6.11,6.09,,14.8446,,,,,,,0,,,7.48,4.345
2026-04-16,AURA,-1.76,0.0,,0.351,2.153,,,,,,,,,,,,,,,None,323000,323000,,,,,,None,323000,,,,,0.0,0.0645,-17613000,-17290000,-0.4345,2022-12-31,,0.0,-323000,-16559000,25249000,,,None,800000,1062000,,None,,,,,-16559000,-16559000,1062000,None,0.0,,17613000,-17613000,,,,,1054000,,,,,3.322,,,,,,,,0.0,,,2026-03-31,quarterly,-0.37,USD,pre-market,13159000,,-0.401,-0.735,0.0,0.0,4454000,,,,6.11,6.09,,14.8446,,,,,,,0,,,7.48,4.345
2026-04-16,AURA,-1.76,0.0,,0.351,2.153,,,,,,,,,,,,,,,None,302000,302000,,,,,,None,302000,,,,,0.0,0.0645,-16055000,-15753000,-0.4345,2022-09-30,,0.0,-302000,-15901000,-154000,,,None,483000,None,,None,,,,,-15901000,-15901000,483000,None,0.0,,16055000,-16055000,,,,,154000,,,,,3.322,,,,,,,,0.0,,,2026-03-31,quarterly,-0.37,USD,pre-market,11293000,,-0.401,-0.735,0.0,0.0,4762000,,,,6.11,6.09,,14.8446,,,,,,,0,,,7.48,4.345
2026-04-16,AURA,-1.76,0.0,,0.351,2.153,,,,,,,,,,,,,,,None,296000,296000,,,,,,None,296000,,,,,0.0,0.0645,-13816000,-13520000,-0.4345,2022-06-30,,0.0,-296000,-13468000,-353000,,,None,292000,None,,None,,,,,-13468000,-13468000,292000,None,0.0,,13816000,-13816000,,,,,348000,,,,,3.322,,,,,,,,0.0,,,2026-03-31,quarterly,-0.37,USD,pre-market,9510000,,-0.401,-0.735,0.0,0.0,4306000,,,,6.11,6.09,,14.8446,,,,,,,0,,,7.48,4.345
2026-04-16,AURA,-1.76,0.0,,0.351,2.153,,,,,,,,,,,,,,,None,256000,256000,,,,,,None,256000,,,,,0.0,0.0645,-12811000,-12555000,-0.4345,2022-03-31,,0.0,-256000,-12835000,24000,,,None,25000,None,,None,,,,,-12835000,-12835000,25000,None,0.0,,12811000,-12811000,,,,,-24000,,,,,3.322,,,,,,,,0.0,,,2026-03-31,quarterly,-0.37,USD,pre-market,8276000,,-0.401,-0.735,0.0,0.0,4535000,,,,6.11,6.09,,14.8446,,,,,,,0,,,7.48,4.345
2026-04-16,AURA,-1.76,0.0,,0.351,2.153,,,,,,,,,,,,,,,None,230000,230000,,,,,,None,230000,,,,,0.0,0.0645,-11627000,-11397000,-0.4345,2021-12-31,,0.0,-230000,-11634000,-223000,,,None,13000,None,,None,,,,,-11634000,-11634000,5000,None,0.0,,11627000,-11627000,,,,,None,,,,,3.322,,,,,,,,0.0,,,2026-03-31,quarterly,-0.37,USD,pre-market,7979000,,-0.401,-0.735,0.0,0.0,3648000,,,,6.11,6.09,,14.8446,,,,,,,0,,,7.48,4.345
2026-04-16,AURA,-1.76,0.0,,0.351,2.153,,,,,,,,,,,,,,,None,218000,218000,,,,,,None,216000,,,,,0.0,0.0645,-8895000,-8679000,-0.4345,2021-09-30,,0.0,-218000,-8838000,-57000,,,None,5000,5000,,None,,,,,-8838000,-8942000,5000,None,0.0,,8895000,-8895000,,,,,-47000,,,,,3.322,,,,,,,,0.0,,,2026-03-31,quarterly,-0.37,USD,pre-market,6365000,,-0.401,-0.735,0.0,0.0,2530000,,,,6.11,6.09,,14.8446,,,,,,,0,,,7.48,4.345
2026-04-16,AURA,-1.76,0.0,,0.351,2.153,,,,,,,,,,,,,,,None,200000,200000,,,,,,None,200000,,,,,0.0,0.0645,-8801000,-8601000,-0.4345,2021-06-30,,0.0,-200000,-8852000,51000,,,None,4000,None,,None,,,,,-8852000,-8852000,4000,None,0.0,,8801000,-8801000,,,,,None,,,,,3.322,,,,,,,,0.0,,,2026-03-31,quarterly,-0.37,USD,pre-market,6632000,,-0.401,-0.735,0.0,0.0,2169000,,,,6.11,6.09,,14.8446,,,,,,,0,,,7.48,4.345
2026-04-16,AURA,-1.76,0.0,,0.351,2.153,,,,,,,,,,,,,,,None,268000,268000,,,,,,None,185000,,,,,0.0,0.0645,-5927000,-5742000,-0.4345,2021-03-31,,0.0,-268000,-5927000,-83000,,,None,1000,None,,None,,,,,-5927000,-5927000,-1000,None,0.0,,5927000,-5927000,,,,,None,,,,,3.322,,,,,,,,0.0,,,2026-03-31,quarterly,-0.37,USD,pre-market,4185000,,-0.401,-0.735,0.0,0.0,1742000,,,,6.11,6.09,,14.8446,,,,,,,0,,,7.48,4.345
2026-04-16,AURA,-1.76,0.0,,0.351,2.153,,,,,,,,,,,,,,,None,None,None,,,,,,None,226000,,,,,0.0,0.0645,-4909000,-4683000,-0.4345,2020-12-31,,0.0,None,-4907000,None,,,None,1000,None,,None,,,,,-4907000,-4907000,-1000,None,0.0,,4909000,-4909000,,,,,None,,,,,3.322,,,,,,,,0.0,,,2026-03-31,quarterly,-0.37,USD,pre-market,3543000,,-0.401,-0.735,0.0,0.0,1366000,,,,6.11,6.09,,14.8446,,,,,,,0,,,7.48,4.345
2026-04-16,AURA,-1.76,0.0,,0.351,2.153,,,,,,,,,,,,,,,None,None,None,,,,,,None,232000,,,,,0.0,0.0645,-3631000,-3399000,-0.4345,2020-09-30,,0.0,None,-3631000,None,,,None,None,0,,None,,,,,-3631000,-3631000,0,None,0.0,,3631000,-3631000,,,,,None,,,,,3.322,,,,,,,,0.0,,,2026-03-31,quarterly,-0.37,USD,pre-market,2850000,,-0.401,-0.735,0.0,0.0,781000,,,,6.11,6.09,,14.8446,,,,,,,0,,,7.48,4.345
2026-04-16,AURA,-1.76,0.0,,0.351,2.153,,,,,,,,,,,,,,,None,None,None,,,,,,None,191000,,,,,0.0,0.0645,-6155000,-5964000,-0.4345,2020-06-30,,0.0,None,-6156000,1927000,,,None,None,None,,None,,,,,-8083000,None,None,None,0.0,,6155000,-6155000,,,,,None,,,,,3.322,,,,,,,,0.0,,,2026-03-31,quarterly,-0.37,None,pre-market,5314000,,-0.401,-0.735,0.0,0.0,841000,,,,6.11,6.09,,14.8446,,,,,,,None,,,7.48,4.345
2026-04-16,AURA,-1.76,0.0,,0.351,2.153,,,,,,,,,,,,,,,None,None,None,,,,,,None,182000,,,,,0.0,0.0645,-7511000,-7329000,-0.4345,2020-03-31,,0.0,None,-7512000,1927000,,,None,None,None,,None,,,,,-9439000,None,None,None,0.0,,7511000,-7511000,,,,,None,,,,,3.322,,,,,,,,0.0,,,2026-03-31,quarterly,-0.37,None,pre-market,6335000,,-0.401,-0.735,0.0,0.0,1176000,,,,6.11,6.09,,14.8446,,,,,,,None,,,7.48,4.345
2026-04-16,AURA,-1.76,0.0,,0.351,2.153,,,,,,,,,,,,,,,None,None,None,,,,,,None,1129000,,,,,0.0,0.0645,-112791000,-111662000,-0.4345,2025-12-31,,0.0,None,-106083000,108000,,,None,None,6631000,,None,,,,,-106191000,-106191000,6631000,None,0.0,,112791000,-112791000,,,,,None,,,,,3.322,,,,,,,,0.0,,,2026-03-31,annual,-0.37,USD,pre-market,90300000,,-0.401,-0.735,0.0,0.0,22491000,,,,6.11,6.09,,14.8446,,,,,,,0,,,7.48,4.345
2026-04-16,AURA,-1.76,0.0,,0.351,2.153,,,,,,,,,,,,,,,None,1223000,1223000,,,,,,None,1223000,,,,,0.0,0.0645,-96116000,-94893000,-0.4345,2024-12-31,,0.0,-1223000,-86807000,112000,,,None,None,9429000,,None,,,,,-86919000,-86919000,9429000,None,0.0,,96116000,-96116000,,,,,None,,,,,3.322,,,,,,,,0.0,,,2026-03-31,annual,-0.37,USD,pre-market,73302000,,-0.401,-0.735,0.0,0.0,22814000,,,,6.11,6.09,,14.8446,,,,,,,0,,,7.48,4.345
2026-04-16,AURA,-1.76,0.0,,0.351,2.153,,,,,,,,,,,,,,,None,1295000,1295000,,,,,,None,1295000,,,,,0.0,0.0645,-84991000,-83696000,-0.4345,2023-12-31,,0.0,-1295000,-76271000,137000,,,None,None,7043000,,None,,,,,-76408000,-70836000,7043000,None,0.0,,83696000,-84991000,,,,,None,,,,,3.322,,,,,,,,0.0,,,2026-03-31,annual,-0.37,USD,pre-market,63937000,,-0.401,-0.735,0.0,0.0,19759000,,,,6.11,6.09,,14.8446,,,,,,,0,,,7.48,4.345
2026-04-16,AURA,-1.76,0.0,,0.351,2.153,,,,,,,,,,,,,,,None,1177000,1177000,,,,,,None,1177000,,,,,0.0,0.0645,-60295000,-59118000,-0.4345,2022-12-31,,0.0,-1177000,-58763000,-1532000,,,None,850000,1864000,,None,,,,,-58763000,-58763000,1864000,None,0.0,,60295000,-60295000,,,,,1532000,,,,,3.322,,,,,,,,0.0,,,2026-03-31,annual,-0.37,USD,pre-market,42238000,,-0.401,-0.735,0.0,0.0,18057000,,,,6.11,6.09,,14.8446,,,,,,,0,,,7.48,4.345
2026-04-16,AURA,-1.76,0.0,,0.351,2.153,,,,,,,,,,,,,,,None,835000,835000,,,,,,None,831000,,,,,0.0,0.0645,-35250000,-34419000,-0.4345,2021-12-31,,0.0,-835000,-35251000,-830000,,,None,13000,13000,,None,,,,,-35251000,-35251000,13000,None,0.0,,35250000,-35250000,,,,,-1000,,,,,3.322,,,,,,,,0.0,,,2026-03-31,annual,-0.37,USD,pre-market,25161000,,-0.401,-0.735,0.0,0.0,10089000,,,,6.11,6.09,,14.8446,,,,,,,0,,,7.48,4.345
