date,symbol,eps,revenue_ttm,pe_ratio,accumulateddepreciationamortizationppe,beta,book_value,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciationdepletionandamortization,dividend_per_share,dividend_yield,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,estimated_eps,fiscaldateending,forward_pe,goodwill,gross_profit_ttm,intangibleassets,intangibleassetsexcludinggoodwill,inventory,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,operating_margin_ttm,operatingcashflow,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,peg_ratio,price_to_book,price_to_sales_ttm,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalshareholderequity,trailing_pe,treasurystock,week_52_high,week_52_low
2015-09-30,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.09,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-11-04,,0.62,,post-market,,,,,,,,,,,-12.6761,,,,,,,,,,,
2015-12-31,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.14,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-02-03,,1.23,,post-market,,,,,,,,,,,-10.219,,,,,,,,,,,
2016-03-31,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.18,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-04,,1.2,,post-market,,,,,,,,,,,-13.0435,,,,,,,,,,,
2016-06-30,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.52,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-08-03,,0.83,,post-market,,,,,,,,,,,-38.5185,,,,,,,,,,,
2016-09-30,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-02,,1.28,,post-market,,,,,,,,,,,14.2857,,,,,,,,,,,
2016-12-31,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.09,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-02-01,,1.28,,post-market,,,,,,,,,,,-6.5693,,,,,,,,,,,
2017-03-31,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-05-03,,1.41,,post-market,,,,,,,,,,,11.0236,,,,,,,,,,,
2017-06-30,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-02,,1.3,,post-market,,,,,,,,,,,3.1746,,,,,,,,,,,
2017-09-30,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-01,,1.09,,post-market,,,,,,,,,,,21.1111,,,,,,,,,,,
2017-12-31,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-02-13,,0.64,,post-market,,,,,,,,,,,0.0,,,,,,,,,,,
2018-03-31,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-05-02,,1.36,,post-market,,,,,,,,,,,16.2393,,,,,,,,,,,
2018-06-30,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-01,,1.3,,post-market,,,,,,,,,,,9.2437,,,,,,,,,,,
2018-09-30,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-11-01,,1.38,,post-market,,,,,,,,,,,7.8125,,,,,,,,,,,
2018-12-31,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-06,,1.35,,post-market,,,,,,,,,,,5.4688,,,,,,,,,,,
2019-03-31,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-05-01,,1.48,,post-market,,,,,,,,,,,16.5354,,,,,,,,,,,
2019-06-30,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-07-31,,1.38,,post-market,,,,,,,,,,,2.9851,,,,,,,,,,,
2019-09-30,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.13,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-10-30,,1.27,,post-market,,,,,,,,,,,-9.2857,,,,,,,,,,,
2019-12-31,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-02-05,,1.98,,post-market,,,,,,,,,,,43.4783,,,,,,,,,,,
2020-03-31,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-05-06,,1.58,,post-market,,,,,,,,,,,9.7222,,,,,,,,,,,
2020-06-30,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-08-05,,0.83,,post-market,,,,,,,,,,,-7.7778,,,,,,,,,,,
2020-09-30,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-11-04,,1.73,,post-market,,,,,,,,,,,7.4534,,,,,,,,,,,
2020-12-31,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-02-03,,2.03,,post-market,,,,,,,,,,,33.5526,,,,,,,,,,,
2021-03-31,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-05-05,,2.2,,post-market,,,,,,,,,,,43.7908,,,,,,,,,,,
2021-06-30,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-04,,2.37,,post-market,,,,,,,,,,,46.2963,,,,,,,,,,,
2021-09-30,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-11-03,,2.39,,post-market,,,,,,,,,,,37.3563,,,,,,,,,,,
2021-12-31,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-02,,2.17,,post-market,,,,,,,,,,,47.619,,,,,,,,,,,
2022-03-31,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-05-04,,2.08,,post-market,,,,,,,,,,,26.0606,,,,,,,,,,,
2022-06-30,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-08-03,,2.0,,post-market,,,,,,,,,,,37.931,,,,,,,,,,,
2022-09-30,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-11-02,,1.21,,post-market,,,,,,,,,,,3.4188,,,,,,,,,,,
2022-12-31,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-01,,1.55,,post-market,,,,,,,,,,,-6.0606,,,,,,,,,,,
2023-03-31,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.31,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-03,,1.52,,post-market,,,,,,,,,,,-16.9399,,,,,,,,,,,
2023-06-30,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-02,,1.94,,post-market,,,,,,,,,,,3.7433,,,,,,,,,,,
2023-09-30,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-11-01,,1.95,,post-market,,,,,,,,,,,0.5155,,,,,,,,,,,
2023-12-31,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-31,,1.93,,post-market,,,,,,,,,,,2.1164,,,,,,,,,,,
2024-03-31,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-05-01,,1.83,,post-market,,,,,,,,,,,0.5495,,,,,,,,,,,
2024-06-30,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-31,,2.28,,post-market,,,,,,,,,,,8.5714,,,,,,,,,,,
2024-09-30,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.23,2.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-10-30,,1.95,,post-market,,,,,,,,,,,-10.5505,,,,,,,,,,,
2024-12-31,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-05,,2.09,,post-market,,,,,,,,,,,0.0,,,,,,,,,,,
2025-03-31,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-30,,1.96,,post-market,,,,,,,,,,,-2.0,,,,,,,,,,,
2025-06-30,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.14,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-06,,2.02,,post-market,,,,,,,,,,,-6.4815,,,,,,,,,,,
2025-09-30,MET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,2.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-11-05,,2.37,,post-market,,,,,,,,,,,3.9474,,,,,,,,,,,
2025-12-28,MET,5.31,71932002000.0,15.12,,0.756,43.81,,,,,,,,,,,,,,,,,,,,,2.225,0.0275,,,,-0.326,0.09,2.28,,8.07,,17451000000.0,,,,,,,,,0.0701,,,,,,,,,,0.651,1.845,0.742,,,,,,,,0.0534,,,2025-11-05,,2.37,,post-market,,0.0044,0.128,-0.059,106.16,,,,78.55,78.56,3.9474,,,,,,,,15.12,,85.6,63.77
2025-12-28,MET,5.31,71932002000.0,15.12,None,0.756,43.81,,None,20233000000,20233000000,,,,,,,,,12000000,669100000,None,None,378000000,41410000000,None,,2.225,0.0275,,,,-0.326,0.09,2.28,2025-09-30,8.07,9095000000,17451000000.0,None,None,None,None,19454000000,None,340714000000,,0.0701,,-156179000000,-378000000,None,None,,,,,0.651,1.845,0.742,,,,,,,,0.0534,,None,2025-11-05,quarterly,2.37,USD,post-market,43887000000,0.0044,0.128,-0.059,106.16,19832000000,378000000,94536000000,78.55,78.56,3.9474,719726000000,324878000000,752000000,690535000000,11814000000,689783000000,28944000000,15.12,None,85.6,63.77
2025-12-28,MET,5.31,71932002000.0,15.12,None,0.756,43.81,,None,22178000000,22178000000,,,,,,,,,12000000,675000000,None,None,379000000,32718000000,None,,2.225,0.0275,,,,-0.326,0.09,2.28,2025-06-30,8.07,9142000000,17451000000.0,None,None,None,None,19527000000,None,332214000000,,0.0701,,-145403000000,-379000000,None,None,,,,,0.651,1.845,0.742,,,,,,,,0.0534,,None,2025-11-05,quarterly,2.37,USD,post-market,43447000000,0.0044,0.128,-0.059,106.16,19906000000,379000000,90507000000,78.55,78.56,3.9474,702470000000,320915000000,933000000,674543000000,12067000000,673610000000,27685000000,15.12,None,85.6,63.77
2025-12-28,MET,5.31,71932002000.0,15.12,None,0.756,43.81,,None,21326000000,21326000000,,,,,,,,,12000000,687000000,None,None,381000000,32277000000,None,,2.225,0.0275,,,,-0.326,0.09,2.28,2025-03-31,8.07,9036000000,17451000000.0,None,None,None,None,18848000000,None,324334000000,,0.0701,,-141402000000,-381000000,None,None,,,,,0.651,1.845,0.742,,,,,,,,0.0534,,None,2025-11-05,quarterly,2.37,USD,post-market,43131000000,0.0044,0.128,-0.059,106.16,19229000000,381000000,87799000000,78.55,78.56,3.9474,688316000000,313061000000,719000000,660561000000,11560000000,659842000000,27493000000,15.12,None,85.6,63.77
2025-12-28,MET,5.31,71932002000.0,15.12,None,0.756,43.81,,6000000,20068000000,20068000000,,,,,,,,,12000000,697900000,None,None,465000000,30770000000,None,,2.225,0.0275,,,,-0.326,0.09,2.28,2024-12-31,8.07,8901000000,17451000000.0,None,None,None,None,18244000000,None,314666000000,,0.0701,,-131340000000,-465000000,None,None,,,,,0.651,1.845,0.742,,,,,,,,0.0534,,None,2025-11-05,quarterly,2.37,USD,post-market,42626000000,0.0044,0.128,-0.059,106.16,18715000000,465000000,80502000000,78.55,78.56,3.9474,677457000000,131340000000,1167000000,649754000000,323567000000,649754000000,27445000000,15.12,None,85.6,63.77
2025-12-28,MET,5.31,71932002000.0,15.12,None,0.756,43.81,,None,21765000000,21765000000,,,,,,,,,12000000,703700000,None,None,404000000,31747000000,None,,2.225,0.0275,,,,-0.326,0.09,2.28,2024-09-30,8.07,9155000000,17451000000.0,None,None,None,None,18441000000,None,322609000000,,0.0701,,-351900000000,-404000000,None,None,,,,,0.651,1.845,0.742,,,,,,,,0.0534,,None,2025-11-05,quarterly,2.37,USD,post-market,41765000000,0.0044,0.128,-0.059,106.16,18845000000,404000000,298388000000,78.55,78.56,3.9474,704976000000,315544000000,785000000,673812000000,11624000000,656276000000,30885000000,15.12,None,85.6,63.77
2025-12-28,MET,5.31,71932002000.0,15.12,None,0.756,43.81,,None,20786000000,20786000000,,,,,,,,,12000000,714700000,None,None,390000000,32168000000,None,,2.225,0.0275,,,,-0.326,0.09,2.28,2024-06-30,8.07,8950000000,17451000000.0,19568000000,19568000000,-334494000000,None,17972000000,None,306688000000,,0.0701,,-334494000000,-390000000,None,None,,,,,0.651,1.845,0.742,,,,,,,,0.0534,,None,2025-11-05,quarterly,2.37,USD,post-market,40873000000,0.0044,0.128,-0.059,106.16,18362000000,390000000,281540000000,78.55,78.56,3.9474,675745000000,298522000000,18109000000,648205000000,11631000000,647467000000,27252000000,15.12,None,85.6,63.77
2025-12-28,MET,5.31,71932002000.0,15.12,None,0.756,43.81,,None,19840000000,19840000000,,,,,,,,,12000000,728400000,None,None,127000000,29986000000,None,,2.225,0.0275,,,,-0.326,0.09,2.28,2024-03-31,8.07,9037000000,17451000000.0,19842000000,19842000000,-333119000000,None,19134000000,None,308657000000,,0.0701,,-333119000000,-137000000,None,None,,,,,0.651,1.845,0.742,,,,,,,,0.0534,,None,2025-11-05,quarterly,2.37,USD,post-market,40350000000,0.0044,0.128,-0.059,106.16,19261000000,127000000,283293000000,78.55,78.56,3.9474,677576000000,68844000000,17607000000,648780000000,608732000000,648780000000,28535000000,15.12,None,85.6,63.77
2025-12-28,MET,5.31,71932002000.0,15.12,None,0.756,43.81,,32000000,20639000000,20639000000,,,,,,,,,12000000,745455000,None,None,119000000,30195000000,None,,2.225,0.0275,,,,-0.326,0.09,2.28,2023-12-31,8.07,9236000000,17451000000.0,20945000000,20945000000,-69111000000,None,18677000000,None,313309000000,,0.0701,,-1034000000,-190000000,None,None,,,,,0.651,1.845,0.742,,,,,,,,0.0534,,None,2025-11-05,quarterly,2.37,USD,post-market,40146000000,0.0044,0.128,-0.059,106.16,18828000000,119000000,281412000000,78.55,78.56,3.9474,687584000000,331212000000,119000000,657331000000,322545000000,657301000000,30015000000,15.12,None,85.6,63.77
2025-12-28,MET,5.31,71932002000.0,15.12,None,0.756,43.81,,None,14912000000,14912000000,,,,,,,,,12000000,755500000,16986000000,None,161000000,19002000000,None,,2.225,0.0275,,,,-0.326,0.09,2.28,2023-09-30,8.07,9109000000,17451000000.0,19737000000,19737000000,-79135000000,None,18635000000,None,302819000000,,0.0701,,-311393000000,-220000000,None,None,,,,,0.651,1.845,0.742,,,,,,,,0.0534,,None,2025-11-05,quarterly,2.37,USD,post-market,39958000000,0.0044,0.128,-0.059,106.16,18796000000,161000000,277479000000,78.55,78.56,3.9474,652120000000,285894000000,220000000,626225000000,12283000000,626203000000,25658000000,15.12,None,85.6,63.77
2025-12-28,MET,5.31,71932002000.0,15.12,None,0.756,43.81,,None,15417000000,15417000000,,,,,,,,,12000000,769600000,366000000,None,200000000,18719000000,None,,2.225,0.0275,,,,-0.326,0.09,2.28,2023-06-30,8.07,9261000000,17451000000.0,19850000000,19850000000,-53223000000,None,17699000000,None,316473000000,,0.0701,,-324914000000,-200000000,None,642000000000,,,,,0.651,1.845,0.742,,,,,,,,0.0534,,None,2025-11-05,quarterly,2.37,USD,post-market,39928000000,0.0044,0.128,-0.059,106.16,17899000000,200000000,290778000000,78.55,78.56,3.9474,677279000000,324914000000,200000000,646787000000,661862000000,627781000000,30261000000,15.12,-22923000000,85.6,63.77
2025-12-28,MET,5.31,71932002000.0,15.12,None,0.756,43.81,,None,18456000000,18456000000,,,,,,,,,12000000,781200000,554000000,None,168000000,18692000000,None,,2.225,0.0275,,,,-0.326,0.09,2.28,2023-03-31,8.07,9379000000,17451000000.0,19976000000,19976000000,-53060000000,None,3863000000,None,444856000000,,0.0701,,-325186000000,-722000000,None,636147000000,,,,,0.651,1.845,0.742,,,,,,,,0.0534,,None,2025-11-05,quarterly,2.37,USD,post-market,39957000000,0.0044,0.128,-0.059,106.16,17949000000,168000000,288038000000,78.55,78.56,3.9474,674266000000,-4184000000,20585000000,641843000000,932033000000,641121000000,32194000000,15.12,-22245000000,85.6,63.77
2025-12-28,MET,5.31,71932002000.0,15.12,None,0.756,43.81,,56000000,20195000000,20195000000,,,,,,,,,12000000,790200000,20800000000,None,175000000,17406000000,None,,2.225,0.0275,,,,-0.326,0.09,2.28,2022-12-31,8.07,9297000000,17451000000.0,25459000000,25459000000,None,None,17805000000,None,307481000000,,0.0701,,-22341000000,20952000000,None,634950000000,,,,,0.651,1.845,0.742,,,,,,,,0.0534,,1861000000,2025-11-05,quarterly,2.37,USD,post-market,40332000000,0.0044,0.128,-0.059,106.16,17980000000,175000000,281715000000,78.55,78.56,3.9474,663072000000,296975000000,21127000000,632947000000,642877000000,618197000000,29881000000,15.12,-21458000000,85.6,63.77
2025-12-28,MET,5.31,71932002000.0,15.12,None,0.756,43.81,,None,22200000000,22200000000,,,,,,,,,12000000,800700000,429000000,None,183000000,17860000000,None,,2.225,0.0275,,,,-0.326,0.09,2.28,2022-09-30,8.07,9005000000,17451000000.0,21523000000,21523000000,-79153000000,None,3887000000,None,429751000000,,0.0701,,-316091000000,-183000000,None,620532000000,,,,,0.651,1.845,0.742,,,,,,,,0.0534,,None,2025-11-05,quarterly,2.37,USD,post-market,41032000000,0.0044,0.128,-0.059,106.16,17861000000,183000000,276031000000,78.55,78.56,3.9474,650104000000,292965000000,183000000,624774000000,11705000000,624774000000,25076000000,15.12,-20862000000,85.6,63.77
2025-12-28,MET,5.31,71932002000.0,15.12,None,0.756,43.81,,None,20548000000,20548000000,,,,,,,,,12000000,814500000,20721000000,None,196000000,18043000000,None,,2.225,0.0275,,,,-0.326,0.09,2.28,2022-06-30,8.07,9151000000,17451000000.0,20248000000,20248000000,-52216000000,None,3898000000,None,439179000000,,0.0701,,-325812000000,-196000000,None,620131000000,,,,,0.651,1.845,0.742,,,,,,,,0.0534,,None,2025-11-05,quarterly,2.37,USD,post-market,41101000000,0.0044,0.128,-0.059,106.16,17030000000,196000000,287221000000,78.55,78.56,3.9474,662893000000,304726000000,196000000,625526000000,10452000000,625526000000,37101000000,15.12,-20188000000,85.6,63.77
2025-12-28,MET,5.31,71932002000.0,15.12,None,0.756,43.81,,None,23488000000,23488000000,,,,,,,,,12000000,830500000,20956000000,None,323000000,17965000000,None,,2.225,0.0275,,,,-0.326,0.09,2.28,2022-03-31,8.07,9510000000,17451000000.0,18409000000,18409000000,-56716000000,None,3910000000,None,473531000000,,0.0701,,-364678000000,-323000000,None,660124000000,,,,,0.651,1.845,0.742,,,,,,,,0.0534,,None,2025-11-05,quarterly,2.37,USD,post-market,41406000000,0.0044,0.128,-0.059,106.16,17327000000,323000000,323225000000,78.55,78.56,3.9474,724284000000,361532000000,323000000,670047000000,359711000000,670047000000,53965000000,15.12,-19072000000,85.6,63.77
2025-12-28,MET,5.31,71932002000.0,15.12,None,0.756,43.81,,None,20047000000,20047000000,,,,,,,,,12000000,845200000,2160000000,None,341000000,17333000000,None,,2.225,0.0275,,,,-0.326,0.09,2.28,2021-12-31,8.07,9535000000,17451000000.0,18333000000,18333000000,-55364000000,None,17089000000,None,375486000000,,0.0701,,-384830000000,-341000000,None,678003000000,,,,,0.651,1.845,0.742,,,,,,,,0.0534,,2210000000,2025-11-05,quarterly,2.37,USD,post-market,41197000000,0.0044,0.128,-0.059,106.16,17430000000,341000000,347450000000,78.55,78.56,3.9474,759708000000,384830000000,341000000,691959000000,739661000000,691959000000,67482000000,15.12,-18157000000,85.6,63.77
2025-12-28,MET,5.31,71932002000.0,15.12,None,0.756,43.81,,None,18956000000,18956000000,,,,,,,,,12000000,861200000,2477000000,None,346000000,17816000000,None,,2.225,0.0275,,,,-0.326,0.09,2.28,2021-09-30,8.07,9638000000,17451000000.0,16191000000,16191000000,-80944000000,None,17165000000,None,374664000000,,0.0701,,-384960000000,-449000000,None,678071000000,,,,,0.651,1.845,0.742,,,,,,,,0.0534,,None,2025-11-05,quarterly,2.37,USD,post-market,40426000000,0.0044,0.128,-0.059,106.16,17511000000,346000000,348188000000,78.55,78.56,3.9474,761664000000,359994000000,346000000,692331000000,19488000000,692331000000,69050000000,15.12,-16956000000,85.6,63.77
2025-12-28,MET,5.31,71932002000.0,15.12,None,0.756,43.81,,None,25037000000,25037000000,,,,,,,,,12000000,879700000,2687000000,None,393000000,18288000000,None,,2.225,0.0275,,,,-0.326,0.09,2.28,2021-06-30,8.07,9768000000,17451000000.0,16527000000,16527000000,-83003000000,None,17672000000,None,369612000000,,0.0701,,-387779000000,-393000000,None,689717000000,,,,,0.651,1.845,0.742,,,,,,,,0.0534,,None,2025-11-05,quarterly,2.37,USD,post-market,39318000000,0.0044,0.128,-0.059,106.16,18065000000,393000000,344454000000,78.55,78.56,3.9474,773253000000,365732000000,393000000,703830000000,19516000000,703830000000,69138000000,15.12,-15941000000,85.6,63.77
2025-12-28,MET,5.31,71932002000.0,15.12,None,0.756,43.81,,None,19635000000,19635000000,,,,,,,,,12000000,892100000,2108000000,None,302000000,18941000000,None,,2.225,0.0275,,,,-0.326,0.09,2.28,2021-03-31,8.07,9944000000,17451000000.0,17214000000,17214000000,None,None,3986000000,None,489117000000,,0.0701,,-376298000000,-302000000,None,690819000000,,,,,0.651,1.845,0.742,,,,,,,,0.0534,,None,2025-11-05,quarterly,2.37,USD,post-market,36373000000,0.0044,0.128,-0.059,106.16,17964000000,302000000,337722000000,78.55,78.56,3.9474,769814000000,352576000000,28996000000,703677000000,18514000000,703161000000,65864000000,15.12,-14828000000,85.6,63.77
2025-12-28,MET,5.31,71932002000.0,15.12,None,0.756,43.81,,None,19795000000,19795000000,,,,,,,,,12000000,906000000,129000000,None,393000000,17870000000,None,,2.225,0.0275,,,,-0.326,0.09,2.28,2020-12-31,8.07,10112000000,17451000000.0,18688000000,18688000000,None,None,3998000000,None,511907000000,,0.0701,,-17870000000,-129000000,None,704801000000,,,,,0.651,1.845,0.742,,,,,,,,0.0534,,2614000000,2025-11-05,quarterly,2.37,USD,post-market,36491000000,0.0044,0.128,-0.059,106.16,18149000000,393000000,358713000000,78.55,78.56,3.9474,795146000000,396378000000,393000000,720329000000,775351000000,720329000000,74558000000,15.12,-13829000000,85.6,63.77
2025-12-28,MET,5.31,71932002000.0,15.12,None,0.756,43.81,,None,24405000000,24405000000,,,,,,,,,12000000,913700000,638000000,None,351000000,20712000000,None,,2.225,0.0275,,,,-0.326,0.09,2.28,2020-09-30,8.07,9360000000,17451000000.0,16179000000,16179000000,None,None,4076000000,None,509669000000,,0.0701,,-402758000000,-989000000,None,691019000000,,,,,0.651,1.845,0.742,,,,,,,,0.0534,,None,2025-11-05,quarterly,2.37,USD,post-market,36782000000,0.0044,0.128,-0.059,106.16,18042000000,351000000,357641000000,78.55,78.56,3.9474,780492000000,378214000000,351000000,706923000000,20199000000,706923000000,73316000000,15.12,-13258000000,85.6,63.77
2025-12-28,MET,5.31,71932002000.0,15.12,None,0.756,43.81,,None,24289000000,24289000000,,,,,,,,,12000000,913100000,928000000,None,303000000,20848000000,None,,2.225,0.0275,,,,-0.326,0.09,2.28,2020-06-30,8.07,9245000000,17451000000.0,16353000000,16353000000,None,None,4119000000,None,498332000000,,0.0701,,-390487000000,-1231000000,None,674959000000,,,,,0.651,1.845,0.742,,,,,,,,0.0534,,None,2025-11-05,quarterly,2.37,USD,post-market,36568000000,0.0044,0.128,-0.059,106.16,17967000000,303000000,345350000000,78.55,78.56,3.9474,767583000000,364294000000,1231000000,691643000000,20579000000,691643000000,75693000000,15.12,-13178000000,85.6,63.77
