date,symbol,eps,revenue_ttm,pe_ratio,accumulateddepreciationamortizationppe,beta,book_value,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciationdepletionandamortization,dividend_per_share,dividend_yield,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,estimated_eps,fiscaldateending,forward_pe,goodwill,gross_profit_ttm,intangibleassets,intangibleassetsexcludinggoodwill,inventory,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,operating_margin_ttm,operatingcashflow,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,peg_ratio,price_to_book,price_to_sales_ttm,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalshareholderequity,trailing_pe,treasurystock,week_52_high,week_52_low
2025-12-28,MET,5.31,71932002000.0,15.12,None,0.756,43.81,,None,24094000000,24094000000,,,,,,,,,12000000,920000000,708000000,None,298000000,21224000000,None,,2.225,0.0275,,,,-0.326,0.09,2.28,2020-03-31,8.07,9159000000,17451000000.0,17254000000,17254000000,None,None,4132000000,None,486939000000,,0.0701,,-377933000000,-1006000000,None,652131000000,,,,,0.651,1.845,0.742,,,,,,,,0.0534,,None,2025-11-05,quarterly,2.37,USD,post-market,36919000000,0.0044,0.128,-0.059,106.16,17959000000,298000000,332615000000,78.55,78.56,3.9474,737741000000,350779000000,1006000000,667278000000,19168000000,667278000000,70221000000,15.12,-13178000000,85.6,63.77
2025-12-28,MET,5.31,71932002000.0,15.12,None,0.756,43.81,,None,16598000000,16598000000,,,,,,,,,12000000,925700000,363000000,None,235000000,20443000000,None,,2.225,0.0275,,,,-0.326,0.09,2.28,2019-12-31,8.07,9308000000,17451000000.0,19068000000,19068000000,None,None,4143000000,None,477318000000,,0.0701,,362444000000,26745000000,None,660243000000,,,,,0.651,1.845,0.742,,,,,,,,0.0534,,2788000000,2025-11-05,quarterly,2.37,USD,post-market,33078000000,0.0044,0.128,-0.059,106.16,16851000000,235000000,331670000000,78.55,78.56,3.9474,740463000000,731155000000,27343000000,674081000000,723865000000,646738000000,66144000000,15.12,-12678000000,85.6,63.77
2025-12-28,MET,5.31,71932002000.0,15.12,None,0.756,43.81,,None,19452000000,19452000000,,,,,,,,,12000000,936400000,31000000,None,142000000,20723000000,None,,2.225,0.0275,,,,-0.326,0.09,2.28,2019-09-30,8.07,9278000000,17451000000.0,17382000000,17382000000,27379000000,None,4162000000,None,475454000000,,0.0701,,-20723000000,28443000000,None,659705000000,,,,,0.651,1.845,0.742,,,,,,,,0.0534,,1543000000,2025-11-05,quarterly,2.37,USD,post-market,32948000000,0.0044,0.128,-0.059,106.16,13585000000,142000000,326049000000,78.55,78.56,3.9474,742812000000,345501000000,28616000000,674193000000,19431000000,674020000000,68368000000,15.12,-12428000000,85.6,63.77
2025-12-28,MET,5.31,71932002000.0,15.12,None,0.756,43.81,,None,18435000000,18435000000,,,,,,,,,12000000,952900000,20839000000,None,158000000,20522000000,None,,2.225,0.0275,,,,-0.326,0.09,2.28,2019-06-30,8.07,9408000000,17451000000.0,17880000000,17880000000,None,None,4175000000,None,464629000000,,0.0701,,-20522000000,25257000000,None,655022000000,,,,,0.651,1.845,0.742,,,,,,,,0.0534,,1494000000,2025-11-05,quarterly,2.37,USD,post-market,31209000000,0.0044,0.128,-0.059,106.16,13504000000,158000000,321500000000,78.55,78.56,3.9474,732167000000,337124000000,25512000000,668121000000,18174000000,642609000000,63811000000,15.12,-11643000000,85.6,63.77
2025-12-28,MET,5.31,71932002000.0,15.12,None,0.756,43.81,,None,14506000000,14506000000,,,,,,,,,12000000,963300000,505000000,None,289000000,20615000000,None,,2.225,0.0275,,,,-0.326,0.09,2.28,2019-03-31,8.07,9418000000,17451000000.0,18349000000,18349000000,None,None,4196000000,None,454435000000,,0.0701,,-320932000000,25084000000,None,642385000000,,,,,0.651,1.845,0.742,,,,,,,,0.0534,,1521000000,2025-11-05,quarterly,2.37,USD,post-market,29944000000,0.0044,0.128,-0.059,106.16,13139000000,289000000,312934000000,78.55,78.56,3.9474,713188000000,22599000000,25878000000,654450000000,690589000000,628572000000,58509000000,15.12,-10893000000,85.6,63.77
2025-12-28,MET,5.31,71932002000.0,15.12,None,0.756,43.81,,None,15821000000,15821000000,,,,,,,,,12000000,987600000,441000000,None,415000000,19644000000,None,,2.225,0.0275,,,,-0.326,0.09,2.28,2018-12-31,8.07,9422000000,17451000000.0,20179000000,20179000000,-1440000000,None,4207000000,None,439792000000,,0.0701,,-314327000000,24794000000,None,624250000000,,,,,0.651,1.845,0.742,,,,,,,,0.0534,,1400000000,2025-11-05,quarterly,2.37,USD,post-market,28926000000,0.0044,0.128,-0.059,106.16,16244000000,268000000,302202000000,78.55,78.56,3.9474,687538000000,23340000000,25503000000,634580000000,664198000000,633871000000,52741000000,15.12,-10393000000,85.6,63.77
2025-12-28,MET,5.31,71932002000.0,15.12,None,0.756,43.81,,None,12490000000,12490000000,,,,,,,,,12000000,1000700000,166000000,None,647000000,19820000000,None,,2.225,0.0275,,,,-0.326,0.09,2.28,2018-09-30,8.07,9440000000,17451000000.0,19160000000,19160000000,-1479000000,None,4219000000,None,443632000000,,0.0701,,-19820000000,26075000000,None,637043000000,,,,,0.651,1.845,0.742,,,,,,,,0.0534,,0,2025-11-05,quarterly,2.37,USD,post-market,27331000000,0.0044,0.128,-0.059,106.16,16844000000,290000000,304840000000,78.55,78.56,3.9474,698451000000,317330000000,26531000000,646642000000,14364000000,620111000000,51625000000,15.12,-9193000000,85.6,63.77
2025-12-28,MET,5.31,71932002000.0,15.12,None,0.756,43.81,,None,16312000000,16312000000,,,,,,,,,12000000,1023800000,222000000,None,521000000,19608000000,None,,2.225,0.0275,,,,-0.326,0.09,2.28,2018-06-30,8.07,9499000000,17451000000.0,19013000000,19013000000,-1483000000,None,4231000000,None,442324000000,,0.0701,,-19608000000,27030000000,None,642192000000,,,,,0.651,1.845,0.742,,,,,,,,0.0534,,0,2025-11-05,quarterly,2.37,USD,post-market,26870000000,0.0044,0.128,-0.059,106.16,18161000000,479000000,306331000000,78.55,78.56,3.9474,706333000000,322643000000,27731000000,652501000000,14876000000,624770000000,53633000000,15.12,-8557000000,85.6,63.77
2025-12-28,MET,5.31,71932002000.0,15.12,None,0.756,43.81,,None,13927000000,13927000000,,,,,,,,,12000000,1044400000,155000000,None,594000000,19368000000,None,,2.225,0.0275,,,,-0.326,0.09,2.28,2018-03-31,8.07,9733000000,17451000000.0,19330000000,19330000000,-1544000000,None,4253000000,None,445481000000,,0.0701,,-315320000000,26151000000,None,644838000000,,,,,0.651,1.845,0.742,,,,,,,,0.0534,,0,2025-11-05,quarterly,2.37,USD,post-market,26453000000,0.0044,0.128,-0.059,106.16,19378000000,526000000,309832000000,78.55,78.56,3.9474,712584000000,22686000000,26832000000,656076000000,698657000000,629244000000,56310000000,15.12,-7442000000,85.6,63.77
2025-12-28,MET,5.31,71932002000.0,15.12,None,0.756,43.81,,None,12701000000,12701000000,,,,,,,,,12000000,1062100000,311000000,None,772000000,18423000000,None,,2.225,0.0275,,,,-0.326,0.09,2.28,2017-12-31,8.07,9590000000,17451000000.0,19678000000,19678000000,0,None,4265000000,None,447591000000,,0.0701,,-323830000000,25723000000,None,649202000000,,,,,0.651,1.845,0.742,,,,,,,,0.0534,,1400000000,2025-11-05,quarterly,2.37,USD,post-market,26527000000,0.0044,0.128,-0.059,106.16,19307000000,477000000,313801000000,78.55,78.56,3.9474,719892000000,21095000000,26511000000,661022000000,707191000000,634511000000,58676000000,15.12,-6401000000,85.6,63.77
2025-12-28,MET,5.31,71932002000.0,15.12,None,0.756,43.81,,None,13023000000,13023000000,,,,,,,,,12000000,1071500000,19996000000,None,867000000,18591000000,None,,2.225,0.0275,,,,-0.326,0.09,2.28,2017-09-30,8.07,9556000000,17451000000.0,18399000000,18399000000,0,None,4364000000,None,449398000000,,0.0701,,-18591000000,27129000000,None,650439000000,,,,,0.651,1.845,0.742,,,,,,,,0.0534,,0,2025-11-05,quarterly,2.37,USD,post-market,24410000000,0.0044,0.128,-0.059,106.16,20046000000,214000000,308894000000,78.55,78.56,3.9474,720515000000,321917000000,27346000000,663571000000,18110000000,636225000000,56714000000,15.12,-5779000000,85.6,63.77
2025-12-28,MET,5.31,71932002000.0,15.12,None,0.756,43.81,,None,17319000000,17319000000,,,,,,,,,12000000,1082100000,26440000000,None,61994000000,26553000000,None,,2.225,0.0275,,,,-0.326,0.09,2.28,2017-06-30,8.07,9385000000,17451000000.0,25408000000,25408000000,0,None,4404000000,None,518006000000,,0.0701,,-26553000000,33659000000,None,840508000000,,,,,0.651,1.845,0.742,,,,,,,,0.0534,,0,2025-11-05,quarterly,2.37,USD,post-market,35270000000,0.0044,0.128,-0.059,106.16,22912000000,235000000,374676000000,78.55,78.56,3.9474,925199000000,381403000000,33960000000,855530000000,19768000000,821570000000,69455000000,15.12,-5284000000,85.6,63.77
2025-12-28,MET,5.31,71932002000.0,15.12,None,0.756,43.81,,None,17411000000,17411000000,,,,,,,,,12000000,1098700000,26527000000,None,260000000,25941000000,None,,2.225,0.0275,,,,-0.326,0.09,2.28,2017-03-31,8.07,9350000000,17451000000.0,25547000000,25547000000,0,None,7228000000,None,510862000000,,0.0701,,-25941000000,32874000000,None,829541000000,,,,,0.651,1.845,0.742,,,,,,,,0.0534,,0,2025-11-05,quarterly,2.37,USD,post-market,34863000000,0.0044,0.128,-0.059,106.16,19940000000,260000000,368873000000,78.55,78.56,3.9474,914687000000,372939000000,33159000000,846579000000,18900000000,846294000000,67929000000,15.12,-4332000000,85.6,63.77
2025-12-28,MET,5.31,71932002000.0,15.12,None,0.756,43.81,,None,12651000000,12651000000,,,,,,,,,12000000,1108800000,26755000000,None,2225000000,15465000000,None,,2.225,0.0275,,,,-0.326,0.09,2.28,2016-12-31,8.07,9220000000,17451000000.0,18799000000,18799000000,0,None,7240000000,None,504381000000,,0.0701,,-297421000000,33244000000,None,814435000000,,,,,0.651,1.845,0.742,,,,,,,,0.0534,,1300000000,2025-11-05,quarterly,2.37,USD,post-market,34480000000,0.0044,0.128,-0.059,106.16,19913000000,242000000,298980000000,78.55,78.56,3.9474,898764000000,29675000000,33506000000,831284000000,18587000000,831022000000,67309000000,15.12,-3474000000,85.6,63.77
2025-12-28,MET,5.31,71932002000.0,15.12,None,0.756,43.81,,None,15883000000,15883000000,,,,,,,,,12000000,1109300000,151000000,None,201000000,26178000000,None,,2.225,0.0275,,,,-0.326,0.09,2.28,2016-09-30,8.07,9592000000,17451000000.0,24748000000,24748000000,0,None,7252000000,None,552988000000,,0.0701,,-26178000000,-352000000,None,852475000000,,,,,0.651,1.845,0.742,,,,,,,,0.0534,,0,2025-11-05,quarterly,2.37,USD,post-market,37054000000,0.0044,0.128,-0.059,106.16,19922000000,201000000,405386000000,78.55,78.56,3.9474,952904000000,406325000000,352000000,874438000000,23951000000,874086000000,78286000000,15.12,-3172000000,85.6,63.77
2025-12-28,MET,5.31,71932002000.0,15.12,None,0.756,43.81,,None,17067000000,17067000000,,,,,,,,,12000000,250000000,32006000000,None,103000000,26086000000,None,,2.225,0.0275,,,,-0.326,0.09,2.28,2016-06-30,8.07,9852000000,17451000000.0,24748000000,24748000000,0,None,7281000000,None,547395000000,,0.0701,,-26086000000,-154000000,None,840844000000,,,,,0.651,1.845,0.742,,,,,,,,0.0534,,0,2025-11-05,quarterly,2.37,USD,post-market,36924000000,0.0044,0.128,-0.059,106.16,19857000000,103000000,400679000000,78.55,78.56,3.9474,942567000000,404575000000,154000000,863194000000,24818000000,863194000000,79179000000,15.12,-3172000000,85.6,63.77
2025-12-28,MET,5.31,71932002000.0,15.12,None,0.756,43.81,,None,13290000000,13290000000,,,,,,,,,12000000,1108600000,30986000000,None,100000000,27968000000,None,,2.225,0.0275,,,,-0.326,0.09,2.28,2016-03-31,8.07,9729000000,17451000000.0,23973000000,23973000000,0,None,7295000000,None,528925000000,,0.0701,,-27968000000,-225000000,None,820292000000,,,,,0.651,1.845,0.742,,,,,,,,0.0534,,0,2025-11-05,quarterly,2.37,USD,post-market,37301000000,0.0044,0.128,-0.059,106.16,21183000000,100000000,386976000000,78.55,78.56,3.9474,917428000000,385271000000,225000000,841463000000,23505000000,841463000000,75775000000,15.12,-3172000000,85.6,63.77
2025-12-28,MET,5.31,71932002000.0,15.12,None,0.756,43.81,,None,12752000000,12752000000,,,,,,,,,12000000,1121400000,-10592000000,None,2347000000,22863000000,None,,2.225,0.0275,,,,-0.326,0.09,2.28,2015-12-31,8.07,9477000000,17451000000.0,25549000000,25549000000,0,None,7333000000,None,499447000000,,0.0701,,-22863000000,-10853000000,None,791412000000,,,,,0.651,1.845,0.742,,,,,,,,0.0534,,900000000,2025-11-05,quarterly,2.37,USD,post-market,35519000000,0.0044,0.128,-0.059,106.16,21317000000,100000000,364022000000,78.55,78.56,3.9474,877933000000,376774000000,10853000000,809437000000,851894000000,809437000000,67949000000,15.12,-3102000000,85.6,63.77
2025-12-28,MET,5.31,71932002000.0,15.12,None,0.756,43.81,,None,10216000000,10216000000,,,,,,,,,12000000,1129941081,21000000,None,None,25808000000,None,,2.225,0.0275,,,,-0.326,0.09,2.28,2015-09-30,8.07,9546000000,17451000000.0,23996000000,23996000000,0,None,7346000000,None,505764000000,,0.0701,,-377386000000,-121000000,None,792563000000,,,,,0.651,1.845,0.742,,,,,,,,0.0534,,0,2025-11-05,quarterly,2.37,USD,post-market,35153000000,0.0044,0.128,-0.059,106.16,20049000000,100000000,369934000000,78.55,78.56,3.9474,882460000000,10216000000,121000000,811393000000,853100000000,811393000000,70503000000,15.12,-2279000000,85.6,63.77
2025-12-28,MET,5.31,71932002000.0,15.12,None,0.756,43.81,,None,8074000000,8074000000,,,,,,,,,12000000,1128391778,71000000,None,None,24872000000,None,,2.225,0.0275,,,,-0.326,0.09,2.28,2015-06-30,8.07,9644000000,17451000000.0,24379000000,24379000000,0,None,7357000000,None,504374000000,,0.0701,,-376225000000,-171000000,None,810130000000,,,,,0.651,1.845,0.742,,,,,,,,0.0534,,0,2025-11-05,quarterly,2.37,USD,post-market,34376000000,0.0044,0.128,-0.059,106.16,20063000000,100000000,369624000000,78.55,78.56,3.9474,898409000000,8074000000,171000000,828420000000,871751000000,828420000000,69377000000,15.12,-2172000000,85.6,63.77
2025-12-28,MET,5.31,71932002000.0,15.12,None,0.756,43.81,,None,8127000000,8127000000,,,,,,,,,12000000,1135761118,243000000,None,None,24190000000,None,,2.225,0.0275,,,,-0.326,0.09,2.28,2015-03-31,8.07,9717000000,17451000000.0,24003000000,24003000000,0,None,7389000000,None,521049000000,,0.0701,,-390465000000,-343000000,None,824344000000,,,,,0.651,1.845,0.742,,,,,,,,0.0534,,0,2025-11-05,quarterly,2.37,USD,post-market,33754000000,0.0044,0.128,-0.059,106.16,21007000000,100000000,384118000000,78.55,78.56,3.9474,919790000000,8127000000,343000000,845381000000,893235000000,845381000000,73770000000,15.12,-2158000000,85.6,63.77
2025-12-28,MET,5.31,71932002000.0,15.12,None,0.756,43.81,,None,10808000000,10808000000,,,,,,,,,12000000,1147300000,-11821000000,None,2356000000,22244000000,None,,2.225,0.0275,,,,-0.326,0.09,2.28,2014-12-31,8.07,9872000000,17451000000.0,25889000000,25889000000,0,None,7389000000,None,510115000000,,0.0701,,-22244000000,-12105000000,None,810184000000,,,,,0.651,1.845,0.742,,,,,,,,0.0534,,1000000000,2025-11-05,quarterly,2.37,USD,post-market,32020000000,0.0044,0.128,-0.059,106.16,19579000000,100000000,377677000000,78.55,78.56,3.9474,902337000000,388485000000,12105000000,829678000000,878788000000,829678000000,72053000000,15.12,-1172000000,85.6,63.77
2025-12-28,MET,5.31,71932002000.0,15.12,None,0.756,43.81,,None,8783000000,8783000000,,,,,,,,,11000000,1141047000,293000000,None,None,23814000000,None,,2.225,0.0275,,,,-0.326,0.09,2.28,2014-09-30,8.07,10216000000,17451000000.0,25503000000,25503000000,0,None,7389000000,None,511931000000,,0.0701,,-11514000000,-393000000,None,818087000000,,,,,0.651,1.845,0.742,,,,,,,,0.0534,,0,2025-11-05,quarterly,2.37,USD,post-market,30928000000,0.0044,0.128,-0.059,106.16,19682000000,100000000,383999000000,78.55,78.56,3.9474,908627000000,389153000000,393000000,837226000000,519474000000,837226000000,70805000000,15.12,-615000000,85.6,63.77
2025-12-28,MET,5.31,71932002000.0,15.12,None,0.756,43.81,,None,7393000000,7393000000,,,,,,,,,11000000,1117300000,232000000,None,None,23730000000,None,,2.225,0.0275,,,,-0.326,0.09,2.28,2014-06-30,8.07,10430000000,17451000000.0,25915000000,25915000000,0,None,7389000000,None,509539000000,,0.0701,,-11430000000,-332000000,None,822664000000,,,,,0.651,1.845,0.742,,,,,,,,0.0534,,0,2025-11-05,quarterly,2.37,USD,post-market,29259000000,0.0044,0.128,-0.059,106.16,20076000000,100000000,383285000000,78.55,78.56,3.9474,911120000000,386749000000,332000000,840838000000,524371000000,840838000000,69591000000,15.12,-176000000,85.6,63.77
2025-12-28,MET,5.31,71932002000.0,15.12,None,0.756,43.81,,None,8573000000,8573000000,,,,,,,,,11000000,1140466038,239000000,None,None,23031000000,None,,2.225,0.0275,,,,-0.326,0.09,2.28,2014-03-31,8.07,10433000000,17451000000.0,26352000000,26352000000,0,None,7389000000,None,497693000000,,0.0701,,-10431000000,-339000000,None,807830000000,,,,,0.651,1.845,0.742,,,,,,,,0.0534,,0,2025-11-05,quarterly,2.37,USD,post-market,28319000000,0.0044,0.128,-0.059,106.16,20086000000,100000000,372670000000,78.55,78.56,3.9474,890903000000,376242000000,339000000,824464000000,514661000000,824464000000,65758000000,15.12,-172000000,85.6,63.77
2025-12-28,MET,5.31,71932002000.0,15.12,None,0.756,43.81,,None,7585000000,7585000000,,,,,,,,,11000000,1138100000,-6643000000,None,None,21859000000,None,,2.225,0.0275,,,,-0.326,0.09,2.28,2013-12-31,8.07,10542000000,17451000000.0,28281000000,28281000000,3000000,None,7389000000,None,493034000000,,0.0701,,-389403000000,-7004000000,None,807920000000,,,,,0.651,1.845,0.742,,,,,,,,0.0534,,1000000000,2025-11-05,quarterly,2.37,USD,post-market,27332000000,0.0044,0.128,-0.059,106.16,22021000000,175000000,367544000000,78.55,78.56,3.9474,885296000000,7585000000,7004000000,822313000000,514824000000,815309000000,61553000000,15.12,-172000000,85.6,63.77
2025-12-28,MET,5.31,71932002000.0,15.12,None,0.756,43.81,,None,11376000000,11376000000,,,,,,,,,11000000,1117296838,199000000,None,None,23473000000,None,,2.225,0.0275,,,,-0.326,0.09,2.28,2013-09-30,8.07,9509000000,17451000000.0,25639000000,25639000000,0,None,7389000000,None,489444000000,,0.0701,,-10273000000,-299000000,None,747622000000,,,,,0.651,1.845,0.742,,,,,,,,0.0534,,0,2025-11-05,quarterly,2.37,USD,post-market,26766000000,0.0044,0.128,-0.059,106.16,21545000000,100000000,364692000000,78.55,78.56,3.9474,822643000000,373363000000,299000000,761265000000,449280000000,761265000000,60927000000,15.12,-172000000,85.6,63.77
2025-12-28,MET,5.31,71932002000.0,15.12,None,0.756,43.81,,None,9184000000,9184000000,,,,,,,,,11000000,1106700000,111000000,None,None,23283000000,None,,2.225,0.0275,,,,-0.326,0.09,2.28,2013-06-30,8.07,9447000000,17451000000.0,24782000000,24782000000,0,None,7389000000,None,495563000000,,0.0701,,401013000000,-211000000,None,740922000000,,,,,0.651,1.845,0.742,,,,,,,,0.0534,,0,2025-11-05,quarterly,2.37,USD,post-market,25824000000,0.0044,0.128,-0.059,106.16,21870000000,100000000,372735000000,78.55,78.56,3.9474,815662000000,806215000000,211000000,755124000000,9447000000,754913000000,60003000000,15.12,-172000000,85.6,63.77
2025-12-28,MET,5.31,71932002000.0,15.12,None,0.756,43.81,,None,9983000000,9983000000,,,,,,,,,11000000,1103900000,231000000,None,None,23052000000,None,,2.225,0.0275,,,,-0.326,0.09,2.28,2013-03-31,8.07,9696000000,17451000000.0,24645000000,24645000000,271000000,None,7389000000,None,517027000000,,0.0701,,407819000000,-331000000,None,760298000000,,,,,0.651,1.845,0.742,,,,,,,,0.0534,,0,2025-11-05,quarterly,2.37,USD,post-market,25958000000,0.0044,0.128,-0.059,106.16,22014000000,100000000,391135000000,78.55,78.56,3.9474,841685000000,831989000000,331000000,776717000000,9696000000,776386000000,64450000000,15.12,-172000000,85.6,63.77
2025-12-28,MET,5.31,71932002000.0,15.12,None,0.756,43.81,,None,15738000000,15738000000,,,,,,,,,11000000,1097500000,-8693000000,None,None,21634000000,None,,2.225,0.0275,,,,-0.326,0.09,2.28,2012-12-31,8.07,9953000000,17451000000.0,26437000000,26437000000,414000000,None,7388000000,None,521426000000,,0.0701,,395393000000,-264000000,None,748825000000,,,,,0.651,1.845,0.742,,,,,,,,0.0534,,1200000000,2025-11-05,quarterly,2.37,USD,post-market,25205000000,0.0044,0.128,-0.059,106.16,22387000000,100000000,394063000000,78.55,78.56,3.9474,836781000000,826828000000,237000000,771823000000,9953000000,22221000000,64453000000,15.12,-172000000,85.6,63.77
2025-12-28,MET,5.31,71932002000.0,15.12,None,0.756,43.81,,None,16950000000,16950000000,,,,,,,,,11000000,1071000000,0,None,None,22939000000,None,,2.225,0.0275,,,,-0.326,0.09,2.28,2012-09-30,8.07,10024000000,17451000000.0,10024000000,10024000000,1286000000,None,27009000000,None,None,,0.0701,,781694000000,-551000000,None,None,,,,,0.651,1.845,0.742,,,,,,,,0.0534,,0,2025-11-05,quarterly,2.37,USD,post-market,25920000000,0.0044,0.128,-0.059,106.16,27109000000,100000000,14678000000,78.55,78.56,3.9474,846285000000,836261000000,551000000,781735000000,10024000000,788572000000,64049000000,15.12,-172000000,85.6,63.77
2025-12-28,MET,5.31,71932002000.0,15.12,None,0.756,43.81,,None,16035000000,16035000000,,,,,,,,,11000000,1070000000,0,None,None,23974000000,None,,2.225,0.0275,,,,-0.326,0.09,2.28,2012-06-30,8.07,11823000000,17451000000.0,11823000000,11823000000,1740000000,None,26267000000,None,None,,0.0701,,754830000000,-411000000,None,None,,,,,0.651,1.845,0.742,,,,,,,,0.0534,,0,2025-11-05,quarterly,2.37,USD,post-market,26904000000,0.0044,0.128,-0.059,106.16,22172000000,101000000,18526000000,78.55,78.56,3.9474,825188000000,813365000000,4566000000,762364000000,11823000000,765145000000,62406000000,15.12,-172000000,85.6,63.77
2025-12-28,MET,5.31,71932002000.0,15.12,None,0.756,43.81,,None,18667000000,18667000000,,,,,,,,,11000000,1070900000,0,None,None,23759000000,None,,2.225,0.0275,,,,-0.326,0.09,2.28,2012-03-31,8.07,11903000000,17451000000.0,11903000000,11903000000,11947000000,None,31228000000,None,None,,0.0701,,753474000000,-340000000,None,None,,,,,0.651,1.845,0.742,,,,,,,,0.0534,,0,2025-11-05,quarterly,2.37,USD,post-market,24640000000,0.0044,0.128,-0.059,106.16,26682000000,101000000,11801000000,78.55,78.56,3.9474,819604000000,807701000000,340000000,760480000000,11903000000,763332000000,58666000000,15.12,-172000000,85.6,63.77
2025-12-28,MET,5.31,71932002000.0,15.12,None,0.756,43.81,,None,10461000000,10461000000,,,,,,,,,11000000,1064300000,0,None,None,22481000000,None,,2.225,0.0275,,,,-0.326,0.09,2.28,2011-12-31,8.07,11935000000,17451000000.0,23278000000,23278000000,15178000000,None,30031000000,None,None,,0.0701,,737438000000,-193000000,None,None,,,,,0.651,1.845,0.742,,,,,,,,0.0534,,1300000000,2025-11-05,quarterly,2.37,USD,post-market,24814000000,0.0044,0.128,-0.059,106.16,27570000000,686000000,17310000000,78.55,78.56,3.9474,799625000000,787690000000,686000000,738232000000,11935000000,26884000000,57519000000,15.12,-172000000,85.6,63.77
2025-12-28,MET,5.31,71932002000.0,15.12,None,0.756,43.81,,None,10001000000,10001000000,,,,,,,,,11000000,1066200000,35318000000,None,None,23137000000,None,,2.225,0.0275,,,,-0.326,0.09,2.28,2011-09-30,8.07,12006000000,17451000000.0,12006000000,12006000000,3740000000,None,33242000000,None,509203000000,,0.0701,,-23137000000,-836000000,None,637445000000,,,,,0.651,1.845,0.742,,,,,,,,0.0534,,0,2025-11-05,quarterly,2.37,USD,post-market,26951000000,0.0044,0.128,-0.059,106.16,33693000000,451000000,353927000000,78.55,78.56,3.9474,785230000000,363928000000,836000000,724355000000,19220000000,732008000000,60348000000,15.12,-172000000,85.6,63.77
2025-12-28,MET,5.31,71932002000.0,15.12,None,0.756,43.81,,None,9628000000,9628000000,,,,,,,,,11000000,1071000000,30212000000,None,None,21070000000,None,,2.225,0.0275,,,,-0.326,0.09,2.28,2011-06-30,8.07,12036000000,17451000000.0,12036000000,12036000000,2805000000,None,36758000000,None,486511000000,,0.0701,,716330000000,-235000000,None,636792000000,,,,,0.651,1.845,0.742,,,,,,,,0.0534,,0,2025-11-05,quarterly,2.37,USD,post-market,23399000000,0.0044,0.128,-0.059,106.16,36860000000,102000000,12419000000,78.55,78.56,3.9474,771483000000,759447000000,235000000,717650000000,12036000000,725904000000,53309000000,15.12,-172000000,85.6,63.77
2025-12-28,MET,5.31,71932002000.0,15.12,None,0.756,43.81,,None,10692000000,10692000000,,,,,,,,,11000000,1069500000,28738000000,None,None,20315000000,None,,2.225,0.0275,,,,-0.326,0.09,2.28,2011-03-31,8.07,11946000000,17451000000.0,11946000000,11946000000,2435000000,None,36092000000,None,475174000000,,0.0701,,699566000000,-685000000,None,620833000000,,,,,0.651,1.845,0.742,,,,,,,,0.0534,,0,2025-11-05,quarterly,2.37,USD,post-market,22193000000,0.0044,0.128,-0.059,106.16,36664000000,572000000,8822000000,78.55,78.56,3.9474,751341000000,739395000000,685000000,700992000000,11946000000,708795000000,49816000000,15.12,-172000000,85.6,63.77
2025-12-28,MET,5.31,71932002000.0,15.12,None,0.756,43.81,,None,13046000000,13046000000,,,,,,,,,10000000,1056082512,27588000000,None,None,19830000000,None,,2.225,0.0275,,,,-0.326,0.09,2.28,2010-12-31,8.07,11781000000,17451000000.0,23963000000,23963000000,3321000000,None,36074000000,None,467413000000,,0.0701,,676862000000,-316000000,None,605628000000,,,,,0.651,1.845,0.742,,,,,,,,0.0534,,1200000000,2025-11-05,quarterly,2.37,USD,post-market,21363000000,0.0044,0.128,-0.059,106.16,36380000000,306000000,9387000000,78.55,78.56,3.9474,730906000000,719125000000,306000000,681793000000,11781000000,21892000000,48625000000,15.12,-172000000,85.6,63.77
