date,symbol,eps,revenue_ttm,pe_ratio,accumulateddepreciationamortizationppe,beta,book_value,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,forward_pe,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,peg_ratio,price_to_book,price_to_sales_ttm,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,trailing_pe,treasurystock,week_52_high,week_52_low
2006-06-30,GTLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-08-18,,0.4991,,pre-market,,,,,,,,,,,,,,,,,,,,,,,,,
2006-09-30,GTLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-11-09,,0.27,,pre-market,,,,,,,,,,,,,8.0,,,,,,,,,,,,
2006-12-31,GTLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-03-15,,0.33,,pre-market,,,,,,,,,,,,,26.9231,,,,,,,,,,,,
2007-03-31,GTLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04,,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-05-14,,0.28,,pre-market,,,,,,,,,,,,,-12.5,,,,,,,,,,,,
2007-06-30,GTLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-08-13,,0.51,,pre-market,,,,,,,,,,,,,50.0,,,,,,,,,,,,
2007-09-30,GTLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-11-13,,0.42,,pre-market,,,,,,,,,,,,,0.0,,,,,,,,,,,,
2007-12-31,GTLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,,,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-02-28,,0.57,,pre-market,,,,,,,,,,,,,39.0244,,,,,,,,,,,,
2008-03-31,GTLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-05-01,,0.51,,pre-market,,,,,,,,,,,,,13.3333,,,,,,,,,,,,
2008-06-30,GTLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-07-31,,0.76,,pre-market,,,,,,,,,,,,,28.8136,,,,,,,,,,,,
2008-09-30,GTLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-10-31,,0.7,,pre-market,,,,,,,,,,,,,1.4493,,,,,,,,,,,,
2008-12-31,GTLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-02-25,,0.75,,pre-market,,,,,,,,,,,,,25.0,,,,,,,,,,,,
2009-03-31,GTLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-04-30,,0.68,,pre-market,,,,,,,,,,,,,58.1395,,,,,,,,,,,,
2009-06-30,GTLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-07-30,,0.61,,pre-market,,,,,,,,,,,,,74.2857,,,,,,,,,,,,
2009-09-30,GTLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-10-29,,0.28,,pre-market,,,,,,,,,,,,,27.2727,,,,,,,,,,,,
2009-12-31,GTLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-02-24,,0.29,,pre-market,,,,,,,,,,,,,141.6667,,,,,,,,,,,,
2010-03-31,GTLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-04-29,,0.09,,pre-market,,,,,,,,,,,,,0.0,,,,,,,,,,,,
2010-06-30,GTLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-07-29,,0.15,,pre-market,,,,,,,,,,,,,7.1429,,,,,,,,,,,,
2010-09-30,GTLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-10-28,,0.27,,pre-market,,,,,,,,,,,,,28.5714,,,,,,,,,,,,
2010-12-31,GTLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-02-24,,0.36,,pre-market,,,,,,,,,,,,,12.5,,,,,,,,,,,,
