date,symbol,eps,revenue_ttm,pe_ratio,accumulateddepreciationamortizationppe,book_value,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividend_per_share,dividend_yield,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,forward_pe,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,peg_ratio,price_to_book,price_to_sales_ttm,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,trailing_pe,treasurystock,week_52_high,week_52_low
2025-12-28,GEV,6.17,37669999000.0,107.53,None,31.87,,725000000,8205000000,8205000000,,,,,,,,,3000000,278000000,None,28061000000,28061000000,4942000000,None,60000000,16799000000,None,None,1176000000,,1.0,0.0015,,,,-0.6,-0.22,-692000000,484000000,1.86,2024-12-31,52.63,4263000000,7416000000.0,4945000000,-864000000,-140000000,813000000,813000000,None,172000000,71000000,7818000000,None,None,258000000,None,2149000000,-633000000,-724000000,-101000000,None,0.0574,,5829000000,-884000000,1331000000,8460000000,None,2413000000,None,,,,,1.754,20.82,4.795,,,,,,,,0.0452,,5150000000,2025-10-22,annual,1.64,USD,pre-market,1008000000,1611000000,0.0243,0.167,0.118,137.36,4821000000,1061000000,241000000,None,527.04,603.36,-11.828,51485000000,34153000000,31685000000,40892000000,18101000000,9207000000,33006000000,9546000000,107.53,None,731.0,251.84
2025-12-28,GEV,6.17,37669999000.0,107.53,None,31.87,,718000000,1551000000,1551000000,,,,,,,,,8051000000,272083576,None,28061000000,28061000000,4701000000,None,145000000,15969000000,None,None,1176000000,,1.0,0.0015,,,,-0.6,-0.22,-692000000,484000000,1.86,2023-12-31,52.63,4437000000,7416000000.0,4945000000,-864000000,-140000000,1042000000,1042000000,None,172000000,71000000,7199000000,None,None,294000000,None,2341000000,-633000000,-724000000,-101000000,None,0.0574,,5829000000,-884000000,2709000000,9043000000,None,5096000000,None,,,,,1.754,20.82,4.795,,,,,,,,0.0452,,5228000000,2025-10-22,annual,1.64,USD,pre-market,1008000000,8051000000,0.0243,0.167,0.118,137.36,4821000000,1184000000,365000000,2033000000,527.04,603.36,-11.828,46121000000,27428000000,29306000000,37741000000,17672000000,8435000000,33006000000,7416000000,107.53,None,731.0,251.84
2025-12-28,GEV,6.17,37669999000.0,107.53,None,31.87,,663000000,2067000000,2067000000,,,,,,,,,12106000000,272083576,None,28061000000,28061000000,4234000000,None,121000000,14876000000,None,None,1176000000,,1.0,0.0015,,,,-0.6,-0.22,-692000000,484000000,1.86,2022-12-31,52.63,4164000000,7416000000.0,4945000000,-864000000,-140000000,1174000000,1174000000,None,172000000,71000000,6746000000,None,None,360000000,None,3685000000,-633000000,-724000000,-101000000,None,0.0574,,5829000000,-884000000,2212000000,9166000000,None,2600000000,None,,,,,1.754,20.82,4.795,,,,,,,,0.0452,,5105000000,2025-10-22,annual,1.64,USD,pre-market,1008000000,12106000000,0.0243,0.167,0.118,137.36,4821000000,1144000000,296000000,None,527.04,603.36,-11.828,44471000000,25901000000,26042000000,32864000000,18570000000,6822000000,33006000000,10650000000,107.53,None,731.0,251.84
2025-12-28,GEV,6.17,37669999000.0,107.53,None,31.87,,None,None,None,,,,,,,,,None,272083576,None,28061000000,28061000000,None,None,None,None,None,None,1176000000,,1.0,0.0015,,,,-0.6,-0.22,-692000000,484000000,1.86,2021-12-31,52.63,None,7416000000.0,4945000000,-864000000,-140000000,None,None,None,172000000,71000000,None,None,None,None,None,None,-633000000,-724000000,-101000000,None,0.0574,,5829000000,-884000000,None,None,None,None,None,,,,,1.754,20.82,4.795,,,,,,,,0.0452,,None,2025-10-22,annual,1.64,None,pre-market,1008000000,None,0.0243,0.167,0.118,137.36,4821000000,None,None,None,527.04,603.36,-11.828,None,None,None,None,None,None,33006000000,None,107.53,None,731.0,251.84
2025-12-28,GEV,6.17,37669999000.0,107.53,None,31.87,247000000,None,None,None,-774000000,-167000000,None,None,-164000000,None,None,None,None,272083576,None,28061000000,28061000000,None,None,None,None,None,None,1176000000,213000000,1.0,0.0015,68000000,68000000,None,-0.6,-0.22,-692000000,484000000,1.86,2025-09-30,52.63,None,7416000000.0,4945000000,-864000000,-140000000,None,None,None,172000000,71000000,None,None,None,None,None,None,452000000,-724000000,-101000000,None,0.0574,980000000,5829000000,-884000000,None,None,None,None,None,None,None,None,None,1.754,20.82,4.795,None,None,None,None,None,-660000000,None,0.0452,None,None,2025-10-22,quarterly,1.64,USD,pre-market,1008000000,None,0.0243,0.167,0.118,137.36,4821000000,None,None,None,527.04,603.36,-11.828,None,None,None,None,None,None,33006000000,None,107.53,None,731.0,251.84
2025-12-28,GEV,6.17,37669999000.0,107.53,None,31.87,173000000,None,None,None,-604000000,-121000000,None,None,-451000000,None,None,None,None,272083576,None,28061000000,28061000000,None,None,None,None,None,None,1176000000,205000000,1.0,0.0015,70000000,70000000,None,-0.6,-0.22,-692000000,484000000,1.86,2025-06-30,52.63,None,7416000000.0,4945000000,-864000000,-140000000,None,None,None,172000000,71000000,None,None,None,None,None,None,492000000,-724000000,-101000000,None,0.0574,367000000,5829000000,-884000000,None,None,None,None,None,None,None,None,None,1.754,20.82,4.795,None,None,None,None,None,-480000000,None,0.0452,None,None,2025-10-22,quarterly,1.64,USD,pre-market,1008000000,None,0.0243,0.167,0.118,137.36,4821000000,None,None,None,527.04,603.36,-11.828,None,None,None,None,None,None,33006000000,None,107.53,None,731.0,251.84
2025-12-28,GEV,6.17,37669999000.0,107.53,None,31.87,186000000,None,None,None,-1257000000,-93000000,None,None,-432000000,None,None,None,None,272083576,None,28061000000,28061000000,None,None,None,None,None,None,1176000000,205000000,1.0,0.0015,69000000,69000000,None,-0.6,-0.22,-692000000,484000000,1.86,2025-03-31,52.63,None,7416000000.0,4945000000,-864000000,-140000000,None,None,None,172000000,71000000,None,None,None,None,None,None,254000000,-724000000,-101000000,None,0.0574,1161000000,5829000000,-884000000,None,None,None,None,None,None,None,None,None,1.754,20.82,4.795,None,None,None,None,None,-1101000000,None,0.0452,None,None,2025-10-22,quarterly,1.64,USD,pre-market,1008000000,None,0.0243,0.167,0.118,137.36,4821000000,None,None,None,527.04,603.36,-11.828,None,None,None,None,None,None,33006000000,None,107.53,None,731.0,251.84
2025-12-28,GEV,6.17,37669999000.0,107.53,None,31.87,350000000,None,None,None,163000000,-175000000,None,None,510000000,None,None,None,None,272083576,None,28061000000,28061000000,None,None,None,None,None,None,1176000000,269000000,1.0,0.0015,None,None,None,-0.6,-0.22,-692000000,484000000,1.86,2024-12-31,52.63,None,7416000000.0,4945000000,-864000000,-140000000,None,None,None,172000000,71000000,None,None,None,None,None,None,484000000,-724000000,-101000000,None,0.0574,921000000,5829000000,-884000000,None,None,None,None,None,None,None,None,None,1.754,20.82,4.795,None,None,None,None,None,None,None,0.0452,None,None,2025-10-22,quarterly,1.64,USD,pre-market,1008000000,None,0.0243,0.167,0.118,137.36,4821000000,None,None,None,527.04,603.36,-11.828,None,None,None,None,None,None,33006000000,None,107.53,None,731.0,251.84
2025-12-28,GEV,6.17,37669999000.0,107.53,None,31.87,159000000,None,None,None,585000000,-114000000,None,None,137000000,None,None,None,None,272083576,None,28061000000,28061000000,None,None,None,None,None,None,1176000000,398000000,1.0,0.0015,None,None,None,-0.6,-0.22,-692000000,484000000,1.86,2024-09-30,52.63,None,7416000000.0,4945000000,-864000000,-140000000,None,None,None,172000000,71000000,None,None,None,None,None,None,-96000000,-724000000,-101000000,None,0.0574,1124000000,5829000000,-884000000,None,None,None,None,None,None,None,None,None,1.754,20.82,4.795,None,None,None,None,None,None,None,0.0452,None,None,2025-10-22,quarterly,1.64,USD,pre-market,1008000000,None,0.0243,0.167,0.118,137.36,4821000000,None,None,None,527.04,603.36,-11.828,None,None,None,None,None,None,33006000000,None,107.53,None,731.0,251.84
2025-12-28,GEV,6.17,37669999000.0,107.53,None,31.87,157000000,None,None,None,970000000,537000000,None,None,-571000000,None,None,None,None,272083576,None,28061000000,28061000000,None,None,None,None,None,None,1176000000,254000000,1.0,0.0015,0,0,None,-0.6,-0.22,-692000000,484000000,1.86,2024-06-30,52.63,None,7416000000.0,4945000000,-864000000,-140000000,None,None,None,172000000,71000000,None,None,None,None,None,None,1294000000,-724000000,-101000000,None,0.0574,979000000,5829000000,-884000000,None,None,None,None,None,None,None,None,None,1.754,20.82,4.795,None,None,None,None,None,0,None,0.0452,None,None,2025-10-22,quarterly,1.64,USD,pre-market,1008000000,None,0.0243,0.167,0.118,137.36,4821000000,None,None,None,527.04,603.36,-11.828,None,None,None,None,None,None,33006000000,None,107.53,None,731.0,251.84
2025-12-28,GEV,6.17,37669999000.0,107.53,None,31.87,217000000,None,None,None,1934000000,-285000000,None,None,-717000000,None,None,None,None,272083576,None,28061000000,28061000000,None,None,None,None,None,None,1176000000,251000000,1.0,0.0015,0,0,None,-0.6,-0.22,-692000000,484000000,1.86,2024-03-31,52.63,None,7416000000.0,4945000000,-864000000,-140000000,None,None,None,172000000,71000000,None,None,None,None,None,None,-130000000,-724000000,-101000000,None,0.0574,-444000000,5829000000,-884000000,None,None,None,None,None,None,None,None,None,1.754,20.82,4.795,None,None,None,None,None,0,None,0.0452,None,None,2025-10-22,quarterly,1.64,USD,pre-market,1008000000,None,0.0243,0.167,0.118,137.36,4821000000,None,None,None,527.04,603.36,-11.828,None,None,None,None,None,None,33006000000,None,107.53,None,731.0,251.84
2025-12-28,GEV,6.17,37669999000.0,107.53,None,31.87,280000000,None,None,None,-1064000000,-257000000,None,None,811000000,None,None,None,None,272083576,None,28061000000,28061000000,None,None,None,None,None,None,1176000000,252000000,1.0,0.0015,None,None,None,-0.6,-0.22,-692000000,484000000,1.86,2023-12-31,52.63,None,7416000000.0,4945000000,-864000000,-140000000,None,None,None,172000000,71000000,None,None,None,None,None,None,197000000,-724000000,-101000000,None,0.0574,1931000000,5829000000,-884000000,None,None,None,None,None,None,None,None,None,1.754,20.82,4.795,None,None,None,None,None,None,None,0.0452,None,None,2025-10-22,quarterly,1.64,USD,pre-market,1008000000,None,0.0243,0.167,0.118,137.36,4821000000,None,None,None,527.04,603.36,-11.828,None,None,None,None,None,None,33006000000,None,107.53,None,731.0,251.84
2025-12-28,GEV,6.17,37669999000.0,107.53,None,31.87,181000000,None,None,None,-286000000,-36000000,None,None,114000000,None,None,None,None,272083576,None,28061000000,28061000000,None,None,None,None,None,None,1176000000,242000000,1.0,0.0015,None,None,None,-0.6,-0.22,-692000000,484000000,1.86,2023-09-30,52.63,None,7416000000.0,4945000000,-864000000,-140000000,None,None,None,172000000,71000000,None,None,None,None,None,None,-170000000,-724000000,-101000000,None,0.0574,233000000,5829000000,-884000000,None,None,None,None,None,None,None,None,None,1.754,20.82,4.795,None,None,None,None,None,None,None,0.0452,None,None,2025-10-22,quarterly,1.64,USD,pre-market,1008000000,None,0.0243,0.167,0.118,137.36,4821000000,None,None,None,527.04,603.36,-11.828,None,None,None,None,None,None,33006000000,None,107.53,None,731.0,251.84
2025-12-28,GEV,6.17,37669999000.0,107.53,None,31.87,159000000,None,None,None,238000000,-400000000,None,None,-426000000,None,None,None,None,272083576,None,28061000000,28061000000,None,None,None,None,None,None,1176000000,239000000,1.0,0.0015,None,None,None,-0.6,-0.22,-692000000,484000000,1.86,2023-06-30,52.63,None,7416000000.0,4945000000,-864000000,-140000000,None,None,None,172000000,71000000,None,None,None,None,None,None,-149000000,-724000000,-101000000,None,0.0574,-288000000,5829000000,-884000000,None,None,None,None,None,None,None,None,None,1.754,20.82,4.795,None,None,None,None,None,None,None,0.0452,None,None,2025-10-22,quarterly,1.64,USD,pre-market,1008000000,None,0.0243,0.167,0.118,137.36,4821000000,None,None,None,527.04,603.36,-11.828,None,None,None,None,None,None,33006000000,None,107.53,None,731.0,251.84
2025-12-28,GEV,6.17,37669999000.0,107.53,None,31.87,124000000,None,None,None,704000000,-41000000,None,None,-739000000,None,None,None,None,272083576,None,28061000000,28061000000,None,None,None,None,None,None,1176000000,231000000,1.0,0.0015,None,None,None,-0.6,-0.22,-692000000,484000000,1.86,2023-03-31,52.63,None,7416000000.0,4945000000,-864000000,-140000000,None,None,None,172000000,71000000,None,None,None,None,None,None,-314000000,-724000000,-101000000,None,0.0574,-690000000,5829000000,-884000000,None,None,None,None,None,None,None,None,None,1.754,20.82,4.795,None,None,None,None,None,None,None,0.0452,None,None,2025-10-22,quarterly,1.64,USD,pre-market,1008000000,None,0.0243,0.167,0.118,137.36,4821000000,None,None,None,527.04,603.36,-11.828,None,None,None,None,None,None,33006000000,None,107.53,None,731.0,251.84
2025-12-28,GEV,6.17,37669999000.0,107.53,None,31.87,883000000,None,None,None,3652000000,-37000000,None,None,-641000000,None,None,None,None,272083576,None,28061000000,28061000000,None,None,None,None,None,None,1176000000,1172000000,1.0,0.0015,None,None,None,-0.6,-0.22,-692000000,484000000,1.86,2024-12-31,52.63,None,7416000000.0,4945000000,-864000000,-140000000,None,None,None,172000000,71000000,None,None,None,None,None,None,1559000000,-724000000,-101000000,None,0.0574,2583000000,5829000000,-884000000,None,None,None,None,None,None,None,None,None,1.754,20.82,4.795,None,None,None,None,None,None,None,0.0452,None,None,2025-10-22,annual,1.64,USD,pre-market,1008000000,None,0.0243,0.167,0.118,137.36,4821000000,None,None,None,527.04,603.36,-11.828,None,None,None,None,None,None,33006000000,None,107.53,None,731.0,251.84
2025-12-28,GEV,6.17,37669999000.0,107.53,None,31.87,744000000,None,None,None,-408000000,-734000000,None,None,-240000000,None,None,None,None,272083576,None,28061000000,28061000000,None,None,None,None,None,None,1176000000,964000000,1.0,0.0015,None,None,None,-0.6,-0.22,-692000000,484000000,1.86,2023-12-31,52.63,None,7416000000.0,4945000000,-864000000,-140000000,None,None,None,172000000,71000000,None,None,None,None,None,None,-438000000,-724000000,-101000000,None,0.0574,1186000000,5829000000,-884000000,None,None,None,None,None,None,None,None,None,1.754,20.82,4.795,None,None,None,None,None,None,None,0.0452,None,None,2025-10-22,annual,1.64,USD,pre-market,1008000000,None,0.0243,0.167,0.118,137.36,4821000000,None,None,None,527.04,603.36,-11.828,None,None,None,None,None,None,33006000000,None,107.53,None,731.0,251.84
2025-12-28,GEV,6.17,37669999000.0,107.53,None,31.87,513000000,None,None,None,811000000,-322000000,None,None,-949000000,None,None,None,None,272083576,None,28061000000,28061000000,None,None,None,None,None,None,1176000000,991000000,1.0,0.0015,None,None,None,-0.6,-0.22,-692000000,484000000,1.86,2022-12-31,52.63,None,7416000000.0,4945000000,-864000000,-140000000,None,None,None,172000000,71000000,None,None,None,None,None,None,-2736000000,-724000000,-101000000,None,0.0574,-114000000,5829000000,-884000000,None,None,None,None,None,None,None,None,None,1.754,20.82,4.795,None,None,None,None,None,None,None,0.0452,None,None,2025-10-22,annual,1.64,USD,pre-market,1008000000,None,0.0243,0.167,0.118,137.36,4821000000,None,None,None,527.04,603.36,-11.828,None,None,None,None,None,None,33006000000,None,107.53,None,731.0,251.84
2025-12-28,GEV,6.17,37669999000.0,107.53,None,31.87,577000000,None,None,None,1996000000,-1141000000,None,None,400000000,None,None,None,None,272083576,None,28061000000,28061000000,None,None,None,None,None,None,1176000000,1176000000,1.0,0.0015,None,None,None,-0.6,-0.22,-692000000,484000000,1.86,2021-12-31,52.63,None,7416000000.0,4945000000,-864000000,-140000000,None,None,None,172000000,71000000,None,None,None,None,None,None,-724000000,-724000000,-101000000,None,0.0574,-1660000000,5829000000,-884000000,None,None,None,None,None,None,None,None,None,1.754,20.82,4.795,None,None,None,None,None,None,None,0.0452,None,None,2025-10-22,annual,1.64,USD,pre-market,1008000000,None,0.0243,0.167,0.118,137.36,4821000000,None,None,None,527.04,603.36,-11.828,None,None,None,None,None,None,33006000000,None,107.53,None,731.0,251.84
