date,symbol,eps,revenue_ttm,accumulateddepreciationamortizationppe,beta,book_value,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,peg_ratio,price_to_book,price_to_sales_ttm,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,treasurystock,week_52_high,week_52_low
2000-06-30,INSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000-06-30,,-47.7376,,pre-market,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-30,INSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000-09-30,,-1.9,,pre-market,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-31,INSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.85,,,-4.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-01,,-2.6,,pre-market,,,,,,,,,,,,,41.573,,,,,,,,,,,
2001-03-31,INSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,-4.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-03-31,,-3.0753,,pre-market,,,,,,,,,,,,,41.573,,,,,,,,,,,
2001-06-30,INSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55,,,-3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-08-02,,-2.7,,pre-market,,,,,,,,,,,,,16.9231,,,,,,,,,,,
2001-09-30,INSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43,,,-2.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-11-01,,-2.5,,pre-market,,,,,,,,,,,,,14.6758,,,,,,,,,,,
2001-12-31,INSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-01-30,,-3.0,,pre-market,,,,,,,,,,,,,0.0,,,,,,,,,,,
2002-03-31,INSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-05-03,,-1.8535,,pre-market,,,,,,,,,,,,,0.0,,,,,,,,,,,
2002-06-30,INSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-07-29,,-2.1514,,pre-market,,,,,,,,,,,,,0.0,,,,,,,,,,,
2002-09-30,INSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-10-30,,-1.4201,,pre-market,,,,,,,,,,,,,0.0,,,,,,,,,,,
2002-12-31,INSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-02-04,,-5.594,,pre-market,,,,,,,,,,,,,0.0,,,,,,,,,,,
2003-03-31,INSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-05-05,,-0.6651,,pre-market,,,,,,,,,,,,,0.0,,,,,,,,,,,
2003-06-30,INSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-07-31,,-0.977,,pre-market,,,,,,,,,,,,,0.0,,,,,,,,,,,
2003-09-30,INSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-11-05,,-0.6381,,pre-market,,,,,,,,,,,,,0.0,,,,,,,,,,,
2003-12-31,INSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-02-11,,-0.6,,pre-market,,,,,,,,,,,,,25.0,,,,,,,,,,,
2004-03-31,INSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-05-05,,-1.2,,pre-market,,,,,,,,,,,,,-20.0,,,,,,,,,,,
2004-06-30,INSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,-3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-07-28,,-2.3,,pre-market,,,,,,,,,,,,,25.8065,,,,,,,,,,,
2004-09-30,INSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6,,,-1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-11-08,,-2.0,,pre-market,,,,,,,,,,,,,-42.8571,,,,,,,,,,,
2004-12-31,INSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,-1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-03-16,,-1.409,,pre-market,,,,,,,,,,,,,-42.8571,,,,,,,,,,,
