date,symbol,eps,revenue_ttm,pe_ratio,accumulateddepreciationamortizationppe,beta,book_value,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,forward_pe,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,price_to_book,price_to_sales_ttm,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,trailing_pe,treasurystock,week_52_high,week_52_low
2020-03-31,SRAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.2378,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-06-30,,16.2378,,pre-market,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-31,SRAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5148,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-03-31,,7.5148,,pre-market,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-31,SRAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.037,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-06-30,,34.037,,pre-market,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-30,SRAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0352,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-11-17,,-0.0352,,pre-market,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-31,SRAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-30,,0.01,,pre-market,,,,,,,,,,,,,200.0,,,,,,,,,,,,
2022-03-31,SRAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-05-18,,0.04,,pre-market,,,,,,,,,,,,,33.3333,,,,,,,,,,,,
2022-06-30,SRAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-08-17,,0.07,,pre-market,,,,,,,,,,,,,133.3333,,,,,,,,,,,,
2022-09-30,SRAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-11-16,,0.04,,pre-market,,,,,,,,,,,,,33.3333,,,,,,,,,,,,
2022-12-31,SRAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1525,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-15,,-0.1125,,pre-market,,,,,,,,,,,,,-381.25,,,,,,,,,,,,
2023-03-31,SRAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-10,,0.02,,pre-market,,,,,,,,,,,,,-50.0,,,,,,,,,,,,
2023-06-30,SRAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0397,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-09,,0.0003,,pre-market,,,,,,,,,,,,,-99.25,,,,,,,,,,,,
2023-09-30,SRAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-11-01,,0.05,,pre-market,,,,,,,,,,,,,0.0,,,,,,,,,,,,
2023-12-31,SRAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-20,,0.08,,pre-market,,,,,,,,,,,,,100.0,,,,,,,,,,,,
2024-03-31,SRAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0521,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-05-15,,-0.0021,,pre-market,,,,,,,,,,,,,-104.2,,,,,,,,,,,,
2024-06-30,SRAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0452,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-08-13,,-0.0052,,pre-market,,,,,,,,,,,,,-113.0,,,,,,,,,,,,
2024-09-30,SRAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-07,,0.11,,pre-market,,,,,,,,,,,,,266.6667,,,,,,,,,,,,
2024-12-31,SRAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0336,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-19,,0.0064,,pre-market,,,,,,,,,,,,,-84.0,,,,,,,,,,,,
2025-03-31,SRAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-12,,0.01,,pre-market,,,,,,,,,,,,,-75.0,,,,,,,,,,,,
2025-06-30,SRAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1123,,,0.0377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-05,,0.15,,pre-market,,,,,,,,,,,,,297.878,,,,,,,,,,,,
2025-09-30,SRAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0374,,,0.0793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-11-12,,0.1167,,pre-market,,,,,,,,,,,,,47.1627,,,,,,,,,,,,
2025-12-28,SRAD,0.34,1228145000.0,67.94,,2.026,3.865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.399,0.0374,,,0.0793,,42.19,,309209000.0,,,,,,,,,,,,,,,,,,,0.185,,,,,,,,,,,,,5.88,5.57,,,,,,,,0.0772,,,2025-11-12,,0.1167,,pre-market,,,0.0379,0.0995,0.145,4.085,,,,,25.58,23.75,47.1627,,,,,,,,,67.94,,32.22,16.95
2025-12-28,SRAD,0.34,1228145000.0,67.94,,2.026,3.865,,,,,,,,,,,,,,,None,105346000,105346000,,,,,,None,56500000,,,,,-0.399,0.0374,49521000,106021000,0.0793,2025-09-30,42.19,,309209000.0,186708000,29146000,6679000,,,None,20375000,2531000,,None,,,,,22468000,22467000,-17844000,None,0.185,,139516000,47192000,,,,,None,,,,,5.88,5.57,,,,,,,,0.0772,,,2025-11-12,quarterly,0.1167,EUR,pre-market,None,,0.0379,0.0995,0.145,4.085,93958000,,,,25.58,23.75,47.1627,,,,,,,292054000,,67.94,,32.22,16.95
