date,symbol,eps,revenue_ttm,accumulateddepreciationamortizationppe,beta,book_value,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividend_per_share,dividend_yield,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,forward_pe,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,peg_ratio,price_to_book,price_to_sales_ttm,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,treasurystock,week_52_high,week_52_low
2020-06-30,METC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-08-06,,0.06,,post-market,,,,,,,,,,,,,185.7143,,,,,,,,,,,
2020-09-30,METC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07,,,-0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-11-03,,-0.11,,post-market,,,,,,,,,,,,,-175.0,,,,,,,,,,,
2020-12-31,METC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07,,,-0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-02-18,,-0.11,,post-market,,,,,,,,,,,,,-175.0,,,,,,,,,,,
2021-03-31,METC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.105,,,-0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-05-12,,0.1,,post-market,,,,,,,,,,,,,2100.0,,,,,,,,,,,
2021-06-30,METC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-02,,0.23,,post-market,,,,,,,,,,,,,228.5714,,,,,,,,,,,
2021-09-30,METC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.17,,,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-11-02,,0.16,,post-market,,,,,,,,,,,,,-51.5152,,,,,,,,,,,
2021-12-31,METC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-02-24,,0.42,,pre-market,,,,,,,,,,,,,0.0,,,,,,,,,,,
2022-03-31,METC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7,,,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-05-11,,0.92,,post-market,,,,,,,,,,,,,-43.2099,,,,,,,,,,,
2022-06-30,METC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.75,,,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-08-08,,0.74,,post-market,,,,,,,,,,,,,-50.3356,,,,,,,,,,,
2022-09-30,METC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.54,,,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-11-07,,0.6,,post-market,,,,,,,,,,,,,-47.3684,,,,,,,,,,,
2022-12-31,METC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.27,,,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-08,,0.32,,post-market,,,,,,,,,,,,,-45.7627,,,,,,,,,,,
2023-03-31,METC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-03,,0.57,,post-market,,,,,,,,,,,,,29.5455,,,,,,,,,,,
2023-06-30,METC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.33,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-08,,0.17,,post-market,,,,,,,,,,,,,-66.0,,,,,,,,,,,
2023-09-30,METC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-11-07,,0.45,,post-market,,,,,,,,,,,,,2.2727,,,,,,,,,,,
2023-12-31,METC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.08,,,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-07,,0.6,,post-market,,,,,,,,,,,,,-11.7647,,,,,,,,,,,
2024-03-31,METC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,,,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-05-08,,0.23,,post-market,,,,,,,,,,,,,-30.303,,,,,,,,,,,
2024-06-30,METC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-08-07,,0.08,,post-market,,,,,,,,,,,,,900.0,,,,,,,,,,,
2024-09-30,METC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,,,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-04,,-0.03,,post-market,,,,,,,,,,,,,-50.0,,,,,,,,,,,
2024-12-31,METC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0867,,,-0.0267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-05,,0.06,,post-market,,,,,,,,,,,,,324.7191,,,,,,,,,,,
2025-03-31,METC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.52,,,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-06,,-0.19,,pre-market,,,,,,,,,,,,,-157.5758,,,,,,,,,,,
2025-06-30,METC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.81,,,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-01,,-0.26,,pre-market,,,,,,,,,,,,,-147.2727,,,,,,,,,,,
2025-09-30,METC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.77,,,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-28,,-0.22,,pre-market,,,,,,,,,,,,,-140.0,,,,,,,,,,,
2025-12-28,METC,-0.68,579503000.0,,1.313,7.96,,,,,,,,,,,,,,,,,,,,,,,,,,0.344,0.0189,,,,-0.89,-0.77,,,0.55,,5.49,,97098000.0,,,,,,,,,,,,,,,,,,,-0.12,,,,,,,,,,,,,0.0,2.246,2.042,,,,,,,,-0.0567,,,2025-10-28,,-0.22,,pre-market,,,-0.0317,-0.074,-0.277,10.62,,,,,19.09,23.62,-140.0,,,,,,,,,,57.8,6.25
2025-12-28,METC,-0.68,579503000.0,,1.313,7.96,,,,,,,,,,,,,,,None,119335000,119335000,,,,,,None,17493000,,0.344,0.0189,,,,-0.89,-0.77,-7759000,9734000,0.55,2025-09-30,5.49,,97098000.0,1661000,-10009000,3299000,,,None,2250000,None,,None,,,,,-13310000,-13308000,-2250000,None,-0.12,,16143000,-14483000,,,,,None,,,,,0.0,2.246,2.042,,,,,,,,-0.0567,,,2025-10-28,quarterly,-0.22,USD,pre-market,None,,-0.0317,-0.074,-0.277,10.62,16143000,,,,19.09,23.62,-140.0,,,,,,,120996000,,,57.8,6.25
2025-12-28,METC,-0.68,579503000.0,,1.313,7.96,,,,,,,,,,,,,,,None,151622000,151622000,,,,,,None,17440000,,0.344,0.0189,,,,-0.89,-0.77,-13186000,4254000,0.55,2025-06-30,5.49,,97098000.0,1337000,-16004000,-2029999,,,None,2818000,None,,None,,,,,-13974000,-13974000,-2818000,None,-0.12,,15181000,-13844000,,,,,None,,,,,0.0,2.246,2.042,,,,,,,,-0.0567,,,2025-10-28,quarterly,-0.22,USD,pre-market,None,,-0.0317,-0.074,-0.277,10.62,15181000,,,,19.09,23.62,-140.0,,,,,,,152959000,,,57.8,6.25
2025-12-28,METC,-0.68,579503000.0,,1.313,7.96,,,,,,,,,,,,,,,None,132076000,132076000,,,,,,None,17944000,,0.344,0.0189,,,,-0.89,-0.77,-11517000,6427000,0.55,2025-03-31,5.49,,97098000.0,2580000,-13747000,-4290000,,,None,2230000,None,,None,,,,,-9457000,-9457000,-2230000,None,-0.12,,14602000,-12022000,,,,,None,,,,,0.0,2.246,2.042,,,,,,,,-0.0567,,,2025-10-28,quarterly,-0.22,USD,pre-market,None,,-0.0317,-0.074,-0.277,10.62,14602000,,,,19.09,23.62,-140.0,,,,,,,134656000,,,57.8,6.25
2025-12-28,METC,-0.68,579503000.0,,1.313,7.96,,,,,,,,,,,,,,,None,153187000,153187000,,,,,,None,17108000,,0.344,0.0189,,,,-0.89,-0.77,7684000,24792000,0.55,2024-12-31,5.49,,97098000.0,17706000,6070000,2212000,,,None,1614000,None,,None,,,,,3858000,3858000,-1614000,None,-0.12,,11354000,6352000,,,,,None,,,,,0.0,2.246,2.042,,,,,,,,-0.0567,,,2025-10-28,quarterly,-0.22,USD,pre-market,None,,-0.0317,-0.074,-0.277,10.62,11354000,,,,19.09,23.62,-140.0,,,,,,,170892000,,,57.8,6.25
2025-12-28,METC,-0.68,579503000.0,,1.313,7.96,,,,,,,,,,,,,,,None,152896000,152896000,,,,,,None,18165000,,0.344,0.0189,,,,-0.89,-0.77,1518000,19683000,0.55,2024-09-30,5.49,,97098000.0,14515000,-178000,61000,,,None,1696000,None,,None,,,,,-239000,-239000,-1696000,None,-0.12,,12921000,1594000,,,,,None,,,,,0.0,2.246,2.042,,,,,,,,-0.0567,,,2025-10-28,quarterly,-0.22,USD,pre-market,None,,-0.0317,-0.074,-0.277,10.62,12921000,,,,19.09,23.62,-140.0,,,,,,,167411000,,,57.8,6.25
2025-12-28,METC,-0.68,579503000.0,,1.313,7.96,,,,,,,,,,,,,,,None,139003000,139003000,,,,,,None,16233000,,0.344,0.0189,,,,-0.89,-0.77,7937000,24170000,0.55,2024-06-30,5.49,,97098000.0,16312000,6456000,915000,,,None,1481000,None,,None,,,,,5541000,5541000,-1481000,None,-0.12,,10897000,5415000,,,,,None,,,,,0.0,2.246,2.042,,,,,,,,-0.0567,,,2025-10-28,quarterly,-0.22,USD,pre-market,None,,-0.0317,-0.074,-0.277,10.62,10897000,,,,19.09,23.62,-140.0,,,,,,,155315000,,,57.8,6.25
2025-12-28,METC,-0.68,579503000.0,,1.313,7.96,,,,,,,,,,,,,,,None,155287000,155287000,,,,,,None,15574000,,0.344,0.0189,,,,-0.89,-0.77,3904000,19478000,0.55,2024-03-31,5.49,,97098000.0,17389000,2572000,540000,,,None,1332000,None,,None,,,,,2032000,2032000,-1332000,None,-0.12,,14114000,3275000,,,,,None,,,,,0.0,2.246,2.042,,,,,,,,-0.0567,,,2025-10-28,quarterly,-0.22,USD,pre-market,None,,-0.0317,-0.074,-0.277,10.62,14114000,,,,19.09,23.62,-140.0,,,,,,,172676000,,,57.8,6.25
2025-12-28,METC,-0.68,579503000.0,,1.313,7.96,,,,,,,,,,,,,,,None,154165000,154165000,,,,,,None,14755000,,0.344,0.0189,,,,-0.89,-0.77,40497000,55252000,0.55,2023-12-31,5.49,,97098000.0,48564000,38867000,8829000,,,None,1630000,None,,None,,,,,30038000,30038000,-1629000,None,-0.12,,11313000,37251000,,,,,None,,,,,0.0,2.246,2.042,,,,,,,,-0.0567,,,2025-10-28,quarterly,-0.22,USD,pre-market,None,,-0.0317,-0.074,-0.277,10.62,11312000,,,,19.09,23.62,-140.0,,,,,,,202729000,,,57.8,6.25
2025-12-28,METC,-0.68,579503000.0,,1.313,7.96,,,,,,,,,,,,,,,None,159427000,159427000,,,,,,None,14792000,,0.344,0.0189,,,,-0.89,-0.77,27414000,42206000,0.55,2023-09-30,5.49,,97098000.0,27539000,24967000,5505000,,,None,2447000,None,,None,,,,,19462000,19462000,-2447000,None,-0.12,,11458000,16081000,,,,,None,,,,,0.0,2.246,2.042,,,,,,,,-0.0567,,,2025-10-28,quarterly,-0.22,USD,pre-market,None,,-0.0317,-0.074,-0.277,10.62,11458000,,,,19.09,23.62,-140.0,,,,,,,186966000,,,57.8,6.25
2025-12-28,METC,-0.68,579503000.0,,1.313,7.96,,,,,,,,,,,,,,,None,113104000,113104000,,,,,,None,13905000,,0.344,0.0189,,,,-0.89,-0.77,12541000,26446000,0.55,2023-06-30,5.49,,97098000.0,24365000,10023000,2467000,,,None,2518000,None,,None,,,,,7556000,7556000,-2518000,None,-0.12,,14319000,10046000,,,,,2495000,,,,,0.0,2.246,2.042,,,,,,,,-0.0567,,,2025-10-28,quarterly,-0.22,USD,pre-market,None,,-0.0317,-0.074,-0.277,10.62,14319000,,,,19.09,23.62,-140.0,,,,,,,137469000,,,57.8,6.25
2025-12-28,METC,-0.68,579503000.0,,1.313,7.96,,,,,,,,,,,,,,,None,122751000,122751000,,,,,,None,12202000,,0.344,0.0189,,,,-0.89,-0.77,33114000,45316000,0.55,2023-03-31,5.49,,97098000.0,43609000,30805000,5548000,,,None,2309000,None,,None,,,,,25257000,25257000,-2309000,None,-0.12,,11742000,31867000,,,,,1247000,,,,,0.0,2.246,2.042,,,,,,,,-0.0567,,,2025-10-28,quarterly,-0.22,USD,pre-market,None,,-0.0317,-0.074,-0.277,10.62,11742000,,,,19.09,23.62,-140.0,,,,,,,166360000,,,57.8,6.25
2025-12-28,METC,-0.68,579503000.0,,1.313,7.96,,,,,,,,,,,,,,,None,59144000,59144000,,,,,,None,7499000,,0.344,0.0189,,,,-0.89,-0.77,22772000,30271000,0.55,2022-12-31,5.49,,97098000.0,28362000,21635000,2997000,,,None,1137000,None,,None,,,,,18638000,18639000,-1506000,None,-0.12,,5862000,22500000,,,,,273000,,,,,0.0,2.246,2.042,,,,,,,,-0.0567,,,2025-10-28,quarterly,-0.22,USD,pre-market,None,,-0.0317,-0.074,-0.277,10.62,5862000,,,,19.09,23.62,-140.0,,,,,,,87506000,,,57.8,6.25
2025-12-28,METC,-0.68,579503000.0,,1.313,7.96,,,,,,,,,,,,,,,None,91564000,91564000,,,,,,None,11930000,,0.344,0.0189,,,,-0.89,-0.77,35756000,47686000,0.55,2022-09-30,5.49,,97098000.0,45361000,33501000,6596000,,,None,2255000,None,,None,,,,,26905000,26905000,-2255000,None,-0.12,,8672000,36689000,,,,,-933000,,,,,0.0,2.246,2.042,,,,,,,,-0.0567,,,2025-10-28,quarterly,-0.22,USD,pre-market,None,,-0.0317,-0.074,-0.277,10.62,8672000,,,,19.09,23.62,-140.0,,,,,,,136925000,,,57.8,6.25
2025-12-28,METC,-0.68,579503000.0,,1.313,7.96,,,,,,,,,,,,,,,None,87182000,87182000,,,,,,None,10538000,,0.344,0.0189,,,,-0.89,-0.77,45035000,55573000,0.55,2022-06-30,5.49,,97098000.0,51473000,43098000,9818000,,,None,1937000,None,,None,,,,,33280000,33280000,-1937000,None,-0.12,,8786000,42687000,,,,,2348000,,,,,0.0,2.246,2.042,,,,,,,,-0.0567,,,2025-10-28,quarterly,-0.22,USD,pre-market,None,,-0.0317,-0.074,-0.277,10.62,8786000,,,,19.09,23.62,-140.0,,,,,,,138655000,,,57.8,6.25
2025-12-28,METC,-0.68,579503000.0,,1.313,7.96,,,,,,,,,,,,,,,None,90168000,90168000,,,,,,None,8915000,,0.344,0.0189,,,,-0.89,-0.77,53256000,62171000,0.55,2022-03-31,5.49,,97098000.0,64714000,52126000,10655000,,,None,1130000,None,,None,,,,,41471000,18639000,-1130000,None,-0.12,,11824000,52890000,,,,,273000,,,,,0.0,2.246,2.042,,,,,,,,-0.0567,,,2025-10-28,quarterly,-0.22,USD,pre-market,None,,-0.0317,-0.074,-0.277,10.62,5862000,,,,19.09,23.62,-140.0,,,,,,,154882000,,,57.8,6.25
2025-12-28,METC,-0.68,579503000.0,,1.313,7.96,,,,,,,,,,,,,,,None,51645000,51645000,,,,,,None,7344000,,0.344,0.0189,,,,-0.89,-0.77,20498000,27842000,0.55,2021-12-31,5.49,,97098000.0,35861000,21635000,2997000,,,None,1137000,None,,None,,,,,18638000,18638000,-1137000,None,-0.12,,5862000,22500000,,,,,None,,,,,0.0,2.246,2.042,,,,,,,,-0.0567,,,2025-10-28,quarterly,-0.22,USD,pre-market,None,,-0.0317,-0.074,-0.277,10.62,5862000,,,,19.09,23.62,-140.0,,,,,,,87506000,,,57.8,6.25
2025-12-28,METC,-0.68,579503000.0,,1.313,7.96,,,,,,,,,,,,,,,None,61715000,61715000,,,,,,None,6907000,,0.344,0.0189,,,,-0.89,-0.77,9556000,16463000,0.55,2021-09-30,5.49,,97098000.0,14662000,8623000,1588000,,,None,933000,None,,None,,,,,7035000,7035000,-933000,None,-0.12,,5895000,8767000,,,,,789000,,,,,0.0,2.246,2.042,,,,,,,,-0.0567,,,2025-10-28,quarterly,-0.22,USD,pre-market,None,,-0.0317,-0.074,-0.277,10.62,5895000,,,,19.09,23.62,-140.0,,,,,,,76377000,,,57.8,6.25
2025-12-28,METC,-0.68,579503000.0,,1.313,7.96,,,,,,,,,,,,,,,None,63871000,63871000,,,,,,None,6109000,,0.344,0.0189,,,,-0.89,-0.77,10453000,16562000,0.55,2021-06-30,5.49,,97098000.0,12186000,10170000,228000,,,None,283000,None,,None,,,,,9942000,9942000,-283000,None,-0.12,,5165000,7021000,,,,,3432000,,,,,0.0,2.246,2.042,,,,,,,,-0.0567,,,2025-10-28,quarterly,-0.22,USD,pre-market,None,,-0.0317,-0.074,-0.277,10.62,5165000,,,,19.09,23.62,-140.0,,,,,,,76057000,,,57.8,6.25
2025-12-28,METC,-0.68,579503000.0,,1.313,7.96,,,,,,,,,,,,,,,None,37504000,37504000,,,,,,None,6306000,,0.344,0.0189,,,,-0.89,-0.77,4179000,10485000,0.55,2021-03-31,5.49,,97098000.0,5951000,3977000,-166000,,,None,202000,None,,None,,,,,4143000,4143000,-202000,None,-0.12,,4707000,1244000,,,,,2935000,,,,,0.0,2.246,2.042,,,,,,,,-0.0567,,,2025-10-28,quarterly,-0.22,USD,pre-market,None,,-0.0317,-0.074,-0.277,10.62,4707000,,,,19.09,23.62,-140.0,,,,,,,43455000,,,57.8,6.25
2025-12-28,METC,-0.68,579503000.0,,1.313,7.96,,,,,,,,,,,,,,,None,54198000,54198000,,,,,,None,5453000,,0.344,0.0189,,,,-0.89,-0.77,-7882000,-2429000,0.55,2020-12-31,5.49,,97098000.0,-3052000,-8193000,-3446000,,,None,309000,None,,None,,,,,-4746000,-4745000,-309000,None,-0.12,,5300000,-8354000,,,,,469000,,,,,0.0,2.246,2.042,,,,,,,,-0.0567,,,2025-10-28,quarterly,-0.22,USD,pre-market,None,,-0.0317,-0.074,-0.277,10.62,5300000,,,,19.09,23.62,-140.0,,,,,,,51146000,,,57.8,6.25
