date,symbol,revenue_ttm,dividend_yield,earnings_growth_yoy,gross_profit_ttm,operating_margin_ttm,profit_margin,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sma_200,sma_50,week_52_high,week_52_low
2025-12-28,SAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.73,24.87,24.92,22.9
