date,symbol,eps,revenue_ttm,pe_ratio,accumulateddepreciationamortizationppe,beta,book_value,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividend_per_share,dividend_yield,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,forward_pe,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,price_to_book,price_to_sales_ttm,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,stockbasedcompensation,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,trailing_pe,treasurystock,week_52_high,week_52_low
2026-04-16,PAX,0.68,381700000.0,18.34,,0.727,3.913,,,,,,,,,,,,,,,None,50488000,50488000,,,,,,None,35824000,,0.6,0.0487,,,,-0.376,0.0437,97395000,133219000,0.4563,2024-12-31,8.14,,212700000.0,323716000,85993000,10306000,,,None,11402000,None,,None,,,,,71875000,75687000,-13191000,None,0.361,,157815000,165901000,,,,,None,,,,,3.175,5.21,,,,,,,,0.224,,,2026-02-03,annual,0.5,USD,pre-market,None,,0.0599,0.16,-0.154,2.416,116423000,,,,14.26,12.76,,9.577,,,,,,,374204000,,18.34,,17.61,9.21
2026-04-16,PAX,0.68,381700000.0,18.34,,0.727,3.913,,,,,,,,,,,,,,,None,38734000,38734000,,,,,,None,27117000,,0.6,0.0487,,,,-0.376,0.0437,119242000,146359000,0.4563,2023-12-31,8.14,,212700000.0,288883000,117999000,-2816000,,,None,1243000,None,,None,,,,,118400000,119087000,-2449000,None,0.361,,125026000,163857000,,,,,None,,,,,3.175,5.21,,,,,,,,0.224,,,2026-02-03,annual,0.5,USD,pre-market,0.36,,0.0599,0.16,-0.154,2.416,94257000,,,,14.26,12.76,,9.577,,,,,,,327617000,,18.34,,17.61,9.21
2026-04-16,PAX,0.68,381700000.0,18.34,,0.727,3.913,,,,,,,,,,,,,,,None,34823000,34823000,,,,,,None,21204000,,0.6,0.0487,,,,-0.376,0.0437,104260000,125464000,0.4563,2022-12-31,8.14,,212700000.0,224054000,102453000,8349000,,,None,1807000,None,,None,,,,,92957000,94104000,-2595000,None,0.361,,93644000,130410000,,,,,None,,,,,3.175,5.21,,,,,,,,0.224,,,2026-02-03,annual,0.5,USD,pre-market,0.40,,0.0599,0.16,-0.154,2.416,70047000,,,,14.26,12.76,,9.577,,,,,,,258877000,,18.34,,17.61,9.21
2026-04-16,PAX,0.68,381700000.0,18.34,,0.727,3.913,,,,,,,,,,,,,,,None,14636000,14636000,,,,,,None,8756000,,0.6,0.0487,,,,-0.376,0.0437,122594000,131350000,0.4563,2021-12-31,8.14,,212700000.0,220879000,121572000,381000,,,None,1022000,30000,,None,,,,,122476000,121191000,-1469000,None,0.361,,83655000,137224000,,,,,None,,,,,3.175,5.21,,,,,,,,0.224,,,2026-02-03,annual,0.5,USD,pre-market,0.52,,0.0599,0.16,-0.154,2.416,74221000,,,,14.26,12.76,,9.577,,,,,,,235515000,,18.34,,17.61,9.21
2026-04-16,PAX,0.68,381700000.0,18.34,,0.727,3.913,,,,,,,,,,,,,,,None,10631000,10631000,,,,,,None,7687000,,0.6,0.0487,,,,-0.376,0.0437,65845000,73532000,0.4563,2020-12-31,8.14,,212700000.0,104386000,64976000,3136000,,,None,869000,4000,,None,,,,,62209000,61840000,-968000,None,0.361,,37178000,67208000,,,,,None,,,,,3.175,5.21,,,,,,,,0.224,,,2026-02-03,annual,0.5,USD,pre-market,0.56,,0.0599,0.16,-0.154,2.416,28807000,,,,14.26,12.76,,9.577,,,,,,,115017000,,18.34,,17.61,9.21
2026-04-16,PAX,0.68,381700000.0,18.34,,0.727,3.913,,,,,,,,,,,,,,,None,43185000,43185000,,,,,,None,8276000,,0.6,0.0487,,,,-0.376,0.0437,65369000,73645000,0.4563,2019-12-31,8.14,,212700000.0,80300000,64451000,3513000,,,None,918000,56000,,None,,,,,58539000,60938000,-1116000,None,0.361,,15475000,64825000,,,,,None,,,,,3.175,5.21,,,,,,,,0.224,,,2026-02-03,annual,0.5,USD,pre-market,0.52,,0.0599,0.16,-0.154,2.416,12192000,,,,14.26,12.76,,9.577,,,,,,,123485000,,18.34,,17.61,9.21
2026-04-16,PAX,0.68,381700000.0,18.34,,0.727,3.913,,,,,,,,,,,,,,,None,41412000,41412000,,,,,,None,7195000,,0.6,0.0487,,,,-0.376,0.0437,46662000,53857000,0.4563,2018-12-31,8.14,,212700000.0,64258000,46456000,1992000,,,None,206000,26000,,None,,,,,43669000,44464000,-303000,None,0.361,,17720000,46538000,,,,,None,,,,,3.175,5.21,,,,,,,,0.224,,,2026-02-03,annual,0.5,USD,pre-market,0.44,,0.0599,0.16,-0.154,2.416,16057000,,,,14.26,12.76,,9.577,,,,,,,105670000,,18.34,,17.61,9.21
2026-04-16,PAX,0.68,381700000.0,18.34,None,0.727,3.913,,None,55000000,55000000,,,,,,,,,None,157968552,None,41412000,41412000,None,None,None,116500000,None,None,7195000,,0.6,0.0487,,,,-0.376,0.0437,46662000,53857000,0.4563,2025-12-31,8.14,None,212700000.0,64258000,46456000,1992000,824200000,824200000,None,206000,26000,None,None,None,None,None,None,43669000,44464000,-303000,None,0.361,,17720000,46538000,197000000,393000000,None,None,None,,,,,3.175,5.21,,,,,,,,0.224,,None,2026-02-03,quarterly,0.5,None,pre-market,0.44,None,0.0599,0.16,-0.154,2.416,16057000,174900000,None,35100000,14.26,12.76,,9.577,1489600000,403600000,393000000,850600000,1086000000,850600000,105670000,618200000,18.34,None,17.61,9.21
2026-04-16,PAX,0.68,381700000.0,18.34,None,0.727,3.913,,24926000,30343000,30343000,,,,,,,,,16000,153379315,None,41412000,41412000,48909000,None,41366000,97010000,None,None,7195000,,0.6,0.0487,,,,-0.376,0.0437,46662000,53857000,0.4563,2025-09-30,8.14,434566000,212700000.0,64258000,46456000,1992000,394804000,394804000,None,206000,26000,None,None,None,104943000,None,45958000,43669000,44464000,-303000,None,0.361,,17720000,46538000,95921000,219259000,None,5716000,None,,,,,3.175,5.21,,,,,,,,0.224,,None,2026-02-03,quarterly,0.5,USD,pre-market,0.44,0,0.0599,0.16,-0.154,2.416,16057000,171235000,45965000,22018000,14.26,12.76,,9.577,1325508000,245292000,356591000,722430000,1080216000,365839000,105670000,586406000,18.34,None,17.61,9.21
2026-04-16,PAX,0.68,381700000.0,18.34,None,0.727,3.913,,25666000,28539000,28539000,,,,,,,,,16000,158075000,None,41412000,41412000,34583000,None,85000000,90171000,None,None,7195000,,0.6,0.0487,,,,-0.376,0.0437,46662000,53857000,0.4563,2025-06-30,8.14,432718000,212700000.0,64258000,46456000,1992000,362374000,362374000,None,206000,26000,None,None,None,76000000,None,73000000,43669000,44464000,-303000,None,0.361,,17720000,46538000,112272000,261364000,None,88400000,None,,,,,3.175,5.21,,,,,,,,0.224,,None,2026-02-03,quarterly,0.5,USD,pre-market,0.44,0,0.0599,0.16,-0.154,2.416,16057000,186711000,90845000,81196000,14.26,12.76,,9.577,1317960000,312178000,401943000,729203000,1005782000,327260000,105670000,575093000,18.34,None,17.61,9.21
2026-04-16,PAX,0.68,381700000.0,18.34,None,0.727,3.913,,22650000,36070000,36070000,,,,,,,,,16000,158075000,None,41412000,41412000,66319000,None,41100000,172126000,None,None,7195000,,0.6,0.0487,,,,-0.376,0.0437,46662000,53857000,0.4563,2025-03-31,8.14,424115000,212700000.0,64258000,46456000,1992000,353031000,353031000,None,206000,26000,None,None,None,151000000,None,93600000,43669000,44464000,-303000,None,0.361,,17720000,46538000,174471000,253536000,None,32800000,None,,,,,3.175,5.21,,,,,,,,0.224,,None,2026-02-03,quarterly,0.5,USD,pre-market,0.44,0,0.0599,0.16,-0.154,2.416,16057000,214910000,45948000,14569000,14.26,12.76,,9.577,1333992000,397236000,410813000,777822000,936756000,367009000,105670000,545525000,18.34,None,17.61,9.21
2026-04-16,PAX,0.68,381700000.0,18.34,None,0.727,3.913,,22438000,33400000,33400000,,,,,,,,,None,153586168,None,41412000,41412000,41788000,None,78518000,223200000,None,None,7195000,,0.6,0.0487,,,,-0.376,0.0437,46662000,53857000,0.4563,2024-12-31,8.14,355958000,212700000.0,64258000,46456000,1992000,699800000,699800000,None,206000,26000,None,None,None,149453000,None,50027000,43669000,44464000,-303000,None,0.361,,17720000,46538000,72700000,325600000,None,7558000,None,,,,,3.175,5.21,,,,,,,,0.224,,None,2026-02-03,quarterly,0.5,USD,pre-market,0.44,0,0.0599,0.16,-0.154,2.416,16057000,228000000,78300000,59000000,14.26,12.76,,9.577,1215000000,388300000,403900000,723600000,826700000,319700000,105670000,480600000,18.34,None,17.61,9.21
2026-04-16,PAX,0.68,381700000.0,18.34,None,0.727,3.913,,17683000,38326000,38326000,,,,,,,,,15000,152712000,None,41412000,41412000,26204000,None,16100000,131852000,None,None,7195000,,0.6,0.0487,,,,-0.376,0.0437,46662000,53857000,0.4563,2024-09-30,8.14,380195000,212700000.0,64258000,46456000,1992000,370203000,370203000,None,206000,26000,-2799000,None,None,149300000,None,75100000,43669000,44464000,-303000,None,0.361,,17720000,46538000,258004000,398821000,None,72000000,None,,,,,3.175,5.21,,,,,,,,0.224,,None,2026-02-03,quarterly,0.5,USD,pre-market,0.44,0,0.0599,0.16,-0.154,2.416,16057000,183138000,19530000,9708000,14.26,12.76,,9.577,1345492000,437890000,481699000,861893000,907602000,380194000,105670000,475331000,18.34,None,17.61,9.21
2026-04-16,PAX,0.68,381700000.0,18.34,None,0.727,3.913,,17218000,28949000,28949000,,,,,,,,,15000,151808439,None,41412000,41412000,12206000,None,28300000,126323000,None,None,7195000,,0.6,0.0487,,,,-0.376,0.0437,46662000,53857000,0.4563,2024-06-30,8.14,366259000,212700000.0,64258000,46456000,1992000,346359000,346359000,None,206000,26000,38100000,None,None,148800000,None,57300000,43669000,44464000,-303000,None,0.361,,17720000,46538000,160785000,321770000,None,70100000,None,,,,,3.175,5.21,,,,,,,,0.224,,None,2026-02-03,quarterly,0.5,USD,pre-market,0.44,-19500000,0.0599,0.16,-0.154,2.416,16057000,194334000,31672000,17761000,14.26,12.76,,9.577,1182032000,333818000,378146000,697359000,848214000,319213000,105670000,514762000,18.34,None,17.61,9.21
2026-04-16,PAX,0.68,381700000.0,18.34,None,0.727,3.913,,17362000,26984000,26984000,,,,,,,,,15000,152165829,None,41412000,41412000,6752000,None,10451000,132622000,None,None,7195000,,0.6,0.0487,,,,-0.376,0.0437,46662000,53857000,0.4563,2024-03-31,8.14,303902000,212700000.0,64258000,46456000,1992000,169641000,169641000,None,206000,26000,24299000,None,None,73369000,None,52594000,43669000,44464000,-303000,None,0.361,,17720000,46538000,234523000,347595000,None,18640000,None,,,,,3.175,5.21,,,,,,,,0.224,,None,2026-02-03,quarterly,0.5,USD,pre-market,0.44,6377000,0.0599,0.16,-0.154,2.416,16057000,101182000,13616000,6880000,14.26,12.76,,9.577,1053900000,401009000,405379000,555626000,652891000,150247000,105670000,514905000,18.34,None,17.61,9.21
2026-04-16,PAX,0.68,381700000.0,18.34,None,0.727,3.913,,15836000,12116000,12116000,,,,,,,,,15000,149360077,None,41412000,41412000,4808000,None,None,134584000,None,None,7195000,,0.6,0.0487,,,,-0.376,0.0437,46662000,53857000,0.4563,2023-12-31,8.14,311174000,212700000.0,64258000,46456000,1992000,175838000,175838000,None,206000,26000,1,None,None,None,None,58646000,43669000,44464000,-303000,None,0.361,,17720000,46538000,237819000,383381000,None,22779000,None,,,,,3.175,5.21,,,,,,,,0.224,,None,2026-02-03,quarterly,0.5,USD,pre-market,0.44,50831000,0.0599,0.16,-0.154,2.416,16057000,15836000,3014000,211650000,14.26,12.76,,9.577,1011578000,401593000,397498000,490236000,609985000,92738000,105670000,542489000,18.34,None,17.61,9.21
2026-04-16,PAX,0.68,381700000.0,18.34,None,0.727,3.913,,15612000,17529000,17529000,,,,,,,,,15000,148283533,None,41412000,41412000,7088000,None,None,118941000,None,None,7195000,,0.6,0.0487,,,,-0.376,0.0437,46662000,53857000,0.4563,2023-09-30,8.14,294976000,212700000.0,64258000,46456000,1992000,143405000,143405000,None,206000,26000,214223000,None,None,None,None,54085000,43669000,44464000,-303000,None,0.361,,17720000,46538000,214393000,274056000,None,5455000,None,,,,,3.175,5.21,,,,,,,,0.224,,23761000,2026-02-03,quarterly,0.5,USD,pre-market,0.44,33270000,0.0599,0.16,-0.154,2.416,16057000,15612000,2875000,21565000,14.26,12.76,,9.577,929638000,372428000,315978000,456252000,557210000,140274000,105670000,514187000,18.34,None,17.61,9.21
2026-04-16,PAX,0.68,381700000.0,18.34,None,0.727,3.913,,16963000,22350000,22350000,,,,,,,,,15000,148209383,None,41412000,41412000,4087000,None,None,115681000,None,None,7195000,,0.6,0.0487,,,,-0.376,0.0437,46662000,53857000,0.4563,2023-06-30,8.14,304636000,212700000.0,64258000,46456000,1992000,146339000,146339000,None,206000,26000,214253000,None,None,None,None,55238000,43669000,44464000,-303000,None,0.361,,17720000,46538000,214835000,270639000,None,13805000,None,,,,,3.175,5.21,,,,,,,,0.224,,25400000,2026-02-03,quarterly,0.5,USD,pre-market,0.44,51919000,0.0599,0.16,-0.154,2.416,16057000,16963000,2861000,24926000,14.26,12.76,,9.577,949426000,377792000,281167000,442218000,571634000,161051000,105670000,551087000,18.34,None,17.61,9.21
2026-04-16,PAX,0.68,381700000.0,18.34,None,0.727,3.913,,16848000,30753000,30753000,,,,,,,,,15000,147552748,None,41412000,41412000,5102000,None,None,147567000,None,None,7195000,,0.6,0.0487,,,,-0.376,0.0437,46662000,53857000,0.4563,2023-03-31,8.14,287774000,212700000.0,64258000,46456000,1992000,134789000,134789000,None,206000,26000,273125000,None,None,None,None,62718000,43669000,44464000,-303000,None,0.361,,17720000,46538000,273467000,324321000,None,7569000,None,,,,,3.175,5.21,,,,,,,,0.224,,25198000,2026-02-03,quarterly,0.5,USD,pre-market,0.44,49484000,0.0599,0.16,-0.154,2.416,16057000,16848000,2622000,10509000,14.26,12.76,,9.577,999767000,462296000,365445000,505405000,537471000,139960000,105670000,539160000,18.34,None,17.61,9.21
2026-04-16,PAX,0.68,381700000.0,18.34,None,0.727,3.913,,16094000,26519000,26519000,,,,,,,,,None,147192930,None,41412000,41412000,3256000,None,None,131100000,None,None,7195000,,0.6,0.0487,,,,-0.376,0.0437,46662000,53857000,0.4563,2022-12-31,8.14,276819000,212700000.0,64258000,46456000,1992000,134702000,134702000,None,206000,26000,None,None,None,None,None,43234000,43669000,44464000,-303000,None,0.361,,17720000,46538000,36200000,295800000,None,2363000,None,,,,,3.175,5.21,,,,,,,,0.224,,24600000,2026-02-03,quarterly,0.5,USD,pre-market,0.44,77600000,0.0599,0.16,-0.154,2.416,16057000,None,None,285855000,14.26,12.76,,9.577,976238000,479600000,333200000,462780000,496602000,124780000,105670000,552788000,18.34,None,17.61,9.21
2026-04-16,PAX,0.68,381700000.0,18.34,None,0.727,3.913,,15615000,25794000,25794000,,,,,,,,,15000,147192930,None,41412000,41412000,3059000,None,None,89913000,None,None,7195000,,0.6,0.0487,,,,-0.376,0.0437,46662000,53857000,0.4563,2022-09-30,8.14,248633000,212700000.0,64258000,46456000,1992000,124376000,124376000,None,206000,26000,295294000,None,None,None,None,46988000,43669000,44464000,-303000,None,0.361,,17720000,46538000,295986000,309817000,None,286000,None,,,,,3.175,5.21,,,,,,,,0.224,,24000000,2026-02-03,quarterly,0.5,USD,pre-market,0.44,56232000,0.0599,0.16,-0.154,2.416,16057000,15615000,1819000,77291000,14.26,12.76,,9.577,955557000,488984000,347639000,481117000,466573000,133478000,105670000,516630000,18.34,None,17.61,9.21
2026-04-16,PAX,0.68,381700000.0,18.34,None,0.727,3.913,,9996000,16441000,16441000,,,,,,,,,15000,147192930,None,41412000,41412000,4874000,None,None,84493000,None,None,7195000,,0.6,0.0487,,,,-0.376,0.0437,46662000,53857000,0.4563,2022-06-30,8.14,236316000,212700000.0,64258000,46456000,1992000,103490000,103490000,None,206000,26000,303248000,None,None,None,None,28500000,43669000,44464000,-303000,None,0.361,,17720000,46538000,303721000,305789000,None,9500000,None,,,,,3.175,5.21,,,,,,,,0.224,,18326000,2026-02-03,quarterly,0.5,USD,pre-market,0.44,68886000,0.0599,0.16,-0.154,2.416,16057000,9996000,1219000,88214000,14.26,12.76,,9.577,900661000,492869000,313861000,367167000,407792000,53306000,105670000,533494000,18.34,None,17.61,9.21
2026-04-16,PAX,0.68,381700000.0,18.34,None,0.727,3.913,,8824000,12914000,12914000,,,,,,,,,15000,147192930,None,41412000,41412000,4206000,None,None,98747000,None,None,7195000,,0.6,0.0487,,,,-0.376,0.0437,46662000,53857000,0.4563,2022-03-31,8.14,249618000,212700000.0,64258000,46456000,1992000,116688000,116688000,None,206000,26000,90491000,None,None,None,None,34254000,43669000,44464000,-303000,None,0.361,,17720000,46538000,90549000,125545000,None,221086000,None,,,,,3.175,5.21,,,,,,,,0.224,,15832000,2026-02-03,quarterly,0.5,USD,pre-market,0.44,82713000,0.0599,0.16,-0.154,2.416,16057000,8824000,1529000,135976000,14.26,12.76,,9.577,1008714000,338186000,166153000,435306000,670528000,269153000,105670000,573408000,18.34,None,17.61,9.21
2026-04-16,PAX,0.68,381700000.0,18.34,None,0.727,3.913,,7864000,15264000,15264000,,,,,,,,,15000,139912027,None,41412000,41412000,7223000,None,None,110747000,None,None,7195000,,0.6,0.0487,,,,-0.376,0.0437,46662000,53857000,0.4563,2021-12-31,8.14,242891000,212700000.0,64258000,46456000,1992000,116017000,116017000,None,206000,26000,6580000,None,None,None,None,18278000,43669000,44464000,-303000,None,0.361,,17720000,46538000,74445000,142297000,None,833000,None,,,,,3.175,5.21,,,,,,,,0.224,,13408000,2026-02-03,quarterly,0.5,USD,pre-market,0.44,87948000,0.0599,0.16,-0.154,2.416,16057000,7864000,951000,151866000,14.26,12.76,,9.577,761321000,352322000,156226000,197036000,408999000,40810000,105670000,564285000,18.34,None,17.61,9.21
2026-04-16,PAX,0.68,381700000.0,18.34,None,0.727,3.913,,1718000,44304000,44304000,,,,,,,,,14000,136424538,None,41412000,41412000,4146000,None,None,119926000,None,None,7195000,,0.6,0.0487,,,,-0.376,0.0437,46662000,53857000,0.4563,2021-09-30,8.14,242891000,212700000.0,64258000,46456000,1992000,18266000,18266000,None,206000,26000,5484000,None,None,None,None,7900000,43669000,44464000,-303000,None,0.361,,17720000,46538000,6340000,50848000,None,931000,None,,,,,3.175,5.21,,,,,,,,0.224,,3789000,2026-02-03,quarterly,0.5,USD,pre-market,0.44,93804000,0.0599,0.16,-0.154,2.416,16057000,1718000,890000,250809000,14.26,12.76,,9.577,478506000,421379000,85601000,90313000,57127000,4712000,105670000,388193000,18.34,None,17.61,9.21
2026-04-16,PAX,0.68,381700000.0,18.34,None,0.727,3.913,,2020000,25194000,25194000,,,,,,,,,14000,133925967,None,41412000,41412000,4365000,None,None,111870000,None,None,7195000,,0.6,0.0487,,,,-0.376,0.0437,46662000,53857000,0.4563,2021-06-30,8.14,None,212700000.0,64258000,46456000,1992000,19335000,19335000,None,206000,26000,4100000,None,None,None,None,8566000,43669000,44464000,-303000,None,0.361,,17720000,46538000,4819000,45904000,None,1004000,None,,,,,3.175,5.21,,,,,,,,0.224,,4013000,2026-02-03,quarterly,0.5,USD,pre-market,0.44,135316000,0.0599,0.16,-0.154,2.416,16057000,2020000,950000,286347000,14.26,12.76,,9.577,486449000,428230000,52352000,56331000,58219000,3979000,105670000,430118000,18.34,None,17.61,9.21
2026-04-16,PAX,0.68,381700000.0,18.34,None,0.727,3.913,,2172000,28726000,28726000,,,,,,,,,14000,136147500,None,41412000,41412000,4510000,None,None,23626000,None,None,7195000,,0.6,0.0487,,,,-0.376,0.0437,46662000,53857000,0.4563,2021-03-31,8.14,None,212700000.0,64258000,46456000,1992000,21357000,21357000,None,206000,26000,2436000,None,None,None,None,8006000,43669000,44464000,-303000,None,0.361,,17720000,46538000,2732000,9492000,None,1053000,None,,,,,3.175,5.21,,,,,,,,0.224,,4080000,2026-02-03,quarterly,0.5,USD,pre-market,0.44,76347000,0.0599,0.16,-0.154,2.416,16057000,2172000,933000,300404000,14.26,12.76,,9.577,413531000,355488000,39514000,43630000,58043000,4116000,105670000,370295000,18.34,None,17.61,9.21
2026-04-16,PAX,0.68,381700000.0,18.34,None,0.727,3.913,,1582000,14052000,14052000,,,,,,,,,1000,136147998,None,41412000,41412000,36909000,None,None,24714000,None,None,7195000,,0.6,0.0487,,,,-0.376,0.0437,46662000,53857000,0.4563,2020-12-31,8.14,None,212700000.0,64258000,46456000,1992000,22357000,22357000,None,206000,26000,4109000,None,None,None,None,1986000,43669000,44464000,-303000,None,0.361,,17720000,46538000,871000,4667000,None,1572000,None,,,,,3.175,5.21,,,,,,,,0.224,,3819000,2026-02-03,quarterly,0.5,USD,pre-market,0.44,62001000,0.0599,0.16,-0.154,2.416,16057000,1582000,780000,9929000,14.26,12.76,,9.577,107203000,53675000,44044000,48130000,53528000,4086000,105670000,57315000,18.34,None,17.61,9.21
2026-04-16,PAX,0.68,381700000.0,18.34,None,0.727,3.913,,1662000,39697000,39697000,,,,,,,,,1000,117000000,None,41412000,41412000,747000,None,None,5805000,None,None,7195000,,0.6,0.0487,,,,-0.376,0.0437,46662000,53857000,0.4563,2020-09-30,8.14,None,212700000.0,64258000,46456000,1992000,23710000,23710000,None,206000,26000,3680000,None,None,None,None,2638000,43669000,44464000,-303000,None,0.361,,17720000,46538000,4203000,11285000,None,2445000,None,,,,,3.175,5.21,,,,,,,,0.224,,None,2026-02-03,quarterly,0.5,USD,pre-market,0.44,96203000,0.0599,0.16,-0.154,2.416,16057000,1662000,744000,13423000,14.26,12.76,,9.577,129998000,63128000,34609000,39885000,66870000,5276000,105670000,89866000,18.34,None,17.61,9.21
2026-04-16,PAX,0.68,381700000.0,18.34,None,0.727,3.913,,None,None,None,,,,,,,,,None,117000000,None,41412000,41412000,None,None,None,None,None,None,7195000,,0.6,0.0487,,,,-0.376,0.0437,46662000,53857000,0.4563,2020-06-30,8.14,None,212700000.0,64258000,46456000,1992000,None,None,None,206000,26000,None,None,None,None,None,None,43669000,44464000,-303000,None,0.361,,17720000,46538000,None,None,None,None,None,,,,,3.175,5.21,,,,,,,,0.224,,None,2026-02-03,quarterly,0.5,USD,pre-market,0.44,None,0.0599,0.16,-0.154,2.416,16057000,None,None,None,14.26,12.76,,9.577,None,None,None,None,None,None,105670000,None,18.34,None,17.61,9.21
2026-04-16,PAX,0.68,381700000.0,18.34,None,0.727,3.913,,None,-37150000,-37150000,,,,,,,,,None,117000000,None,41412000,41412000,None,None,None,None,None,None,7195000,,0.6,0.0487,,,,-0.376,0.0437,46662000,53857000,0.4563,2020-03-31,8.14,None,212700000.0,64258000,46456000,1992000,None,None,None,206000,26000,None,None,None,None,None,None,43669000,44464000,-303000,None,0.361,,17720000,46538000,None,None,None,None,None,,,,,3.175,5.21,,,,,,,,0.224,,None,2026-02-03,quarterly,0.5,USD,pre-market,0.44,None,0.0599,0.16,-0.154,2.416,16057000,None,None,74300000,14.26,12.76,,9.577,None,37150000,None,None,-37150000,None,105670000,88747000,18.34,None,17.61,9.21
2026-04-16,PAX,0.68,381700000.0,18.34,None,0.727,3.913,,3097000,4120000,4120000,,,,,,,,,1000,117000000,None,41412000,41412000,492000,None,None,11456000,None,None,7195000,,0.6,0.0487,,,,-0.376,0.0437,46662000,53857000,0.4563,2019-12-31,8.14,None,212700000.0,64258000,46456000,1992000,25457000,25457000,None,206000,26000,7750000,None,None,None,None,3669000,43669000,44464000,-303000,None,0.361,,17720000,46538000,8216000,13948000,None,3247000,None,,,,,3.175,5.21,,,,,,,,0.224,,6464000,2026-02-03,quarterly,0.5,USD,pre-market,0.44,85483000,0.0599,0.16,-0.154,2.416,16057000,3097000,1209000,33030000,14.26,12.76,,9.577,114855000,56822000,19041000,26108000,58033000,7067000,105670000,81157000,18.34,None,17.61,9.21
2026-04-16,PAX,0.68,381700000.0,18.34,None,0.727,3.913,,None,55000000,55000000,,,,,,,,,None,157968552,None,41412000,41412000,None,None,None,116500000,None,None,7195000,,0.6,0.0487,,,,-0.376,0.0437,46662000,53857000,0.4563,2025-12-31,8.14,None,212700000.0,64258000,46456000,1992000,824200000,824200000,None,206000,26000,None,None,None,None,None,None,43669000,44464000,-303000,None,0.361,,17720000,46538000,197000000,393000000,None,None,None,,,,,3.175,5.21,,,,,,,,0.224,,None,2026-02-03,annual,0.5,None,pre-market,0.44,None,0.0599,0.16,-0.154,2.416,16057000,174900000,None,35100000,14.26,12.76,,9.577,1489600000,403600000,393000000,850600000,1086000000,457600000,105670000,618200000,18.34,None,17.61,9.21
2026-04-16,PAX,0.68,381700000.0,18.34,None,0.727,3.913,,22438000,33418000,33418000,,,,,,,,,15000,153586000,None,41412000,41412000,41788000,None,78518000,227060000,None,None,7195000,,0.6,0.0487,,,,-0.376,0.0437,46662000,53857000,0.4563,2024-12-31,8.14,355958000,212700000.0,64258000,46456000,1992000,344908000,344908000,None,206000,26000,None,None,None,149453000,None,50027000,43669000,44464000,-303000,None,0.361,,17720000,46538000,107245000,261307000,None,7558000,None,,,,,3.175,5.21,,,,,,,,0.224,,None,2026-02-03,annual,0.5,USD,pre-market,0.44,0,0.0599,0.16,-0.154,2.416,16057000,250409000,82239000,4956000,14.26,12.76,,9.577,1206107000,372679000,397390000,715175000,833428000,317785000,105670000,481078000,18.34,None,17.61,9.21
2026-04-16,PAX,0.68,381700000.0,18.34,None,0.727,3.913,,15836000,16050000,16050000,,,,,,,,,15000,148679965,None,41412000,41412000,4808000,None,None,134584000,None,None,7195000,,0.6,0.0487,,,,-0.376,0.0437,46662000,53857000,0.4563,2023-12-31,8.14,311174000,212700000.0,64258000,46456000,1992000,175838000,175838000,None,206000,26000,24299000,None,None,None,None,58646000,43669000,44464000,-303000,None,0.361,,17720000,46538000,233805000,383381000,None,22779000,None,,,,,3.175,5.21,,,,,,,,0.224,,None,2026-02-03,annual,0.5,USD,pre-market,0.44,50831000,0.0599,0.16,-0.154,2.416,16057000,15836000,3014000,17154000,14.26,12.76,,9.577,1011578000,401593000,397498000,490236000,609985000,92738000,105670000,542489000,18.34,None,17.61,9.21
