date,symbol,eps,revenue_ttm,accumulateddepreciationamortizationppe,beta,book_value,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,peg_ratio,price_to_book,price_to_sales_ttm,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,treasurystock,week_52_high,week_52_low
2007-10-31,ALOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-11-21,,0.2079,,pre-market,,,,,,,,,,,,,-60.0,,,,,,,,,,,
2008-01-31,ALOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-03-19,,0.1793,,pre-market,,,,,,,,,,,,,-60.0,,,,,,,,,,,
2008-04-30,ALOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-05-21,,0.1205,,pre-market,,,,,,,,,,,,,-60.0,,,,,,,,,,,
2008-07-31,ALOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-08-20,,0.1534,,pre-market,,,,,,,,,,,,,-60.0,,,,,,,,,,,
2008-10-31,ALOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-12-04,,0.0869,,pre-market,,,,,,,,,,,,,-60.0,,,,,,,,,,,
2009-01-31,ALOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-03-18,,0.04,,pre-market,,,,,,,,,,,,,-60.0,,,,,,,,,,,
2009-04-30,ALOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-05-19,,-0.0326,,pre-market,,,,,,,,,,,,,-60.0,,,,,,,,,,,
2009-07-31,ALOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-08-19,,0.0797,,pre-market,,,,,,,,,,,,,-60.0,,,,,,,,,,,
2009-10-31,ALOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-11-18,,0.0924,,pre-market,,,,,,,,,,,,,-60.0,,,,,,,,,,,
2010-01-31,ALOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-03-17,,0.2321,,pre-market,,,,,,,,,,,,,-60.0,,,,,,,,,,,
2010-04-30,ALOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-05-18,,0.0575,,pre-market,,,,,,,,,,,,,-60.0,,,,,,,,,,,
2010-07-31,ALOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-08-18,,0.043,,pre-market,,,,,,,,,,,,,-60.0,,,,,,,,,,,
2010-10-31,ALOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-11-17,,0.1058,,pre-market,,,,,,,,,,,,,-60.0,,,,,,,,,,,
2011-01-31,ALOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-03-16,,0.0697,,pre-market,,,,,,,,,,,,,-60.0,,,,,,,,,,,
2011-04-30,ALOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-05-17,,0.0582,,pre-market,,,,,,,,,,,,,-60.0,,,,,,,,,,,
2011-07-31,ALOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-08-24,,0.1405,,pre-market,,,,,,,,,,,,,-60.0,,,,,,,,,,,
2011-10-31,ALOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-11-23,,0.1078,,pre-market,,,,,,,,,,,,,-60.0,,,,,,,,,,,
2012-01-31,ALOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-03-21,,0.115,,pre-market,,,,,,,,,,,,,-60.0,,,,,,,,,,,
2012-04-30,ALOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-05-15,,0.1118,,pre-market,,,,,,,,,,,,,-60.0,,,,,,,,,,,
2012-07-31,ALOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-08-22,,0.1326,,pre-market,,,,,,,,,,,,,-60.0,,,,,,,,,,,
2012-10-31,ALOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-11-21,,0.1752,,pre-market,,,,,,,,,,,,,-60.0,,,,,,,,,,,
2013-01-31,ALOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-03-20,,1.831,,pre-market,,,,,,,,,,,,,-60.0,,,,,,,,,,,
2013-04-30,ALOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-05-22,,-0.0607,,pre-market,,,,,,,,,,,,,-60.0,,,,,,,,,,,
2013-07-31,ALOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-08-30,,0.0909,,pre-market,,,,,,,,,,,,,-60.0,,,,,,,,,,,
2013-10-31,ALOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-11-26,,0.12,,pre-market,,,,,,,,,,,,,71.4286,,,,,,,,,,,
2014-01-31,ALOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-03-18,,0.08,,pre-market,,,,,,,,,,,,,14.2857,,,,,,,,,,,
2014-04-30,ALOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-05-22,,0.14,,pre-market,,,,,,,,,,,,,100.0,,,,,,,,,,,
2014-07-31,ALOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-08-20,,0.1813,,pre-market,,,,,,,,,,,,,100.0,,,,,,,,,,,
2014-10-31,ALOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-11-26,,0.1962,,pre-market,,,,,,,,,,,,,100.0,,,,,,,,,,,
2015-01-31,ALOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-03-16,,0.071,,pre-market,,,,,,,,,,,,,100.0,,,,,,,,,,,
2015-04-30,ALOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-05-19,,0.16,,pre-market,,,,,,,,,,,,,128.5714,,,,,,,,,,,
2015-07-31,ALOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-08-19,,0.16,,pre-market,,,,,,,,,,,,,-15.7895,,,,,,,,,,,
2015-10-31,ALOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-11-25,,0.22,,pre-market,,,,,,,,,,,,,15.7895,,,,,,,,,,,
2016-01-31,ALOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-03-16,,0.11,,pre-market,,,,,,,,,,,,,-47.619,,,,,,,,,,,
2016-04-30,ALOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.11,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-17,,0.14,,pre-market,,,,,,,,,,,,,-44.0,,,,,,,,,,,
2016-07-31,ALOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0197,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-08-24,,0.1703,,pre-market,,,,,,,,,,,,,-10.3684,,,,,,,,,,,
2016-10-31,ALOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-23,,0.15,,pre-market,,,,,,,,,,,,,-21.0526,,,,,,,,,,,
2017-01-31,ALOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-15,,0.1,,pre-market,,,,,,,,,,,,,-21.0526,,,,,,,,,,,
2017-04-30,ALOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-05-16,,0.07,,pre-market,,,,,,,,,,,,,-21.0526,,,,,,,,,,,
2017-07-31,ALOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-23,,0.11,,pre-market,,,,,,,,,,,,,-21.0526,,,,,,,,,,,
2017-10-31,ALOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-22,,0.21,,pre-market,,,,,,,,,,,,,-21.0526,,,,,,,,,,,
