date,symbol,eps,revenue_ttm,pe_ratio,accumulateddepreciationamortizationppe,beta,book_value,capitalexpenditures,capitalleaseobligations,cashandcashequivalentsatcarryingvalue,cashandshortterminvestments,cashflowfromfinancing,cashflowfrominvestment,changeincashandcashequivalents,changeinexchangerate,changeininventory,changeinoperatingassets,changeinoperatingliabilities,changeinreceivables,commonstock,commonstocksharesoutstanding,comprehensiveincomenetoftax,costofgoodsandservicessold,costofrevenue,currentaccountspayable,currentdebt,currentlongtermdebt,currentnetreceivables,deferredrevenue,depreciation,depreciationandamortization,depreciationdepletionandamortization,dividendpayout,dividendpayoutcommonstock,dividendpayoutpreferredstock,earnings_growth_yoy,earnings_surprise,ebit,ebitda,estimated_eps,fiscaldateending,forward_pe,goodwill,gross_profit_ttm,grossprofit,incomebeforetax,incometaxexpense,intangibleassets,intangibleassetsexcludinggoodwill,interestanddebtexpense,interestexpense,interestincome,inventory,investmentincomenet,investments,longtermdebt,longtermdebtnoncurrent,longterminvestments,netincome,netincomefromcontinuingoperations,netinterestincome,noninterestincome,operating_margin_ttm,operatingcashflow,operatingexpenses,operatingincome,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,othernonoperatingincome,paymentsforoperatingactivities,paymentsforrepurchaseofcommonstock,paymentsforrepurchaseofequity,paymentsforrepurchaseofpreferredstock,price_to_book,price_to_sales_ttm,proceedsfromissuanceofcommonstock,proceedsfromissuanceoflongtermdebtandcapitalsecuritiesnet,proceedsfromissuanceofpreferredstock,proceedsfromoperatingactivities,proceedsfromrepaymentsofshorttermdebt,proceedsfromrepurchaseofequity,proceedsfromsaleoftreasurystock,profit_margin,profitloss,propertyplantequipment,report_date,report_type,reported_eps,reportedcurrency,reporttime,researchanddevelopment,retainedearnings,return_on_assets_ttm,return_on_equity_ttm,revenue_growth_yoy,revenue_per_share_ttm,sellinggeneralandadministrative,shortlongtermdebttotal,shorttermdebt,shortterminvestments,sma_200,sma_50,surprise_pct,totalassets,totalcurrentassets,totalcurrentliabilities,totalliabilities,totalnoncurrentassets,totalnoncurrentliabilities,totalrevenue,totalshareholderequity,trailing_pe,treasurystock,week_52_high,week_52_low
2022-06-30,NU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-08-15,,-0.01,,post-market,,,,,,,,,,,,,0.0,,,,,,,,,,,,
2022-09-30,NU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-11-14,,0.01,,post-market,,,,,,,,,,,,,0.0,,,,,,,,,,,,
2022-12-31,NU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-14,,0.02,,post-market,,,,,,,,,,,,,0.0,,,,,,,,,,,,
2023-03-31,NU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-15,,0.04,,post-market,,,,,,,,,,,,,100.0,,,,,,,,,,,,
2023-06-30,NU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-15,,0.06,,post-market,,,,,,,,,,,,,50.0,,,,,,,,,,,,
2023-09-30,NU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-11-14,,0.07,,post-market,,,,,,,,,,,,,16.6667,,,,,,,,,,,,
2023-12-31,NU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-22,,0.08,,post-market,,,,,,,,,,,,,0.0,,,,,,,,,,,,
2024-03-31,NU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-05-14,,0.09,,post-market,,,,,,,,,,,,,12.5,,,,,,,,,,,,
2024-06-30,NU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-08-13,,0.12,,post-market,,,,,,,,,,,,,20.0,,,,,,,,,,,,
2024-09-30,NU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-13,,0.12,,post-market,,,,,,,,,,,,,9.0909,,,,,,,,,,,,
2024-12-31,NU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-20,,0.13,,post-market,,,,,,,,,,,,,8.3333,,,,,,,,,,,,
2025-03-31,NU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-13,,0.12,,post-market,,,,,,,,,,,,,-7.6923,,,,,,,,,,,,
2025-06-30,NU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-14,,0.13,,post-market,,,,,,,,,,,,,0.0,,,,,,,,,,,,
2025-09-30,NU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-11-13,,0.16,,post-market,,,,,,,,,,,,,6.6667,,,,,,,,,,,,
2025-12-28,NU,0.52,6360698000.0,32.23,,1.078,2.178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.409,0.01,,,0.15,,20.88,,6360698000.0,,,,,,,,,,,,,,,,,,,0.582,,,,,,,,,,,,,7.7,12.77,,,,,,,,0.398,,,2025-11-13,,0.16,,post-market,,,0.0432,0.278,0.363,1.319,,,,,13.77,16.19,6.6667,,,,,,,,,32.23,,17.84,9.01
2025-12-28,NU,0.52,6360698000.0,32.23,,1.078,2.178,,,,,,,,,,,,,,,None,2253194000,2253194000,,,,,,None,25570000,,,,,0.409,0.01,1116289000,1141859000,0.15,2025-09-30,20.88,,6360698000.0,1751709000,1116289000,333611000,,,None,1275711000,3577478000,,None,,,,,782473000,782678000,2301767000,None,0.582,,635420000,1116289000,,,,,None,,,,,7.7,12.77,,,,,,,,0.398,,,2025-11-13,quarterly,0.16,USD,post-market,None,,0.0432,0.278,0.363,1.319,315226000,,,,13.77,16.19,6.6667,,,,,,,4004903000,,32.23,,17.84,9.01
2025-12-28,NU,0.52,6360698000.0,32.23,,1.078,2.178,,,,,,,,,,,,,,,None,2042181000,2042181000,,,,,,None,23070000,,,,,0.409,0.01,879362000,902432000,0.15,2025-06-30,20.88,,6360698000.0,1497675000,879362000,242375000,,,None,1029989000,3128743000,,None,,,,,636838000,636987000,2098754000,None,0.582,,618313000,879362000,,,,,None,,,,,7.7,12.77,,,,,,,,0.398,,,2025-11-13,quarterly,0.16,USD,post-market,None,,0.0432,0.278,0.363,1.319,319626000,,,,13.77,16.19,6.6667,,,,,,,3539856000,,32.23,,17.84,9.01
2025-12-28,NU,0.52,6360698000.0,32.23,,1.078,2.178,,,,,,,,,,,,,,,None,1869748000,1869748000,,,,,,None,21322000,,,,,0.409,0.01,795073000,816395000,0.15,2025-03-31,20.88,,6360698000.0,1276832000,795073000,237865000,,,None,896204000,2732136000,,None,,,,,557203000,557208000,1835932000,None,0.582,,481759000,795073000,,,,,None,,,,,7.7,12.77,,,,,,,,0.398,,,2025-11-13,quarterly,0.16,USD,post-market,None,,0.0432,0.278,0.363,1.319,274733000,,,,13.77,16.19,6.6667,,,,,,,3146580000,,32.23,,17.84,9.01
2025-12-28,NU,0.52,6360698000.0,32.23,,1.078,2.178,,,,,,,,,,,,,,,None,1625961000,1625961000,,,,,,None,21061000,,,,,0.409,0.01,767450000,788511000,0.15,2024-12-31,20.88,,6360698000.0,1363334000,767450000,214810000,,,None,747994000,2493681000,,None,,,,,552640000,552640000,1745687000,None,0.582,,595884000,767450000,,,,,None,,,,,7.7,12.77,,,,,,,,0.398,,,2025-11-13,quarterly,0.16,USD,post-market,None,,0.0432,0.278,0.363,1.319,318773000,,,,13.77,16.19,6.6667,,,,,,,2989295000,,32.23,,17.84,9.01
2025-12-28,NU,0.52,6360698000.0,32.23,,1.078,2.178,,,,,,,,,,,,,,,None,1535103000,1535103000,,,,,,None,19269000,,,,,0.409,0.01,723790000,743059000,0.15,2024-09-30,20.88,,6360698000.0,1322305000,723790000,170404000,,,None,760959000,2473807000,,None,,,,,553386000,553386000,1712848000,None,0.582,,598515000,723790000,,,,,None,,,,,7.7,12.77,,,,,,,,0.398,,,2025-11-13,quarterly,0.16,USD,post-market,None,,0.0432,0.278,0.363,1.319,276121000,,,,13.77,16.19,6.6667,,,,,,,2857408000,,32.23,,17.84,9.01
2025-12-28,NU,0.52,6360698000.0,32.23,,1.078,2.178,,,,,,,,,,,,,,,None,1424956000,1424956000,,,,,,None,18333000,,,,,0.409,0.01,725421000,743754000,0.15,2024-06-30,20.88,,6360698000.0,1325207000,725421000,238149000,,,None,665191000,2383307000,,None,,,,,487272000,487272000,1718116000,None,0.582,,599786000,725421000,,,,,None,,,,,7.7,12.77,,,,,,,,0.398,,,2025-11-13,quarterly,0.16,USD,post-market,None,,0.0432,0.278,0.363,1.319,319713000,,,,13.77,16.19,6.6667,,,,,,,2750163000,,32.23,,17.84,9.01
2025-12-28,NU,0.52,6360698000.0,32.23,,1.078,2.178,,,,,,,,,,,,,,,None,1491434000,1491434000,,,,,,None,18465000,,,,,0.409,0.01,578537000,597002000,0.15,2024-03-31,20.88,,6360698000.0,1147296000,578537000,199723000,,,None,660715000,2280248000,,None,,,,,378814000,378814000,1619533000,None,0.582,,568759000,578537000,,,,,None,,,,,7.7,12.77,,,,,,,,0.398,,,2025-11-13,quarterly,0.16,USD,post-market,None,,0.0432,0.278,0.363,1.319,315785000,,,,13.77,16.19,6.6667,,,,,,,2638730000,,32.23,,17.84,9.01
2025-12-28,NU,0.52,6360698000.0,32.23,,1.078,2.178,,,,,,,,,,,,,,,None,685764000,685764000,,,,,,None,16545000,,,,,0.409,0.01,559927000,576472000,0.15,2023-12-31,20.88,,6360698000.0,1497799000,559927000,199050000,,,None,605638000,1951334000,,None,,,,,360877000,360877000,1345696000,None,0.582,,937872000,559927000,,,,,None,,,,,7.7,12.77,,,,,,,,0.398,,,2025-11-13,quarterly,0.16,USD,post-market,None,,0.0432,0.278,0.363,1.319,332836000,,,,13.77,16.19,6.6667,,,,,,,2183563000,,32.23,,17.84,9.01
2025-12-28,NU,0.52,6360698000.0,32.23,,1.078,2.178,,,,,,,,,,,,,,,None,1165155000,1165155000,,,,,,None,19194000,,,,,0.409,0.01,411545000,430739000,0.15,2023-09-30,20.88,,6360698000.0,865757000,411545000,108509000,,,None,537649000,1732699000,,None,,,,,303036000,303036000,1195050000,None,0.582,,454212000,411545000,,,,,None,,,,,7.7,12.77,,,,,,,,0.398,,,2025-11-13,quarterly,0.16,USD,post-market,None,,0.0432,0.278,0.363,1.319,233368000,,,,13.77,16.19,6.6667,,,,,,,2030912000,,32.23,,17.84,9.01
2025-12-28,NU,0.52,6360698000.0,32.23,,1.078,2.178,,,,,,,,,,,,,,,None,1043860000,1043860000,,,,,,None,13977000,,,,,0.409,0.01,323977000,337954000,0.15,2023-06-30,20.88,,6360698000.0,752888000,323977000,99111000,,,None,453426000,1500225000,,None,,,,,224866000,224866000,1046799000,None,0.582,,428911000,323977000,,,,,None,,,,,7.7,12.77,,,,,,,,0.398,,,2025-11-13,quarterly,0.16,USD,post-market,None,,0.0432,0.278,0.363,1.319,242922000,,,,13.77,16.19,6.6667,,,,,,,1796748000,,32.23,,17.84,9.01
2025-12-28,NU,0.52,6360698000.0,32.23,,1.078,2.178,,,,,,,,,,,,,,,None,915007000,915007000,,,,,,None,13179000,,,,,0.409,0.01,243629000,256808000,0.15,2023-03-31,20.88,,6360698000.0,628299000,243629000,101878000,,,None,440212000,1255454000,,None,,,,,141751000,141751000,815242000,None,0.582,,384670000,243629000,,,,,None,,,,,7.7,12.77,,,,,,,,0.398,,,2025-11-13,quarterly,0.16,USD,post-market,None,,0.0432,0.278,0.363,1.319,228808000,,,,13.77,16.19,6.6667,,,,,,,1543306000,,32.23,,17.84,9.01
2025-12-28,NU,0.52,6360698000.0,32.23,,1.078,2.178,,,,,,,,,,,,,,,None,492990000,492990000,,,,,,None,9882000,,,,,0.409,0.01,185766000,195648000,0.15,2022-12-31,20.88,,6360698000.0,1125680000,-221745000,75868000,,,None,407511000,1095509000,,None,,,,,-297613000,-297613000,687998000,None,0.582,,1375040000,243630000,,,,,None,,,,,7.7,12.77,,,,,,,,0.398,,,2025-11-13,quarterly,0.16,USD,post-market,None,,0.0432,0.278,0.363,1.319,586514000,,,,13.77,16.19,6.6667,,,,,,,1618670000,,32.23,,17.84,9.01
2025-12-28,NU,0.52,6360698000.0,32.23,,1.078,2.178,,,,,,,,,,,,,,,None,456980000,456980000,,,,,,None,7611000,,,,,0.409,0.01,464996000,472607000,0.15,2022-09-30,20.88,,6360698000.0,993560000,5107000,-2726000,,,None,459889000,987248000,,None,,,,,7833000,7833000,527359000,None,0.582,,1672280000,-221740000,,,,,None,,,,,7.7,12.77,,,,,,,,0.398,,,2025-11-13,quarterly,0.16,USD,post-market,None,,0.0432,0.278,0.363,1.319,319818000,,,,13.77,16.19,6.6667,,,,,,,1450540000,,32.23,,17.84,9.01
2025-12-28,NU,0.52,6360698000.0,32.23,,1.078,2.178,,,,,,,,,,,,,,,None,504360000,504360000,,,,,,None,10433000,,,,,0.409,0.01,383041000,393474000,0.15,2022-06-30,20.88,,6360698000.0,802510000,-24612000,5238000,,,None,407500000,853013000,,None,,,,,-29850000,-29850000,445513000,None,0.582,,1301760000,5110000,,,,,None,,,,,7.7,12.77,,,,,,,,0.398,,,2025-11-13,quarterly,0.16,USD,post-market,None,,0.0432,0.278,0.363,1.319,271498000,,,,13.77,16.19,6.6667,,,,,,,1306870000,,32.23,,17.84,9.01
2025-12-28,NU,0.52,6360698000.0,32.23,,1.078,2.178,,,,,,,,,,,,,,,None,548725000,548725000,,,,,,None,7655000,,,,,0.409,0.01,-67651000,-59996000,0.15,2022-03-31,20.88,,6360698000.0,271613000,-67651000,-22647000,,,None,273003000,619443000,,None,,,,,-45101000,-45004000,346440000,None,0.582,,339264000,-67651000,,,,,None,,,,,7.7,12.77,,,,,,,,0.398,,,2025-11-13,quarterly,0.16,USD,post-market,None,,0.0432,0.278,0.363,1.319,229119000,,,,13.77,16.19,6.6667,,,,,,,820338000,,32.23,,17.84,9.01
2025-12-28,NU,0.52,6360698000.0,32.23,,1.078,2.178,,,,,,,,,,,,,,,None,376648000,376648000,,,,,,None,6443000,,,,,0.409,0.01,-88502000,-82059000,0.15,2021-12-31,20.88,,6360698000.0,204700000,-88502000,-22228000,,,None,176972000,439550000,,None,,,,,-66078000,-66274000,262578000,None,0.582,,293202000,-88502000,,,,,None,,,,,7.7,12.77,,,,,,,,0.398,,,2025-11-13,quarterly,0.16,USD,post-market,None,,0.0432,0.278,0.363,1.319,207442000,,,,13.77,16.19,6.6667,,,,,,,581348000,,32.23,,17.84,9.01
2025-12-28,NU,0.52,6360698000.0,32.23,,1.078,2.178,,,,,,,,,,,,,,,None,228398000,228398000,,,,,,None,5654000,,,,,0.409,0.01,-21757000,-16103000,0.15,2021-09-30,20.88,,6360698000.0,207393000,-21757000,12600000,,,None,101393000,294958000,,None,,,,,-34212000,-34357000,193565000,None,0.582,,229150000,-21757000,,,,,None,,,,,7.7,12.77,,,,,,,,0.398,,,2025-11-13,quarterly,0.16,USD,post-market,None,,0.0432,0.278,0.363,1.319,153439000,,,,13.77,16.19,6.6667,,,,,,,435791000,,32.23,,17.84,9.01
2025-12-28,NU,0.52,6360698000.0,32.23,,1.078,2.178,,,,,,,,,,,,,,,None,139904000,139904000,,,,,,None,2735000,,,,,0.409,0.01,-6538000,-3803000,0.15,2021-06-30,20.88,,6360698000.0,150274000,-6538000,8682000,,,None,57236000,184893000,,None,,,,,-15220000,-15220000,127657000,None,0.582,,156812000,-6538000,,,,,None,,,,,7.7,12.77,,,,,,,,0.398,,,2025-11-13,quarterly,0.16,USD,post-market,None,,0.0432,0.278,0.363,1.319,112859000,,,,13.77,16.19,6.6667,,,,,,,290178000,,32.23,,17.84,9.01
2025-12-28,NU,0.52,6360698000.0,32.23,,1.078,2.178,,,,,,,,,,,,,,,None,103037000,103037000,,,,,,None,2507000,,,,,0.409,0.01,-53367000,-50860000,0.15,2021-03-31,20.88,,6360698000.0,102194000,-53367000,-3884000,,,None,31743000,127345000,,None,,,,,-49483000,-49483000,95602000,None,0.582,,155561000,-53367000,,,,,None,,,,,7.7,12.77,,,,,,,,0.398,,,2025-11-13,quarterly,0.16,USD,post-market,None,,0.0432,0.278,0.363,1.319,106545000,,,,13.77,16.19,6.6667,,,,,,,205231000,,32.23,,17.84,9.01
2025-12-28,NU,0.52,6360698000.0,32.23,,1.078,2.178,,,,,,,,,,,,,,,None,175056000,175056000,,,,,,None,3645000,,,,,0.409,0.01,-113772000,-110127000,0.15,2020-12-31,20.88,,6360698000.0,-21612000,-113772000,-6715000,,,None,119354000,89655000,,None,,,,,-107057000,-107057000,-29699000,None,0.582,,92160000,-113772000,,,,,None,,,,,7.7,12.77,,,,,,,,0.398,,,2025-11-13,quarterly,0.16,USD,post-market,None,,0.0432,0.278,0.363,1.319,73991000,,,,13.77,16.19,6.6667,,,,,,,153444000,,32.23,,17.84,9.01
2025-12-28,NU,0.52,6360698000.0,32.23,,1.078,2.178,,,,,,,,,,,,,,,None,70110000,70110000,,,,,,None,890000,,,,,0.409,0.01,-37846000,-36956000,0.15,2020-09-30,20.88,,6360698000.0,49469000,-37846000,-5284000,,,None,37171000,70140000,,None,,,,,-32562000,-32562000,32969000,None,0.582,,87315000,-37846000,,,,,None,,,,,7.7,12.77,,,,,,,,0.398,,,2025-11-13,quarterly,0.16,USD,post-market,None,,0.0432,0.278,0.363,1.319,55383000,,,,13.77,16.19,6.6667,,,,,,,119579000,,32.23,,17.84,9.01
2025-12-28,NU,0.52,6360698000.0,32.23,,1.078,2.178,,,,,,,,,,,,,,,None,11195000,11195000,,,,,,None,2333000,,,,,0.409,0.01,4940000,7273000,0.15,2020-06-30,20.88,,6360698000.0,74575000,4940000,3379000,,,None,58551000,None,,None,,,,,1561000,None,None,None,0.582,,69635000,4940000,,,,,None,,,,,7.7,12.77,,,,,,,,0.398,,,2025-11-13,quarterly,0.16,None,post-market,None,,0.0432,0.278,0.363,1.319,45137000,,,,13.77,16.19,6.6667,,,,,,,85770000,,32.23,,17.84,9.01
2025-12-28,NU,0.52,6360698000.0,32.23,,1.078,2.178,,,,,,,,,,,,,,,None,128200000,128200000,,,,,,None,560000,,,,,0.409,0.01,-46500000,-45940000,0.15,2020-03-31,20.88,,6360698000.0,88000000,-46500000,-13067000,,,None,None,None,,None,,,,,-33433000,None,None,None,0.582,,134500000,-46500000,,,,,None,,,,,7.7,12.77,,,,,,,,0.398,,,2025-11-13,quarterly,0.16,None,post-market,None,,0.0432,0.278,0.363,1.319,70600000,,,,13.77,16.19,6.6667,,,,,,,216200000,,32.23,,17.84,9.01
2025-12-28,NU,0.52,6360698000.0,32.23,,1.078,2.178,,,,,,,,,,,,,,,None,6003842000,6003842000,,,,,,None,77128000,,,,,0.409,0.01,2795198000,2872326000,0.15,2024-12-31,20.88,,6360698000.0,5100622000,2795198000,823086000,,,None,2834859000,9631043000,,None,,,,,1972112000,1972112000,6796184000,None,0.582,,2305424000,2795198000,,,,,None,,,,,7.7,12.77,,,,,,,,0.398,,,2025-11-13,annual,0.16,USD,post-market,None,,0.0432,0.278,0.363,1.319,1222579000,,,,13.77,16.19,6.6667,,,,,,,11104464000,,32.23,,17.84,9.01
2025-12-28,NU,0.52,6360698000.0,32.23,,1.078,2.178,,,,,,,,,,,,,,,None,4322143000,4322143000,,,,,,None,62895000,,,,,0.409,0.01,1539078000,1601973000,0.15,2023-12-31,20.88,,6360698000.0,3346966000,1539078000,508548000,,,None,2036925000,5583887000,,None,,,,,1030530000,372040000,3745089000,None,0.582,,1807888000,1539078000,,,,,None,,,,,7.7,12.77,,,,,,,,0.398,,,2025-11-13,annual,0.16,USD,post-market,None,,0.0432,0.278,0.363,1.319,990957000,,,,13.77,16.19,6.6667,,,,,,,7669109000,,32.23,,17.84,9.01
2025-12-28,NU,0.52,6360698000.0,32.23,,1.078,2.178,,,,,,,,,,,,,,,None,1724330000,1724330000,,,,,,None,35581000,,,,,0.409,0.01,1239058000,1274639000,0.15,2022-12-31,20.88,,6360698000.0,3067000000,-308901000,55733000,,,None,1547903000,3555213000,,None,,,,,-364634000,-364634000,2007310000,None,0.582,,5101130000,-308900000,,,,,None,,,,,7.7,12.77,,,,,,,,0.398,,,2025-11-13,annual,0.16,USD,post-market,None,,0.0432,0.278,0.363,1.319,1275334000,,,,13.77,16.19,6.6667,,,,,,,4792230000,,32.23,,17.84,9.01
2025-12-28,NU,0.52,6360698000.0,32.23,,1.078,2.178,,,,,,,,,,,,,,,None,484463000,484463000,,,,,,None,17339000,,,,,0.409,0.01,197521000,214860000,0.15,2021-12-31,20.88,,6360698000.0,1213557000,-170164000,-4830000,,,None,367344000,1046746000,,None,,,,,-165334000,-165334000,679402000,None,0.582,,1868190000,-170170000,,,,,None,,,,,7.7,12.77,,,,,,,,0.398,,,2025-11-13,annual,0.16,USD,post-market,None,,0.0432,0.278,0.363,1.319,580285000,,,,13.77,16.19,6.6667,,,,,,,1698020000,,32.23,,17.84,9.01
